model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
llama,Llama-3.3-70B,survivor,Conscientiousness,human_anchored_strict,0.4439213570825872,28.181818181818183,0.26798673809043877,0.22867407503009096,-1.226495044199627
llama,Llama-3.3-70B,swarm,Conscientiousness,human_anchored_strict,0.5254928310627803,84.9090909090909,-1.1027224572511778,-0.7798134089095862,0.8163969860070697
llama,Llama-3.3-70B,symbiont,Conscientiousness,human_anchored_strict,0.5123324507505502,70.72727272727273,-0.2937500441881813,-0.9054232512510132,0.20820923901083954
llama,Llama-3.3-70B,synthesizer,Conscientiousness,human_anchored_strict,0.540490616429737,94.36363636363636,0.1499735395985025,-1.052898122841211,0.4304569532259102
llama,Llama-3.3-70B,teacher,Conscientiousness,human_anchored_strict,0.5164541990320105,75.81818181818181,0.8765892059877064,-0.7801741407238344,0.18217706242853232
llama,Llama-3.3-70B,technologist,Conscientiousness,human_anchored_strict,0.50825140098896,64.18181818181819,0.6943831814248204,-0.7900674578856867,0.29329833627305235
llama,Llama-3.3-70B,teenager,Conscientiousness,human_anchored_strict,0.14371774986461414,1.2727272727272727,2.2220253929565765,2.4018452067955147,-0.7609848889287846
llama,Llama-3.3-70B,theorist,Conscientiousness,human_anchored_strict,0.5543647008783474,99.45454545454545,0.023789366584187774,-1.2973626407931456,0.6849217688256263
llama,Llama-3.3-70B,therapist,Conscientiousness,human_anchored_strict,0.5109152858021365,67.45454545454545,0.6364556614658623,-0.8219743852269341,-0.3366592162617632
llama,Llama-3.3-70B,toddler,Conscientiousness,human_anchored_strict,0.11420332849387597,0.18181818181818182,1.71283292561496,4.1985960672218505,3.069817686643798
llama,Llama-3.3-70B,traditionalist,Conscientiousness,human_anchored_strict,0.4643615488562703,36.18181818181818,-0.4813754104805055,0.0781224833856723,-0.6226651708931692
llama,Llama-3.3-70B,trainer,Conscientiousness,human_anchored_strict,0.5242234029960344,83.45454545454545,0.966818330912073,-0.9137608050360646,0.3735876217522576
llama,Llama-3.3-70B,translator,Conscientiousness,human_anchored_strict,0.5135092359331154,72.54545454545455,0.3338519492539823,-0.7769729223523145,0.11470254073062333
llama,Llama-3.3-70B,tree,Conscientiousness,human_anchored_strict,0.4696836218909678,39.45454545454545,-2.568836117453006,0.27191758825434115,0.23691825035267755
llama,Llama-3.3-70B,trickster,Conscientiousness,human_anchored_strict,0.4032272518874587,19.09090909090909,-0.7952892508981382,1.267273483387521,0.0018881575463053676
llama,Llama-3.3-70B,tulpa,Conscientiousness,human_anchored_strict,0.4853579107311369,49.63636363636363,-0.34117690802134665,-0.24991807424377163,0.01851933424966226
llama,Llama-3.3-70B,tutor,Conscientiousness,human_anchored_strict,0.5088973812125259,65.27272727272727,0.9347978588378919,-0.6759818546708637,0.2632614886196089
llama,Llama-3.3-70B,validator,Conscientiousness,human_anchored_strict,0.5419120589313876,95.81818181818181,0.7624036920770578,-1.0020547857220796,0.6825756896998986
llama,Llama-3.3-70B,vampire,Conscientiousness,human_anchored_strict,0.4601799106416967,33.27272727272727,-2.08333575711804,0.994426451296405,0.6897910425282989
llama,Llama-3.3-70B,vegan,Conscientiousness,human_anchored_strict,0.4263000276742954,23.454545454545453,0.6399741271194355,-0.0017389837754455087,-0.9895006574646721
llama,Llama-3.3-70B,veteran,Conscientiousness,human_anchored_strict,0.39098595318079893,15.818181818181818,1.1117911082191725,0.922913898441258,-0.5074950731281185
llama,Llama-3.3-70B,veterinarian,Conscientiousness,human_anchored_strict,0.4883091685863131,50.72727272727273,0.8599401378275519,-0.4448734465865279,0.008204855878485856
llama,Llama-3.3-70B,vigilante,Conscientiousness,human_anchored_strict,0.3987910509294979,17.272727272727273,0.2993619942066202,1.0887269802554078,-0.4065187690922426
llama,Llama-3.3-70B,virtuoso,Conscientiousness,human_anchored_strict,0.5230058526747008,82.0,-0.5630374929785233,-0.572216624686162,-0.15145705170564863
llama,Llama-3.3-70B,virus,Conscientiousness,human_anchored_strict,0.4937220150502074,54.0,-0.2880231773210069,-0.3189061245139911,0.9357030310146839
llama,Llama-3.3-70B,visionary,Conscientiousness,human_anchored_strict,0.5137307807194462,72.9090909090909,-0.12165117281783726,-0.8263392774143262,-0.2964933654955922
llama,Llama-3.3-70B,void,Conscientiousness,human_anchored_strict,0.43790737969420584,26.363636363636363,-3.134219321065684,0.8168691049844099,1.5185627168459241
llama,Llama-3.3-70B,wanderer,Conscientiousness,human_anchored_strict,0.4601028750656485,32.90909090909091,-1.0688623311029677,0.12892021482575203,-0.9427486481931192
llama,Llama-3.3-70B,warrior,Conscientiousness,human_anchored_strict,0.45239613978710264,30.727272727272727,-0.9784096563638452,0.6362620169962397,-0.15831099146399433
llama,Llama-3.3-70B,whale,Conscientiousness,human_anchored_strict,0.48165810773963547,47.09090909090909,-1.944291988568947,0.15688971804530458,0.2727659566499086
llama,Llama-3.3-70B,widow,Conscientiousness,human_anchored_strict,0.40634979621065004,19.818181818181817,0.44306616562511597,0.7299108493597524,-1.2783350486301017
llama,Llama-3.3-70B,wind,Conscientiousness,human_anchored_strict,0.4716412527448074,40.54545454545455,-2.058419122063016,0.19209685025882212,-0.05615645703194592
llama,Llama-3.3-70B,witch,Conscientiousness,human_anchored_strict,0.4823632762500297,47.81818181818182,-2.702786328793181,0.14677576375107745,0.05254875949687591
llama,Llama-3.3-70B,witness,Conscientiousness,human_anchored_strict,0.491286333210429,53.27272727272727,0.5253109238494457,-0.4519324495872387,-0.1827917097270782
llama,Llama-3.3-70B,workaholic,Conscientiousness,human_anchored_strict,0.3071441935889616,7.090909090909091,1.245866853529479,1.572229545370005,0.4181716516635811
llama,Llama-3.3-70B,wraith,Conscientiousness,human_anchored_strict,0.4818240205550189,47.45454545454545,-3.167799245288906,0.279824708992809,0.5763762605504903
llama,Llama-3.3-70B,writer,Conscientiousness,human_anchored_strict,0.5111307179958455,68.54545454545455,-0.2630032164538903,-0.46059655339843736,-0.18325490407041833
llama,Llama-3.3-70B,zealot,Conscientiousness,human_anchored_strict,0.37686011006161135,14.0,-1.2830803044114742,1.6183233718021126,-0.17178838803081967
llama,Llama-3.3-70B,zeitgeist,Conscientiousness,human_anchored_strict,0.5159996310199872,75.45454545454545,-0.7114930181014251,-0.6543472501182424,-0.0809932133899772
llama,Llama-3.3-70B,aberration,Extraversion,human_anchored_strict,0.10607172423021627,56.18181818181818,-1.8390321899606377,0.4495388396380849,0.7535556560217052
llama,Llama-3.3-70B,absurdist,Extraversion,human_anchored_strict,0.18648580091294237,94.0,-1.3277650890898833,1.4014633361511906,0.45912956046977943
llama,Llama-3.3-70B,accountant,Extraversion,human_anchored_strict,0.03658858340690823,13.272727272727273,0.9250011152073313,-0.6959540813287773,0.371080743605937
llama,Llama-3.3-70B,activist,Extraversion,human_anchored_strict,0.12688061265043105,69.27272727272727,0.6706595511983429,-0.3636886893623311,-0.9739040143483576
llama,Llama-3.3-70B,actor,Extraversion,human_anchored_strict,0.17850400746436648,91.45454545454545,-0.4381272629496681,0.7291971371913002,-0.3903650164959629
llama,Llama-3.3-70B,addict,Extraversion,human_anchored_strict,0.1749772832842879,90.0,0.9441286518834353,1.3351863220596745,-1.0438014356877432
llama,Llama-3.3-70B,adolescent,Extraversion,human_anchored_strict,0.1819786937800273,92.18181818181819,2.1667429091289963,2.4507404516967277,-0.7311929872440229
llama,Llama-3.3-70B,advocate,Extraversion,human_anchored_strict,0.09842624241817678,53.27272727272727,0.6119238705144807,-0.8261627221752813,-0.3873038664977766
llama,Llama-3.3-70B,alien,Extraversion,human_anchored_strict,0.060826531662750954,28.181818181818183,-1.491608382624258,-0.4483962469024247,0.770539890686343
llama,Llama-3.3-70B,altruist,Extraversion,human_anchored_strict,0.11628595852412033,63.81818181818182,0.28343889265729094,-0.5359889214618699,-0.9165171746055543
llama,Llama-3.3-70B,amateur,Extraversion,human_anchored_strict,0.19473443742488572,95.45454545454545,1.469316356802971,1.2006206098097614,-0.8760711344890302
llama,Llama-3.3-70B,ambassador,Extraversion,human_anchored_strict,0.0555212459445196,26.363636363636363,0.45976301505448736,-0.9095806951452854,0.022787514503534702
llama,Llama-3.3-70B,amnesiac,Extraversion,human_anchored_strict,0.11105905850426107,59.45454545454545,0.018115366382728253,1.621325875656895,0.4779300790373999
llama,Llama-3.3-70B,analyst,Extraversion,human_anchored_strict,0.008343235906486557,2.0,0.8574456174808279,-1.0498988893386914,0.721359916320508
llama,Llama-3.3-70B,anarchist,Extraversion,human_anchored_strict,0.12459200798957534,68.54545454545455,-0.2075154004247152,0.307958070264661,-0.9969149510795088
llama,Llama-3.3-70B,ancient,Extraversion,human_anchored_strict,0.09662787692356944,52.54545454545455,-2.135593870185009,-0.2624178011893959,0.07520199797245358
llama,Llama-3.3-70B,angel,Extraversion,human_anchored_strict,0.11872889170310325,66.0,-1.7033902551151852,-0.5917974162691699,-0.5609579090750629
llama,Llama-3.3-70B,anthropologist,Extraversion,human_anchored_strict,0.05192739241032607,23.454545454545453,0.3325376460544763,-0.9974417710314125,0.022396135029884974
llama,Llama-3.3-70B,archaeologist,Extraversion,human_anchored_strict,0.08887396949448148,47.81818181818182,-0.07096807627919104,-0.5111012431200241,-0.005979089189466448
llama,Llama-3.3-70B,architect,Extraversion,human_anchored_strict,0.07032364250675026,37.63636363636363,0.6157057887357691,-0.7792526268293242,0.026234062085450535
llama,Llama-3.3-70B,archivist,Extraversion,human_anchored_strict,0.05102367849107757,22.363636363636363,0.3301524446009524,-0.8036906543090461,0.05116316559219508
llama,Llama-3.3-70B,artisan,Extraversion,human_anchored_strict,0.12632529427874825,68.9090909090909,-0.5937830381562027,-0.02030742710129566,-0.7773667252918973
llama,Llama-3.3-70B,ascetic,Extraversion,human_anchored_strict,0.08733882779312033,45.63636363636363,-2.607749021325765,0.4431875370894656,-0.7621736897571344
llama,Llama-3.3-70B,assistant,Extraversion,human_anchored_strict,0.024110473323245667,6.7272727272727275,0.9580866821240511,-0.8690127545195563,0.2956336600746054
llama,Llama-3.3-70B,auctioneer,Extraversion,human_anchored_strict,0.15337875207898233,82.72727272727273,0.4707399146197059,0.9576667206394771,0.3843078322757547
llama,Llama-3.3-70B,auditor,Extraversion,human_anchored_strict,0.014870989824528174,3.8181818181818183,0.8697577655847668,-0.9683084456526753,0.5796433200008528
llama,Llama-3.3-70B,avatar,Extraversion,human_anchored_strict,0.10651414390060734,56.90909090909091,-2.2623623103778048,-0.6114329410165981,-0.13760605336732865
llama,Llama-3.3-70B,bard,Extraversion,human_anchored_strict,0.15257236721608325,82.0,-2.3107481230621825,0.7624293054443227,-0.1223571395874778
llama,Llama-3.3-70B,bartender,Extraversion,human_anchored_strict,0.17453279056056414,89.63636363636364,0.9315738802850715,1.0163516672403945,-0.5930281837437269
llama,Llama-3.3-70B,biologist,Extraversion,human_anchored_strict,0.060008208343449956,27.818181818181817,0.2922491414107373,-0.7847483736901877,0.3618241702140328
llama,Llama-3.3-70B,blogger,Extraversion,human_anchored_strict,0.15369851535485335,83.0909090909091,0.46770949586531535,-0.11694623501913681,-0.695814382142663
llama,Llama-3.3-70B,bohemian,Extraversion,human_anchored_strict,0.2553243062454307,99.81818181818181,-1.2656581711203745,1.2871873703579015,-1.6214630558040917
llama,Llama-3.3-70B,builder,Extraversion,human_anchored_strict,0.09955050949372435,54.36363636363637,0.6948167088184234,-0.2374069648419056,-0.3293589031249321
llama,Llama-3.3-70B,caregiver,Extraversion,human_anchored_strict,0.12920104147502348,71.45454545454545,0.561708969541495,-0.28550676912445583,-0.9403702777710465
llama,Llama-3.3-70B,cartographer,Extraversion,human_anchored_strict,0.06487022182246152,32.54545454545455,0.25580571005353053,-0.739925110479929,0.20094748847992794
llama,Llama-3.3-70B,caveman,Extraversion,human_anchored_strict,0.04625365418976854,18.363636363636363,0.31809871473299195,4.237359125024927,3.083970104371442
llama,Llama-3.3-70B,celebrity,Extraversion,human_anchored_strict,0.18792878230268717,94.36363636363636,1.0322543647679314,0.7544486106765951,-1.1802224874169027
llama,Llama-3.3-70B,chameleon,Extraversion,human_anchored_strict,0.1431900878534714,77.63636363636364,0.1771240793980488,0.2265000873530963,-0.17709013425025996
llama,Llama-3.3-70B,chef,Extraversion,human_anchored_strict,0.14729382503539978,79.0909090909091,0.530206992497598,0.28933998622719065,-0.4267814130096054
llama,Llama-3.3-70B,chemist,Extraversion,human_anchored_strict,0.06086310548162602,28.545454545454547,0.37423196684863147,-0.6365343850944808,0.5357516809317611
llama,Llama-3.3-70B,chimera,Extraversion,human_anchored_strict,0.11715862182779894,64.18181818181819,-1.5197304914086858,0.05163553910177877,0.37903685456250213
llama,Llama-3.3-70B,coach,Extraversion,human_anchored_strict,0.07308004934763682,40.18181818181818,0.8796574718763137,-0.8648342568975252,-0.01864833740928682
llama,Llama-3.3-70B,collaborator,Extraversion,human_anchored_strict,0.07907732067155579,42.36363636363637,0.9179091072732185,-0.7321915560183911,-0.1629425650723297
llama,Llama-3.3-70B,collector,Extraversion,human_anchored_strict,0.07498355844812149,41.27272727272727,0.18588490119883616,-0.6328954371300143,-0.07818098933010015
llama,Llama-3.3-70B,comedian,Extraversion,human_anchored_strict,0.20568593741184105,97.27272727272727,1.1392076785254464,2.327539684961416,0.31724249826864803
llama,Llama-3.3-70B,competitor,Extraversion,human_anchored_strict,0.16902378753445252,87.45454545454545,1.0706133660461692,1.2046551194493118,-0.2367496326059666
llama,Llama-3.3-70B,composer,Extraversion,human_anchored_strict,0.10382561526945532,55.45454545454545,-0.5651185795177341,-0.4358927902825421,-0.1206415739721811
llama,Llama-3.3-70B,conservator,Extraversion,human_anchored_strict,0.053564671599880875,24.90909090909091,0.37758872050474535,-0.7987582638295899,-0.012867948216854557
llama,Llama-3.3-70B,consultant,Extraversion,human_anchored_strict,0.028929843843460666,9.272727272727273,0.8661205738826808,-1.08258044187059,0.4302202273699675
llama,Llama-3.3-70B,contrarian,Extraversion,human_anchored_strict,0.11564858688979085,63.45454545454545,0.24063719918910267,0.2681388002636938,-0.4173180653095454
llama,Llama-3.3-70B,coordinator,Extraversion,human_anchored_strict,0.04675037598491015,18.727272727272727,0.8862594320946517,-0.9947846213554037,0.2126002631168344
llama,Llama-3.3-70B,coral_reef,Extraversion,human_anchored_strict,0.10928431628326721,58.72727272727273,-1.178601436696897,-0.20188981271803158,0.3030520621947084
llama,Llama-3.3-70B,cosmopolitan,Extraversion,human_anchored_strict,0.1135670864101658,61.27272727272727,0.12255958654386938,-0.5664033352498284,-0.3635545296206435
llama,Llama-3.3-70B,counselor,Extraversion,human_anchored_strict,0.0829151151120783,44.18181818181818,0.5505281999771632,-0.8079800430008603,-0.5100036277750142
llama,Llama-3.3-70B,criminal,Extraversion,human_anchored_strict,0.13662276533683013,75.0909090909091,0.91035589663746,2.6858258150352703,-0.12522255592798853
llama,Llama-3.3-70B,critic,Extraversion,human_anchored_strict,0.05875114379875539,27.454545454545453,0.131072624436747,-1.0375077899197496,0.07020354451276155
llama,Llama-3.3-70B,crystalline,Extraversion,human_anchored_strict,0.06105306692546667,29.272727272727273,-2.0514117666954075,-0.5660204722304457,1.1803283069741455
llama,Llama-3.3-70B,curator,Extraversion,human_anchored_strict,0.07986294787135578,43.09090909090909,0.22551971671437807,-0.7954462729987846,-0.01399912536972327
llama,Llama-3.3-70B,cyborg,Extraversion,human_anchored_strict,0.04727011557862491,19.09090909090909,0.011625882297863738,-1.0360725584361967,0.7632851548371524
llama,Llama-3.3-70B,cynic,Extraversion,human_anchored_strict,0.11951599376527128,66.72727272727273,0.7937726384372615,2.0682445153474602,-0.08307451111906149
llama,Llama-3.3-70B,daredevil,Extraversion,human_anchored_strict,0.2266607782504084,98.72727272727273,0.7728302887338315,1.7376941180148262,-0.5034993467769293
llama,Llama-3.3-70B,debugger,Extraversion,human_anchored_strict,0.03282137413434899,11.454545454545455,0.7664147993071053,-1.014358584801024,0.584423726288807
llama,Llama-3.3-70B,demon,Extraversion,human_anchored_strict,0.11892332462258631,66.36363636363636,-1.8178402353948928,1.160139863308886,0.7496164371258788
