persona,cluster,distance_from_centroid,cos_to_editor,cos_to_synthesizer,cos_to_blogger,cos_to_ancient,cos_to_trickster,cos_to_contrarian,cos_to_podcaster,nearest_named_cluster,nearest_cluster_cosine
programmer,procedural_professional,0.008315027,0.985154688,0.991684973,0.979126215,0.963173270,0.968914747,0.974938869,0.974888206,,
marketer,procedural_professional,0.008439541,0.984986722,0.991560459,0.979263902,0.960177064,0.966273904,0.973375440,0.972078025,,
conservator,procedural_professional,0.008732677,0.983220160,0.991267323,0.977539539,0.972455740,0.964199603,0.965424418,0.970247865,,
veterinarian,procedural_professional,0.008757532,0.984906197,0.991242468,0.980026960,0.965510190,0.963325560,0.965470076,0.972972989,,
altruist,procedural_professional,0.008930802,0.979132831,0.991069198,0.984181762,0.976925969,0.968590617,0.970105171,0.976695299,,
physicist,procedural_professional,0.009298027,0.982478023,0.990701973,0.974047124,0.968556046,0.966419160,0.969857275,0.971020341,,
paramedic,procedural_professional,0.009426892,0.983845234,0.990573108,0.982142806,0.963668346,0.963132143,0.969101667,0.973701775,,
chemist,procedural_professional,0.009535015,0.984243512,0.990464985,0.974656582,0.966249824,0.965132296,0.967741966,0.970888793,,
anthropologist,procedural_professional,0.009697318,0.981179416,0.990302682,0.971936464,0.966574013,0.961415470,0.965784788,0.966646791,,
statistician,procedural_professional,0.009710550,0.988069415,0.990289450,0.969013631,0.955833972,0.958788514,0.965665579,0.965205312,,
accountant,procedural_professional,0.009772301,0.989384234,0.990227699,0.971475959,0.955391705,0.956570148,0.963781655,0.963993847,,
secretary,procedural_professional,0.009780288,0.992629647,0.990219712,0.971210301,0.955860078,0.955479443,0.959309280,0.964545488,,
historian,procedural_professional,0.009827256,0.983489037,0.990172744,0.972440422,0.967904806,0.963794708,0.967793047,0.967388034,,
geographer,procedural_professional,0.009969413,0.981825590,0.990030587,0.970730782,0.962407947,0.958209455,0.962335944,0.964833736,,
pharmacist,procedural_professional,0.010161042,0.987655997,0.989838958,0.971511602,0.957238138,0.955417335,0.959727407,0.964612246,,
economist,procedural_professional,0.010282397,0.984747946,0.989717603,0.968282700,0.956044972,0.958286107,0.967246592,0.963216484,,
naturalist,procedural_professional,0.010293841,0.975142121,0.989706159,0.981779397,0.980670571,0.971331358,0.969561040,0.976642072,,
entrepreneur,procedural_professional,0.010338187,0.977593601,0.989661813,0.986433446,0.965017438,0.973426402,0.983168125,0.978445172,,
tulpa,procedural_professional,0.010378420,0.974276781,0.989621580,0.992941260,0.990415931,0.985775828,0.982004046,0.990170717,,
auditor,procedural_professional,0.010622919,0.990523517,0.989377081,0.965927839,0.952627063,0.951941967,0.960912347,0.959373176,,
nutritionist,procedural_professional,0.010884821,0.984607160,0.989115179,0.973401606,0.957086742,0.957975924,0.960460484,0.967046797,,
mathematician,procedural_professional,0.010899186,0.985100150,0.989100814,0.970509410,0.963982284,0.964473724,0.967838645,0.968608856,,
visionary,procedural_professional,0.010904431,0.970800519,0.989095569,0.985560119,0.983381510,0.981276989,0.984349072,0.980866790,,
archaeologist,procedural_professional,0.010979652,0.977926970,0.989020348,0.977535427,0.975981951,0.967989683,0.968120456,0.972558141,,
pilot,procedural_professional,0.012035668,0.981876850,0.987964332,0.978914082,0.962534606,0.962941110,0.967887104,0.970611870,,
pacifist,procedural_professional,0.013139606,0.974910378,0.986860394,0.977021873,0.973680615,0.961755931,0.962453663,0.969464064,,
linguist,procedural_professional,0.013266981,0.983592212,0.986733019,0.967244327,0.960524976,0.959021568,0.961927414,0.963797271,,
merchant,procedural_professional,0.013906360,0.974309087,0.986093640,0.985810161,0.983048797,0.978231490,0.973907411,0.979561210,,
lawyer,procedural_professional,0.014258564,0.986062229,0.985741436,0.962356567,0.951072574,0.950399280,0.958359122,0.956557810,,
vegan,procedural_professional,0.014607131,0.972909689,0.985392869,0.979946136,0.965383291,0.965491354,0.967013180,0.973663986,,
hive,procedural_professional,0.014938593,0.971138716,0.985061407,0.972094774,0.983128607,0.967283964,0.967132688,0.970063806,,
activist,procedural_professional,0.015078366,0.968698800,0.984921634,0.979498804,0.966330171,0.964026928,0.974443853,0.971392751,,
counselor,procedural_professional,0.015181303,0.974351287,0.984818697,0.983449996,0.967697024,0.964157939,0.964256883,0.975330770,,
swarm,procedural_professional,0.015265405,0.969559193,0.984734595,0.975491703,0.987871885,0.972014725,0.969573915,0.974085808,,
destroyer,procedural_professional,0.015344501,0.968285322,0.984655499,0.983149529,0.980338395,0.980802298,0.992295980,0.980657220,,
idealist,procedural_professional,0.015727997,0.966425419,0.984272003,0.984122515,0.987735212,0.976231635,0.974933267,0.978392899,,
healer,procedural_professional,0.015873551,0.967773736,0.984126449,0.980203867,0.981088400,0.967890382,0.962646961,0.973631680,,
therapist,procedural_professional,0.016152501,0.973232865,0.983847499,0.981035173,0.965274811,0.962699115,0.963226140,0.973614573,,
minimalist,procedural_professional,0.018136322,0.966247857,0.981863678,0.984553576,0.975247025,0.970836520,0.972145557,0.977431059,,
optimist,procedural_professional,0.018652201,0.966816068,0.981347799,0.986643016,0.969282866,0.972418904,0.968438566,0.980425358,,
caregiver,procedural_professional,0.019056916,0.967962921,0.980943084,0.983985662,0.969954789,0.964383960,0.959898651,0.976836622,,
evangelist,procedural_professional,0.021160722,0.958802938,0.978839278,0.986658096,0.984369695,0.984573722,0.983786643,0.983986259,,
anarchist,procedural_professional,0.022037685,0.961023927,0.977962315,0.971760333,0.966001868,0.964505136,0.976264119,0.967670083,,
egregore,procedural_professional,0.022327423,0.958969295,0.977672577,0.976371527,0.994713962,0.978470206,0.973548949,0.975756049,,
empath,procedural_professional,0.022714674,0.958778024,0.977285326,0.984464467,0.981187224,0.971034825,0.965662777,0.978609681,,
translator,procedural_professional,0.025009990,0.980761886,0.974990010,0.959603965,0.947816789,0.948837161,0.948398471,0.957027793,,
revolutionary,procedural_professional,0.026230752,0.953768134,0.973769248,0.974866927,0.975113869,0.971101880,0.983075500,0.971510768,,
trickster,trickster_chaos,0.002206922,0.949123740,0.966748297,0.983785570,0.981392086,0.997793078,0.986992359,0.989744902,,
genie,trickster_chaos,0.006872356,0.949995577,0.965273440,0.977560818,0.986099124,0.993127644,0.977522075,0.983918071,,
dilettante,trickster_chaos,0.008424759,0.971759796,0.985864520,0.991528630,0.978441060,0.991575241,0.984730840,0.991069198,,
absurdist,trickster_chaos,0.009111583,0.938067496,0.954375744,0.966892540,0.969468594,0.990888417,0.978309214,0.977363706,,
improviser,trickster_chaos,0.009125292,0.959756613,0.976979434,0.992066145,0.973462045,0.990874708,0.985306740,0.992147982,,
jester,trickster_chaos,0.009328544,0.936283290,0.951911807,0.970232606,0.970929742,0.990671456,0.975276589,0.978715003,,
hedonist,trickster_chaos,0.010054946,0.956662536,0.973434627,0.982654631,0.977443755,0.989945054,0.982488513,0.982853413,,
