model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_pc1,ridge_pc2,ridge_pc3,display_aligned_x,display_aligned_y,display_aligned_z
gemma,Gemma 2 27B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6498.15593705,5649.50287956,26100.1837739,0.0550080655581,-0.0183166329422,0.399446673797
gemma,Gemma 2 27B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4765.215112,54140.8825267,82804.6135721,0.0628367546324,0.165907552996,1.31327827761
gemma,Gemma 2 27B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,23550.5395968,14397.8407834,58207.0700619,0.152725355884,-0.0211760734853,0.890819758886
gemma,Gemma 2 27B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,24814.8526123,9390.64844853,50991.6280716,0.153756514084,-0.0360753023633,0.775654689896
gemma,Gemma 2 27B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,13589.7538744,44121.7443559,85790.6771646,0.114358406116,0.100805123119,1.34463698398
gemma,Gemma 2 27B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,15157.852565,-214.293726643,42089.1190278,0.119621346709,-0.0866948320636,0.632163242387
gemma,Gemma 2 27B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,22646.7531056,6047.58970444,45475.849307,0.142484654873,-0.0470041857862,0.688912314934
gemma,Gemma 2 27B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,8020.04619614,4253.11157715,1010.33205804,0.0241577338029,0.0325219484254,0.0183726195976
gemma,Gemma 2 27B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,4648.6909425,39447.0801503,68133.8709032,0.0619939557676,0.103652120461,1.07447004485
gemma,Gemma 2 27B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,4320.07021982,15945.2707911,33408.2634833,0.0428752712958,0.0302937278681,0.522404030053
gemma,Gemma 2 27B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,3882.81374458,43699.8985644,66648.7461936,0.0505642071833,0.134381975059,1.05717877328
gemma,Gemma 2 27B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,23661.9395603,11464.1327051,45716.026831,0.138390760588,-0.0111234802473,0.698635277203
gemma,Gemma 2 27B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,24978.7246147,-12065.1358802,38505.2939334,0.167427067547,-0.147591056417,0.561883892506
gemma,Gemma 2 27B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,19146.4537384,26610.3049711,74140.1830788,0.142884675138,0.0179116277278,1.14685181941
gemma,Gemma 2 27B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,20681.64447,29870.0671911,97902.2564919,0.179954942052,-0.014933856646,1.50933158059
