model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_pc1,ridge_pc2,ridge_pc3,knn_pc1,knn_pc2,knn_pc3,pc_standardized_displacement,disagreement_p95,warning,knn_k,knn_weights
gemma,Gemma 2 27B,12,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,8666.77949533,-798.059408838,8558.37692421,723.502543996,-88.2311080316,122.100162316,36.4314237452,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,5738.55408494,-10894.4489776,3052.56706741,-353.850046105,61.4584991965,360.183376172,32.6532642452,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,9835.53350979,-13001.7626156,5277.35442715,-350.827648619,372.619194124,226.633212446,44.6533914407,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,8490.50143783,-1076.23255328,11347.8484522,500.245227923,342.308111961,71.0969324801,46.878255818,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,19454.5664406,-23513.2950888,21275.3102491,-758.599747445,-116.626279007,427.152860275,109.082778348,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,3427.65718785,-5011.03630335,2855.25016255,-357.918336054,-267.648985071,195.58839289,17.7405437178,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,6267.09512424,-10396.3024887,-6680.42785515,-583.762397943,535.888013978,-705.377236159,39.1757746598,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,5246.90052672,4000.53540548,5160.09858287,318.048626495,264.252936721,-221.833553922,25.0739257437,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,6282.39127355,-12820.8435704,2484.20952299,-535.433727441,82.0616112996,459.674890012,37.0018846091,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,7828.39699771,1110.06339232,8249.81276061,701.285636503,-120.83756101,129.617917556,34.7614924778,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,7146.17891516,-9192.44808005,3547.72539696,-350.818363057,372.610920671,226.627796253,31.6320049164,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,21915.2580792,-25304.5994598,20246.1780323,-458.254278389,214.695293733,555.104319959,110.587233255,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,4583.68384067,-9968.26259154,2647.07962298,-833.033776103,-165.947192409,326.611270411,29.0815853547,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,2666.96264101,-4759.20605159,-4334.19203073,-583.74051356,378.105789947,-522.519867242,21.0095771634,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,4481.3876518,3563.88164931,3888.93918246,672.379638371,-151.236419543,14.7397466038,19.4331098733,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,9729.91495483,-7479.18690851,1980.16487528,194.370797586,266.910782105,-467.36766012,28.9457835243,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,5587.76386496,2595.17903601,7591.25404306,186.196682765,684.857123045,-221.568510708,32.6752838593,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,10273.2969519,-11923.523701,7447.41910906,-243.102027988,425.503572138,505.519836358,46.7641591453,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,2058.09305474,-5129.10989659,268.460897994,-202.412248379,543.248991285,366.173694082,15.4352493553,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,22357.8092868,-24974.2485754,21802.357756,-758.559110498,-116.601081845,427.147197097,114.833849766,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3915.49372553,-10280.5356786,1270.82965096,-750.538993199,-117.453371779,222.064533558,28.3037416586,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9123.54066287,-12060.6348864,-890.077728903,-126.393669681,194.384169845,-331.127170551,36.6771483842,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3815.0130574,5967.08119018,3000.40280497,640.397049573,-116.007978098,-132.119617599,20.9680073945,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,7303.95962478,-11688.8320805,3635.92267341,-724.167716255,-227.392313066,337.118486498,36.0624005141,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2257.35258571,-3168.45925089,-3775.75307421,-667.431839884,995.940134637,-926.402806854,16.5577871087,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4298.20961589,1977.04199413,6363.14488592,317.610404563,264.592662518,-222.217167051,27.2531070787,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9148.05697237,712.018363741,8234.50151277,701.286046105,-120.845339232,129.613460689,35.7106366176,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6072.75501643,-7528.26866673,5363.68903241,-243.309564328,425.653716568,505.55572996,30.6639581787,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,20196.318694,-26095.3067798,23772.0816775,-758.646847117,-116.66241516,427.150740455,120.706070196,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,13924.4151547,-6101.92534437,10629.8409729,663.302339829,-80.7481167443,-8.08972083032,51.3051011363,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,3133.7762963,-644.044133413,1914.02770979,243.745757317,-172.557285583,3.34492478634,9.40254491518,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,5867.69109189,-13428.944978,-8965.67951638,-583.108506027,377.732687046,-521.732107074,50.4412298031,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,3702.81716787,-8523.24227613,1642.68237692,-463.933022399,122.450974352,349.997875824,24.4765562387,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2843.85310835,-6929.12592532,420.618172143,-375.953991011,191.192691732,94.1084995144,19.6316201206,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,2710.87740714,6808.88825042,7044.97584428,669.367565442,-85.6441326759,-17.1033572953,33.2078163658,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,12895.890287,-5657.231903,17198.2057746,568.24684705,-244.571705564,211.004348934,71.9828013921,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,5982.83124537,-444.74547298,-997.268198489,-594.956157577,867.877958641,-971.639666585,13.1279316884,1.20974320323,True,3,distance
gemma,Gemma 2 27B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,14381.9741767,-16271.4347612,10896.6727035,-243.396689717,425.705924763,505.689975014,65.9223124755,1.20974320323,True,3,distance
qwen,Qwen 3 32B,45,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,199.605422055,705.516554307,393.875138888,39.1952541826,-12.5194085306,15.2551027909,41.4529822288,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,-465.24435891,-410.391793741,-174.105800079,-20.9174475696,8.02391151463,-33.2128084049,26.0039027362,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,496.341585041,410.911649719,100.651459547,-29.3905712664,30.8212852059,29.1803328358,25.2611218105,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,-409.412592179,-500.517666604,-51.5141039847,-28.6487162298,-13.7983500134,-22.1642131565,25.9904061311,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,-382.63803278,-336.221639747,-247.504029143,-6.67991699158,19.1418220708,-33.8629305465,24.7477791651,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,173.60210059,690.294643493,378.223156407,41.7584435577,-13.8954928359,13.6336412647,40.3072934594,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,488.863339505,402.703894545,78.2797644732,-29.391861002,30.8332946098,29.1721467846,24.6030033138,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,-274.97693084,-506.473218819,-83.1427454918,-24.8975508469,-15.7206167167,-30.3961952741,24.5075429048,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,-303.89794305,-169.968210519,207.500154148,-25.3462713082,40.8609760775,29.7342222322,17.5717696252,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,-251.861011358,-255.484294072,-280.262180049,3.49517060719,13.468315849,-34.8274934166,21.6887245169,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,-41.2332672516,542.58569456,430.072567396,41.7578409848,-13.8962702552,13.6391075409,37.0605344152,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,512.715761848,476.391987839,107.280079987,-29.4043862363,30.8264420714,29.1633845406,27.897209856,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,-438.696552831,-500.04940184,-168.731415688,-15.2482157353,-1.14503824888,-34.057016757,28.4395305005,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,-411.295239751,-198.872548913,140.623860046,-29.9426066895,49.7458715146,19.0525034352,18.805926154,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,458.881786852,365.649307337,197.787315307,-30.9244614248,21.7558683322,31.4084260108,25.1374645178,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,294.201372932,6.9421872096,255.645705974,13.4083869589,-6.80901749366,27.196676789,17.2412584022,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,-330.809887959,-294.808548579,-288.680390395,-4.97104669752,26.9972753836,-32.7707753608,24.581189467,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,-131.927059323,523.620946396,405.612328554,40.7871768328,-11.8494382281,11.3085358992,35.7376288152,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,446.678446798,496.126524218,47.3752458671,-20.8477740293,60.7457294398,13.3345155101,25.6079460848,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,-441.703031729,-490.078224388,-120.707610179,-16.4675317164,-7.05354726552,-33.4461669606,27.1018987823,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,461.61594886,355.091677757,117.17024102,-29.3811056978,30.852204938,29.1698230182,22.9062646173,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,-440.373160792,-180.920705104,103.724378284,-30.4580964481,55.3891986193,16.2154361014,18.3610783356,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,203.623880121,-81.9130317183,257.629491493,13.2986986182,-6.79436696787,27.2242540651,16.2955230351,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,-490.860795774,-430.51832137,-151.115384745,-20.819768294,8.04424802952,-33.2348271248,26.7499827308,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,-409.478445359,74.2301587601,126.007369557,15.02383171,6.69370352028,-25.5495963898,17.3585227697,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,340.869755797,193.277513586,-309.702310112,-10.1608417728,29.2819285269,-27.5471626399,22.6759036667,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,368.039038113,545.940306795,223.76970841,-6.02911868336,4.02941013641,30.6127615046,30.6435501995,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,401.847910763,369.673891918,98.0493146065,-29.3574666759,30.9311312774,29.1501581144,21.7367229816,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,-253.900862158,-353.585428129,7.59147198801,-28.5532911681,-19.8990406466,-15.6136308786,17.2872254734,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,-325.742753268,-1.89692910023,115.458349618,-30.4463118341,55.4078803222,16.2302574301,11.9597697593,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,278.245610281,14.911111019,276.57658357,13.3963805821,-6.8063123656,27.2047712777,18.1225983508,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-513.612436775,-371.639396799,-164.378002791,-13.9973316851,6.2889247237,-33.9514542335,25.5502640853,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,266.810315198,524.240080874,312.453444477,39.1918977971,-12.5168014238,15.2630200347,32.165347833,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,267.513850216,280.436416964,-307.509728786,-12.116719455,27.175746902,-31.3074349714,23.0551871539,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-350.362815824,-509.830444807,-143.24995583,-16.357548614,-6.93472375486,-33.4799394711,26.7974746284,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-434.896484169,68.3721755013,168.375658137,-24.3740237395,26.5511482928,-21.2998456076,18.2922892153,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,361.65102742,405.358311832,107.952754257,-24.7662883013,45.486365614,28.6355037521,21.6819559346,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,494.448364181,396.388398594,129.063471646,-29.3875980261,30.8377344343,29.176207911,25.1409783358,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-392.492989281,-137.753393867,110.720493053,-30.4105620109,55.3276856435,16.3855250542,16.1617409903,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,218.426784724,-133.870849371,158.165597662,38.9341566315,-14.0310639899,17.4431979208,12.0916883678,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,539.438840329,510.074138096,186.838778424,19.5602743024,1.0583643326,25.7826709196,31.0276225637,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,-62.9817514296,82.4420076421,-332.712927182,-2.20777334225,22.5230435778,-33.9863933362,19.2463315939,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,-199.87832483,363.631886855,341.328378477,41.9448330195,-4.61849144705,3.40078601797,28.5740558101,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,-455.034026151,-477.209424103,-158.029346843,-15.2321357482,-1.10607992975,-34.0599409631,27.663236055,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,-552.449658202,-394.949226259,-126.835928933,-24.4172995986,26.6503260465,-21.2671775103,27.1469076216,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,439.074173697,345.941703925,-9.27416200713,-20.8412891128,60.7581824947,13.3284264318,20.2865344776,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,289.16412334,173.629114918,137.783757963,39.1832308868,-12.5088941449,15.2651572066,14.2911999083,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,72.6656973409,394.818251961,192.798687037,-20.4344816383,60.3867035769,21.190324285,19.2236997113,0.86014758638,True,5,distance
qwen,Qwen 3 32B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,-31.0239081412,96.8651621861,386.428358226,-30.2010896607,10.6302602777,31.2441095817,22.8691468536,0.86014758638,True,5,distance
llama,LLaMA 3.3 70B,45,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,11.9476958616,8.57089599697,4.35095740767,1.63038270699,2.40376075239,-0.0418901031,12.471521144,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,-1.16862516809,-4.8881947172,-3.60152047856,0.179382961426,-0.290942770466,-0.780974214265,6.09251144901,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.35564838811,-2.73972790752,4.6737654445,1.29602297176,2.90015922504,1.57035143048,7.00249084479,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,-11.3748244865,-3.15982800561,-1.42191101707,-0.714680654379,-0.444432725507,-0.0525691604265,9.86201791139,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.23255185132,-4.33649126156,-2.85882068621,0.788721028738,-0.548514936093,-0.408903338818,5.06248063292,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,13.0679302293,9.23554715358,4.34624962854,1.63293144163,2.40465817708,-0.0421547972217,13.4905329911,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.257224176,-2.40423484182,4.94410058157,1.2972127364,2.90271504775,1.57571516063,7.00919877822,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,-13.1883752428,-3.3174268592,-3.06899765252,-1.47276574784,-0.66858871108,0.246623862362,11.550523429,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,-4.2544434139,-3.6084175738,-0.967370428221,-0.251847090843,1.45017557252,-0.873353390695,5.99729291866,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.52651639949,-4.04968728423,-2.81464376615,1.00289117054,-0.819287080025,0.427582403343,5.98711609107,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,11.8954047147,8.80650934178,3.98544131286,1.62913195855,2.40166238326,-0.0469465945695,12.3025875051,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.47792378163,-0.296648487364,4.16714426349,1.30028336645,2.90917890644,1.58923086297,5.1595394568,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,-6.21139431371,-4.94796950163,-3.20462610211,0.175245577281,-0.297746331015,-0.774757534951,7.94482073595,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,-4.24104693623,-3.29561785224,-2.07951932744,-0.10655078265,1.23209783088,-0.931736911878,5.892148192,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,-1.76923807443,-2.06486156875,6.13439425913,0.505314941741,2.14986520648,0.147696805981,9.64782011327,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,4.57642171963,-2.65234176228,3.56877082014,-0.155932151153,-0.528078226222,0.601449278213,6.25349669375,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,2.12099478359,-4.21985664128,-3.00195847846,0.66436530885,-0.683881198855,-0.449686814551,5.14019943426,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,12.4725137363,9.37956060247,4.35208288301,1.63361623287,2.40314929608,-0.0477001745216,13.1886576293,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2.55329434425,-0.0860141270946,3.27976431936,1.6340154572,2.40802179857,-0.0329394469275,5.35364794043,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,-6.31596007049,-4.9094798258,-3.18791734706,-0.78349165774,-0.461268709079,-0.486960776051,7.51496516193,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,-2.85600500532,-2.43002303715,5.19974626921,1.29285429869,2.74728539785,0.508345096895,9.08868031897,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,-5.56297351499,-2.75130338515,-1.70417118931,-0.160277270117,1.03787527299,-1.05075867226,6.03600753317,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,2.07168712282,-3.52848815684,2.75446202931,-1.59439490477,-0.224390331444,0.902228705792,5.22750186539,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,-1.16443481184,-3.88344573639,-3.17752488944,0.179757259763,-0.293536045408,-0.778980722192,4.99952378457,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,8.98735471443,3.66235102092,-2.24289599504,0.823527530343,-0.603828654961,-0.120260687911,8.76461043736,1.29434389779,True,3,distance
