model,K,profile_id,eligible_primary_k,pc1_12,pc2_12,pc3_12,pc1_45,pc2_45,pc3_45,delta_pc1,delta_pc2,delta_pc3,pc_standardized_displacement,inside_50_12,inside_50_45,inside_80_12,inside_80_45,inside_95_12,inside_95_45,nearest_family_12,nearest_family_45,nearest_role_12,nearest_role_45
gemma,7,H07_D,True,5246.90052672,4000.53540548,5160.09858287,23155.049707,14419.4366079,48792.0162161,17908.1491803,10418.9012024,43631.9176332,176.283595616,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,7,H07_E,True,6282.39127355,-12820.8435704,2484.20952299,5836.04932091,9795.88404774,32513.8372387,-446.34195264,22616.7276181,30029.6277157,131.493849556,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,7,H07_F,True,7828.39699771,1110.06339232,8249.81276061,24917.2148666,12103.2460136,54054.444144,17088.8178689,10993.1826213,45804.6313834,184.4674778,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,7,H07_G,True,7146.17891516,-9192.44808005,3547.72539696,9797.41017382,51029.7598415,87708.5429635,2651.23125866,60222.2079216,84160.8175665,364.92061016,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,8,H08_A,True,21915.2580792,-25304.5994598,20246.1780323,17659.6251621,3940.72537056,63317.060385,-4255.63291706,29245.3248303,43070.8823527,185.185618492,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,8,H08_B,True,4583.68384067,-9968.26259154,2647.07962298,3101.0992376,20168.3744996,37240.7525072,-1482.58460307,30136.6370912,34593.6728842,156.57386259,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,8,H08_C,True,2666.96264101,-4759.20605159,-4334.19203073,2516.2790881,41264.811803,55166.6211129,-150.683552908,46024.0178546,59500.8131436,261.970984269,False,False,False,False,False,False,MFamily_E,MFamily_D,shaman,narcissist
gemma,8,H08_D,True,4481.3876518,3563.88164931,3888.93918246,17142.1900141,4318.35631416,12147.2309905,12660.8023623,754.474664846,8258.291808,40.5337749483,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,8,H08_E,True,9729.91495483,-7479.18690851,1980.16487528,20611.6661332,13874.8100784,56342.5635401,10881.7511784,21353.9969869,54362.3986648,220.884864658,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,8,H08_F,True,5587.76386496,2595.17903601,7591.25404306,24373.3775398,11049.7516471,54356.440049,18785.6136749,8454.57261113,46765.186006,187.82781537,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,8,H08_G,True,10273.2969519,-11923.523701,7447.41910906,11350.7364998,-3217.79550643,34923.2140917,1077.43954792,8705.72819461,27475.7949827,109.901112579,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,8,H08_H,True,2058.09305474,-5129.10989659,268.460897994,13367.2498672,47078.608133,84271.0179224,11309.1568125,52207.7180296,84002.5570245,356.470835188,False,False,False,False,False,False,MFamily_A,MFamily_D,scholar,narcissist
gemma,9,H09_A,False,22357.8092868,-24974.2485754,21802.357756,19985.144976,-3001.99040244,52422.4085651,-2372.66431085,21972.258173,30620.050809,132.903394679,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,9,H09_B,False,3915.49372553,-10280.5356786,1270.82965096,3057.41048844,22081.635528,37338.849549,-858.083237098,32362.1712066,36068.0198981,164.475648623,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,9,H09_C,False,9123.54066287,-12060.6348864,-890.077728903,15345.265002,16289.8407955,56840.7597527,6221.72433915,28350.4756819,57730.8374816,237.998775278,False,False,False,False,False,False,MFamily_A,MFamily_D,reviewer,narcissist
gemma,9,H09_D,False,3815.0130574,5967.08119018,3000.40280497,14557.6734235,5120.23061223,8643.10159736,10742.6603661,-846.850577942,5642.69879239,30.3431917637,False,False,False,False,False,False,MFamily_D,MFamily_D,procrastinator,narcissist
gemma,9,H09_E,False,7303.95962478,-11688.8320805,3635.92267341,6498.15593705,5649.50287956,26100.1837739,-805.803687726,17338.3349601,22464.2611005,98.8728634265,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,9,H09_F,False,2257.35258571,-3168.45925089,-3775.75307421,4765.215112,54140.8825267,82804.6135721,2507.86252629,57309.3417776,86580.3666463,370.347786621,False,False,False,False,False,False,MFamily_E,MFamily_D,shaman,narcissist
gemma,9,H09_G,False,4298.20961589,1977.04199413,6363.14488592,23550.5395968,14397.8407834,58207.0700619,19252.3299809,12420.7987893,51843.925176,208.749723988,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,9,H09_H,False,9148.05697237,712.018363741,8234.50151277,24814.8526123,9390.64844853,50991.6280716,15666.7956399,8678.63008479,42757.1265589,171.502846376,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,9,H09_I,False,6072.75501643,-7528.26866673,5363.68903241,13589.7538744,44121.7443559,85790.6771646,7516.99885801,51650.0130226,80426.9881322,342.652624031,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,10,H10_A,True,20196.318694,-26095.3067798,23772.0816775,15157.852565,-214.293726643,42089.1190278,-5038.46612902,25881.0130531,18317.0373503,98.9586749349,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,10,H10_B,True,13924.4151547,-6101.92534437,10629.8409729,22646.7531056,6047.58970444,45475.849307,8722.33795082,12149.5150488,34846.0083342,140.988356336,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,10,H10_C,True,3133.7762963,-644.044133413,1914.02770979,8020.04619614,4253.11157715,1010.33205804,4886.26989985,4897.15571057,-903.695651747,16.2620885404,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,procrastinator
gemma,10,H10_D,True,5867.69109189,-13428.944978,-8965.67951638,4648.6909425,39447.0801503,68133.8709032,-1219.00014939,52876.0251282,77099.5504196,331.74465634,False,False,False,False,False,False,MFamily_A,MFamily_D,shaman,narcissist
gemma,10,H10_E,True,3702.81716787,-8523.24227613,1642.68237692,4320.07021982,15945.2707911,33408.2634833,617.253051941,24468.5130673,31765.5811064,139.740777019,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
gemma,10,H10_F,True,2843.85310835,-6929.12592532,420.618172143,3882.81374458,43699.8985644,66648.7461936,1038.96063623,50629.0244897,66228.1280215,290.883906364,False,False,False,False,False,False,MFamily_A,MFamily_D,scholar,narcissist
gemma,10,H10_G,True,2710.87740714,6808.88825042,7044.97584428,23661.9395603,11464.1327051,45716.026831,20951.0621531,4655.24445465,38671.0509868,157.073638271,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,10,H10_H,True,12895.890287,-5657.231903,17198.2057746,24978.7246147,-12065.1358802,38505.2939334,12082.8343276,-6407.90397716,21307.0881588,88.1597582165,False,False,False,False,False,False,MFamily_D,MFamily_D,narcissist,narcissist
gemma,10,H10_I,True,5982.83124537,-444.74547298,-997.268198489,19146.4537384,26610.3049711,74140.1830788,13163.622493,27055.0504441,75137.4512773,303.41843135,False,False,False,False,False,False,MFamily_A,MFamily_D,moderator,narcissist
gemma,10,H10_J,True,14381.9741767,-16271.4347612,10896.6727035,20681.64447,29870.0671911,97902.2564919,6299.67029334,46141.5019523,87005.5837884,361.307501101,False,False,False,False,False,False,MFamily_A,MFamily_D,robot,narcissist
