model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_kde_density,terrain_sparsity_percentile,inside_50_sample_coverage,inside_80_sample_coverage,inside_95_sample_coverage,beyond_95_warning
qwen,Qwen 3 32B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6.11311809463e-277,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6.66515600767e-206,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,4.33484946907e-156,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,1.02152415439e-205,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
qwen,Qwen 3 32B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
llama,LLaMA 3.3 70B,45,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,2.73718938534e-112,100,False,False,False,True
llama,LLaMA 3.3 70B,45,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,2.33931839988e-35,100,False,False,False,True
llama,LLaMA 3.3 70B,45,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.06816414642e-28,100,False,False,False,True
llama,LLaMA 3.3 70B,45,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.60671916568e-74,100,False,False,False,True
llama,LLaMA 3.3 70B,45,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,7.72330424704e-25,100,False,False,False,True
llama,LLaMA 3.3 70B,45,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.86748721792e-138,100,False,False,False,True
llama,LLaMA 3.3 70B,45,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.44548826784e-30,100,False,False,False,True
llama,LLaMA 3.3 70B,45,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.63156125001e-113,100,False,False,False,True
llama,LLaMA 3.3 70B,45,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,6.7651892211e-16,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,6.65189538599e-31,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,9.01021902277e-112,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.66834015592e-25,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,3.43953251432e-47,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,1.51151317392e-17,100,False,False,False,True
llama,LLaMA 3.3 70B,45,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,7.14122566673e-53,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,9.595866113e-30,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,9.78487917531e-28,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,4.07287574205e-129,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2.23954699601e-13,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,2.82585377266e-47,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,3.87008526907e-42,100,False,False,False,True
llama,LLaMA 3.3 70B,45,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,1.15216702083e-17,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,2.4469000113e-16,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,1.23047577796e-23,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,2.88951641991e-47,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,1.88403079543e-16,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,1.30788304974e-19,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,7.01729557213e-28,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,3.50862400349e-214,100,False,False,False,True
llama,LLaMA 3.3 70B,45,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,2.11535985024e-09,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4.20398384181e-24,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3.15960839921e-23,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.39199163139e-63,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.39742475833e-24,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,5.19292673787e-50,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.25738058533e-13,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3.30188125525e-20,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.54021803591e-32,100,False,False,False,True
llama,LLaMA 3.3 70B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.86700238973e-40,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,1.28449109612e-32,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,1.25789289093e-29,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,5.638444847e-18,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,3.37213562479e-146,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,1.45766375393e-31,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,3.74847304862e-33,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,2.49667465277e-26,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,3.09238730378e-242,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,1.54476859122e-09,100,False,False,False,True
llama,LLaMA 3.3 70B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,1.39432348577e-26,100,False,False,False,True
gemma,Gemma 2 27B,45,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
gemma,Gemma 2 27B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True
