model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_pc1,ridge_pc2,ridge_pc3,display_aligned_x,display_aligned_y,display_aligned_z
gemma,Gemma 2 27B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3815.0130574,5967.08119018,3000.40280497,0.00943167272254,0.0354695086695,0.0514208659016
gemma,Gemma 2 27B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,7303.95962478,-11688.8320805,3635.92267341,0.0495269796605,-0.0789044935626,0.0395795679638
gemma,Gemma 2 27B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2257.35258571,-3168.45925089,-3775.75307421,0.00713184888908,-0.0100107801155,-0.0612758676051
gemma,Gemma 2 27B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4298.20961589,1977.04199413,6363.14488592,0.0223222722112,0.00182773636985,0.0974542695241
gemma,Gemma 2 27B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9148.05697237,712.018363741,8234.50151277,0.0446229419116,-0.00664447633906,0.123124130534
gemma,Gemma 2 27B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6072.75501643,-7528.26866673,5363.68903241,0.0414770296713,-0.0566992206752,0.0708329312224
gemma,Gemma 2 27B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,20196.318694,-26095.3067798,23772.0816775,0.148623620013,-0.209393878594,0.323991180104
gemma,Gemma 2 27B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,13924.4151547,-6101.92534437,10629.8409729,0.0757918071415,-0.0528363743953,0.150243465164
gemma,Gemma 2 27B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,3133.7762963,-644.044133413,1914.02770979,0.015229635055,-0.00598482476295,0.0274389107471
gemma,Gemma 2 27B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,5867.69109189,-13428.944978,-8965.67951638,0.027635658665,-0.0621005269279,-0.152521002435
gemma,Gemma 2 27B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,3702.81716787,-8523.24227613,1642.68237692,0.028700548042,-0.0565854204752,0.0139991111132
gemma,Gemma 2 27B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,2843.85310835,-6929.12592532,420.618172143,0.0213290472952,-0.0440068345676,-0.00240290543533
gemma,Gemma 2 27B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,2710.87740714,6808.88825042,7044.97584428,0.0103741369002,0.0305774675607,0.113771541302
gemma,Gemma 2 27B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,12895.890287,-5657.231903,17198.2057746,0.0814714168166,-0.0661730935431,0.250245085641
gemma,Gemma 2 27B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,5982.83124537,-444.74547298,-997.268198489,0.0207691990455,0.00460640794136,-0.016977481012
gemma,Gemma 2 27B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,14381.9741767,-16271.4347612,10896.6727035,0.0931229807647,-0.119829110964,0.142284505671
