role,activation_cluster,cos_role_name_to_original_prompt,displacement_role_name_to_original_prompt,cos_role_name_description_to_original_prompt,displacement_role_name_description_to_original_prompt,cos_original_prompt_to_no_label_prompt,displacement_original_prompt_to_no_label_prompt,cos_role_name_to_no_label_prompt,displacement_role_name_to_no_label_prompt,nn_role_name,nn_original_prompt,nn_no_label_prompt,nn_all_same
mentor,procedural_professional,0.8608230537010053,0.13917694629899469,0.7281061859818397,0.27189381401816026,0.9828057193616384,0.017194280638361592,0.7582723180546814,0.24172768194531857,coach,coach,marketer,False
merchant,procedural_professional,0.8602549392656333,0.13974506073436666,0.5437238880733715,0.45627611192662854,0.9822694318648987,0.01773056813510132,0.762460397025273,0.23753960297472698,symbiont,entrepreneur,entrepreneur,False
minimalist,procedural_professional,0.9319745988201303,0.06802540117986966,0.9183235543816776,0.08167644561832244,0.9875300407603262,0.012469959239673756,0.8759081182324564,0.1240918817675436,hedonist,hedonist,hedonist,True
moderator,other,0.9673468479135977,0.03265315208640229,0.959157490690721,0.04084250930927902,0.9955881903524074,0.004411809647592579,0.9453555132921496,0.05464448670785038,facilitator,facilitator,facilitator,True
musician,mythic_spiritual,0.963213957404026,0.036786042595973956,0.9181347958520685,0.08186520414793153,0.9929832999595085,0.007016700040491486,0.9371878622822554,0.06281213771774463,empath,empath,empath,True
mycorrhizal,mythic_spiritual,0.9406995445986137,0.05930045540138629,0.9504617480992105,0.04953825190078953,0.9703676772099565,0.029632322790043464,0.8767331772683634,0.12326682273163658,tree,tree,tree,True
mystic,mythic_spiritual,0.9195859721071447,0.08041402789285534,0.8827857209844493,0.1172142790155507,0.982869122868636,0.017130877131363964,0.843208650312478,0.15679134968752195,pilgrim,shaman,shaman,False
narcissist,other,0.9136307429632458,0.08636925703675424,0.7129713991046963,0.2870286008953037,0.9940212357778679,0.00597876422213206,0.8694928488190451,0.1305071511809549,altruist,altruist,altruist,True
narrator,mythic_spiritual,0.9489943012823299,0.051005698717670134,0.9492163646594852,0.05078363534051478,0.9930182511000621,0.006981748899937856,0.9063513169311553,0.09364868306884466,blogger,reporter,reporter,False
naturalist,procedural_professional,0.9167748062802524,0.08322519371974757,0.683268729963239,0.31673127003676105,0.9829218479535631,0.017078152046436923,0.8470589730143031,0.1529410269856969,simulacrum,chemist,chemist,False
navigator,procedural_professional,0.8844937796820299,0.11550622031797009,0.8743904561610906,0.12560954383890943,0.9878389044533019,0.012161095546698086,0.8091905684025101,0.19080943159748986,smuggler,smuggler,smuggler,True
negotiator,procedural_professional,0.9456108424768981,0.054389157523101916,0.9040977951989314,0.09590220480106859,0.9972857376749011,0.0027142623250988596,0.9190928473642819,0.08090715263571813,mediator,mediator,mediator,True
networker,procedural_professional,0.878755165160599,0.12124483483940096,0.7866755900374492,0.21332440996255075,0.9787794442309596,0.02122055576904036,0.7660582451079748,0.23394175489202518,loner,merchant,merchant,False
newlywed,grounded_social,0.9066724349580941,0.09332756504190587,0.6733056999251542,0.3266943000748458,0.9949274926788494,0.00507250732115061,0.8690721942379467,0.13092780576205332,divorcee,widow,widow,False
nomad,mythic_spiritual,0.8932747587284872,0.10672524127151284,0.7796531227589897,0.22034687724101032,0.9921378589666158,0.007862141033384229,0.8387916484493327,0.16120835155066726,wanderer,expatriate,expatriate,False
novelist,mythic_spiritual,0.9409715296592744,0.05902847034072556,0.8930535286730483,0.10694647132695168,0.9860599734789581,0.01394002652104187,0.8812924269191194,0.11870757308088065,podcaster,playwright,playwright,False
nutritionist,procedural_professional,0.9461072483682224,0.05389275163177765,0.8322564704227946,0.1677435295772054,0.9864777865051353,0.01352221349486471,0.8874875322092839,0.11251246779071611,therapist,therapist,cartographer,False
observer,procedural_professional,0.9524844454345015,0.0475155545654985,0.9492805340634723,0.05071946593652765,0.9800910946796533,0.019908905320346726,0.8739132082120881,0.12608679178791193,witness,witness,witness,True
optimist,procedural_professional,0.9520011969673884,0.047998803032611614,0.9166868197519185,0.08331318024808154,0.9969965088862646,0.0030034911137354348,0.9254359357752354,0.07456406422476458,realist,realist,realist,True
oracle,mythic_spiritual,0.9795366789118852,0.020463321088114772,0.9795611195928827,0.020438880407117277,0.9967996446185479,0.0032003553814521357,0.964599255304157,0.03540074469584298,prophet,prophet,prophet,True
organizer,procedural_professional,0.9210914283756235,0.07890857162437648,0.9207185065269964,0.07928149347300362,0.9737432918631177,0.0262567081368823,0.8095299505609183,0.19047004943908175,coordinator,coordinator,planner,False
orphan,grounded_social,0.904832313568417,0.09516768643158302,0.9370245231486953,0.06297547685130467,0.9982197143640734,0.0017802856359265817,0.885729564183031,0.11427043581696905,improviser,prisoner,prisoner,False
pacifist,procedural_professional,0.9587334166187851,0.041266583381214916,0.8927929105516481,0.10720708944835189,0.986644480645917,0.013355519354082968,0.914650826478975,0.085349173521025,peacekeeper,peacekeeper,peacekeeper,True
paramedic,procedural_professional,0.9704298776472399,0.02957012235276013,0.9152917307806342,0.0847082692193658,0.9955114803523317,0.0044885196476682765,0.9472458584852951,0.05275414151470492,patient,patient,doctor,False
parasite,mythic_spiritual,0.9543208484889114,0.04567915151108859,0.9549824190197105,0.04501758098028952,0.9573786321178286,0.04262136788217141,0.8567356640349506,0.1432643359650494,tulpa,tulpa,exile,False
parent,grounded_social,0.9215728576259539,0.07842714237404613,0.8749260895762568,0.12507391042374316,0.9974129990713949,0.0025870009286050877,0.8915971375160869,0.10840286248391307,celebrity,celebrity,celebrity,True
patient,grounded_social,0.9613828436104606,0.03861715638953944,0.8964271586995349,0.10357284130046507,0.9750663573148508,0.024933642685149193,0.8951047763815501,0.10489522361844994,paramedic,paramedic,paramedic,True
peacekeeper,procedural_professional,0.9349602949566687,0.06503970504333134,0.8546424441072868,0.14535755589271315,0.9937083653168589,0.00629163468314109,0.8954884622455387,0.10451153775446131,negotiator,negotiator,negotiator,True
perfectionist,procedural_professional,0.9678574170405984,0.032142582959401644,0.9397363796880329,0.06026362031196708,0.9862554454926372,0.013744554507362783,0.937330245661925,0.06266975433807498,proofreader,proofreader,proofreader,True
pharmacist,procedural_professional,0.7319785027468105,0.26802149725318947,0.46200286371111565,0.5379971362888843,0.9391312569499343,0.06086874305006573,0.4666215463177884,0.5333784536822116,specialist,lawyer,navigator,False
philosopher,mythic_spiritual,0.9347255076906223,0.06527449230937765,0.8689206829404744,0.13107931705952558,0.9930084892379535,0.0069915107620465156,0.8862413732030592,0.11375862679694082,absurdist,absurdist,absurdist,True
photographer,mythic_spiritual,0.9311248812834574,0.06887511871654262,0.8493375177954533,0.1506624822045467,0.9961956515662628,0.0038043484337372258,0.8998057404895379,0.10019425951046212,narrator,romantic,romantic,False
physicist,procedural_professional,0.8721192441629027,0.12788075583709735,0.6500275175701185,0.34997248242988155,0.9838684531781621,0.016131546821837928,0.7726237484286669,0.22737625157133312,scientist,mathematician,mathematician,False
pilgrim,mythic_spiritual,0.9447117600812135,0.05528823991878651,0.9702258780435249,0.029774121956475108,0.996434562396932,0.0035654376030680446,0.9196225606615308,0.08037743933846919,mystic,mystic,shaman,False
pilot,procedural_professional,0.9175462413859133,0.08245375861408666,0.84463617078413,0.15536382921587,0.9802642118975549,0.01973578810244514,0.8349451398262849,0.16505486017371507,navigator,navigator,navigator,True
pirate,grounded_social,0.9478646332499009,0.05213536675009911,0.9202036686047298,0.0797963313952702,0.9951486139609756,0.004851386039024352,0.918208155740054,0.08179184425994601,rogue,caveman,surfer,False
planner,procedural_professional,0.903181564566641,0.096818435433359,0.648047000906196,0.35195299909380395,0.9780662434654998,0.02193375653450025,0.7948573151459384,0.20514268485406162,strategist,strategist,strategist,True
playwright,grounded_social,0.9291622703277383,0.07083772967226165,0.8434939460192225,0.15650605398077755,0.9895817752733403,0.010418224726659653,0.8701630398181611,0.12983696018183888,novelist,novelist,novelist,True
podcaster,other,0.9369212302071274,0.06307876979287264,0.9035254839528231,0.09647451604717694,0.9928633160852582,0.007136683914741759,0.8916300923922527,0.10836990760774734,novelist,novelist,novelist,True
poet,other,0.9377420311600275,0.06225796883997248,0.8967252490746754,0.10327475092532457,0.991317297279261,0.00868270272073901,0.8878566407549559,0.11214335924504415,linguist,infant,infant,False
polymath,procedural_professional,0.937423050980176,0.06257694901982402,0.8947607471530881,0.10523925284691193,0.9858286170523639,0.01417138294763609,0.8760738475129393,0.12392615248706074,generalist,generalist,generalist,True
pragmatist,procedural_professional,0.9464081989554378,0.05359180104456218,0.8519921158569222,0.14800788414307775,0.9960095473063998,0.0039904526936002105,0.913807317727268,0.08619268227273202,realist,realist,optimist,False
predator,mythic_spiritual,0.9549899931206229,0.04501000687937706,0.9843809483702588,0.015619051629741199,0.9848073312949213,0.015192668705078738,0.8953061465202469,0.10469385347975313,prey,prey,prey,True
presenter,grounded_social,0.945067249977574,0.054932750022426036,0.9167164172642979,0.08328358273570213,0.9900737922751744,0.009926207724825553,0.8914865289168653,0.1085134710831347,summarizer,summarizer,summarizer,True
prey,other,0.9179324686496853,0.08206753135031475,0.9795482586285583,0.02045174137144168,0.9811362600837181,0.018863739916281874,0.8239207057563717,0.17607929424362834,predator,predator,predator,True
prisoner,grounded_social,0.8853616501240107,0.11463834987598931,0.635421049297699,0.36457895070230095,0.9953779395189635,0.004622060481036527,0.8655725569919807,0.13442744300801934,parent,orphan,orphan,False
procrastinator,other,0.8975020990189448,0.10249790098105516,0.6796391267678791,0.3203608732321209,0.9947819283374846,0.005218071662515422,0.8657191588812888,0.1342808411187112,provincial,hoarder,hoarder,False
prodigy,procedural_professional,0.9243970525400365,0.07560294745996354,0.7305802449527796,0.2694197550472204,0.9852619805783999,0.014738019421600135,0.8528669475351736,0.14713305246482644,polymath,polymath,polymath,True
producer,procedural_professional,0.9167686947698098,0.08323130523019018,0.8251262808006785,0.1748737191993215,0.9912835873672717,0.008716412632728265,0.861764472078319,0.13823552792168103,publisher,publisher,publisher,True
programmer,procedural_professional,0.9417485610038916,0.05825143899610841,0.9239959498448727,0.07600405015512735,0.9972761193474856,0.0027238806525143877,0.9168655866015911,0.08313441339840888,mathematician,mathematician,mathematician,True
proofreader,editorial,0.9706055129672551,0.029394487032744943,0.9788377465707225,0.021162253429277467,0.9966317322019219,0.003368267798078084,0.9482931871423266,0.05170681285767342,editor,editor,editor,True
prophet,mythic_spiritual,0.9716744698716383,0.028325530128361698,0.9660513255560975,0.03394867444390248,0.998205353275969,0.0017946467240309572,0.9604688523459703,0.03953114765402965,oracle,oracle,oracle,True
provincial,grounded_social,0.9530994571541903,0.04690054284580969,0.9598767086317924,0.04012329136820758,0.9952526567594958,0.004747343240504187,0.9366897654794104,0.06331023452058959,cosmopolitan,hybrid,hybrid,False
provocateur,combative_iconoclast,0.9364406115761555,0.06355938842384445,0.9735150043926123,0.026484995607387707,0.9923213118111549,0.007678688188845095,0.8924134422112892,0.10758655778871085,trickster,loner,loner,False
psychologist,procedural_professional,0.9067943418364525,0.09320565816354753,0.6869594024513436,0.31304059754865643,0.9836559694233851,0.016344030576614932,0.8286208884977497,0.17137911150225027,geographer,cyborg,anthropologist,False
publisher,procedural_professional,0.9601511095483034,0.039848890451696595,0.9564446716317702,0.04355532836822984,0.9885734451676611,0.011426554832338898,0.9129205168639632,0.08707948313603675,producer,producer,producer,True
purist,mythic_spiritual,0.9770164731413304,0.022983526858669556,0.9429756249448142,0.05702437505518576,0.9774775215483509,0.02252247845164912,0.925280856644367,0.07471914335563301,conservator,traditionalist,traditionalist,False
realist,procedural_professional,0.9556418696815315,0.04435813031846847,0.8742801832880758,0.12571981671192423,0.9943005417636301,0.005699458236369859,0.9187942365510029,0.0812057634489971,improviser,improviser,improviser,True
rebel,combative_iconoclast,0.9657475666531166,0.03425243334688344,0.9611598280876941,0.03884017191230593,0.998220732603793,0.0017792673962070404,0.9485570485407623,0.05144295145923772,maverick,maverick,maverick,True
recruiter,procedural_professional,0.9085190453779697,0.09148095462203032,0.8457849113050067,0.15421508869499334,0.9863226479965371,0.013677352003462873,0.8296107561610804,0.17038924383891962,scout,entrepreneur,entrepreneur,False
refugee,grounded_social,0.60088728574042,0.39911271425957995,0.5344564454531517,0.46554355454684826,0.9999524606069262,4.753939307378108e-05,0.5930646407712667,0.40693535922873325,widow,immigrant,immigrant,False
reporter,procedural_professional,0.9435830436522314,0.056416956347768554,0.9313223286975041,0.06867767130249591,0.9949396371001854,0.005060362899814597,0.9081455128445636,0.09185448715543643,journalist,journalist,journalist,True
researcher,procedural_professional,0.806768287721838,0.19323171227816205,0.5706319896742432,0.4293680103257568,0.9736477909046916,0.026352209095308443,0.6642752528480622,0.3357247471519378,scientist,analyst,analyst,False
retiree,grounded_social,0.8911916567831144,0.1088083432168856,0.7243229029373919,0.2756770970626081,0.9970572433967297,0.002942756603270258,0.8537937635494558,0.1462062364505442,refugee,refugee,refugee,True
revenant,mythic_spiritual,0.9039942929556627,0.09600570704433731,0.8636911223800612,0.13630887761993882,0.9943040029578335,0.005695997042166501,0.8591519226495985,0.1408480773504015,ghost,ghost,ghost,True
reviewer,procedural_professional,0.9040584346672789,0.09594156533272113,0.9073259732264785,0.09267402677352155,0.9786506203999109,0.02134937960008909,0.7987548401051351,0.2012451598948649,evaluator,evaluator,evaluator,True
revolutionary,procedural_professional,0.8829213690974835,0.11707863090251647,0.7897343183623848,0.21026568163761516,0.9729123952479494,0.02708760475205063,0.7706467596505125,0.22935324034948745,rebel,anarchist,anarchist,False
robot,other,0.953856759215142,0.046143240784857986,0.9439718243781543,0.0560281756218457,0.9909822246042166,0.009017775395783412,0.9129379274463907,0.08706207255360932,spy,spy,spy,True
rogue,grounded_social,0.9003772040819048,0.0996227959180952,0.9463030101450588,0.0536969898549412,0.9883067791177231,0.011693220882276867,0.8298327683413265,0.17016723165867353,pirate,criminal,spy,False
romantic,mythic_spiritual,0.960704095879872,0.039295904120127956,0.9652346795795517,0.03476532042044833,0.9829435714064431,0.017056428593556938,0.914800048698328,0.08519995130167202,idealist,idealist,idealist,True
saboteur,grounded_social,0.9234789315122427,0.0765210684877573,0.9093289138623218,0.09067108613767816,0.9879171781471853,0.012082821852814729,0.8611475237822865,0.13885247621771346,hacker,destroyer,builder,False
sage,mythic_spiritual,0.9078209379027221,0.09217906209727789,0.8616241323745208,0.13837586762547915,0.9927271088466496,0.0072728911533503915,0.8526939469311122,0.14730605306888778,elder,guru,guru,False
scheduler,procedural_professional,0.9374993097339548,0.06250069026604521,0.9082584212248724,0.09174157877512756,0.9934998677484109,0.006500132251589075,0.8952575665118068,0.10474243348819323,supervisor,coordinator,coordinator,False
scholar,procedural_professional,0.83688467637495,0.16311532362505,0.9648697775887454,0.03513022241125463,0.9758310594217094,0.024168940578290554,0.7058097260976408,0.2941902739023592,archaeologist,archaeologist,scientist,False
scientist,procedural_professional,0.7729654055416693,0.22703459445833074,0.804899580472856,0.19510041952714396,0.8952855602314866,0.10471443976851336,0.41509563190371274,0.5849043680962873,biologist,researcher,detective,False
scout,procedural_professional,0.9425292827965439,0.05747071720345609,0.9466718408459948,0.05332815915400524,0.9864225620309991,0.013577437969000905,0.882568847733427,0.11743115226657297,recruiter,recruiter,recruiter,True
screener,editorial,0.9708258786824346,0.02917412131756536,0.9707835488095962,0.029216451190403836,0.9936470396175104,0.006352960382489559,0.9450766586221617,0.054923341377838275,recruiter,examiner,examiner,False
secretary,procedural_professional,0.9648316793096672,0.03516832069033282,0.9610413023916451,0.03895869760835491,0.9967456170160686,0.0032543829839314364,0.9405015896792995,0.05949841032070047,scheduler,scheduler,scheduler,True
shaman,mythic_spiritual,0.9322258980945533,0.06777410190544675,0.824244441110219,0.175755558889781,0.9835473234393515,0.016452676560648527,0.8639340135115158,0.13606598648848423,healer,mystic,mystic,False
shapeshifter,grounded_social,0.9625469052494461,0.03745309475055392,0.9367414702749455,0.06325852972505452,0.9976759967602371,0.002324003239762895,0.946656691458881,0.05334330854111902,actor,actor,actor,True
simulacrum,mythic_spiritual,0.9503837494853619,0.04961625051463814,0.9212792685271866,0.07872073147281344,0.9852755009056197,0.014724499094380339,0.8961017293803093,0.1038982706196907,philosopher,philosopher,philosopher,True
skeptic,procedural_professional,0.9659833912500305,0.03401660874996948,0.954193207964619,0.04580679203538096,0.9966108106495378,0.003389189350462174,0.9437883936653813,0.05621160633461875,detective,detective,detective,True
smuggler,grounded_social,0.9460575586997414,0.0539424413002586,0.8289246086489243,0.17107539135107575,0.9783789505344053,0.021621049465594733,0.870670037268646,0.129329962731354,navigator,navigator,navigator,True
sociologist,procedural_professional,0.9260413692862431,0.07395863071375686,0.7982637607266767,0.2017362392733233,0.9913043382500607,0.008695661749939299,0.8757623707894472,0.12423762921055281,loner,anthropologist,anthropologist,False
soldier,grounded_social,0.9735040591945856,0.026495940805414397,0.9386765134863256,0.06132348651367436,0.9953211471842243,0.004678852815775736,0.9513782709851408,0.04862172901485917,veteran,veteran,veteran,True
sommelier,grounded_social,0.9394134430469125,0.060586556953087456,0.8717547195376024,0.12824528046239758,0.9839958406685444,0.016004159331455603,0.8711551644537571,0.12884483554624293,curator,chef,chef,False
specialist,procedural_professional,0.9291279614762951,0.07087203852370494,0.9143056633976024,0.08569433660239756,0.8408667054614539,0.15913329453854608,0.5826217085798554,0.4173782914201446,pharmacist,pharmacist,engineer,False
spirit,mythic_spiritual,0.6695966505816142,0.3304033494183858,0.9297137150617693,0.07028628493823075,0.9679120849198957,0.032087915080104334,0.4882189473266268,0.5117810526733733,zeitgeist,zeitgeist,void,False
spy,grounded_social,0.9680523704919934,0.03194762950800656,0.979843181407726,0.02015681859227403,0.9967278487615944,0.0032721512384056295,0.95289001113663,0.047109988863370034,mycorrhizal,rogue,rogue,False
statistician,procedural_professional,0.9138854277447352,0.08611457225526475,0.6848901618370388,0.31510983816296123,0.985887318639422,0.014112681360577972,0.8417938366479787,0.1582061633520213,analyst,economist,economist,False
stoic,mythic_spiritual,0.9507524862489156,0.04924751375108438,0.918077295346313,0.081922704653687,0.9744529946560957,0.025547005343904305,0.8735078572777197,0.12649214272228027,realist,realist,addict,False
strategist,procedural_professional,0.8939876702104047,0.1060123297895953,0.8088193743151227,0.19118062568487726,0.9874819949661412,0.012518005033858803,0.814155826323816,0.185844173676184,planner,planner,planner,True
student,grounded_social,0.7927961350336272,0.20720386496637277,0.8924524396657613,0.10754756033423873,0.9686511937470383,0.03134880625296166,0.6570740541674603,0.34292594583253966,adolescent,graduate,graduate,False
summarizer,procedural_professional,0.9209216386299668,0.07907836137003321,0.8645663208399005,0.13543367916009952,0.9877836087565314,0.012216391243468627,0.8516324447927651,0.14836755520723488,synthesizer,presenter,presenter,False
supervisor,procedural_professional,0.9449751739562589,0.05502482604374115,0.8595984117617868,0.14040158823821325,0.9706266848033291,0.029373315196670857,0.8544073742755021,0.14559262572449794,organizer,coordinator,coordinator,False
surfer,grounded_social,0.9521688472707921,0.047831152729207904,0.9657106690091054,0.034289330990894595,0.9881187074900015,0.011881292509998476,0.9036953642203016,0.09630463577969839,pirate,leviathan,leviathan,False
survivor,grounded_social,0.8764863121569106,0.12351368784308936,0.824257651067564,0.175742348932436,0.993209041473332,0.006790958526668001,0.8409289720338873,0.15907102796611272,prisoner,elder,elder,False
swarm,procedural_professional,0.9661441775396917,0.03385582246030827,0.9850886110947394,0.014911388905260559,0.9951889270919916,0.004811072908008418,0.9453505145803365,0.054649485419663524,hive,hive,hive,True
symbiont,procedural_professional,0.9520565687687274,0.04794343123127265,0.8628410182499179,0.13715898175008212,0.9925066761107504,0.007493323889249615,0.9179501811305008,0.08204981886949925,ecosystem,ecosystem,ecosystem,True
synthesizer,procedural_professional,0.9428921445521635,0.057107855447836475,0.9074516643018025,0.09254833569819754,0.984385108181516,0.015614891818483967,0.8717887168004392,0.12821128319956077,summarizer,summarizer,theorist,False
teacher,procedural_professional,0.9509055808773951,0.049094419122604926,0.9513870002721615,0.0486129997278385,0.9913617843774589,0.008638215622541079,0.9033692456732659,0.09663075432673407,instructor,tutor,tutor,False
technologist,procedural_professional,0.9174459703612913,0.08255402963870873,0.6795009177881655,0.32049908221183454,0.9906948214708976,0.009305178529102398,0.859893534877339,0.140106465122661,evangelist,evangelist,evangelist,True
teenager,other,0.9811566427029085,0.018843357297091523,0.740112150464653,0.25988784953534705,0.9959729115692234,0.004027088430776593,0.9671655189074618,0.03283448109253817,adolescent,adolescent,adolescent,True
theorist,procedural_professional,0.9249814512602452,0.07501854873975478,0.8933810276125472,0.10661897238745277,0.993389769127268,0.006610230872732048,0.876337658625895,0.12366234137410503,synthesizer,synthesizer,synthesizer,True
therapist,procedural_professional,0.949750274091777,0.050249725908222964,0.8629020732944501,0.13709792670554988,0.9972683646644018,0.0027316353355981704,0.9250513656497167,0.07494863435028332,counselor,counselor,counselor,True
toddler,other,0.9496609438902941,0.050339056109705904,0.8015056138185632,0.19849438618143678,0.9958523365319667,0.0041476634680333024,0.9199283616156502,0.08007163838434983,infant,infant,infant,True
traditionalist,mythic_spiritual,0.9564202856865817,0.04357971431341834,0.876226780426801,0.12377321957319898,0.9886106858125095,0.011389314187490451,0.9210050719311074,0.07899492806889263,purist,purist,purist,True
trainer,procedural_professional,0.955452980428757,0.04454701957124296,0.9746973298926348,0.0253026701073652,0.9979677850231436,0.0020322149768563502,0.9366762538305607,0.06332374616943925,instructor,instructor,instructor,True
translator,procedural_professional,0.8987854924762613,0.10121450752373873,0.8166877433188424,0.18331225668115758,0.9883052933183312,0.011694706681668832,0.8288462690925233,0.17115373090747665,interpreter,interpreter,interpreter,True
tree,mythic_spiritual,0.9400652104613744,0.05993478953862563,0.9610599978054455,0.03894000219455451,0.9966964725731536,0.0033035274268463644,0.9215013134695828,0.07849868653041725,mycorrhizal,mycorrhizal,mycorrhizal,True
trickster,trickster_chaos,0.9450331838854987,0.05496681611450127,0.911684137936226,0.08831586206377395,0.9901603512227667,0.009839648777233312,0.8935207909849893,0.10647920901501073,fool,fool,fool,True
tulpa,procedural_professional,0.909838368732049,0.09016163126795096,0.7998345291318216,0.20016547086817837,0.9926093809900329,0.00739061900996707,0.8602862609409633,0.13971373905903672,parasite,egregore,egregore,False
tutor,procedural_professional,0.9249903691294498,0.07500963087055024,0.8102811377306329,0.18971886226936707,0.9972495180782256,0.002750481921774406,0.8976111668967554,0.10238883310324465,teacher,teacher,teacher,True
validator,procedural_professional,0.9136994771530488,0.08630052284695122,0.8886155199602198,0.11138448003978019,0.9884928922812142,0.011507107718785825,0.8455651952640385,0.1544348047359615,examiner,summarizer,researcher,False
vampire,mythic_spiritual,0.9451656892816201,0.05483431071837985,0.9349487328065138,0.0650512671934862,0.9967819262014838,0.003218073798516241,0.9202391490868824,0.07976085091311758,predator,predator,predator,True
vegan,procedural_professional,0.977973272197423,0.022026727802576973,0.950062774969715,0.04993722503028497,0.9976378462226926,0.0023621537773074186,0.9653643484770109,0.034635651522989086,judge,nutritionist,nutritionist,False
veteran,grounded_social,0.9636245021951564,0.036375497804843615,0.9817225961418224,0.018277403858177554,0.9968069933615996,0.0031930066384003863,0.942160688248853,0.05783931175114698,soldier,soldier,soldier,True
veterinarian,procedural_professional,0.9468411077849045,0.05315889221509551,0.8252600655406431,0.17473993445935687,0.9911170161399967,0.008882983860003302,0.9041500127996198,0.09584998720038018,doctor,doctor,doctor,True
vigilante,grounded_social,0.9633534463127117,0.03664655368728831,0.9349910796391622,0.06500892036083783,0.9987422656398414,0.0012577343601586355,0.9486928444169137,0.051307155583086295,criminal,criminal,criminal,True
virtuoso,mythic_spiritual,0.9264957460474362,0.07350425395256377,0.8374175687213811,0.16258243127861893,0.9497984139544637,0.05020158604553626,0.8157427356047271,0.1842572643952729,zealot,zealot,zealot,True
virus,mythic_spiritual,0.9733964183292672,0.026603581670732845,0.9730759320574315,0.02692406794256852,0.9953474350849477,0.004652564915052282,0.9543385484790425,0.04566145152095746,destroyer,destroyer,destroyer,True
visionary,procedural_professional,0.957588680309009,0.04241131969099099,0.8695824927726957,0.13041750722730427,0.985514230505251,0.014485769494749001,0.9152939442251274,0.08470605577487256,futurist,technologist,technologist,False
void,mythic_spiritual,0.8965395837290916,0.1034604162709084,0.9812973866397002,0.01870261336029977,0.993969949717136,0.0060300502828639635,0.866406800219656,0.133593199780344,philosopher,wraith,wraith,False
wanderer,mythic_spiritual,0.8659433888713465,0.13405661112865352,0.8292513385932008,0.17074866140679923,0.9345719711299577,0.06542802887004229,0.6687548015607538,0.33124519843924616,flaneur,pilgrim,pilgrim,False
warrior,mythic_spiritual,0.8954615306725284,0.10453846932747157,0.8206713871730992,0.17932861282690082,0.9679608092682782,0.03203919073172179,0.7549967016596483,0.24500329834035173,soldier,soldier,zealot,False
whale,mythic_spiritual,0.9316673225744144,0.06833267742558558,0.8765237026452177,0.12347629735478227,0.9714108979929129,0.028589102007087086,0.8578697456734663,0.1421302543265337,leviathan,leviathan,leviathan,True
widow,grounded_social,0.9459701348211487,0.05402986517885133,0.9357948025790715,0.06420519742092845,0.9947346519019301,0.005265348098069889,0.9111110045080938,0.08888899549190621,divorcee,divorcee,divorcee,True
wind,mythic_spiritual,0.9305542221639017,0.06944577783609829,0.8872366167143247,0.11276338328567526,0.9937738216988132,0.006226178301186769,0.8894434137805335,0.11055658621946651,celebrity,nomad,nomad,False
witch,mythic_spiritual,0.9377744058477921,0.06222559415220785,0.9715716678302674,0.028428332169732617,0.9935886459621862,0.006411354037813788,0.9030096599380562,0.09699034006194385,golem,golem,golem,True
witness,procedural_professional,0.9341480374256355,0.06585196257436454,0.912873807130789,0.08712619286921097,0.9893236490598977,0.01067635094010233,0.8741357066979063,0.1258642933020937,observer,observer,observer,True
workaholic,combative_iconoclast,0.9279302756144058,0.07206972438559422,0.8000160724415525,0.19998392755844752,0.9969767506493034,0.003023249350696644,0.9120768838670583,0.08792311613294168,evaluator,ecosystem,ecosystem,False
wraith,mythic_spiritual,0.9464919252954885,0.053508074704511466,0.9767903383068552,0.023209661693144756,0.9762776668073283,0.023722333192671696,0.8852591612620062,0.11474083873799379,ghost,ghost,ghost,True
writer,procedural_professional,0.8788098335275777,0.12119016647242231,0.8101955784148529,0.1898044215851471,0.9873589412333488,0.012641058766651225,0.8002524308365021,0.1997475691634979,editor,blogger,blogger,False
zealot,other,0.9534106672057121,0.0465893327942879,0.9286912492906262,0.07130875070937381,0.971572419752261,0.02842758024773895,0.8965402375442277,0.10345976245577226,evangelist,evangelist,virtuoso,False
zeitgeist,mythic_spiritual,0.9716760986877356,0.028323901312264366,0.9753309429679724,0.024669057032027597,0.9860379400236209,0.013962059976379115,0.9330468048904832,0.0669531951095168,spirit,familiar,familiar,False
