model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge
llama,gemma,10,7,L10_A,G07_C,26,54,0,80,0.0,0.0,0.0,0.0,5.1054545454545455,0.0,1.0,1.0,False
llama,gemma,10,7,L10_A,G07_D,26,26,13,39,0.3333333333333333,0.5,0.5,0.5,2.458181818181818,5.288461538461539,9.339221626413634e-09,1.634363784622386e-07,True
llama,gemma,10,7,L10_A,G07_E,26,23,3,46,0.06521739130434782,0.13043478260869565,0.11538461538461539,0.13043478260869565,2.1745454545454543,1.379598662207358,0.373512709282201,1.0,False
llama,gemma,10,7,L10_A,G07_F,26,21,10,37,0.2702702702702703,0.47619047619047616,0.38461538461538464,0.47619047619047616,1.9854545454545454,5.0366300366300365,1.7264263352240983e-06,1.7264263352240984e-05,False
llama,gemma,10,7,L10_A,G07_G,26,49,0,75,0.0,0.0,0.0,0.0,4.632727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_B,G07_A,14,98,0,112,0.0,0.0,0.0,0.0,4.989090909090909,0.0,1.0,1.0,False
llama,gemma,10,7,L10_B,G07_B,14,4,0,18,0.0,0.0,0.0,0.0,0.20363636363636364,0.0,1.0,1.0,False
llama,gemma,10,7,L10_B,G07_C,14,54,6,62,0.0967741935483871,0.42857142857142855,0.42857142857142855,0.1111111111111111,2.749090909090909,2.182539682539683,0.03632565424883676,0.18162827124418382,False
llama,gemma,10,7,L10_B,G07_D,14,26,2,38,0.05263157894736842,0.14285714285714285,0.14285714285714285,0.07692307692307693,1.3236363636363637,1.510989010989011,0.3892989005646968,1.0,False
llama,gemma,10,7,L10_B,G07_E,14,23,0,37,0.0,0.0,0.0,0.0,1.170909090909091,0.0,1.0,1.0,False
llama,gemma,10,7,L10_B,G07_F,14,21,0,35,0.0,0.0,0.0,0.0,1.069090909090909,0.0,1.0,1.0,False
llama,gemma,10,7,L10_B,G07_G,14,49,6,57,0.10526315789473684,0.42857142857142855,0.42857142857142855,0.12244897959183673,2.4945454545454546,2.4052478134110786,0.02276137530017741,0.1225612516163399,False
llama,gemma,10,7,L10_C,G07_A,9,98,0,107,0.0,0.0,0.0,0.0,3.207272727272727,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_B,9,4,0,13,0.0,0.0,0.0,0.0,0.13090909090909092,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_C,9,54,0,63,0.0,0.0,0.0,0.0,1.7672727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_D,9,26,0,35,0.0,0.0,0.0,0.0,0.850909090909091,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_E,9,23,0,32,0.0,0.0,0.0,0.0,0.7527272727272727,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_F,9,21,0,30,0.0,0.0,0.0,0.0,0.6872727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_C,G07_G,9,49,9,49,0.1836734693877551,1.0,1.0,0.1836734693877551,1.6036363636363635,5.612244897959184,9.460489364734746e-08,1.1037237592190537e-06,True
llama,gemma,10,7,L10_D,G07_A,2,98,0,100,0.0,0.0,0.0,0.0,0.7127272727272728,0.0,1.0,1.0,False
llama,gemma,10,7,L10_D,G07_B,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.00139349701393497,True
llama,gemma,10,7,L10_D,G07_C,2,54,0,56,0.0,0.0,0.0,0.0,0.3927272727272727,0.0,1.0,1.0,False
llama,gemma,10,7,L10_D,G07_D,2,26,0,28,0.0,0.0,0.0,0.0,0.1890909090909091,0.0,1.0,1.0,False
llama,gemma,10,7,L10_D,G07_E,2,23,0,25,0.0,0.0,0.0,0.0,0.16727272727272727,0.0,1.0,1.0,False
llama,gemma,10,7,L10_D,G07_F,2,21,0,23,0.0,0.0,0.0,0.0,0.15272727272727274,0.0,1.0,1.0,False
llama,gemma,10,7,L10_D,G07_G,2,49,0,51,0.0,0.0,0.0,0.0,0.3563636363636364,0.0,1.0,1.0,False
llama,gemma,10,7,L10_E,G07_A,49,98,0,147,0.0,0.0,0.0,0.0,17.46181818181818,0.0,1.0,1.0,False
llama,gemma,10,7,L10_E,G07_B,49,4,0,53,0.0,0.0,0.0,0.0,0.7127272727272728,0.0,1.0,1.0,False
llama,gemma,10,7,L10_E,G07_C,49,54,25,78,0.32051282051282054,0.5102040816326531,0.5102040816326531,0.46296296296296297,9.621818181818181,2.5982615268329554,2.70431805214741e-08,3.786045273006374e-07,True
llama,gemma,10,7,L10_E,G07_D,49,26,11,64,0.171875,0.4230769230769231,0.22448979591836735,0.4230769230769231,4.632727272727273,2.3744113029827316,0.001867159450481285,0.013070116153368996,False
llama,gemma,10,7,L10_E,G07_E,49,23,0,72,0.0,0.0,0.0,0.0,4.098181818181819,0.0,1.0,1.0,False
llama,gemma,10,7,L10_E,G07_F,49,21,3,67,0.04477611940298507,0.14285714285714285,0.061224489795918366,0.14285714285714285,3.7418181818181817,0.8017492711370262,0.7605951416656221,1.0,False
llama,gemma,10,7,L10_E,G07_G,49,49,10,88,0.11363636363636363,0.20408163265306123,0.20408163265306123,0.20408163265306123,8.73090909090909,1.1453561016243232,0.3661750721871795,1.0,False
llama,gemma,10,7,L10_F,G07_A,24,98,0,122,0.0,0.0,0.0,0.0,8.552727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_B,24,4,0,28,0.0,0.0,0.0,0.0,0.3490909090909091,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_C,24,54,0,78,0.0,0.0,0.0,0.0,4.712727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_D,24,26,0,50,0.0,0.0,0.0,0.0,2.269090909090909,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_E,24,23,0,47,0.0,0.0,0.0,0.0,2.0072727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_F,24,21,0,45,0.0,0.0,0.0,0.0,1.8327272727272728,0.0,1.0,1.0,False
llama,gemma,10,7,L10_F,G07_G,24,49,24,49,0.4897959183673469,1.0,1.0,0.4897959183673469,4.276363636363636,5.612244897959184,3.1500912973698247e-21,1.1025319540794386e-19,True
llama,gemma,10,7,L10_G,G07_A,1,98,0,99,0.0,0.0,0.0,0.0,0.3563636363636364,0.0,1.0,1.0,False
llama,gemma,10,7,L10_G,G07_B,1,4,1,4,0.25,1.0,1.0,0.25,0.014545454545454545,68.75,0.014545454545454545,0.08484848484848484,False
llama,gemma,10,7,L10_G,G07_C,1,54,0,55,0.0,0.0,0.0,0.0,0.19636363636363635,0.0,1.0,1.0,False
llama,gemma,10,7,L10_G,G07_D,1,26,0,27,0.0,0.0,0.0,0.0,0.09454545454545454,0.0,1.0,1.0,False
llama,gemma,10,7,L10_G,G07_E,1,23,0,24,0.0,0.0,0.0,0.0,0.08363636363636363,0.0,1.0,1.0,False
llama,gemma,10,7,L10_G,G07_F,1,21,0,22,0.0,0.0,0.0,0.0,0.07636363636363637,0.0,1.0,1.0,False
llama,gemma,10,7,L10_G,G07_G,1,49,0,50,0.0,0.0,0.0,0.0,0.1781818181818182,0.0,1.0,1.0,False
llama,gemma,10,7,L10_H,G07_A,29,98,2,125,0.016,0.06896551724137931,0.06896551724137931,0.02040816326530612,10.334545454545454,0.19352568613652357,0.999976914335076,1.0,False
llama,gemma,10,7,L10_H,G07_B,29,4,0,33,0.0,0.0,0.0,0.0,0.4218181818181818,0.0,1.0,1.0,False
llama,gemma,10,7,L10_H,G07_C,29,54,4,79,0.05063291139240506,0.13793103448275862,0.13793103448275862,0.07407407407407407,5.694545454545454,0.70242656449553,0.8632159929520153,1.0,False
llama,gemma,10,7,L10_H,G07_D,29,26,0,55,0.0,0.0,0.0,0.0,2.7418181818181817,0.0,1.0,1.0,False
llama,gemma,10,7,L10_H,G07_E,29,23,16,36,0.4444444444444444,0.6956521739130435,0.5517241379310345,0.6956521739130435,2.4254545454545453,6.5967016491754125,3.604519622335555e-13,8.410545785449628e-12,True
llama,gemma,10,7,L10_H,G07_F,29,21,7,43,0.16279069767441862,0.3333333333333333,0.2413793103448276,0.3333333333333333,2.2145454545454544,3.160919540229885,0.002884728264069077,0.01835736168043958,False
llama,gemma,10,7,L10_H,G07_G,29,49,0,78,0.0,0.0,0.0,0.0,5.167272727272727,0.0,1.0,1.0,False
llama,gemma,10,7,L10_I,G07_A,115,98,96,117,0.8205128205128205,0.9795918367346939,0.8347826086956521,0.9795918367346939,40.981818181818184,2.3425022182786157,1.0107174166776606e-51,7.075021916743624e-50,True
llama,gemma,10,7,L10_I,G07_B,115,4,0,119,0.0,0.0,0.0,0.0,1.6727272727272726,0.0,1.0,1.0,False
llama,gemma,10,7,L10_I,G07_C,115,54,19,150,0.12666666666666668,0.35185185185185186,0.16521739130434782,0.35185185185185186,22.581818181818182,0.8413848631239935,0.8961565124414999,1.0,False
llama,gemma,10,7,L10_I,G07_D,115,26,0,141,0.0,0.0,0.0,0.0,10.872727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_I,G07_E,115,23,0,138,0.0,0.0,0.0,0.0,9.618181818181819,0.0,1.0,1.0,False
llama,gemma,10,7,L10_I,G07_F,115,21,0,136,0.0,0.0,0.0,0.0,8.781818181818181,0.0,1.0,1.0,False
llama,gemma,10,7,L10_I,G07_G,115,49,0,164,0.0,0.0,0.0,0.0,20.490909090909092,0.0,1.0,1.0,False
llama,gemma,10,7,L10_J,G07_A,6,98,0,104,0.0,0.0,0.0,0.0,2.138181818181818,0.0,1.0,1.0,False
llama,gemma,10,7,L10_J,G07_B,6,4,1,9,0.1111111111111111,0.25,0.16666666666666666,0.25,0.08727272727272728,11.458333333333332,0.08490714523775923,0.39623334444287645,False
llama,gemma,10,7,L10_J,G07_C,6,54,0,60,0.0,0.0,0.0,0.0,1.1781818181818182,0.0,1.0,1.0,False
llama,gemma,10,7,L10_J,G07_D,6,26,0,32,0.0,0.0,0.0,0.0,0.5672727272727273,0.0,1.0,1.0,False
llama,gemma,10,7,L10_J,G07_E,6,23,4,25,0.16,0.6666666666666666,0.6666666666666666,0.17391304347826086,0.5018181818181818,7.971014492753623,0.0005076030051511665,0.003948023373397962,True
llama,gemma,10,7,L10_J,G07_F,6,21,1,26,0.038461538461538464,0.16666666666666666,0.16666666666666666,0.047619047619047616,0.4581818181818182,2.1825396825396823,0.3819551483654348,1.0,False
llama,gemma,10,7,L10_J,G07_G,6,49,0,55,0.0,0.0,0.0,0.0,1.069090909090909,0.0,1.0,1.0,False
llama,gemma,10,8,L10_A,G08_A,26,10,0,36,0.0,0.0,0.0,0.0,0.9454545454545454,0.0,1.0,1.0,False
llama,gemma,10,8,L10_A,G08_B,26,4,0,30,0.0,0.0,0.0,0.0,0.3781818181818182,0.0,1.0,1.0,False
llama,gemma,10,8,L10_A,G08_C,26,32,1,57,0.017543859649122806,0.038461538461538464,0.038461538461538464,0.03125,3.0254545454545454,0.33052884615384615,0.9660600376375846,1.0,False
llama,gemma,10,8,L10_A,G08_D,26,109,0,135,0.0,0.0,0.0,0.0,10.305454545454545,0.0,1.0,1.0,False
llama,gemma,10,8,L10_A,G08_E,26,17,6,37,0.16216216216216217,0.35294117647058826,0.23076923076923078,0.35294117647058826,1.6072727272727272,3.733031674208145,0.0024128168372775996,0.014848103614015997,False
llama,gemma,10,8,L10_A,G08_F,26,23,18,31,0.5806451612903226,0.782608695652174,0.6923076923076923,0.782608695652174,2.1745454545454543,8.277591973244148,6.31715265417037e-18,2.526861061668148e-16,True
llama,gemma,10,8,L10_A,G08_G,26,35,1,60,0.016666666666666666,0.038461538461538464,0.038461538461538464,0.02857142857142857,3.309090909090909,0.3021978021978022,0.9758662605836792,1.0,False
llama,gemma,10,8,L10_A,G08_H,26,45,0,71,0.0,0.0,0.0,0.0,4.254545454545455,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_A,14,10,0,24,0.0,0.0,0.0,0.0,0.509090909090909,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_B,14,4,0,18,0.0,0.0,0.0,0.0,0.20363636363636364,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_C,14,32,0,46,0.0,0.0,0.0,0.0,1.6290909090909091,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_D,14,109,0,123,0.0,0.0,0.0,0.0,5.549090909090909,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_E,14,17,0,31,0.0,0.0,0.0,0.0,0.8654545454545455,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_F,14,23,0,37,0.0,0.0,0.0,0.0,1.170909090909091,0.0,1.0,1.0,False
llama,gemma,10,8,L10_B,G08_G,14,35,11,38,0.2894736842105263,0.7857142857142857,0.7857142857142857,0.3142857142857143,1.7818181818181817,6.173469387755103,8.399467859609907e-09,1.3439148575375851e-07,True
llama,gemma,10,8,L10_B,G08_H,14,45,3,56,0.05357142857142857,0.21428571428571427,0.21428571428571427,0.06666666666666667,2.290909090909091,1.3095238095238095,0.40907684058727184,1.0,False
llama,gemma,10,8,L10_C,G08_A,9,10,0,19,0.0,0.0,0.0,0.0,0.32727272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_B,9,4,0,13,0.0,0.0,0.0,0.0,0.13090909090909092,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_C,9,32,0,41,0.0,0.0,0.0,0.0,1.0472727272727274,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_D,9,109,0,118,0.0,0.0,0.0,0.0,3.5672727272727274,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_E,9,17,0,26,0.0,0.0,0.0,0.0,0.5563636363636364,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_F,9,23,0,32,0.0,0.0,0.0,0.0,0.7527272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_C,G08_G,9,35,9,35,0.2571428571428571,1.0,1.0,0.2571428571428571,1.1454545454545455,7.857142857142857,3.2513777048588925e-09,6.502755409717786e-08,True
llama,gemma,10,8,L10_C,G08_H,9,45,0,54,0.0,0.0,0.0,0.0,1.4727272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_A,2,10,0,12,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_B,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0011582312843095854,True
llama,gemma,10,8,L10_D,G08_C,2,32,0,34,0.0,0.0,0.0,0.0,0.23272727272727273,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_D,2,109,0,111,0.0,0.0,0.0,0.0,0.7927272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_E,2,17,0,19,0.0,0.0,0.0,0.0,0.12363636363636364,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_F,2,23,0,25,0.0,0.0,0.0,0.0,0.16727272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_G,2,35,0,37,0.0,0.0,0.0,0.0,0.2545454545454545,0.0,1.0,1.0,False
llama,gemma,10,8,L10_D,G08_H,2,45,0,47,0.0,0.0,0.0,0.0,0.32727272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_E,G08_A,49,10,0,59,0.0,0.0,0.0,0.0,1.7818181818181817,0.0,1.0,1.0,False
llama,gemma,10,8,L10_E,G08_B,49,4,0,53,0.0,0.0,0.0,0.0,0.7127272727272728,0.0,1.0,1.0,False
llama,gemma,10,8,L10_E,G08_C,49,32,15,66,0.22727272727272727,0.46875,0.30612244897959184,0.46875,5.701818181818182,2.6307397959183674,4.51189878302754e-05,0.000401057669602448,False
llama,gemma,10,8,L10_E,G08_D,49,109,1,157,0.006369426751592357,0.02040816326530612,0.02040816326530612,0.009174311926605505,19.421818181818182,0.05148848530237783,0.999999999999361,1.0,False
llama,gemma,10,8,L10_E,G08_E,49,17,11,55,0.2,0.6470588235294118,0.22448979591836735,0.6470588235294118,3.0290909090909093,3.6314525810324128,1.102623357315427e-05,0.00012601409797890592,False
llama,gemma,10,8,L10_E,G08_F,49,23,0,72,0.0,0.0,0.0,0.0,4.098181818181819,0.0,1.0,1.0,False
llama,gemma,10,8,L10_E,G08_G,49,35,6,78,0.07692307692307693,0.17142857142857143,0.12244897959183673,0.17142857142857143,6.236363636363636,0.9620991253644315,0.6227190044040753,1.0,False
llama,gemma,10,8,L10_E,G08_H,49,45,16,78,0.20512820512820512,0.35555555555555557,0.32653061224489793,0.35555555555555557,8.018181818181818,1.99546485260771,0.0013601900771496418,0.009067933847664278,False
llama,gemma,10,8,L10_F,G08_A,24,10,0,34,0.0,0.0,0.0,0.0,0.8727272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_F,G08_B,24,4,0,28,0.0,0.0,0.0,0.0,0.3490909090909091,0.0,1.0,1.0,False
llama,gemma,10,8,L10_F,G08_C,24,32,16,40,0.4,0.6666666666666666,0.6666666666666666,0.5,2.792727272727273,5.729166666666666,8.303148238213253e-12,2.214172863523534e-10,True
llama,gemma,10,8,L10_F,G08_D,24,109,0,133,0.0,0.0,0.0,0.0,9.512727272727274,0.0,1.0,1.0,False
llama,gemma,10,8,L10_F,G08_E,24,17,0,41,0.0,0.0,0.0,0.0,1.4836363636363636,0.0,1.0,1.0,False
llama,gemma,10,8,L10_F,G08_F,24,23,0,47,0.0,0.0,0.0,0.0,2.0072727272727273,0.0,1.0,1.0,False
llama,gemma,10,8,L10_F,G08_G,24,35,8,51,0.1568627450980392,0.3333333333333333,0.3333333333333333,0.22857142857142856,3.0545454545454547,2.619047619047619,0.005117460314515606,0.029242630368660604,False
llama,gemma,10,8,L10_F,G08_H,24,45,0,69,0.0,0.0,0.0,0.0,3.9272727272727272,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_A,1,10,0,11,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_B,1,4,1,4,0.25,1.0,1.0,0.25,0.014545454545454545,68.75,0.014545454545454545,0.07757575757575758,False
llama,gemma,10,8,L10_G,G08_C,1,32,0,33,0.0,0.0,0.0,0.0,0.11636363636363636,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_D,1,109,0,110,0.0,0.0,0.0,0.0,0.39636363636363636,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_E,1,17,0,18,0.0,0.0,0.0,0.0,0.06181818181818182,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_F,1,23,0,24,0.0,0.0,0.0,0.0,0.08363636363636363,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_G,1,35,0,36,0.0,0.0,0.0,0.0,0.12727272727272726,0.0,1.0,1.0,False
llama,gemma,10,8,L10_G,G08_H,1,45,0,46,0.0,0.0,0.0,0.0,0.16363636363636364,0.0,1.0,1.0,False
llama,gemma,10,8,L10_H,G08_A,29,10,6,33,0.18181818181818182,0.6,0.20689655172413793,0.6,1.0545454545454545,5.689655172413794,0.0001292934016687155,0.001034347213349724,False
llama,gemma,10,8,L10_H,G08_B,29,4,0,33,0.0,0.0,0.0,0.0,0.4218181818181818,0.0,1.0,1.0,False
llama,gemma,10,8,L10_H,G08_C,29,32,0,61,0.0,0.0,0.0,0.0,3.3745454545454545,0.0,1.0,1.0,False
llama,gemma,10,8,L10_H,G08_D,29,109,3,135,0.022222222222222223,0.10344827586206896,0.10344827586206896,0.027522935779816515,11.494545454545454,0.2609933565327428,0.9999588371139413,1.0,False
llama,gemma,10,8,L10_H,G08_E,29,17,0,46,0.0,0.0,0.0,0.0,1.7927272727272727,0.0,1.0,1.0,False
llama,gemma,10,8,L10_H,G08_F,29,23,4,48,0.08333333333333333,0.17391304347826086,0.13793103448275862,0.17391304347826086,2.4254545454545453,1.6491754122938531,0.21272700565027355,1.0,False
llama,gemma,10,8,L10_H,G08_G,29,35,0,64,0.0,0.0,0.0,0.0,3.690909090909091,0.0,1.0,1.0,False
llama,gemma,10,8,L10_H,G08_H,29,45,16,58,0.27586206896551724,0.5517241379310345,0.5517241379310345,0.35555555555555557,4.745454545454545,3.371647509578544,3.0548150428537086e-07,4.073086723804945e-06,False
llama,gemma,10,8,L10_I,G08_A,115,10,0,125,0.0,0.0,0.0,0.0,4.181818181818182,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_B,115,4,0,119,0.0,0.0,0.0,0.0,1.6727272727272726,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_C,115,32,0,147,0.0,0.0,0.0,0.0,13.381818181818181,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_D,115,109,105,119,0.8823529411764706,0.963302752293578,0.9130434782608695,0.963302752293578,45.58181818181818,2.303550059832469,2.5284127057605412e-58,2.022730164608433e-56,True
llama,gemma,10,8,L10_I,G08_E,115,17,0,132,0.0,0.0,0.0,0.0,7.109090909090909,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_F,115,23,0,138,0.0,0.0,0.0,0.0,9.618181818181819,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_G,115,35,0,150,0.0,0.0,0.0,0.0,14.636363636363637,0.0,1.0,1.0,False
llama,gemma,10,8,L10_I,G08_H,115,45,10,150,0.06666666666666667,0.2222222222222222,0.08695652173913043,0.2222222222222222,18.818181818181817,0.5314009661835749,0.9992575449989722,1.0,False
llama,gemma,10,8,L10_J,G08_A,6,10,4,12,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.21818181818181817,18.333333333333336,1.3036659745333787e-05,0.00013036659745333787,True
llama,gemma,10,8,L10_J,G08_B,6,4,1,9,0.1111111111111111,0.25,0.16666666666666666,0.25,0.08727272727272728,11.458333333333332,0.08490714523775923,0.42453572618879615,False
llama,gemma,10,8,L10_J,G08_C,6,32,0,38,0.0,0.0,0.0,0.0,0.6981818181818182,0.0,1.0,1.0,False
llama,gemma,10,8,L10_J,G08_D,6,109,0,115,0.0,0.0,0.0,0.0,2.3781818181818184,0.0,1.0,1.0,False
llama,gemma,10,8,L10_J,G08_E,6,17,0,23,0.0,0.0,0.0,0.0,0.3709090909090909,0.0,1.0,1.0,False
llama,gemma,10,8,L10_J,G08_F,6,23,1,28,0.03571428571428571,0.16666666666666666,0.16666666666666666,0.043478260869565216,0.5018181818181818,1.9927536231884058,0.41086559036869513,1.0,False
llama,gemma,10,8,L10_J,G08_G,6,35,0,41,0.0,0.0,0.0,0.0,0.7636363636363637,0.0,1.0,1.0,False
llama,gemma,10,8,L10_J,G08_H,6,45,0,51,0.0,0.0,0.0,0.0,0.9818181818181818,0.0,1.0,1.0,False
llama,gemma,10,9,L10_A,G09_A,26,3,0,29,0.0,0.0,0.0,0.0,0.28363636363636363,0.0,1.0,1.0,False
llama,gemma,10,9,L10_A,G09_B,26,16,5,37,0.13513513513513514,0.3125,0.19230769230769232,0.3125,1.5127272727272727,3.3052884615384617,0.010837881270549821,0.07503148571919106,False
llama,gemma,10,9,L10_A,G09_C,26,41,1,66,0.015151515151515152,0.038461538461538464,0.038461538461538464,0.024390243902439025,3.8763636363636365,0.2579737335834897,0.987963850261972,1.0,False
llama,gemma,10,9,L10_A,G09_D,26,1,0,27,0.0,0.0,0.0,0.0,0.09454545454545454,0.0,1.0,1.0,False
llama,gemma,10,9,L10_A,G09_E,26,106,0,132,0.0,0.0,0.0,0.0,10.021818181818182,0.0,1.0,1.0,False
llama,gemma,10,9,L10_A,G09_F,26,48,1,73,0.0136986301369863,0.038461538461538464,0.038461538461538464,0.020833333333333332,4.538181818181818,0.2203525641025641,0.9947826495407662,1.0,False
llama,gemma,10,9,L10_A,G09_G,26,22,1,47,0.02127659574468085,0.045454545454545456,0.038461538461538464,0.045454545454545456,2.08,0.4807692307692307,0.8974945599836462,1.0,False
llama,gemma,10,9,L10_A,G09_H,26,19,18,27,0.6666666666666666,0.9473684210526315,0.6923076923076923,0.9473684210526315,1.7963636363636364,10.020242914979757,4.025168709778369e-21,1.2075506129335108e-19,True
llama,gemma,10,9,L10_A,G09_I,26,19,0,45,0.0,0.0,0.0,0.0,1.7963636363636364,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_A,14,3,0,17,0.0,0.0,0.0,0.0,0.15272727272727274,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_B,14,16,0,30,0.0,0.0,0.0,0.0,0.8145454545454546,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_C,14,41,0,55,0.0,0.0,0.0,0.0,2.0872727272727274,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_D,14,1,0,15,0.0,0.0,0.0,0.0,0.05090909090909091,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_E,14,106,0,120,0.0,0.0,0.0,0.0,5.3963636363636365,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_F,14,48,3,59,0.05084745762711865,0.21428571428571427,0.21428571428571427,0.0625,2.443636363636364,1.2276785714285714,0.4545217094312819,1.0,False
llama,gemma,10,9,L10_B,G09_G,14,22,11,25,0.44,0.7857142857142857,0.7857142857142857,0.5,1.12,9.821428571428571,1.6410941662074123e-11,2.9539694991733425e-10,True
llama,gemma,10,9,L10_B,G09_H,14,19,0,33,0.0,0.0,0.0,0.0,0.9672727272727273,0.0,1.0,1.0,False
llama,gemma,10,9,L10_B,G09_I,14,19,0,33,0.0,0.0,0.0,0.0,0.9672727272727273,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_A,9,3,0,12,0.0,0.0,0.0,0.0,0.09818181818181818,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_B,9,16,0,25,0.0,0.0,0.0,0.0,0.5236363636363637,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_C,9,41,2,48,0.041666666666666664,0.2222222222222222,0.2222222222222222,0.04878048780487805,1.3418181818181818,1.4905149051490516,0.3985956939175826,1.0,False
llama,gemma,10,9,L10_C,G09_D,9,1,0,10,0.0,0.0,0.0,0.0,0.03272727272727273,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_E,9,106,0,115,0.0,0.0,0.0,0.0,3.4690909090909092,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_F,9,48,0,57,0.0,0.0,0.0,0.0,1.5709090909090908,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_G,9,22,7,24,0.2916666666666667,0.7777777777777778,0.7777777777777778,0.3181818181818182,0.72,9.722222222222223,2.540964506880569e-07,3.811446760320854e-06,True
llama,gemma,10,9,L10_C,G09_H,9,19,0,28,0.0,0.0,0.0,0.0,0.6218181818181818,0.0,1.0,1.0,False
llama,gemma,10,9,L10_C,G09_I,9,19,0,28,0.0,0.0,0.0,0.0,0.6218181818181818,0.0,1.0,1.0,False
llama,gemma,10,9,L10_D,G09_A,2,3,2,3,0.6666666666666666,1.0,1.0,0.6666666666666666,0.02181818181818182,91.66666666666666,7.9628400796284e-05,0.000895819508958195,True
llama,gemma,10,9,L10_D,G09_B,2,16,0,18,0.0,0.0,0.0,0.0,0.11636363636363636,0.0,1.0,1.0,False
llama,gemma,10,9,L10_D,G09_C,2,41,0,43,0.0,0.0,0.0,0.0,0.29818181818181816,0.0,1.0,1.0,False
llama,gemma,10,9,L10_D,G09_D,2,1,0,3,0.0,0.0,0.0,0.0,0.007272727272727273,0.0,1.0,1.0,False
