model_a,model_b,K_a,K_b,profile_a,profile_b,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
llama,gemma,6,6,L06_B,G06_C,9,6,0.6666666666666666,moderate,"5,5,L05_C,G05_D,1;5,6,L05_C,G06_C,0;5,7,L05_C,G07_D,0;6,5,L06_B,G05_D,0;6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;7,5,L07_E,G05_D,1;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1"
llama,gemma,6,6,L06_C,G06_D,9,8,0.8888888888888888,high,"5,5,L05_C,G05_D,1;5,6,L05_C,G06_D,1;5,7,L05_C,G07_E,1;6,5,L06_C,G05_D,1;6,6,L06_C,G06_D,1;6,7,L06_C,G07_E,1;7,5,L07_B,G05_D,1;7,6,L07_B,G06_D,1;7,7,L07_B,G07_E,0"
llama,gemma,6,6,L06_D,G06_F,9,9,1.0,high,"5,5,L05_A,G05_E,1;5,6,L05_A,G06_F,1;5,7,L05_A,G07_A,1;6,5,L06_D,G05_E,1;6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;7,5,L07_C,G05_E,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1"
llama,gemma,6,6,L06_E,G06_B,9,9,1.0,high,"5,5,L05_D,G05_B,1;5,6,L05_D,G06_B,1;5,7,L05_D,G07_C,1;6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;7,5,L07_A,G05_B,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1"
llama,gemma,6,6,L06_F,G06_A,9,9,1.0,high,"5,5,L05_E,G05_A,1;5,6,L05_E,G06_A,1;5,7,L05_E,G07_B,1;6,5,L06_F,G05_A,1;6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1"
llama,gemma,6,7,L06_A,G07_G,9,9,1.0,high,"5,6,L05_B,G06_E,1;5,7,L05_B,G07_G,1;5,8,L05_B,G08_G,1;6,6,L06_A,G06_E,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1"
llama,gemma,6,7,L06_B,G07_D,9,4,0.4444444444444444,isolated,"5,6,L05_C,G06_C,0;5,7,L05_C,G07_D,0;5,8,L05_C,G08_E,0;6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;6,8,L06_B,G08_E,0;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1;7,8,L07_E,G08_E,0"
llama,gemma,6,7,L06_C,G07_E,9,7,0.7777777777777778,high,"5,6,L05_C,G06_D,1;5,7,L05_C,G07_E,1;5,8,L05_C,G08_A,1;6,6,L06_C,G06_D,1;6,7,L06_C,G07_E,1;6,8,L06_C,G08_A,1;7,6,L07_B,G06_D,1;7,7,L07_B,G07_E,0;7,8,L07_B,G08_A,0"
llama,gemma,6,7,L06_D,G07_A,9,9,1.0,high,"5,6,L05_A,G06_F,1;5,7,L05_A,G07_A,1;5,8,L05_A,G08_D,1;6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1"
llama,gemma,6,7,L06_E,G07_C,9,9,1.0,high,"5,6,L05_D,G06_B,1;5,7,L05_D,G07_C,1;5,8,L05_D,G08_H,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1"
llama,gemma,6,7,L06_F,G07_B,9,9,1.0,high,"5,6,L05_E,G06_A,1;5,7,L05_E,G07_B,1;5,8,L05_E,G08_B,1;6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1"
llama,gemma,6,8,L06_A,G08_G,9,8,0.8888888888888888,high,"5,7,L05_B,G07_G,1;5,8,L05_B,G08_G,1;5,9,L05_B,G09_G,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1"
llama,gemma,6,8,L06_B,G08_F,9,7,0.7777777777777778,high,"5,7,L05_C,G07_F,1;5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;6,7,L06_B,G07_F,0;6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;7,7,L07_E,G07_F,0;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1"
llama,gemma,6,8,L06_C,G08_A,9,6,0.6666666666666666,moderate,"5,7,L05_C,G07_E,1;5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;6,7,L06_C,G07_E,1;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1;7,7,L07_B,G07_E,0;7,8,L07_B,G08_A,0;7,9,L07_B,G09_I,0"
llama,gemma,6,8,L06_D,G08_D,9,9,1.0,high,"5,7,L05_A,G07_A,1;5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1"
llama,gemma,6,8,L06_E,G08_H,9,9,1.0,high,"5,7,L05_D,G07_C,1;5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1"
llama,gemma,6,8,L06_F,G08_B,9,9,1.0,high,"5,7,L05_E,G07_B,1;5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1"
llama,gemma,6,9,L06_A,G09_C,9,8,0.8888888888888888,high,"5,8,L05_B,G08_C,1;5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1"
llama,gemma,6,9,L06_B,G09_H,9,8,0.8888888888888888,high,"5,8,L05_C,G08_F,1;5,9,L05_C,G09_H,1;5,10,L05_C,G10_F,1;6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;6,10,L06_B,G10_F,1;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0"
llama,gemma,6,9,L06_C,G09_I,9,5,0.5555555555555556,moderate,"5,8,L05_C,G08_A,1;5,9,L05_C,G09_I,1;5,10,L05_C,G10_H,0;6,8,L06_C,G08_A,1;6,9,L06_C,G09_I,1;6,10,L06_C,G10_H,1;7,8,L07_B,G08_A,0;7,9,L07_B,G09_I,0;7,10,L07_B,G10_H,0"
llama,gemma,6,9,L06_D,G09_E,9,9,1.0,high,"5,8,L05_A,G08_D,1;5,9,L05_A,G09_E,1;5,10,L05_A,G10_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1"
llama,gemma,6,9,L06_E,G09_F,9,6,0.6666666666666666,moderate,"5,8,L05_D,G08_H,1;5,9,L05_D,G09_F,1;5,10,L05_D,G10_E,0;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;6,10,L06_E,G10_E,0;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;7,10,L07_A,G10_E,0"
llama,gemma,6,9,L06_F,G09_A,9,9,1.0,high,"5,8,L05_E,G08_B,1;5,9,L05_E,G09_A,1;5,10,L05_E,G10_C,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1"
llama,gemma,6,10,L06_A,G10_B,6,6,1.0,high,"5,9,L05_B,G09_C,1;5,10,L05_B,G10_B,1;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1"
llama,gemma,6,10,L06_A,G10_G,6,5,0.8333333333333334,high,"5,9,L05_B,G09_G,1;5,10,L05_B,G10_G,1;6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1;7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1"
llama,gemma,6,10,L06_B,G10_F,6,5,0.8333333333333334,high,"5,9,L05_C,G09_H,1;5,10,L05_C,G10_F,1;6,9,L06_B,G09_H,1;6,10,L06_B,G10_F,1;7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0"
llama,gemma,6,10,L06_B,G10_J,6,2,0.3333333333333333,isolated,"5,9,L05_C,G09_B,0;5,10,L05_C,G10_J,0;6,9,L06_B,G09_B,0;6,10,L06_B,G10_J,1;7,9,L07_E,G09_B,0;7,10,L07_E,G10_J,1"
llama,gemma,6,10,L06_C,G10_H,6,3,0.5,moderate,"5,9,L05_C,G09_I,1;5,10,L05_C,G10_H,0;6,9,L06_C,G09_I,1;6,10,L06_C,G10_H,1;7,9,L07_B,G09_I,0;7,10,L07_B,G10_H,0"
llama,gemma,6,10,L06_C,G10_I,6,5,0.8333333333333334,high,"5,9,L05_C,G09_I,1;5,10,L05_C,G10_I,1;6,9,L06_C,G09_I,1;6,10,L06_C,G10_I,1;7,9,L07_B,G09_I,0;7,10,L07_B,G10_I,1"
llama,gemma,6,10,L06_D,G10_A,6,6,1.0,high,"5,9,L05_A,G09_E,1;5,10,L05_A,G10_A,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1"
llama,gemma,6,10,L06_F,G10_C,6,6,1.0,high,"5,9,L05_E,G09_A,1;5,10,L05_E,G10_C,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1"
llama,gemma,7,4,L07_B,G04_C,6,6,1.0,high,"6,4,L06_C,G04_C,1;6,5,L06_C,G05_D,1;7,4,L07_B,G04_C,1;7,5,L07_B,G05_D,1;8,4,L08_C,G04_C,1;8,5,L08_C,G05_D,1"
llama,gemma,7,4,L07_C,G04_D,6,6,1.0,high,"6,4,L06_D,G04_D,1;6,5,L06_D,G05_E,1;7,4,L07_C,G04_D,1;7,5,L07_C,G05_E,1;8,4,L08_F,G04_D,1;8,5,L08_F,G05_E,1"
llama,gemma,7,4,L07_E,G04_C,6,5,0.8333333333333334,high,"6,4,L06_B,G04_C,1;6,5,L06_B,G05_D,0;7,4,L07_E,G04_C,1;7,5,L07_E,G05_D,1;8,4,L08_G,G04_C,1;8,5,L08_G,G05_D,1"
llama,gemma,7,4,L07_F,G04_A,6,6,1.0,high,"6,4,L06_A,G04_A,1;6,5,L06_A,G05_C,1;7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1"
llama,gemma,7,4,L07_G,G04_B,6,6,1.0,high,"6,4,L06_F,G04_B,1;6,5,L06_F,G05_A,1;7,4,L07_G,G04_B,1;7,5,L07_G,G05_A,1;8,4,L08_H,G04_B,1;8,5,L08_H,G05_A,1"
llama,gemma,7,5,L07_A,G05_B,9,5,0.5555555555555556,moderate,"6,4,L06_E,G04_C,0;6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;7,4,L07_A,G04_C,0;7,5,L07_A,G05_B,1;7,6,L07_A,G06_B,1;8,4,L08_D,G04_C,0;8,5,L08_D,G05_B,1;8,6,L08_D,G06_B,0"
llama,gemma,7,5,L07_B,G05_D,9,9,1.0,high,"6,4,L06_C,G04_C,1;6,5,L06_C,G05_D,1;6,6,L06_C,G06_D,1;7,4,L07_B,G04_C,1;7,5,L07_B,G05_D,1;7,6,L07_B,G06_D,1;8,4,L08_C,G04_C,1;8,5,L08_C,G05_D,1;8,6,L08_C,G06_D,1"
llama,gemma,7,5,L07_C,G05_E,9,9,1.0,high,"6,4,L06_D,G04_D,1;6,5,L06_D,G05_E,1;6,6,L06_D,G06_F,1;7,4,L07_C,G04_D,1;7,5,L07_C,G05_E,1;7,6,L07_C,G06_F,1;8,4,L08_F,G04_D,1;8,5,L08_F,G05_E,1;8,6,L08_F,G06_F,1"
llama,gemma,7,5,L07_D,G05_B,9,5,0.5555555555555556,moderate,"6,4,L06_E,G04_C,0;6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;7,4,L07_D,G04_C,0;7,5,L07_D,G05_B,1;7,6,L07_D,G06_B,1;8,4,L08_B,G04_C,0;8,5,L08_B,G05_B,1;8,6,L08_B,G06_B,0"
llama,gemma,7,5,L07_E,G05_D,9,5,0.5555555555555556,moderate,"6,4,L06_B,G04_C,1;6,5,L06_B,G05_D,0;6,6,L06_B,G06_D,0;7,4,L07_E,G04_C,1;7,5,L07_E,G05_D,1;7,6,L07_E,G06_D,0;8,4,L08_G,G04_C,1;8,5,L08_G,G05_D,1;8,6,L08_G,G06_D,0"
llama,gemma,7,5,L07_F,G05_C,9,9,1.0,high,"6,4,L06_A,G04_A,1;6,5,L06_A,G05_C,1;6,6,L06_A,G06_E,1;7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;7,6,L07_F,G06_E,1;8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1;8,6,L08_A,G06_E,1"
llama,gemma,7,5,L07_G,G05_A,9,9,1.0,high,"6,4,L06_F,G04_B,1;6,5,L06_F,G05_A,1;6,6,L06_F,G06_A,1;7,4,L07_G,G04_B,1;7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1;8,4,L08_H,G04_B,1;8,5,L08_H,G05_A,1;8,6,L08_H,G06_A,1"
llama,gemma,7,6,L07_A,G06_B,9,7,0.7777777777777778,high,"6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;7,5,L07_A,G05_B,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1;8,5,L08_D,G05_B,1;8,6,L08_D,G06_B,0;8,7,L08_D,G07_C,0"
llama,gemma,7,6,L07_B,G06_D,9,7,0.7777777777777778,high,"6,5,L06_C,G05_D,1;6,6,L06_C,G06_D,1;6,7,L06_C,G07_E,1;7,5,L07_B,G05_D,1;7,6,L07_B,G06_D,1;7,7,L07_B,G07_E,0;8,5,L08_C,G05_D,1;8,6,L08_C,G06_D,1;8,7,L08_C,G07_E,0"
llama,gemma,7,6,L07_C,G06_F,9,9,1.0,high,"6,5,L06_D,G05_E,1;6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;7,5,L07_C,G05_E,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1;8,5,L08_F,G05_E,1;8,6,L08_F,G06_F,1;8,7,L08_F,G07_A,1"
llama,gemma,7,6,L07_D,G06_B,9,6,0.6666666666666666,moderate,"6,5,L06_E,G05_B,1;6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;7,5,L07_D,G05_B,1;7,6,L07_D,G06_B,1;7,7,L07_D,G07_C,0;8,5,L08_B,G05_B,1;8,6,L08_B,G06_B,0;8,7,L08_B,G07_C,0"
llama,gemma,7,6,L07_E,G06_C,9,7,0.7777777777777778,high,"6,5,L06_B,G05_D,0;6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;7,5,L07_E,G05_D,1;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1;8,5,L08_G,G05_D,1;8,6,L08_G,G06_C,1;8,7,L08_G,G07_D,0"
llama,gemma,7,6,L07_F,G06_E,9,9,1.0,high,"6,5,L06_A,G05_C,1;6,6,L06_A,G06_E,1;6,7,L06_A,G07_G,1;7,5,L07_F,G05_C,1;7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1;8,5,L08_A,G05_C,1;8,6,L08_A,G06_E,1;8,7,L08_A,G07_G,1"
llama,gemma,7,6,L07_G,G06_A,9,9,1.0,high,"6,5,L06_F,G05_A,1;6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;8,5,L08_H,G05_A,1;8,6,L08_H,G06_A,1;8,7,L08_H,G07_B,1"
llama,gemma,7,7,L07_A,G07_C,9,7,0.7777777777777778,high,"6,6,L06_E,G06_B,1;6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;7,6,L07_A,G06_B,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1;8,6,L08_D,G06_B,0;8,7,L08_D,G07_C,0;8,8,L08_D,G08_H,1"
llama,gemma,7,7,L07_B,G07_F,9,4,0.4444444444444444,isolated,"6,6,L06_C,G06_D,1;6,7,L06_C,G07_F,0;6,8,L06_C,G08_F,0;7,6,L07_B,G06_D,1;7,7,L07_B,G07_F,1;7,8,L07_B,G08_F,0;8,6,L08_C,G06_D,1;8,7,L08_C,G07_F,0;8,8,L08_C,G08_F,0"
llama,gemma,7,7,L07_C,G07_A,9,9,1.0,high,"6,6,L06_D,G06_F,1;6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;8,6,L08_F,G06_F,1;8,7,L08_F,G07_A,1;8,8,L08_F,G08_D,1"
llama,gemma,7,7,L07_E,G07_D,9,5,0.5555555555555556,moderate,"6,6,L06_B,G06_C,1;6,7,L06_B,G07_D,1;6,8,L06_B,G08_E,0;7,6,L07_E,G06_C,1;7,7,L07_E,G07_D,1;7,8,L07_E,G08_E,0;8,6,L08_G,G06_C,1;8,7,L08_G,G07_D,0;8,8,L08_G,G08_E,0"
llama,gemma,7,7,L07_F,G07_G,9,9,1.0,high,"6,6,L06_A,G06_E,1;6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;8,6,L08_A,G06_E,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_G,1"
llama,gemma,7,7,L07_G,G07_B,9,9,1.0,high,"6,6,L06_F,G06_A,1;6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;8,6,L08_H,G06_A,1;8,7,L08_H,G07_B,1;8,8,L08_H,G08_B,1"
llama,gemma,7,8,L07_A,G08_H,9,8,0.8888888888888888,high,"6,7,L06_E,G07_C,1;6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;8,7,L08_D,G07_C,0;8,8,L08_D,G08_H,1;8,9,L08_D,G09_F,1"
llama,gemma,7,8,L07_C,G08_D,9,9,1.0,high,"6,7,L06_D,G07_A,1;6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;8,7,L08_F,G07_A,1;8,8,L08_F,G08_D,1;8,9,L08_F,G09_E,1"
llama,gemma,7,8,L07_D,G08_E,9,5,0.5555555555555556,moderate,"6,7,L06_E,G07_D,0;6,8,L06_E,G08_E,0;6,9,L06_E,G09_B,0;7,7,L07_D,G07_D,0;7,8,L07_D,G08_E,1;7,9,L07_D,G09_B,1;8,7,L08_B,G07_D,1;8,8,L08_B,G08_E,1;8,9,L08_B,G09_B,1"
llama,gemma,7,8,L07_E,G08_F,9,7,0.7777777777777778,high,"6,7,L06_B,G07_F,0;6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;7,7,L07_E,G07_F,0;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;8,7,L08_G,G07_F,1;8,8,L08_G,G08_F,1;8,9,L08_G,G09_H,1"
llama,gemma,7,8,L07_F,G08_C,9,8,0.8888888888888888,high,"6,7,L06_A,G07_G,1;6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1;7,7,L07_F,G07_G,1;7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_C,1;8,9,L08_A,G09_C,1"
llama,gemma,7,8,L07_F,G08_G,9,7,0.7777777777777778,high,"6,7,L06_A,G07_G,1;6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_G,1;8,9,L08_A,G09_G,0"
llama,gemma,7,8,L07_G,G08_B,9,9,1.0,high,"6,7,L06_F,G07_B,1;6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;8,7,L08_H,G07_B,1;8,8,L08_H,G08_B,1;8,9,L08_H,G09_A,1"
llama,gemma,7,9,L07_A,G09_F,9,6,0.6666666666666666,moderate,"6,8,L06_E,G08_H,1;6,9,L06_E,G09_F,1;6,10,L06_E,G10_E,0;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;7,10,L07_A,G10_E,0;8,8,L08_D,G08_H,1;8,9,L08_D,G09_F,1;8,10,L08_D,G10_E,0"
llama,gemma,7,9,L07_C,G09_E,9,9,1.0,high,"6,8,L06_D,G08_D,1;6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1;8,8,L08_F,G08_D,1;8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1"
llama,gemma,7,9,L07_D,G09_B,9,5,0.5555555555555556,moderate,"6,8,L06_E,G08_E,0;6,9,L06_E,G09_B,0;6,10,L06_E,G10_J,0;7,8,L07_D,G08_E,1;7,9,L07_D,G09_B,1;7,10,L07_D,G10_J,0;8,8,L08_B,G08_E,1;8,9,L08_B,G09_B,1;8,10,L08_B,G10_J,1"
llama,gemma,7,9,L07_E,G09_H,9,8,0.8888888888888888,high,"6,8,L06_B,G08_F,1;6,9,L06_B,G09_H,1;6,10,L06_B,G10_F,1;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0;8,8,L08_G,G08_F,1;8,9,L08_G,G09_H,1;8,10,L08_G,G10_F,1"
llama,gemma,7,9,L07_F,G09_C,9,8,0.8888888888888888,high,"6,8,L06_A,G08_C,0;6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1;8,8,L08_A,G08_C,1;8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1"
llama,gemma,7,9,L07_F,G09_G,9,6,0.6666666666666666,moderate,"6,8,L06_A,G08_G,1;6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1;8,8,L08_A,G08_G,1;8,9,L08_A,G09_G,0;8,10,L08_A,G10_G,0"
llama,gemma,7,9,L07_G,G09_A,9,9,1.0,high,"6,8,L06_F,G08_B,1;6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1;8,8,L08_H,G08_B,1;8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1"
llama,gemma,7,10,L07_A,G10_H,6,3,0.5,moderate,"6,9,L06_E,G09_I,0;6,10,L06_E,G10_H,0;7,9,L07_A,G09_I,0;7,10,L07_A,G10_H,1;8,9,L08_D,G09_I,1;8,10,L08_D,G10_H,1"
llama,gemma,7,10,L07_B,G10_I,6,4,0.6666666666666666,moderate,"6,9,L06_C,G09_I,1;6,10,L06_C,G10_I,1;7,9,L07_B,G09_I,0;7,10,L07_B,G10_I,1;8,9,L08_C,G09_I,0;8,10,L08_C,G10_I,1"
llama,gemma,7,10,L07_C,G10_A,6,6,1.0,high,"6,9,L06_D,G09_E,1;6,10,L06_D,G10_A,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1;8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1"
llama,gemma,7,10,L07_E,G10_J,6,2,0.3333333333333333,isolated,"6,9,L06_B,G09_B,0;6,10,L06_B,G10_J,1;7,9,L07_E,G09_B,0;7,10,L07_E,G10_J,1;8,9,L08_G,G09_B,0;8,10,L08_G,G10_J,0"
llama,gemma,7,10,L07_F,G10_B,6,6,1.0,high,"6,9,L06_A,G09_C,1;6,10,L06_A,G10_B,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1;8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1"
llama,gemma,7,10,L07_F,G10_G,6,3,0.5,moderate,"6,9,L06_A,G09_G,0;6,10,L06_A,G10_G,1;7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1;8,9,L08_A,G09_G,0;8,10,L08_A,G10_G,0"
llama,gemma,7,10,L07_G,G10_C,6,6,1.0,high,"6,9,L06_F,G09_A,1;6,10,L06_F,G10_C,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1;8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1"
llama,gemma,8,4,L08_A,G04_A,6,6,1.0,high,"7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1;9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1"
llama,gemma,8,4,L08_C,G04_C,6,6,1.0,high,"7,4,L07_B,G04_C,1;7,5,L07_B,G05_D,1;8,4,L08_C,G04_C,1;8,5,L08_C,G05_D,1;9,4,L09_D,G04_C,1;9,5,L09_D,G05_D,1"
llama,gemma,8,4,L08_E,G04_A,6,3,0.5,moderate,"7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;8,4,L08_E,G04_A,1;8,5,L08_E,G05_C,0;9,4,L09_H,G04_A,0;9,5,L09_H,G05_C,0"
llama,gemma,8,4,L08_F,G04_D,6,6,1.0,high,"7,4,L07_C,G04_D,1;7,5,L07_C,G05_E,1;8,4,L08_F,G04_D,1;8,5,L08_F,G05_E,1;9,4,L09_G,G04_D,1;9,5,L09_G,G05_E,1"
llama,gemma,8,4,L08_G,G04_C,6,6,1.0,high,"7,4,L07_E,G04_C,1;7,5,L07_E,G05_D,1;8,4,L08_G,G04_C,1;8,5,L08_G,G05_D,1;9,4,L09_C,G04_C,1;9,5,L09_C,G05_D,1"
llama,gemma,8,4,L08_H,G04_B,6,6,1.0,high,"7,4,L07_G,G04_B,1;7,5,L07_G,G05_A,1;8,4,L08_H,G04_B,1;8,5,L08_H,G05_A,1;9,4,L09_I,G04_B,1;9,5,L09_I,G05_A,1"
llama,gemma,8,5,L08_A,G05_C,9,9,1.0,high,"7,4,L07_F,G04_A,1;7,5,L07_F,G05_C,1;7,6,L07_F,G06_E,1;8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1;8,6,L08_A,G06_E,1;9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1"
