model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
llama,gemma,8,6,L08_H,G06_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,9.333731961469187e-06,True,9,9,1.0,high,"7,5,L07_G,G05_A,1;7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;8,5,L08_H,G05_A,1;8,6,L08_H,G06_A,1;8,7,L08_H,G07_B,1;9,5,L09_I,G05_A,1;9,6,L09_I,G06_A,1;9,7,L09_I,G07_B,1"
llama,gemma,8,7,L08_A,G07_G,40,49,40,49,0.8163265306122449,1.0,1.0,0.8163265306122449,7.127272727272727,5.612244897959184,8.840318800284322e-40,2.4752892640796103e-38,True,9,9,1.0,high,"7,6,L07_F,G06_E,1;7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;8,6,L08_A,G06_E,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_G,1;9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1"
llama,gemma,8,7,L08_B,G07_D,17,26,10,33,0.30303030303030304,0.5882352941176471,0.5882352941176471,0.38461538461538464,1.6072727272727272,6.221719457013575,1.20017914009545e-07,2.24033439484484e-06,True,9,4,0.4444444444444444,isolated,"7,6,L07_D,G06_C,0;7,7,L07_D,G07_D,0;7,8,L07_D,G08_E,1;8,6,L08_B,G06_C,0;8,7,L08_B,G07_D,1;8,8,L08_B,G08_E,1;9,6,L09_F,G06_C,0;9,7,L09_F,G07_D,1;9,8,L09_F,G08_E,0"
llama,gemma,8,7,L08_F,G07_A,121,98,95,124,0.7661290322580645,0.9693877551020408,0.7851239669421488,0.9693877551020408,43.12,2.2031539888682747,3.811417544172715e-45,2.1343938247367204e-43,True,9,9,1.0,high,"7,6,L07_C,G06_F,1;7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;8,6,L08_F,G06_F,1;8,7,L08_F,G07_A,1;8,8,L08_F,G08_D,1;9,6,L09_G,G06_F,1;9,7,L09_G,G07_A,1;9,8,L09_G,G08_D,1"
llama,gemma,8,7,L08_G,G07_F,17,21,9,29,0.3103448275862069,0.5294117647058824,0.5294117647058824,0.42857142857142855,1.298181818181818,6.932773109243698,2.3533552880037521e-07,3.294697403205253e-06,True,9,5,0.5555555555555556,moderate,"7,6,L07_E,G06_D,0;7,7,L07_E,G07_F,0;7,8,L07_E,G08_F,1;8,6,L08_G,G06_D,0;8,7,L08_G,G07_F,1;8,8,L08_G,G08_F,1;9,6,L09_C,G06_D,0;9,7,L09_C,G07_F,1;9,8,L09_C,G08_F,1"
llama,gemma,8,7,L08_H,G07_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,1.306722474605686e-05,True,9,9,1.0,high,"7,6,L07_G,G06_A,1;7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;8,6,L08_H,G06_A,1;8,7,L08_H,G07_B,1;8,8,L08_H,G08_B,1;9,6,L09_I,G06_A,1;9,7,L09_I,G07_B,1;9,8,L09_I,G08_B,1"
llama,gemma,8,8,L08_A,G08_C,40,32,22,50,0.44,0.6875,0.55,0.6875,4.654545454545454,4.7265625,2.055565540544838e-14,4.3852064864956546e-13,True,9,9,1.0,high,"7,7,L07_F,G07_G,1;7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_C,1;8,9,L08_A,G09_C,1;9,7,L09_B,G07_G,1;9,8,L09_B,G08_C,1;9,9,L09_B,G09_C,1"
llama,gemma,8,8,L08_A,G08_G,40,35,18,57,0.3157894736842105,0.5142857142857142,0.45,0.5142857142857142,5.090909090909091,3.5357142857142856,1.635631107796132e-08,1.4954341556993208e-07,True,9,7,0.7777777777777778,high,"7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_G,1;8,9,L08_A,G09_G,0;9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1;9,9,L09_B,G09_G,0"
llama,gemma,8,8,L08_B,G08_E,17,17,11,23,0.4782608695652174,0.6470588235294118,0.6470588235294118,0.6470588235294118,1.050909090909091,10.46712802768166,9.689768148057301e-12,1.2402903229513346e-10,True,9,7,0.7777777777777778,high,"7,7,L07_D,G07_D,0;7,8,L07_D,G08_E,1;7,9,L07_D,G09_B,1;8,7,L08_B,G07_D,1;8,8,L08_B,G08_E,1;8,9,L08_B,G09_B,1;9,7,L09_F,G07_D,1;9,8,L09_F,G08_E,0;9,9,L09_F,G09_B,1"
llama,gemma,8,8,L08_C,G08_A,11,10,5,16,0.3125,0.5,0.45454545454545453,0.5,0.4,12.5,8.387518335855069e-06,5.964457483274716e-05,True,9,3,0.3333333333333333,isolated,"7,7,L07_B,G07_E,0;7,8,L07_B,G08_A,0;7,9,L07_B,G09_I,0;8,7,L08_C,G07_E,0;8,8,L08_C,G08_A,1;8,9,L08_C,G09_I,0;9,7,L09_D,G07_E,1;9,8,L09_D,G08_A,1;9,9,L09_D,G09_I,0"
llama,gemma,8,8,L08_D,G08_H,50,45,33,62,0.532258064516129,0.7333333333333333,0.66,0.7333333333333333,8.181818181818182,4.033333333333333,2.4268502463193535e-20,7.765920788221931e-19,True,9,5,0.5555555555555556,moderate,"7,7,L07_A,G07_C,1;7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;8,7,L08_D,G07_C,0;8,8,L08_D,G08_H,1;8,9,L08_D,G09_F,1;9,7,L09_A,G07_C,0;9,8,L09_A,G08_H,0;9,9,L09_A,G09_F,0"
llama,gemma,8,8,L08_E,G08_G,16,35,13,38,0.34210526315789475,0.8125,0.8125,0.37142857142857144,2.036363636363636,6.383928571428572,1.045464671516321e-10,1.1151623162840759e-09,True,9,5,0.5555555555555556,moderate,"7,7,L07_F,G07_G,1;7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1;8,7,L08_E,G07_G,0;8,8,L08_E,G08_G,1;8,9,L08_E,G09_G,1;9,7,L09_H,G07_G,0;9,8,L09_H,G08_G,0;9,9,L09_H,G09_G,0"
llama,gemma,8,8,L08_F,G08_D,121,109,104,126,0.8253968253968254,0.9541284403669725,0.859504132231405,0.9541284403669725,47.96,2.1684737281067554,1.932653088385885e-50,1.2368979765669664e-48,True,9,9,1.0,high,"7,7,L07_C,G07_A,1;7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;8,7,L08_F,G07_A,1;8,8,L08_F,G08_D,1;8,9,L08_F,G09_E,1;9,7,L09_G,G07_A,1;9,8,L09_G,G08_D,1;9,9,L09_G,G09_E,1"
llama,gemma,8,8,L08_G,G08_F,17,23,13,27,0.48148148148148145,0.7647058823529411,0.7647058823529411,0.5652173913043478,1.4218181818181819,9.143222506393862,3.80245614486517e-13,6.083929831784272e-12,True,9,8,0.8888888888888888,high,"7,7,L07_E,G07_F,0;7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;8,7,L08_G,G07_F,1;8,8,L08_G,G08_F,1;8,9,L08_G,G09_H,1;9,7,L09_C,G07_F,1;9,8,L09_C,G08_F,1;9,9,L09_C,G09_H,1"
llama,gemma,8,8,L08_H,G08_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,9.333731961469187e-06,True,9,9,1.0,high,"7,7,L07_G,G07_B,1;7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;8,7,L08_H,G07_B,1;8,8,L08_H,G08_B,1;8,9,L08_H,G09_A,1;9,7,L09_I,G07_B,1;9,8,L09_I,G08_B,1;9,9,L09_I,G09_A,1"
llama,gemma,8,9,L08_A,G09_C,40,41,34,47,0.723404255319149,0.85,0.85,0.8292682926829268,5.963636363636364,5.701219512195122,2.078670094727641e-30,7.483212341019507e-29,True,9,9,1.0,high,"7,8,L07_F,G08_C,1;7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1;8,8,L08_A,G08_C,1;8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1;9,8,L09_B,G08_C,1;9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1"
llama,gemma,8,9,L08_B,G09_B,17,16,10,23,0.43478260869565216,0.625,0.5882352941176471,0.625,0.9890909090909091,10.110294117647058,2.3273939550222068e-10,2.792872746026648e-09,True,9,6,0.6666666666666666,moderate,"7,8,L07_D,G08_E,1;7,9,L07_D,G09_B,1;7,10,L07_D,G10_J,0;8,8,L08_B,G08_E,1;8,9,L08_B,G09_B,1;8,10,L08_B,G10_J,1;9,8,L09_F,G08_E,0;9,9,L09_F,G09_B,1;9,10,L09_F,G10_J,0"
llama,gemma,8,9,L08_D,G09_F,50,48,26,72,0.3611111111111111,0.5416666666666666,0.52,0.5416666666666666,8.727272727272727,2.979166666666667,1.837336226528334e-10,2.6457641662008007e-09,True,9,4,0.4444444444444444,isolated,"7,8,L07_A,G08_H,1;7,9,L07_A,G09_F,1;7,10,L07_A,G10_E,0;8,8,L08_D,G08_H,1;8,9,L08_D,G09_F,1;8,10,L08_D,G10_E,0;9,8,L09_A,G08_H,0;9,9,L09_A,G09_F,0;9,10,L09_A,G10_E,0"
llama,gemma,8,9,L08_D,G09_I,50,19,13,56,0.23214285714285715,0.6842105263157895,0.26,0.6842105263157895,3.4545454545454546,3.763157894736842,6.646528560063513e-07,6.8364293760653276e-06,True,9,5,0.5555555555555556,moderate,"7,8,L07_A,G08_A,0;7,9,L07_A,G09_I,0;7,10,L07_A,G10_H,1;8,8,L08_D,G08_A,0;8,9,L08_D,G09_I,1;8,10,L08_D,G10_H,1;9,8,L09_A,G08_A,0;9,9,L09_A,G09_I,1;9,10,L09_A,G10_H,1"
llama,gemma,8,9,L08_E,G09_G,16,22,13,25,0.52,0.8125,0.8125,0.5909090909090909,1.28,10.15625,4.0792098697592706e-14,7.342577765566687e-13,True,9,6,0.6666666666666666,moderate,"7,8,L07_F,G08_G,1;7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1;8,8,L08_E,G08_G,1;8,9,L08_E,G09_G,1;8,10,L08_E,G10_G,1;9,8,L09_H,G08_G,0;9,9,L09_H,G09_G,0;9,10,L09_H,G10_G,0"
llama,gemma,8,9,L08_F,G09_E,121,106,101,126,0.8015873015873016,0.9528301886792453,0.8347107438016529,0.9528301886792453,46.64,2.165523156089194,1.1634379507756372e-47,8.376753245584588e-46,True,9,9,1.0,high,"7,8,L07_C,G08_D,1;7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1;8,8,L08_F,G08_D,1;8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1;9,8,L09_G,G08_D,1;9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1"
llama,gemma,8,9,L08_G,G09_H,17,19,14,22,0.6363636363636364,0.8235294117647058,0.8235294117647058,0.7368421052631579,1.1745454545454546,11.919504643962847,6.460969055182413e-17,1.550632573243779e-15,True,9,8,0.8888888888888888,high,"7,8,L07_E,G08_F,1;7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0;8,8,L08_G,G08_F,1;8,9,L08_G,G09_H,1;8,10,L08_G,G10_F,1;9,8,L09_C,G08_F,1;9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1"
llama,gemma,8,9,L08_H,G09_A,3,3,2,4,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.03272727272727273,61.11111111111111,0.00023830184414126013,0.0019064147531300808,True,9,9,1.0,high,"7,8,L07_G,G08_B,1;7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1;8,8,L08_H,G08_B,1;8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1;9,8,L09_I,G08_B,1;9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1"
llama,gemma,8,10,L08_A,G10_B,40,40,29,51,0.5686274509803921,0.725,0.725,0.725,5.818181818181818,4.984375,2.4151666904960524e-21,9.66066676198421e-20,True,6,6,1.0,high,"7,9,L07_F,G09_C,1;7,10,L07_F,G10_B,1;8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1;9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1"
llama,gemma,8,10,L08_B,G10_J,17,22,9,30,0.3,0.5294117647058824,0.5294117647058824,0.4090909090909091,1.36,6.617647058823529,3.87061752593351e-07,4.423562886781154e-06,True,6,4,0.6666666666666666,moderate,"7,9,L07_D,G09_B,1;7,10,L07_D,G10_J,0;8,9,L08_B,G09_B,1;8,10,L08_B,G10_J,1;9,9,L09_F,G09_B,1;9,10,L09_F,G10_J,0"
llama,gemma,8,10,L08_C,G10_I,11,7,7,11,0.6363636363636364,1.0,0.6363636363636364,1.0,0.28,24.999999999999996,1.5102343137312214e-11,2.4163749019699543e-10,True,6,3,0.5,moderate,"7,9,L07_B,G09_I,0;7,10,L07_B,G10_I,1;8,9,L08_C,G09_I,0;8,10,L08_C,G10_I,1;9,9,L09_D,G09_I,0;9,10,L09_D,G10_I,1"
llama,gemma,8,10,L08_D,G10_H,50,26,24,52,0.46153846153846156,0.9230769230769231,0.48,0.9230769230769231,4.7272727272727275,5.076923076923077,1.59606717427493e-18,4.2561791313998134e-17,True,6,5,0.8333333333333334,high,"7,9,L07_A,G09_I,0;7,10,L07_A,G10_H,1;8,9,L08_D,G09_I,1;8,10,L08_D,G10_H,1;9,9,L09_A,G09_I,1;9,10,L09_A,G10_H,1"
llama,gemma,8,10,L08_E,G10_G,16,22,9,29,0.3103448275862069,0.5625,0.5625,0.4090909090909091,1.28,7.03125,1.9071016886126463e-07,2.5428022514835286e-06,True,6,4,0.6666666666666666,moderate,"7,9,L07_F,G09_G,1;7,10,L07_F,G10_G,1;8,9,L08_E,G09_G,1;8,10,L08_E,G10_G,1;9,9,L09_H,G09_G,0;9,10,L09_H,G10_G,0"
llama,gemma,8,10,L08_F,G10_A,121,90,88,123,0.7154471544715447,0.9777777777777777,0.7272727272727273,0.9777777777777777,39.6,2.2222222222222223,3.6072711804029154e-41,2.8858169443223324e-39,True,6,6,1.0,high,"7,9,L07_C,G09_E,1;7,10,L07_C,G10_A,1;8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1;9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1"
llama,gemma,8,10,L08_G,G10_F,17,13,11,19,0.5789473684210527,0.8461538461538461,0.6470588235294118,0.8461538461538461,0.8036363636363636,13.687782805429865,6.650268173322199e-14,1.3300536346644399e-12,True,6,5,0.8333333333333334,high,"7,9,L07_E,G09_H,1;7,10,L07_E,G10_F,0;8,9,L08_G,G09_H,1;8,10,L08_G,G10_F,1;9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1"
llama,gemma,8,10,L08_H,G10_C,3,2,2,3,0.6666666666666666,1.0,0.6666666666666666,1.0,0.02181818181818182,91.66666666666666,7.9628400796284e-05,0.00070780800707808,True,6,6,1.0,high,"7,9,L07_G,G09_A,1;7,10,L07_G,G10_C,1;8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1;9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1"
llama,gemma,9,4,L09_A,G04_C,31,67,21,77,0.2727272727272727,0.6774193548387096,0.6774193548387096,0.31343283582089554,7.552727272727273,2.780452575830525,5.5538818818557275e-08,6.664658258226873e-07,True,6,4,0.6666666666666666,moderate,"8,4,L08_D,G04_C,0;8,5,L08_D,G05_D,0;9,4,L09_A,G04_C,1;9,5,L09_A,G05_D,1;10,4,L10_H,G04_C,1;10,5,L10_H,G05_D,1"
llama,gemma,9,4,L09_B,G04_A,39,68,39,68,0.5735294117647058,1.0,1.0,0.5735294117647058,9.643636363636364,4.044117647058823,3.49105892525031e-29,6.2839060654505575e-28,True,6,6,1.0,high,"8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1;9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;10,4,L10_F,G04_A,1;10,5,L10_F,G05_C,1"
llama,gemma,9,4,L09_C,G04_C,9,67,9,67,0.13432835820895522,1.0,1.0,0.13432835820895522,2.192727272727273,4.104477611940299,1.9689342183665816e-06,1.181360531019949e-05,True,6,6,1.0,high,"8,4,L08_G,G04_C,1;8,5,L08_G,G05_D,1;9,4,L09_C,G04_C,1;9,5,L09_C,G05_D,1;10,4,L10_A,G04_C,1;10,5,L10_A,G05_D,1"
llama,gemma,9,4,L09_D,G04_C,7,67,6,68,0.08823529411764706,0.8571428571428571,0.8571428571428571,0.08955223880597014,1.7054545454545456,3.5181236673773983,0.0009897596525051363,0.004453918436273113,True,6,5,0.8333333333333334,high,"8,4,L08_C,G04_C,1;8,5,L08_C,G05_D,1;9,4,L09_D,G04_C,1;9,5,L09_D,G05_D,1;10,4,L10_J,G04_C,0;10,5,L10_J,G05_D,1"
llama,gemma,9,4,L09_E,G04_C,29,67,20,76,0.2631578947368421,0.6896551724137931,0.6896551724137931,0.29850746268656714,7.065454545454545,2.8306742151312405,8.042615796900685e-08,7.238354217210617e-07,True,6,3,0.5,moderate,"8,4,L08_B,G04_C,0;8,5,L08_B,G05_D,0;9,4,L09_E,G04_C,1;9,5,L09_E,G05_D,0;10,4,L10_A,G04_C,1;10,5,L10_A,G05_D,1"
llama,gemma,9,4,L09_G,G04_D,111,136,111,136,0.8161764705882353,1.0,1.0,0.8161764705882353,54.89454545454546,2.0220588235294117,7.676340645029133e-53,2.763482632210488e-51,True,6,6,1.0,high,"8,4,L08_F,G04_D,1;8,5,L08_F,G05_E,1;9,4,L09_G,G04_D,1;9,5,L09_G,G05_E,1;10,4,L10_I,G04_D,1;10,5,L10_I,G05_E,1"
llama,gemma,9,4,L09_I,G04_B,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.40035876532227e-06,True,6,6,1.0,high,"8,4,L08_H,G04_B,1;8,5,L08_H,G05_A,1;9,4,L09_I,G04_B,1;9,5,L09_I,G05_A,1;10,4,L10_D,G04_B,1;10,5,L10_D,G05_A,1"
llama,gemma,9,5,L09_A,G05_D,31,40,17,54,0.3148148148148148,0.5483870967741935,0.5483870967741935,0.425,4.509090909090909,3.770161290322581,1.336358667057169e-08,1.2027228003514521e-07,True,9,6,0.6666666666666666,moderate,"8,4,L08_D,G04_C,0;8,5,L08_D,G05_D,0;8,6,L08_D,G06_D,0;9,4,L09_A,G04_C,1;9,5,L09_A,G05_D,1;9,6,L09_A,G06_D,1;10,4,L10_H,G04_C,1;10,5,L10_H,G05_D,1;10,6,L10_H,G06_D,1"
llama,gemma,9,5,L09_B,G05_C,39,53,39,53,0.7358490566037735,1.0,1.0,0.7358490566037735,7.516363636363637,5.188679245283018,6.103149442913172e-36,1.3732086246554637e-34,True,9,9,1.0,high,"8,4,L08_A,G04_A,1;8,5,L08_A,G05_C,1;8,6,L08_A,G06_E,1;9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;10,4,L10_F,G04_A,1;10,5,L10_F,G05_C,1;10,6,L10_F,G06_E,1"
llama,gemma,9,5,L09_C,G05_D,9,40,9,40,0.225,1.0,1.0,0.225,1.309090909090909,6.875,1.259148931392782e-08,1.2027228003514521e-07,True,9,6,0.6666666666666666,moderate,"8,4,L08_G,G04_C,1;8,5,L08_G,G05_D,1;8,6,L08_G,G06_D,0;9,4,L09_C,G04_C,1;9,5,L09_C,G05_D,1;9,6,L09_C,G06_D,0;10,4,L10_A,G04_C,1;10,5,L10_A,G05_D,1;10,6,L10_A,G06_D,0"
llama,gemma,9,5,L09_D,G05_D,7,40,6,41,0.14634146341463414,0.8571428571428571,0.8571428571428571,0.15,1.018181818181818,5.892857142857143,4.213383765302797e-05,0.0002708603849123227,True,9,8,0.8888888888888888,high,"8,4,L08_C,G04_C,1;8,5,L08_C,G05_D,1;8,6,L08_C,G06_D,1;9,4,L09_D,G04_C,1;9,5,L09_D,G05_D,1;9,6,L09_D,G06_D,1;10,4,L10_J,G04_C,0;10,5,L10_J,G05_D,1;10,6,L10_J,G06_D,1"
llama,gemma,9,5,L09_G,G05_E,111,109,102,118,0.864406779661017,0.9357798165137615,0.918918918918919,0.9357798165137615,43.99636363636364,2.3183734192908503,3.629950228180325e-55,1.633477602681146e-53,True,9,9,1.0,high,"8,4,L08_F,G04_D,1;8,5,L08_F,G05_E,1;8,6,L08_F,G06_F,1;9,4,L09_G,G04_D,1;9,5,L09_G,G05_E,1;9,6,L09_G,G06_F,1;10,4,L10_I,G04_D,1;10,5,L10_I,G05_E,1;10,6,L10_I,G06_F,1"
llama,gemma,9,5,L09_H,G05_B,41,69,34,76,0.4473684210526316,0.8292682926829268,0.8292682926829268,0.4927536231884058,10.287272727272727,3.3050547896783318,1.2292905676020709e-17,1.8439358514031064e-16,True,9,5,0.5555555555555556,moderate,"8,4,L08_D,G04_C,0;8,5,L08_D,G05_B,1;8,6,L08_D,G06_B,0;9,4,L09_H,G04_C,0;9,5,L09_H,G05_B,1;9,6,L09_H,G06_B,1;10,4,L10_E,G04_C,0;10,5,L10_E,G05_B,1;10,6,L10_E,G06_B,1"
llama,gemma,9,5,L09_I,G05_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,8.750373713877363e-06,True,9,9,1.0,high,"8,4,L08_H,G04_B,1;8,5,L08_H,G05_A,1;8,6,L08_H,G06_A,1;9,4,L09_I,G04_B,1;9,5,L09_I,G05_A,1;9,6,L09_I,G06_A,1;10,4,L10_D,G04_B,1;10,5,L10_D,G05_A,1;10,6,L10_D,G06_A,1"
llama,gemma,9,6,L09_A,G06_D,31,29,21,39,0.5384615384615384,0.7241379310344828,0.6774193548387096,0.7241379310344828,3.269090909090909,6.423804226918799,9.27443337864879e-18,1.2520485061175866e-16,True,9,6,0.6666666666666666,moderate,"8,5,L08_D,G05_D,0;8,6,L08_D,G06_D,0;8,7,L08_D,G07_E,0;9,5,L09_A,G05_D,1;9,6,L09_A,G06_D,1;9,7,L09_A,G07_E,1;10,5,L10_H,G05_D,1;10,6,L10_H,G06_D,1;10,7,L10_H,G07_E,1"
llama,gemma,9,6,L09_B,G06_E,39,49,38,50,0.76,0.9743589743589743,0.9743589743589743,0.7755102040816326,6.949090909090909,5.468341182626896,1.673793815032014e-35,4.519243300586438e-34,True,9,9,1.0,high,"8,5,L08_A,G05_C,1;8,6,L08_A,G06_E,1;8,7,L08_A,G07_G,1;9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;10,5,L10_F,G05_C,1;10,6,L10_F,G06_E,1;10,7,L10_F,G07_G,1"
llama,gemma,9,6,L09_C,G06_C,9,22,6,25,0.24,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.72,8.333333333333334,9.417881002219763e-06,7.265222487426674e-05,True,9,7,0.7777777777777778,high,"8,5,L08_G,G05_D,1;8,6,L08_G,G06_C,1;8,7,L08_G,G07_D,0;9,5,L09_C,G05_D,1;9,6,L09_C,G06_C,1;9,7,L09_C,G07_D,0;10,5,L10_A,G05_D,1;10,6,L10_A,G06_C,1;10,7,L10_A,G07_D,1"
llama,gemma,9,6,L09_D,G06_D,7,29,5,31,0.16129032258064516,0.7142857142857143,0.7142857142857143,0.1724137931034483,0.7381818181818182,6.773399014778326,0.00016919647559058193,0.001142076210236428,True,9,8,0.8888888888888888,high,"8,5,L08_C,G05_D,1;8,6,L08_C,G06_D,1;8,7,L08_C,G07_E,0;9,5,L09_D,G05_D,1;9,6,L09_D,G06_D,1;9,7,L09_D,G07_E,1;10,5,L10_J,G05_D,1;10,6,L10_J,G06_D,1;10,7,L10_J,G07_E,1"
llama,gemma,9,6,L09_E,G06_C,29,22,15,36,0.4166666666666667,0.6818181818181818,0.5172413793103449,0.6818181818181818,2.32,6.4655172413793105,4.546172682787014e-12,4.909866497409975e-11,True,9,6,0.6666666666666666,moderate,"8,5,L08_B,G05_D,0;8,6,L08_B,G06_C,0;8,7,L08_B,G07_D,1;9,5,L09_E,G05_D,0;9,6,L09_E,G06_C,1;9,7,L09_E,G07_D,1;10,5,L10_A,G05_D,1;10,6,L10_A,G06_C,1;10,7,L10_A,G07_D,1"
llama,gemma,9,6,L09_G,G06_F,111,112,105,118,0.8898305084745762,0.9459459459459459,0.9459459459459459,0.9375,45.20727272727273,2.322635135135135,4.9451098437787185e-59,2.670359315640508e-57,True,9,9,1.0,high,"8,5,L08_F,G05_E,1;8,6,L08_F,G06_F,1;8,7,L08_F,G07_A,1;9,5,L09_G,G05_E,1;9,6,L09_G,G06_F,1;9,7,L09_G,G07_A,1;10,5,L10_I,G05_E,1;10,6,L10_I,G06_F,1;10,7,L10_I,G07_A,1"
llama,gemma,9,6,L09_H,G06_B,41,59,35,65,0.5384615384615384,0.8536585365853658,0.8536585365853658,0.5932203389830508,8.796363636363637,3.978916907813146,2.1768053021073247e-22,3.918249543793184e-21,True,9,7,0.7777777777777778,high,"8,5,L08_D,G05_B,1;8,6,L08_D,G06_B,0;8,7,L08_D,G07_C,0;9,5,L09_H,G05_B,1;9,6,L09_H,G06_B,1;9,7,L09_H,G07_C,1;10,5,L10_E,G05_B,1;10,6,L10_E,G06_B,1;10,7,L10_E,G07_C,1"
llama,gemma,9,6,L09_I,G06_A,3,4,3,4,0.75,1.0,1.0,0.75,0.04363636363636364,68.75,1.1667164951836484e-06,1.0500448456652834e-05,True,9,9,1.0,high,"8,5,L08_H,G05_A,1;8,6,L08_H,G06_A,1;8,7,L08_H,G07_B,1;9,5,L09_I,G05_A,1;9,6,L09_I,G06_A,1;9,7,L09_I,G07_B,1;10,5,L10_D,G05_A,1;10,6,L10_D,G06_A,1;10,7,L10_D,G07_B,1"
llama,gemma,9,7,L09_A,G07_E,31,23,17,37,0.4594594594594595,0.7391304347826086,0.5483870967741935,0.7391304347826086,2.5927272727272728,6.556802244039271,3.898763860219978e-14,4.912442463877173e-13,True,9,4,0.4444444444444444,isolated,"8,6,L08_D,G06_D,0;8,7,L08_D,G07_E,0;8,8,L08_D,G08_A,0;9,6,L09_A,G06_D,1;9,7,L09_A,G07_E,1;9,8,L09_A,G08_A,0;10,6,L10_H,G06_D,1;10,7,L10_H,G07_E,1;10,8,L10_H,G08_A,0"
llama,gemma,9,7,L09_B,G07_G,39,49,39,49,0.7959183673469388,1.0,1.0,0.7959183673469388,6.949090909090909,5.612244897959184,2.0863152368671e-38,6.571892996131365e-37,True,9,8,0.8888888888888888,high,"8,6,L08_A,G06_E,1;8,7,L08_A,G07_G,1;8,8,L08_A,G08_G,1;9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1;10,6,L10_F,G06_E,1;10,7,L10_F,G07_G,1;10,8,L10_F,G08_G,0"
llama,gemma,9,7,L09_C,G07_F,9,21,8,22,0.36363636363636365,0.8888888888888888,0.8888888888888888,0.38095238095238093,0.6872727272727273,11.640211640211641,2.393626411938203e-09,2.513307732535113e-08,True,9,5,0.5555555555555556,moderate,"8,6,L08_G,G06_D,0;8,7,L08_G,G07_F,1;8,8,L08_G,G08_F,1;9,6,L09_C,G06_D,0;9,7,L09_C,G07_F,1;9,8,L09_C,G08_F,1;10,6,L10_A,G06_D,0;10,7,L10_A,G07_F,0;10,8,L10_A,G08_F,1"
