model_a,model_b,K_a,K_b,profile_a,profile_b,intersection_count,jaccard,overlap_coefficient,persistence_score,persistence_tier,pearson_240_traits,spearman_240_traits,centered_cosine_240_traits,evidence_role
llama,gemma,7,9,L07_C,G09_E,102,0.8360655737704918,0.9622641509433962,1.0,high,0.920638622716089,0.9014887411239776,0.9206386227160891,secondary same-activation-space confirmation
llama,gemma,7,9,L07_D,G09_B,9,0.3461538461538461,0.5625,0.5555555555555556,moderate,0.8595101680757581,0.852941023281654,0.859510168075758,secondary same-activation-space confirmation
llama,gemma,7,9,L07_E,G09_H,13,0.52,0.6842105263157895,0.8888888888888888,high,0.8158898101937804,0.8151261306619905,0.8158898101937804,secondary same-activation-space confirmation
llama,gemma,7,9,L07_F,G09_C,29,0.5087719298245614,0.7073170731707317,0.8888888888888888,high,0.8749562217822329,0.8670237330509208,0.874956221782233,secondary same-activation-space confirmation
llama,gemma,7,9,L07_F,G09_G,16,0.3137254901960784,0.7272727272727273,0.6666666666666666,moderate,0.8007431932323344,0.8164291046719558,0.8007431932323346,secondary same-activation-space confirmation
llama,gemma,7,9,L07_G,G09_A,2,0.5,0.6666666666666666,1.0,high,0.7918778986032426,0.8005989687320959,0.7918778986032428,secondary same-activation-space confirmation
llama,gemma,7,10,L07_A,G10_H,22,0.3859649122807017,0.8461538461538461,0.5,moderate,0.8217182579958651,0.8191652632858208,0.8217182579958654,secondary same-activation-space confirmation
llama,gemma,7,10,L07_B,G10_I,7,0.3888888888888889,1.0,0.6666666666666666,moderate,0.8812950083548547,0.8797843712564453,0.881295008354855,secondary same-activation-space confirmation
llama,gemma,7,10,L07_C,G10_A,89,0.7478991596638656,0.9888888888888888,1.0,high,0.9075748926665783,0.8829024809458497,0.9075748926665781,secondary same-activation-space confirmation
llama,gemma,7,10,L07_E,G10_J,11,0.3666666666666666,0.5789473684210527,0.3333333333333333,isolated,0.8661297226969258,0.8663188597024252,0.8661297226969256,secondary same-activation-space confirmation
llama,gemma,7,10,L07_F,G10_B,24,0.3934426229508196,0.6,1.0,high,0.8741222995582705,0.8704040000694454,0.8741222995582707,secondary same-activation-space confirmation
llama,gemma,7,10,L07_F,G10_G,20,0.425531914893617,0.9090909090909092,0.5,moderate,0.8220550309405107,0.8358200663205957,0.8220550309405108,secondary same-activation-space confirmation
llama,gemma,7,10,L07_G,G10_C,2,0.6666666666666666,1.0,1.0,high,0.8470166028390865,0.8552613760655565,0.8470166028390865,secondary same-activation-space confirmation
llama,gemma,8,4,L08_A,G04_A,40,0.5882352941176471,1.0,1.0,high,0.9100764021158239,0.9119646174412747,0.9100764021158237,secondary same-activation-space confirmation
llama,gemma,8,4,L08_C,G04_C,9,0.1304347826086956,0.8181818181818182,1.0,high,0.7846395183802828,0.7969114047118873,0.7846395183802828,secondary same-activation-space confirmation
llama,gemma,8,4,L08_E,G04_A,13,0.1830985915492957,0.8125,0.5,moderate,0.5609126207685687,0.5356403757009669,0.5609126207685685,secondary same-activation-space confirmation
llama,gemma,8,4,L08_F,G04_D,114,0.7972027972027972,0.9421487603305784,1.0,high,0.9259924051566056,0.9180211462004546,0.9259924051566059,secondary same-activation-space confirmation
llama,gemma,8,4,L08_G,G04_C,17,0.2537313432835821,1.0,1.0,high,0.7737362751956024,0.7799927082067396,0.7737362751956024,secondary same-activation-space confirmation
llama,gemma,8,4,L08_H,G04_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,8,5,L08_A,G05_C,40,0.7547169811320755,1.0,1.0,high,0.8967285240373315,0.8992508550495666,0.8967285240373316,secondary same-activation-space confirmation
llama,gemma,8,5,L08_B,G05_B,14,0.1944444444444444,0.8235294117647058,0.3333333333333333,isolated,0.7882857705049326,0.7640775013455093,0.7882857705049326,secondary same-activation-space confirmation
llama,gemma,8,5,L08_C,G05_D,9,0.2142857142857142,0.8181818181818182,1.0,high,0.8306119887858407,0.834470216496814,0.830611988785841,secondary same-activation-space confirmation
llama,gemma,8,5,L08_D,G05_B,28,0.3076923076923077,0.56,0.4444444444444444,isolated,0.1174663932736523,0.05370405736210697,0.11746639327365226,secondary same-activation-space confirmation
llama,gemma,8,5,L08_F,G05_E,101,0.7829457364341085,0.926605504587156,1.0,high,0.9134769493356949,0.8961935103039982,0.9134769493356948,secondary same-activation-space confirmation
llama,gemma,8,5,L08_G,G05_D,15,0.3571428571428571,0.8823529411764706,0.6666666666666666,moderate,0.7367920267519412,0.7394737755863816,0.7367920267519413,secondary same-activation-space confirmation
llama,gemma,8,5,L08_H,G05_A,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,8,6,L08_A,G06_E,38,0.7450980392156863,0.95,1.0,high,0.9028620210263189,0.9047822010798796,0.9028620210263187,secondary same-activation-space confirmation
llama,gemma,8,6,L08_C,G06_D,8,0.25,0.7272727272727273,0.7777777777777778,high,0.7508578778871303,0.7434425944894875,0.7508578778871304,secondary same-activation-space confirmation
llama,gemma,8,6,L08_F,G06_F,103,0.7923076923076923,0.9196428571428572,1.0,high,0.9135683080064904,0.8963046233441552,0.9135683080064906,secondary same-activation-space confirmation
llama,gemma,8,6,L08_G,G06_C,12,0.4444444444444444,0.7058823529411765,0.7777777777777778,high,0.8783326365634112,0.8872983905970588,0.8783326365634114,secondary same-activation-space confirmation
llama,gemma,8,6,L08_H,G06_A,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,8,7,L08_A,G07_G,40,0.8163265306122449,1.0,1.0,high,0.9077541337505703,0.9078534349554679,0.9077541337505705,secondary same-activation-space confirmation
llama,gemma,8,7,L08_B,G07_D,10,0.303030303030303,0.5882352941176471,0.4444444444444444,isolated,0.909667163427064,0.9069150506085174,0.9096671634270639,secondary same-activation-space confirmation
llama,gemma,8,7,L08_F,G07_A,95,0.7661290322580645,0.9693877551020408,1.0,high,0.9093969761405911,0.8882793104046942,0.9093969761405913,secondary same-activation-space confirmation
llama,gemma,8,7,L08_G,G07_F,9,0.3103448275862069,0.5294117647058824,0.5555555555555556,moderate,0.6932955489709599,0.6926847688327921,0.6932955489709599,secondary same-activation-space confirmation
llama,gemma,8,7,L08_H,G07_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,8,8,L08_A,G08_C,22,0.44,0.6875,1.0,high,0.886031992967079,0.8719022899703119,0.8860319929670788,secondary same-activation-space confirmation
llama,gemma,8,8,L08_A,G08_G,18,0.3157894736842105,0.5142857142857142,0.7777777777777778,high,0.8409978651878461,0.8591329710585252,0.8409978651878461,secondary same-activation-space confirmation
llama,gemma,8,8,L08_B,G08_E,11,0.4782608695652174,0.6470588235294118,0.7777777777777778,high,0.8919646972073867,0.8924512578343372,0.8919646972073867,secondary same-activation-space confirmation
llama,gemma,8,8,L08_C,G08_A,5,0.3125,0.5,0.3333333333333333,isolated,0.79061018346446,0.7768485563985484,0.7906101834644598,secondary same-activation-space confirmation
llama,gemma,8,8,L08_D,G08_H,33,0.532258064516129,0.7333333333333333,0.5555555555555556,moderate,0.8394254836481256,0.8188371325891072,0.8394254836481255,secondary same-activation-space confirmation
llama,gemma,8,8,L08_E,G08_G,13,0.3421052631578947,0.8125,0.5555555555555556,moderate,0.513242190306197,0.4824484800083334,0.5132421903061969,secondary same-activation-space confirmation
llama,gemma,8,8,L08_F,G08_D,104,0.8253968253968254,0.9541284403669724,1.0,high,0.9222152318005166,0.9060495841941699,0.9222152318005163,secondary same-activation-space confirmation
llama,gemma,8,8,L08_G,G08_F,13,0.4814814814814814,0.7647058823529411,0.8888888888888888,high,0.8208394729160706,0.8224734804423687,0.8208394729160706,secondary same-activation-space confirmation
llama,gemma,8,8,L08_H,G08_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,8,9,L08_A,G09_C,34,0.723404255319149,0.85,1.0,high,0.9011437988514581,0.8913175575964858,0.9011437988514581,secondary same-activation-space confirmation
llama,gemma,8,9,L08_B,G09_B,10,0.4347826086956521,0.625,0.6666666666666666,moderate,0.8819516350387643,0.878609003628535,0.8819516350387644,secondary same-activation-space confirmation
llama,gemma,8,9,L08_D,G09_F,26,0.3611111111111111,0.5416666666666666,0.4444444444444444,isolated,0.5686823747831469,0.5312175558603447,0.5686823747831469,secondary same-activation-space confirmation
llama,gemma,8,9,L08_D,G09_I,13,0.2321428571428571,0.6842105263157895,0.5555555555555556,moderate,0.7546239078032553,0.7513897810725879,0.7546239078032552,secondary same-activation-space confirmation
llama,gemma,8,9,L08_E,G09_G,13,0.52,0.8125,0.6666666666666666,moderate,0.5115608516896702,0.4684543134429416,0.5115608516896701,secondary same-activation-space confirmation
llama,gemma,8,9,L08_F,G09_E,101,0.8015873015873016,0.9528301886792452,1.0,high,0.9187385490063971,0.9003541728155001,0.9187385490063971,secondary same-activation-space confirmation
llama,gemma,8,9,L08_G,G09_H,14,0.6363636363636364,0.8235294117647058,0.8888888888888888,high,0.867790766302582,0.8707017482942411,0.867790766302582,secondary same-activation-space confirmation
llama,gemma,8,9,L08_H,G09_A,2,0.5,0.6666666666666666,1.0,high,0.7918778986032426,0.8005989687320959,0.7918778986032428,secondary same-activation-space confirmation
llama,gemma,8,10,L08_A,G10_B,29,0.5686274509803921,0.725,1.0,high,0.9053721802545536,0.8989357454122466,0.9053721802545535,secondary same-activation-space confirmation
llama,gemma,8,10,L08_B,G10_J,9,0.3,0.5294117647058824,0.6666666666666666,moderate,0.8826675643628484,0.8830066494209968,0.8826675643628483,secondary same-activation-space confirmation
llama,gemma,8,10,L08_C,G10_I,7,0.6363636363636364,1.0,0.5,moderate,0.8827098105300071,0.8785569193909615,0.8827098105300074,secondary same-activation-space confirmation
llama,gemma,8,10,L08_D,G10_H,24,0.4615384615384615,0.9230769230769232,0.8333333333333334,high,0.8716826199554922,0.8663865692112708,0.8716826199554921,secondary same-activation-space confirmation
llama,gemma,8,10,L08_E,G10_G,9,0.3103448275862069,0.5625,0.6666666666666666,moderate,0.4783519429415175,0.4423375405823017,0.47835194294151745,secondary same-activation-space confirmation
llama,gemma,8,10,L08_F,G10_A,88,0.7154471544715447,0.9777777777777776,1.0,high,0.9061235697944312,0.8823000399312487,0.906123569794431,secondary same-activation-space confirmation
llama,gemma,8,10,L08_G,G10_F,11,0.5789473684210527,0.8461538461538461,0.8333333333333334,high,0.8369500746757923,0.8393548499105885,0.8369500746757922,secondary same-activation-space confirmation
llama,gemma,8,10,L08_H,G10_C,2,0.6666666666666666,1.0,1.0,high,0.8470166028390865,0.8552613760655565,0.8470166028390865,secondary same-activation-space confirmation
llama,gemma,9,4,L09_A,G04_C,21,0.2727272727272727,0.6774193548387096,0.6666666666666666,moderate,0.5769545240744518,0.5882185454608586,0.5769545240744516,secondary same-activation-space confirmation
llama,gemma,9,4,L09_B,G04_A,39,0.5735294117647058,1.0,1.0,high,0.8994690727785076,0.903939304501814,0.8994690727785077,secondary same-activation-space confirmation
llama,gemma,9,4,L09_C,G04_C,9,0.1343283582089552,1.0,1.0,high,0.7996160947478748,0.809600861126061,0.7996160947478748,secondary same-activation-space confirmation
llama,gemma,9,4,L09_D,G04_C,6,0.088235294117647,0.8571428571428571,0.8333333333333334,high,0.7621434653934682,0.7747999097206547,0.7621434653934681,secondary same-activation-space confirmation
llama,gemma,9,4,L09_E,G04_C,20,0.2631578947368421,0.6896551724137931,0.5,moderate,0.6999342117251048,0.7043455615548879,0.6999342117251047,secondary same-activation-space confirmation
llama,gemma,9,4,L09_G,G04_D,111,0.8161764705882353,1.0,1.0,high,0.9352968944557571,0.9298182260108682,0.9352968944557576,secondary same-activation-space confirmation
llama,gemma,9,4,L09_I,G04_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,9,5,L09_A,G05_D,17,0.3148148148148148,0.5483870967741935,0.6666666666666666,moderate,0.6989884226930803,0.7019340613552317,0.6989884226930804,secondary same-activation-space confirmation
llama,gemma,9,5,L09_B,G05_C,39,0.7358490566037735,1.0,1.0,high,0.8834365716183417,0.8886213302314274,0.8834365716183419,secondary same-activation-space confirmation
llama,gemma,9,5,L09_C,G05_D,9,0.225,1.0,0.6666666666666666,moderate,0.79176493899314,0.7961127797357591,0.7917649389931402,secondary same-activation-space confirmation
llama,gemma,9,5,L09_D,G05_D,6,0.1463414634146341,0.8571428571428571,0.8888888888888888,high,0.7988713359745292,0.8011996736054444,0.7988713359745293,secondary same-activation-space confirmation
llama,gemma,9,5,L09_G,G05_E,102,0.864406779661017,0.9357798165137616,1.0,high,0.9253482679216154,0.9135766245941769,0.9253482679216158,secondary same-activation-space confirmation
llama,gemma,9,5,L09_H,G05_B,34,0.4473684210526316,0.8292682926829268,0.5555555555555556,moderate,0.5323648703369324,0.5271549853296064,0.5323648703369322,secondary same-activation-space confirmation
llama,gemma,9,5,L09_I,G05_A,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,9,6,L09_A,G06_D,21,0.5384615384615384,0.7241379310344828,0.6666666666666666,moderate,0.8576469620514209,0.8520113196409658,0.8576469620514208,secondary same-activation-space confirmation
llama,gemma,9,6,L09_B,G06_E,38,0.76,0.9743589743589745,1.0,high,0.8906711587370864,0.894957377732252,0.890671158737086,secondary same-activation-space confirmation
llama,gemma,9,6,L09_C,G06_C,6,0.24,0.6666666666666666,0.7777777777777778,high,0.8345755054628701,0.8466197329814752,0.8345755054628703,secondary same-activation-space confirmation
llama,gemma,9,6,L09_D,G06_D,5,0.1612903225806451,0.7142857142857143,0.8888888888888888,high,0.6874701401267209,0.6781115991597075,0.6874701401267208,secondary same-activation-space confirmation
llama,gemma,9,6,L09_E,G06_C,15,0.4166666666666667,0.6818181818181818,0.6666666666666666,moderate,0.9038275522396046,0.902034757547874,0.9038275522396046,secondary same-activation-space confirmation
llama,gemma,9,6,L09_G,G06_F,105,0.8898305084745762,0.945945945945946,1.0,high,0.9253159792022428,0.9136165558429832,0.9253159792022432,secondary same-activation-space confirmation
llama,gemma,9,6,L09_H,G06_B,35,0.5384615384615384,0.8536585365853658,0.7777777777777778,high,0.6904131136517845,0.6953645028559522,0.6904131136517841,secondary same-activation-space confirmation
llama,gemma,9,6,L09_I,G06_A,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,9,7,L09_A,G07_E,17,0.4594594594594595,0.7391304347826086,0.4444444444444444,isolated,0.8267437377044922,0.8230837340926056,0.8267437377044922,secondary same-activation-space confirmation
llama,gemma,9,7,L09_B,G07_G,39,0.7959183673469388,1.0,0.8888888888888888,high,0.8964907930674267,0.8991171721731278,0.8964907930674267,secondary same-activation-space confirmation
llama,gemma,9,7,L09_C,G07_F,8,0.3636363636363636,0.8888888888888888,0.5555555555555556,moderate,0.7491248846500747,0.7510269275508255,0.7491248846500749,secondary same-activation-space confirmation
llama,gemma,9,7,L09_D,G07_E,5,0.2,0.7142857142857143,0.8888888888888888,high,0.6922209424012156,0.6780890293234256,0.6922209424012156,secondary same-activation-space confirmation
llama,gemma,9,7,L09_E,G07_D,18,0.4864864864864865,0.6923076923076923,0.7777777777777778,high,0.9262825123145413,0.9253606833451968,0.9262825123145413,secondary same-activation-space confirmation
llama,gemma,9,7,L09_F,G07_D,4,0.1481481481481481,0.8,0.3333333333333333,isolated,0.8420595661619408,0.8294249900171876,0.8420595661619407,secondary same-activation-space confirmation
llama,gemma,9,7,L09_G,G07_A,96,0.8495575221238938,0.979591836734694,1.0,high,0.9215847779876623,0.9065973367593186,0.9215847779876625,secondary same-activation-space confirmation
llama,gemma,9,7,L09_H,G07_C,31,0.484375,0.7560975609756098,0.6666666666666666,moderate,0.7071832023700922,0.7097753433219326,0.7071832023700921,secondary same-activation-space confirmation
llama,gemma,9,7,L09_I,G07_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,9,8,L09_B,G08_C,17,0.3148148148148148,0.53125,1.0,high,0.8617717098748809,0.8499852427993541,0.8617717098748812,secondary same-activation-space confirmation
llama,gemma,9,8,L09_B,G08_G,22,0.4230769230769231,0.6285714285714286,0.5555555555555556,moderate,0.8426885221348259,0.8619429156756192,0.8426885221348259,secondary same-activation-space confirmation
llama,gemma,9,8,L09_C,G08_F,9,0.391304347826087,1.0,0.8888888888888888,high,0.8537669659199519,0.8564028889390438,0.8537669659199522,secondary same-activation-space confirmation
llama,gemma,9,8,L09_D,G08_A,4,0.3076923076923077,0.5714285714285714,0.5555555555555556,moderate,0.7463446093138514,0.7301845518151355,0.7463446093138514,secondary same-activation-space confirmation
llama,gemma,9,8,L09_E,G08_E,13,0.3939393939393939,0.7647058823529411,0.6666666666666666,moderate,0.9125927144981835,0.9094645740377436,0.9125927144981835,secondary same-activation-space confirmation
llama,gemma,9,8,L09_G,G08_D,105,0.9130434782608696,0.963302752293578,1.0,high,0.9322512256590916,0.9208423757356896,0.9322512256590918,secondary same-activation-space confirmation
llama,gemma,9,8,L09_H,G08_H,24,0.3870967741935484,0.5853658536585366,0.6666666666666666,moderate,0.6816053833683179,0.6667025469192172,0.6816053833683178,secondary same-activation-space confirmation
llama,gemma,9,8,L09_I,G08_B,3,0.75,1.0,1.0,high,0.8309484040213593,0.8412863070539417,0.8309484040213592,secondary same-activation-space confirmation
llama,gemma,9,9,L09_A,G09_I,16,0.4705882352941176,0.8421052631578947,0.6666666666666666,moderate,0.8792871415732841,0.8723805968853625,0.8792871415732844,secondary same-activation-space confirmation
llama,gemma,9,9,L09_B,G09_C,27,0.5094339622641509,0.6923076923076923,1.0,high,0.8807449654116828,0.8739926040382645,0.8807449654116828,secondary same-activation-space confirmation
llama,gemma,9,9,L09_C,G09_H,9,0.4736842105263157,1.0,1.0,high,0.8795741744119348,0.8842714283234083,0.8795741744119349,secondary same-activation-space confirmation
llama,gemma,9,9,L09_F,G09_B,4,0.2352941176470588,0.8,0.4444444444444444,isolated,0.8500846914206399,0.8390484209795307,0.8500846914206401,secondary same-activation-space confirmation
llama,gemma,9,9,L09_G,G09_E,102,0.8869565217391304,0.9622641509433962,1.0,high,0.9291476586184045,0.9157771836316602,0.9291476586184048,secondary same-activation-space confirmation
llama,gemma,9,9,L09_H,G09_F,25,0.390625,0.6097560975609756,0.5555555555555556,moderate,0.8676393101719155,0.8811498463514991,0.8676393101719153,secondary same-activation-space confirmation
llama,gemma,9,9,L09_I,G09_A,2,0.5,0.6666666666666666,1.0,high,0.7918778986032426,0.8005989687320959,0.7918778986032428,secondary same-activation-space confirmation
llama,gemma,9,10,L09_A,G10_H,22,0.6285714285714286,0.8461538461538461,1.0,high,0.8998576108602667,0.8859754509626901,0.8998576108602668,secondary same-activation-space confirmation
llama,gemma,9,10,L09_B,G10_B,22,0.3859649122807017,0.5641025641025641,1.0,high,0.8789368208550368,0.8760542717755514,0.8789368208550368,secondary same-activation-space confirmation
llama,gemma,9,10,L09_B,G10_G,17,0.3863636363636363,0.7727272727272727,0.1666666666666666,isolated,0.8210135995487757,0.8386395597145783,0.821013599548776,secondary same-activation-space confirmation
llama,gemma,9,10,L09_C,G10_F,9,0.6923076923076923,1.0,1.0,high,0.8758221133661109,0.8794683935484989,0.875822113366111,secondary same-activation-space confirmation
llama,gemma,9,10,L09_D,G10_I,6,0.75,0.8571428571428571,0.5,moderate,0.8587625341510841,0.852898487820969,0.8587625341510843,secondary same-activation-space confirmation
llama,gemma,9,10,L09_E,G10_J,17,0.5,0.7727272727272727,0.6666666666666666,moderate,0.9157742782194858,0.9150922759075676,0.9157742782194855,secondary same-activation-space confirmation
llama,gemma,9,10,L09_G,G10_A,89,0.7946428571428571,0.9888888888888888,1.0,high,0.91818176833083,0.9002378513515857,0.91818176833083,secondary same-activation-space confirmation
llama,gemma,9,10,L09_H,G10_E,25,0.3676470588235294,0.6097560975609756,0.5,moderate,0.5272002697196726,0.5354398513863088,0.5272002697196726,secondary same-activation-space confirmation
llama,gemma,9,10,L09_I,G10_C,2,0.6666666666666666,1.0,1.0,high,0.8470166028390865,0.8552613760655565,0.8470166028390865,secondary same-activation-space confirmation
llama,gemma,10,4,L10_A,G04_C,25,0.3676470588235294,0.9615384615384616,1.0,high,0.773457658522838,0.7778572544662231,0.7734576585228379,secondary same-activation-space confirmation
llama,gemma,10,4,L10_B,G04_A,11,0.1549295774647887,0.7857142857142857,0.25,isolated,0.5305670011236892,0.5110566155662424,0.5305670011236892,secondary same-activation-space confirmation
llama,gemma,10,4,L10_C,G04_A,9,0.1323529411764706,1.0,1.0,high,0.8244932983677807,0.8227382419833676,0.8244932983677804,secondary same-activation-space confirmation
llama,gemma,10,4,L10_D,G04_B,2,0.5,1.0,1.0,high,0.8465830382535844,0.8563447282070867,0.8465830382535843,secondary same-activation-space confirmation
llama,gemma,10,4,L10_F,G04_A,24,0.3529411764705882,1.0,1.0,high,0.867783669596089,0.8647207416795429,0.8677836695960888,secondary same-activation-space confirmation
llama,gemma,10,4,L10_H,G04_C,20,0.2631578947368421,0.6896551724137931,1.0,high,0.5603589094272994,0.573994340179517,0.5603589094272993,secondary same-activation-space confirmation
llama,gemma,10,4,L10_I,G04_D,115,0.8455882352941176,1.0,1.0,high,0.9329094225953953,0.9261159047900136,0.9329094225953957,secondary same-activation-space confirmation
llama,gemma,10,5,L10_A,G05_D,19,0.4042553191489361,0.7307692307692307,0.6666666666666666,moderate,0.7275163541729621,0.7277600305560858,0.727516354172962,secondary same-activation-space confirmation
llama,gemma,10,5,L10_C,G05_C,9,0.1698113207547169,1.0,1.0,high,0.8330218923792876,0.8338382610809214,0.8330218923792876,secondary same-activation-space confirmation
llama,gemma,10,5,L10_D,G05_A,2,0.5,1.0,1.0,high,0.8465830382535844,0.8563447282070867,0.8465830382535843,secondary same-activation-space confirmation
llama,gemma,10,5,L10_E,G05_B,37,0.4567901234567901,0.7551020408163265,0.6666666666666666,moderate,0.8888282863698346,0.8644733415510685,0.8888282863698347,secondary same-activation-space confirmation
llama,gemma,10,5,L10_F,G05_C,24,0.4528301886792453,1.0,1.0,high,0.8458030721700843,0.8402446223024703,0.8458030721700844,secondary same-activation-space confirmation
llama,gemma,10,5,L10_H,G05_D,16,0.3018867924528302,0.5517241379310345,1.0,high,0.6878806179892039,0.6919304154586016,0.687880617989204,secondary same-activation-space confirmation
llama,gemma,10,5,L10_I,G05_E,102,0.8360655737704918,0.9357798165137616,1.0,high,0.9211598057747096,0.9056988836611746,0.9211598057747097,secondary same-activation-space confirmation
llama,gemma,10,5,L10_J,G05_D,5,0.1219512195121951,0.8333333333333334,0.8333333333333334,high,0.7860453888323415,0.7883834788798415,0.7860453888323413,secondary same-activation-space confirmation
llama,gemma,10,6,L10_A,G06_C,19,0.6551724137931034,0.8636363636363636,0.8333333333333334,high,0.8908484433618865,0.8994522474348511,0.8908484433618865,secondary same-activation-space confirmation
llama,gemma,10,6,L10_C,G06_E,9,0.1836734693877551,1.0,1.0,high,0.8303279284701301,0.8298078091633534,0.8303279284701299,secondary same-activation-space confirmation
llama,gemma,10,6,L10_D,G06_A,2,0.5,1.0,1.0,high,0.8465830382535844,0.8563447282070867,0.8465830382535843,secondary same-activation-space confirmation
llama,gemma,10,6,L10_E,G06_B,36,0.5,0.7346938775510204,1.0,high,0.8626110533547893,0.8406404625080295,0.8626110533547894,secondary same-activation-space confirmation
llama,gemma,10,6,L10_F,G06_E,24,0.4897959183673469,1.0,1.0,high,0.855883404875492,0.8505390718588862,0.855883404875492,secondary same-activation-space confirmation
llama,gemma,10,6,L10_H,G06_D,20,0.5263157894736842,0.6896551724137931,1.0,high,0.8529421425170443,0.8479313876977029,0.8529421425170443,secondary same-activation-space confirmation
llama,gemma,10,6,L10_I,G06_F,104,0.8455284552845529,0.9285714285714286,1.0,high,0.9209531985086257,0.9053013073143629,0.920953198508626,secondary same-activation-space confirmation
llama,gemma,10,6,L10_J,G06_D,5,0.1666666666666666,0.8333333333333334,1.0,high,0.6827821817887291,0.6713406482751435,0.682782181788729,secondary same-activation-space confirmation
llama,gemma,10,7,L10_A,G07_D,13,0.3333333333333333,0.5,0.5,moderate,0.8381998919889226,0.8486944217781558,0.8381998919889225,secondary same-activation-space confirmation
llama,gemma,10,7,L10_C,G07_G,9,0.1836734693877551,1.0,1.0,high,0.8236586664703633,0.8213328356395074,0.8236586664703633,secondary same-activation-space confirmation
llama,gemma,10,7,L10_D,G07_B,2,0.5,1.0,1.0,high,0.8465830382535844,0.8563447282070867,0.8465830382535843,secondary same-activation-space confirmation
llama,gemma,10,7,L10_E,G07_C,25,0.3205128205128205,0.5102040816326531,0.8333333333333334,high,0.21382817450255714,0.189325335509297,0.2138281745025572,secondary same-activation-space confirmation
llama,gemma,10,7,L10_F,G07_G,24,0.4897959183673469,1.0,0.8333333333333334,high,0.8653649118353863,0.8592571051580756,0.8653649118353864,secondary same-activation-space confirmation
llama,gemma,10,7,L10_H,G07_E,16,0.4444444444444444,0.6956521739130435,0.6666666666666666,moderate,0.8260996232309249,0.8228328616816263,0.8260996232309247,secondary same-activation-space confirmation
llama,gemma,10,7,L10_I,G07_A,96,0.8205128205128205,0.979591836734694,1.0,high,0.9165233333679539,0.8971223458740601,0.916523333367954,secondary same-activation-space confirmation
llama,gemma,10,7,L10_J,G07_E,4,0.16,0.6666666666666666,1.0,high,0.6881206506563058,0.6719118387472004,0.6881206506563058,secondary same-activation-space confirmation
llama,gemma,10,8,L10_A,G08_F,18,0.5806451612903226,0.782608695652174,0.8333333333333334,high,0.8182777580963498,0.8190168232087361,0.81827775809635,secondary same-activation-space confirmation
llama,gemma,10,8,L10_B,G08_G,11,0.2894736842105263,0.7857142857142857,0.3333333333333333,isolated,0.4629867641828911,0.4389103977499609,0.46298676418289125,secondary same-activation-space confirmation
llama,gemma,10,8,L10_C,G08_G,9,0.2571428571428571,1.0,0.8333333333333334,high,0.9078722387132128,0.9125661903852497,0.9078722387132128,secondary same-activation-space confirmation
llama,gemma,10,8,L10_D,G08_B,2,0.5,1.0,1.0,high,0.8465830382535844,0.8563447282070867,0.8465830382535843,secondary same-activation-space confirmation
llama,gemma,10,8,L10_F,G08_C,16,0.4,0.6666666666666666,1.0,high,0.8820598277425149,0.8660054862063575,0.8820598277425147,secondary same-activation-space confirmation
llama,gemma,10,8,L10_I,G08_D,105,0.8823529411764706,0.963302752293578,1.0,high,0.9277308410352971,0.9124915363113941,0.9277308410352971,secondary same-activation-space confirmation
llama,gemma,10,8,L10_J,G08_A,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,moderate,0.7447855319154943,0.725929269605375,0.7447855319154939,secondary same-activation-space confirmation
llama,gemma,10,9,L10_A,G09_H,18,0.6666666666666666,0.9473684210526316,1.0,high,0.8648432420440888,0.866210350874147,0.8648432420440888,secondary same-activation-space confirmation
llama,gemma,10,9,L10_B,G09_G,11,0.44,0.7857142857142857,0.3333333333333333,isolated,0.4600491484707078,0.42480772235629083,0.46004914847070794,secondary same-activation-space confirmation
llama,gemma,10,9,L10_C,G09_G,7,0.2916666666666667,0.7777777777777778,0.8333333333333334,high,0.9125714588264404,0.9158509696348893,0.9125714588264405,secondary same-activation-space confirmation
llama,gemma,10,9,L10_D,G09_A,2,0.6666666666666666,1.0,1.0,high,0.8168749912046103,0.823415337071824,0.8168749912046107,secondary same-activation-space confirmation
