stratum,persona,pc2_group,cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,pc2_rank_desc_within_stratum,pc2_percentile_within_stratum
low_pc1,prophet,low_pc2,mythic_spiritual,-53.776683834210765,-32.707799666519676,1.9691465640024144,2.5454545454545454,4.0,56.72727272727273,83,10.869565217391305
low_pc1,ancient,low_pc2,mythic_spiritual,-38.00947156079938,-32.79258504165284,3.3089624117832828,14.181818181818182,3.6363636363636362,60.0,84,9.782608695652174
low_pc1,spirit,low_pc2,mythic_spiritual,-45.035815948936886,-33.236635908005,-18.03356717774794,8.727272727272728,3.272727272727273,11.636363636363637,85,8.695652173913043
low_pc1,echo,low_pc2,mythic_spiritual,-49.8922121298278,-33.35410333583616,0.20762010468398248,4.7272727272727275,2.909090909090909,49.81818181818182,86,7.608695652173914
low_pc1,leviathan,low_pc2,mythic_spiritual,-60.938872717021006,-33.50333268547993,12.444977323928091,0.36363636363636365,2.5454545454545454,81.45454545454545,87,6.521739130434782
low_pc1,oracle,low_pc2,mythic_spiritual,-45.704982899463765,-34.548759951130315,-2.5599792041596765,8.0,2.181818181818182,44.0,88,5.434782608695652
low_pc1,avatar,low_pc2,mythic_spiritual,-38.014888855169794,-35.41692332791878,-12.98249690890751,13.818181818181818,1.8181818181818181,18.90909090909091,89,4.3478260869565215
low_pc1,mystic,low_pc2,mythic_spiritual,-42.16872034923494,-36.16121628831237,-18.949282192238005,10.181818181818182,1.4545454545454546,10.181818181818182,90,3.260869565217391
low_pc1,eldritch,low_pc2,mythic_spiritual,-52.716801865533384,-39.48134636479556,15.742466419829675,3.272727272727273,1.090909090909091,85.0909090909091,91,2.1739130434782608
low_pc1,ascetic,low_pc2,mythic_spiritual,-40.43957584184208,-40.35086932082816,-4.578671988475237,13.454545454545455,0.7272727272727273,38.18181818181819,92,1.0869565217391304
mid_pc1,teenager,high_pc2,other,-13.392084759661035,78.11385466430272,-6.473981479904956,36.0,100.0,33.45454545454545,1,100.0
mid_pc1,adolescent,high_pc2,other,-15.45010533714626,78.08059631966728,-7.233790274763137,34.18181818181818,99.63636363636364,32.0,2,98.9010989010989
mid_pc1,amateur,high_pc2,grounded_social,-0.258632816025379,40.070455881847,-24.428541419933254,47.63636363636364,96.36363636363636,7.636363636363637,3,97.8021978021978
mid_pc1,influencer,high_pc2,combative_iconoclast,3.229310548713565,40.00255555171151,-2.2113691711400953,52.36363636363637,96.0,45.45454545454545,4,96.7032967032967
mid_pc1,newlywed,high_pc2,grounded_social,-3.4799677248014005,36.0089909662087,-29.969727109691988,43.63636363636363,93.45454545454545,4.0,5,95.6043956043956
mid_pc1,improviser,high_pc2,grounded_social,-15.01954045467519,34.44420794929004,-0.6627608714161425,34.909090909090914,92.72727272727272,47.63636363636364,6,94.5054945054945
mid_pc1,graduate,high_pc2,grounded_social,9.100150212498754,34.39379892809486,-14.396207349812661,57.81818181818181,92.0,17.454545454545457,7,93.4065934065934
mid_pc1,celebrity,high_pc2,grounded_social,-6.950382540217894,33.26173521633582,-10.510408542050786,41.090909090909086,91.27272727272727,24.0,8,92.3076923076923
mid_pc1,divorcee,high_pc2,grounded_social,-6.764238202938425,31.756334703385317,-25.89750495255547,41.45454545454545,90.9090909090909,6.909090909090909,9,91.20879120879121
mid_pc1,patient,high_pc2,grounded_social,0.4118924476677099,29.1882106181392,-27.329048098755866,48.72727272727273,90.54545454545455,6.545454545454546,10,90.10989010989012
mid_pc1,parent,high_pc2,grounded_social,7.071280585192655,28.571431504845737,-28.684836032439957,55.63636363636364,90.18181818181819,4.7272727272727275,11,89.01098901098901
mid_pc1,competitor,high_pc2,combative_iconoclast,-5.7259921510185805,27.91731304166791,25.667225189433402,41.81818181818181,89.81818181818181,92.72727272727272,12,87.91208791208791
mid_pc1,retiree,high_pc2,grounded_social,-3.8515350704630666,26.58838153192262,-17.85468958919469,42.90909090909091,89.45454545454545,12.0,13,86.81318681318682
mid_pc1,gamer,high_pc2,combative_iconoclast,-1.515564708923288,24.950025711976743,24.217635128722527,46.54545454545455,89.0909090909091,90.9090909090909,14,85.71428571428571
mid_pc1,student,high_pc2,editorial,20.81685713617336,23.378311113767314,-17.442826028696395,66.18181818181819,88.0,13.454545454545455,15,84.61538461538461
mid_pc1,optimist,high_pc2,grounded_social,0.2315166100698965,22.20788159438113,-31.27095222918518,48.36363636363637,87.27272727272727,2.5454545454545454,16,83.51648351648352
mid_pc1,mechanic,high_pc2,procedural_professional,11.601084280375343,22.115207226121324,6.157199913332172,59.63636363636363,86.9090909090909,66.18181818181819,17,82.41758241758241
mid_pc1,podcaster,high_pc2,grounded_social,0.8446430116516666,21.108976093085904,-9.123878916866799,49.45454545454545,85.45454545454545,28.72727272727273,18,81.31868131868131
mid_pc1,blogger,high_pc2,grounded_social,-0.32169028537554156,20.848443683512325,-14.39134505138567,47.27272727272727,85.0909090909091,17.81818181818182,19,80.21978021978022
mid_pc1,cyborg,low_pc2,procedural_professional,16.71541533002668,-10.173249074009295,10.101060115095374,64.36363636363637,32.72727272727273,76.36363636363637,73,20.87912087912088
mid_pc1,symbiont,low_pc2,procedural_professional,6.654007830817042,-11.553818242467079,-9.936103221592393,54.90909090909091,30.181818181818183,25.454545454545453,74,19.78021978021978
mid_pc1,healer,low_pc2,procedural_professional,-1.7608819321638822,-11.560647958191838,-34.34542999024678,46.18181818181818,29.818181818181817,1.8181818181818181,75,18.681318681318682
mid_pc1,idealist,low_pc2,procedural_professional,-10.695165680031236,-11.65672151797165,-19.81889351995495,37.45454545454546,29.09090909090909,9.090909090909092,76,17.582417582417584
mid_pc1,artisan,low_pc2,grounded_social,-13.802243545463051,-12.174625826618733,-14.988344844417645,35.27272727272727,28.000000000000004,16.0,77,16.483516483516482
mid_pc1,pacifist,low_pc2,procedural_professional,12.630986381593623,-12.379609680744556,-28.49648107246394,60.72727272727273,27.27272727272727,5.454545454545454,78,15.384615384615385
