model,model_key,feature_budget,bank,fold_seed_min,fold_seed_max,direction_generation_used_pc_targets,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Qwen/Qwen3-32B,qwen,5,408,30040800,30040804,False,core,275,0.501766717405,1.22753278451,0.694101862115,1.22753278451,,,"{""0.1"": 1, ""1.0"": 2, ""10.0"": 2}",0.683946957147,16.8795724053,0.562481796625,13.1818869633,0.611092408101,13.3924481138,0.626647515499,10.0061847838,0.210260786966,13.993619034,0.89317627422,10.930871101,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,408,30040800,30040804,False,extended,275,0.363146848556,1.96532640691,0.789606489215,1.22703913501,1.53521426741,1.96532640691,"{""1.0"": 2, ""10.0"": 3}",0.684981253234,16.8519302375,0.561587573746,13.1859378715,0.610952558324,13.3948558356,0.626758958826,10.0168907231,0.210610985962,13.990516051,0.892982442934,10.9364926709,0.264773086354,9.73772738406,0.867779720125,7.17848236522,0.121591883361,9.51831788394,0.941281048531,6.88913848255,0.2859713241,7.58458113845,0.847249191127,6.11506215127
Qwen/Qwen3-32B,qwen,5,409,30040900,30040904,False,core,275,0.520807067746,1.20221756344,0.69227475882,1.20221756344,,,"{""0.0001"": 1, ""1.0"": 2, ""10.0"": 2}",0.593877022511,19.1341966758,0.639017799552,15.2638204663,0.537656619456,14.6022266118,0.678040118273,11.2552200006,0.430887561272,11.8792010869,0.759766358633,8.71526322347,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,409,30040900,30040904,False,extended,275,0.359435220103,1.97700437969,0.798291303912,1.19845491184,1.572339703,1.97700437969,"{""1.0"": 1, ""10.0"": 4}",0.595621904543,19.093047989,0.637633812796,15.2986567935,0.543187325048,14.5146254948,0.674044032734,11.2028686613,0.432922781641,11.8579412761,0.758539345341,8.72248028256,0.105900983568,10.7384035882,0.968940262088,7.64778650654,0.198555890444,9.09177449855,0.898997373473,6.66463376345,0.280422435374,7.61399490659,0.85159299704,6.1198646617
Qwen/Qwen3-32B,qwen,5,410,30041000,30041004,False,core,275,0.583406574413,1.11913213076,0.634117600637,1.11913213076,,,"{""1.0"": 4, ""10.0"": 1}",0.739185648619,15.3337082331,0.511647829264,11.7264979799,0.656069724681,12.5942400138,0.586625616497,9.74027279071,0.354964349939,12.6467826307,0.80407935615,10.1026114874,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,410,30041000,30041004,False,extended,275,0.3794422925,1.94298423219,0.773967344402,1.1198092935,1.58783338948,1.94298423219,"{""1.0"": 2, ""10.0"": 3}",0.74065247454,15.2905288729,0.5101525537,11.7520310807,0.658227969478,12.5546618903,0.584925047826,9.72847298575,0.350142727234,12.6939617951,0.807205001342,10.159068753,0.221950659847,10.0172954514,0.905481224474,7.35867794952,0.31499356532,8.4054188647,0.829147330899,6.38814988979,-0.00931364141796,9.01751443825,1.00689290817,7.26630080289
Qwen/Qwen3-32B,qwen,5,411,30041100,30041104,False,core,275,0.466142179481,1.26730403919,0.72110418543,1.26730403919,,,"{""1.0"": 1, ""10.0"": 4}",0.666644512281,17.3354554932,0.575186949527,12.9324267939,0.498017387749,15.2153202943,0.709955641379,11.564913922,0.233764638413,13.783810393,0.878169965385,10.3250072591,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,411,30041100,30041104,False,extended,275,0.314222313263,2.04234500995,0.822694232914,1.26419952182,1.6040488486,2.04234500995,"{""10.0"": 5}",0.667372874118,17.3165066695,0.574540013898,12.9224380828,0.503290152462,15.1351994008,0.706369413933,11.5429664111,0.235906858434,13.7645287053,0.877009951176,10.3114512287,0.193876114653,10.1964221668,0.918759766828,7.08801109971,0.150552856238,9.36009410346,0.927664721406,7.02863614218,0.134335023674,8.35119641779,0.931821530242,6.54068462707
Qwen/Qwen3-32B,qwen,5,412,30041200,30041204,False,core,275,0.514825444019,1.20655398524,0.672865245428,1.20655398524,,,"{""1.0"": 2, ""10.0"": 3}",0.828382273811,12.4383428831,0.41816700311,9.37050421419,0.342641741305,17.4115656096,0.810769266529,13.1121993034,0.373452316941,12.4642244001,0.789659466644,9.22245778296,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,412,30041200,30041204,False,extended,275,0.358328516275,1.973946612,0.787515207601,1.20738701417,1.56162794066,1.973946612,"{""10.0"": 5}",0.827045771724,12.4866818039,0.419738820193,9.44263331331,0.344978268487,17.3805940572,0.809260867279,13.086521015,0.370452592989,12.4940262717,0.791643589947,9.30014199231,0.251405511529,9.8258521812,0.886827831979,7.11792566059,0.200784536037,9.07912455275,0.895643031593,6.75124142362,0.155304416887,8.24942895093,0.921977104612,6.67067473435
Qwen/Qwen3-32B,qwen,5,413,30041300,30041304,False,core,275,0.508389543977,1.21993396603,0.695075964387,1.21993396603,,,"{""0.0001"": 1, ""10.0"": 4}",0.707161879323,16.2478259589,0.543076305151,12.6010626911,0.479502498507,15.4933769211,0.725297807686,11.6376260785,0.338504254102,12.8071271974,0.816853780323,9.75888973236,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,413,30041300,30041304,False,extended,275,0.365695959033,1.95785506147,0.789358536298,1.22092404419,1.53053615443,1.95785506147,"{""10.0"": 5}",0.706294481258,16.2718715168,0.543917171605,12.6423314513,0.478017196064,15.5154672835,0.72629985278,11.6664088996,0.338453491995,12.807618587,0.816883196035,9.73486932223,0.293822592233,9.54341530053,0.842581497634,7.07765514941,0.229709546207,8.9133157746,0.881655672724,6.44184623074,0.147878446441,8.28561119614,0.924813827008,6.50283260147
Qwen/Qwen3-32B,qwen,5,414,30041400,30041404,False,core,275,0.446061071213,1.2943540359,0.745837850214,1.2943540359,,,"{""1.0"": 2, ""10.0"": 3}",0.47329284527,21.7904431122,0.728377958195,17.2821239177,0.519506479987,14.8860861982,0.699464247975,11.1160839907,0.345383888382,12.7403553132,0.809671344474,9.91485912338,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,414,30041400,30041404,False,extended,275,0.306329746436,2.05076284499,0.83169822779,1.29498516389,1.59017032789,2.05076284499,"{""10.0"": 5}",0.473880614637,21.778281392,0.728000227015,17.3096738809,0.521019993546,14.8626227564,0.698354645076,11.0964383183,0.341864529779,12.7745568668,0.811974774151,9.90915262551,0.264465417364,9.73976463496,0.867453858776,7.07809729491,0.0879967653678,9.69862626438,0.960543442842,7.17273427747,0.148751157922,8.28136720045,0.923862418877,6.58210485878
Qwen/Qwen3-32B,qwen,5,415,30041500,30041504,False,core,275,0.451649238189,1.28692694377,0.738173593229,1.28692694377,,,"{""1.0"": 1, ""10.0"": 4}",0.611439713217,18.7158975141,0.625967902795,14.4569242334,0.427851719654,16.2439281697,0.75825545903,11.8435951085,0.315656281695,13.0264278283,0.830297417864,10.5324848015,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,415,30041500,30041504,False,extended,275,0.330512976503,2.01607802202,0.816773999413,1.28706106982,1.55178748334,2.01607802202,"{""10.0"": 5}",0.611543239331,18.7134040616,0.625885962599,14.4073734829,0.428206744634,16.23888761,0.758016691298,11.830288556,0.314872352566,13.0338867069,0.830784963136,10.5384470693,0.166774670441,10.3664043685,0.933140812976,7.52204169057,0.188955298786,9.14606809428,0.89998119592,6.63339143828,0.272725553259,7.65460772153,0.852834370551,6.00714829897
Qwen/Qwen3-32B,qwen,5,416,30041600,30041604,False,core,275,0.5090920864,1.21931916983,0.687657218078,1.21931916983,,,"{""1.0"": 2, ""10.0"": 3}",0.733270555693,15.5066124528,0.517931506346,11.7097080168,0.566079734864,14.1462630166,0.660914376627,10.7892553623,0.227925968645,13.8362266549,0.884125771261,10.5056882472,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,416,30041600,30041604,False,extended,275,0.326945558489,2.02932216327,0.811793958589,1.21955456796,1.62198492537,2.02932216327,"{""10.0"": 5}",0.734838542423,15.4609669465,0.51641922776,11.7374310746,0.565222119407,14.1602357049,0.661706924867,10.8166860938,0.227065229169,13.8439371001,0.884742036423,10.5296911544,0.109747736735,10.7152783449,0.971495603088,7.8233050119,0.201911592816,9.07272058571,0.897596753524,6.51440272695,0.122888130384,8.40623001015,0.938803205874,6.63802126586
Qwen/Qwen3-32B,qwen,5,417,30041700,30041704,False,core,275,0.522999310554,1.20053583621,0.685435904153,1.20053583621,,,"{""1.0"": 3, ""10.0"": 2}",0.707338865987,16.2429152541,0.542517786724,12.9000038695,0.465017088671,15.707487284,0.732597067004,12.0691963342,0.396641977004,12.2313879479,0.781192858732,9.55646380891,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,417,30041700,30041704,False,extended,275,0.336197808621,2.01178600946,0.808466208225,1.19841527087,1.6158848308,2.01178600946,"{""10.0"": 5}",0.708517341235,16.21017913,0.541469454198,12.9171153536,0.465595344287,15.6989959862,0.732294671402,12.0773205983,0.400208107612,12.1951877415,0.778944481889,9.52166950107,0.211084783293,10.0870013783,0.908700245488,7.4506084064,0.147853551508,9.37495418418,0.929637736303,6.87692920428,0.0839277237932,8.59089962502,0.959750660072,6.69725364881
Qwen/Qwen3-32B,qwen,5,418,30041800,30041804,False,core,275,0.49471560841,1.23539408363,0.709203326857,1.23539408363,,,"{""0.1"": 1, ""1.0"": 1, ""10.0"": 3}",0.62302660658,18.4347308997,0.615685938793,14.6010435941,0.494403780084,15.2699871309,0.710288108319,11.430936308,0.366716438567,12.5310453736,0.801635933459,9.67657604469,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,418,30041800,30041804,False,extended,275,0.313719887052,2.0474770486,0.824836057407,1.23536755685,1.63279798629,2.0474770486,"{""10.0"": 5}",0.62369459854,18.4183906058,0.615179712401,14.6761951775,0.492979917339,15.2914737231,0.711300233935,11.4667767198,0.367786329993,12.5204557056,0.801086074756,9.66704383946,0.0104602500739,11.2970105936,1.01876049638,8.14935042992,0.12279014407,9.5118235686,0.942032804273,7.41159332477,0.264608082296,7.69720761917,0.860657022701,6.22251351146
Qwen/Qwen3-32B,qwen,5,419,30041900,30041904,False,core,275,0.453312055557,1.28292338308,0.739583149611,1.28292338308,,,"{""10.0"": 5}",0.5378330208,20.4117814336,0.682444003711,16.1705415721,0.417559846433,16.3893758851,0.763389409331,11.8965066213,0.404543299439,12.1510354641,0.77291603579,9.50203610632,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,419,30041900,30041904,False,extended,275,0.333703899483,2.0127642921,0.817036810355,1.28292338308,1.5509118894,2.0127642921,"{""10.0"": 5}",0.5378330208,20.4117814336,0.682444003711,16.1705415721,0.417559846433,16.3893758851,0.763389409331,11.8965066213,0.404543299439,12.1510354641,0.77291603579,9.50203610632,0.255482915793,9.7990561816,0.88250936112,6.59296410045,0.282430234197,8.60288466846,0.85163043993,6.4332015373,0.104374080234,8.49448593755,0.949331612247,6.78060574464
Qwen/Qwen3-32B,qwen,5,420,30042000,30042004,False,core,275,0.514528341653,1.2093103549,0.694561575268,1.2093103549,,,"{""1.0"": 2, ""10.0"": 3}",0.646483864075,17.8519669303,0.594126149888,14.5654647342,0.442818488453,16.0300586191,0.749940535098,12.3625020998,0.454282672431,11.6324733681,0.739618040817,8.72624400905,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,420,30042000,30042004,False,extended,275,0.362901187525,1.96319710359,0.791677268884,1.20853366988,1.54712288985,1.96319710359,"{""1.0"": 1, ""10.0"": 4}",0.647290868303,17.8315791141,0.593410065075,14.5630188673,0.443524265029,16.0199028399,0.749479575842,12.3538852468,0.454637956743,11.6286861435,0.739390621596,8.7355583574,0.417053473593,8.67084201113,0.770443026701,6.61735763669,0.120907709606,9.52202397203,0.943349156505,7.23405809497,0.0939928518768,8.54357402952,0.953991167584,6.66815326837
Qwen/Qwen3-32B,qwen,5,421,30042100,30042104,False,core,275,0.56937476323,1.13888430935,0.646758256626,1.13888430935,,,"{""1.0"": 4, ""10.0"": 1}",0.756202560586,14.8250450873,0.493686945192,11.5767409634,0.558034021245,14.2768100665,0.664038098463,10.7137554629,0.393887707858,12.2592736927,0.782549726224,9.62484162873,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,421,30042100,30042104,False,extended,275,0.336220203834,2.00959393512,0.800882729051,1.13629041418,1.65750169796,2.00959393512,"{""1.0"": 1, ""10.0"": 4}",0.756922691271,14.8031337308,0.492938962922,11.6128885392,0.559525474402,14.2527005323,0.662946404587,10.7116804249,0.397822487774,12.2194163204,0.780172512222,9.59251280788,0.205087400505,10.1252697937,0.910809666318,7.40045526322,0.0564194333734,9.86510083627,0.976395479074,7.14481637915,0.0415437356792,8.78739047268,0.982033349186,7.074170578
Qwen/Qwen3-32B,qwen,5,422,30042200,30042204,False,core,275,0.516113012017,1.20854109358,0.695924844023,1.20854109358,,,"{""1.0"": 1, ""10.0"": 4}",0.604494580233,18.8824208302,0.632383282105,15.1476393905,0.507480890542,15.0712163643,0.699578778171,11.489966463,0.436363565275,11.8219120656,0.755812471794,9.169963626,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,422,30042200,30042204,False,extended,275,0.330816040956,2.01801698511,0.814479258703,1.20764660827,1.61678143907,2.01801698511,"{""1.0"": 1, ""10.0"": 4}",0.602649176436,18.9264216668,0.633800395355,15.1991110878,0.507680969584,15.0681548173,0.699384512694,11.4485811749,0.440170836332,11.7819168788,0.753371550241,9.13629167901,0.156060317175,10.4328417024,0.9381458635,7.75125757263,0.14583183819,9.38606861253,0.927925091947,6.86440639212,0.13250310802,8.36002812675,0.934248138479,6.69352476652
Qwen/Qwen3-32B,qwen,5,423,30042300,30042304,False,core,275,0.600395110896,1.0968665955,0.629200927256,1.0968665955,,,"{""1.0"": 2, ""10.0"": 3}",0.707812465712,16.2297673605,0.54268963844,12.8623219766,0.608672332554,13.4340524334,0.626583904899,9.97670735424,0.484700534422,11.3036328037,0.71832923843,9.07498099102,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,423,30042300,30042304,False,extended,275,0.381587861395,1.93864831421,0.776156622984,1.10112589952,1.59558109779,1.93864831421,"{""10.0"": 5}",0.705652185234,16.2896540405,0.544807539366,12.9516027729,0.605512821327,13.4881755043,0.629117266111,10.0153208115,0.48101922248,11.3439376612,0.721023201512,9.12806889126,0.126890731044,10.6116083573,0.951382853135,7.52972901333,0.237858276477,8.86604443788,0.877042695911,6.69071073879,0.132593931808,8.35959048293,0.933566181869,6.53575471054
Qwen/Qwen3-32B,qwen,5,424,30042400,30042404,False,core,275,0.496330712762,1.23218950036,0.70900286895,1.23218950036,,,"{""1.0"": 1, ""10.0"": 4}",0.589548771697,19.2358876882,0.639968170542,15.0765467166,0.507677652213,15.0682055837,0.704232332724,11.2534349175,0.391765714375,12.2807147443,0.782808103585,9.4745799936,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,424,30042400,30042404,False,extended,275,0.349466033576,1.99287641441,0.805816515314,1.23009186771,1.56793826412,1.99287641441,"{""10.0"": 5}",0.590553706455,19.2123250119,0.63916588233,15.1087839495,0.510567712232,15.0239133466,0.70225293051,11.2273889028,0.393191095801,12.2663165341,0.781942324895,9.45999986235,0.14130625823,10.5236419284,0.950268168804,7.71111773788,0.317825671013,8.38802509332,0.83380979748,5.9748296246,0.143351757725,8.30758969411,0.927459987863,6.58230295399
Qwen/Qwen3-32B,qwen,5,425,30042500,30042504,False,core,275,0.569139376508,1.14014199462,0.648519645733,1.14014199462,,,"{""0.0001"": 1, ""1.0"": 1, ""10.0"": 3}",0.757726291646,14.7786442959,0.490386917672,11.4939632389,0.500651981752,15.1753398986,0.709124757525,11.2885244113,0.449039856126,11.6882175593,0.746047262002,9.17321897889,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,425,30042500,30042504,False,extended,275,0.369251184475,1.96238654698,0.784703990113,1.13955983688,1.59761207367,1.96238654698,"{""1.0"": 2, ""10.0"": 3}",0.756678993674,14.8105523262,0.491451966308,11.4879521594,0.502326157285,15.1498791852,0.70800160989,11.2498153804,0.449880475432,11.6792975929,0.745523512062,9.15870224059,0.0822086775554,10.8797492805,0.985077743582,7.3600006495,0.176543426922,9.21578607808,0.91192626235,6.75165214976,0.247869375984,7.78431516199,0.866242846486,6.18625786269
Qwen/Qwen3-32B,qwen,5,426,30042600,30042604,False,core,275,0.517410489072,1.20850896297,0.692678031047,1.20850896297,,,"{""10.0"": 5}",0.656269269407,17.60315988,0.586645104832,13.7365756132,0.378746733809,16.9266535162,0.791634005117,12.9116083756,0.517215464,10.9411978253,0.699754983192,8.39608565716,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,426,30042600,30042604,False,extended,275,0.332079798603,2.01636794806,0.811872949934,1.20850896297,1.61407737993,2.01636794806,"{""10.0"": 5}",0.656269269407,17.60315988,0.586645104832,13.7365756132,0.378746733809,16.9266535162,0.791634005117,12.9116083756,0.517215464,10.9411978253,0.699754983192,8.39608565716,0.255069515151,9.80177631658,0.879365679883,7.17464528648,0.0638163394419,9.82635756467,0.973859813727,7.09516729247,0.121361469808,8.4135425782,0.939978112854,6.53702097061
Qwen/Qwen3-32B,qwen,5,427,30042700,30042704,False,core,275,0.518026017946,1.20683417205,0.677763846743,1.20683417205,,,"{""1.0"": 2, ""10.0"": 3}",0.754425377049,14.8789812278,0.495710238047,11.7495787675,0.583703396066,13.8560102489,0.649120378452,10.4485113692,0.215949280724,13.9431299129,0.88846092373,10.7015711722,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,427,30042700,30042704,False,extended,275,0.35792329237,1.97465514139,0.789718530533,1.20606686769,1.5635426563,1.97465514139,"{""1.0"": 2, ""10.0"": 3}",0.753162177359,14.9171997871,0.49692968555,11.8137864988,0.585389508376,13.8279215092,0.647756405112,10.4082265506,0.217193141225,13.9320654548,0.887732964687,10.7005878635,0.284613375356,9.60544128722,0.861218495,6.91871183014,0.209269500998,9.030801156,0.894426817542,6.74065662728,0.0979120509053,8.52507513753,0.950246815304,6.71001450524
Qwen/Qwen3-32B,qwen,5,428,30042800,30042804,False,core,275,0.56532927898,1.14364548504,0.656550951655,1.14364548504,,,"{""0.1"": 1, ""1.0"": 1, ""10.0"": 3}",0.631543183001,18.2253027313,0.605329053338,14.7431439785,0.63163920911,13.0338722586,0.608636344706,10.0303808364,0.432805444829,11.8591680059,0.75568745692,9.47956697055,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,428,30042800,30042804,False,extended,275,0.363524702776,1.97018343838,0.791107248286,1.1423349796,1.60520826537,1.97018343838,"{""1.0"": 1, ""10.0"": 4}",0.630809941262,18.2434282078,0.605966923694,14.8010344661,0.633472832947,13.0013918276,0.607159386309,9.99632562615,0.434889227305,11.8373636136,0.754381052674,9.48463275647,0.113656711027,10.6917278137,0.964334433891,7.78539811867,0.190921772478,9.13497350387,0.907198222863,6.79296997134,0.177397731638,8.14083075911,0.907603470284,6.3657385205
Qwen/Qwen3-32B,qwen,5,429,30042900,30042904,False,core,275,0.519868387064,1.20183470545,0.687734801182,1.20183470545,,,"{""1.0"": 2, ""10.0"": 3}",0.686070795922,16.8227624481,0.558522243188,12.9383065831,0.412068471379,16.4664559663,0.766924653711,11.8407705902,0.461465893891,11.5556612336,0.737757506645,9.13895284505,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,429,30042900,30042904,False,extended,275,0.356507983943,1.97717653199,0.796993425386,1.20232255064,1.56960107124,1.97717653199,"{""10.0"": 5}",0.687407694411,16.7869035333,0.557363010398,12.934437005,0.410543335108,16.4877997134,0.767926721178,11.8451907938,0.460584687414,11.565111667,0.738386444434,9.13726777851,0.219290473505,10.0344056348,0.901669746127,6.99082497495,0.150752447132,9.35899438859,0.925553104219,6.97111215845,0.210469266085,7.97550689878,0.891061525958,6.20603687935
Qwen/Qwen3-32B,qwen,5,430,30043000,30043004,False,core,275,0.449312904012,1.28354791688,0.736410973925,1.28354791688,,,"{""1.0"": 2, ""10.0"": 3}",0.525850530889,20.6746938471,0.685221022377,15.7012944776,0.274674191851,18.289562931,0.853278263854,14.1446948751,0.547413989296,10.5934826108,0.670733635543,8.44542827575,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,430,30043000,30043004,False,extended,275,0.341436666462,1.99427480202,0.808690706205,1.28077778144,1.52864000358,1.99427480202,"{""10.0"": 5}",0.529634634095,20.5920280406,0.682517667737,15.6891498764,0.280787964854,18.2123184277,0.849655930155,14.069455691,0.54473496479,10.6247897264,0.672789832724,8.47186110958,0.271573652465,9.69258764415,0.863488647798,7.18510876158,0.236791992154,8.8722443477,0.878640834915,6.57886246121,0.185096790413,8.1026445777,0.9050513239,6.60700715187
Qwen/Qwen3-32B,qwen,5,431,30043100,30043104,False,core,275,0.589597316642,1.11516786219,0.63963312541,1.11516786219,,,"{""1.0"": 1, ""10.0"": 4}",0.711624593795,16.1235460575,0.540347848557,13.0664153387,0.565588510233,14.1542679749,0.662616748438,10.5280211132,0.491578845898,11.227937879,0.715934779237,8.71992976311,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,431,30043100,30043104,False,extended,275,0.367611031528,1.97036398326,0.78811619369,1.11539523779,1.62426219868,1.97036398326,"{""10.0"": 5}",0.712529936545,16.0982165561,0.539528284007,13.0362114114,0.565906405356,14.1490880979,0.662376817468,10.5139555447,0.489914039879,11.2463055862,0.717128104952,8.75017266649,0.0765077252075,10.9134872938,0.996953489283,7.59032110197,0.225628497125,8.9368962474,0.880357034258,6.65009247418,0.135179585057,8.3471216202,0.932353432172,6.74900440992
Qwen/Qwen3-32B,qwen,5,432,30043200,30043204,False,core,275,0.503652907924,1.22363847347,0.69587472529,1.22363847347,,,"{""1.0"": 2, ""10.0"": 3}",0.649271588722,17.7814399265,0.5920652092,13.9834130049,0.608805002792,13.4317749941,0.628612393902,10.0828955628,0.252882132257,13.6107719231,0.866946572768,10.5415667853,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,432,30043200,30043204,False,extended,275,0.372257006765,1.95411791088,0.787625493685,1.22170570206,1.52512687576,1.95411791088,"{""10.0"": 5}",0.650330347605,17.7545808437,0.591187243517,13.9328862484,0.608513773802,13.4367737729,0.628853054409,10.0925821952,0.256883665296,13.5742736151,0.864642296858,10.5334589678,0.30465090104,9.46996473716,0.855491164584,6.58582030229,0.208441268184,9.0355294726,0.892395989952,6.66931296212,0.204722084662,8.00448206802,0.893183212793,6.27863588295
Qwen/Qwen3-32B,qwen,5,433,30043300,30043304,False,core,275,0.512321774463,1.21030001552,0.692216462306,1.21030001552,,,"{""1.0"": 2, ""10.0"": 3}",0.662472249991,17.4436030436,0.578061168426,13.3353246538,0.528218480348,14.7505163867,0.686891830304,11.097864207,0.346274593049,12.7316847684,0.811696388187,9.78432805664,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,433,30043300,30043304,False,extended,275,0.37033498545,1.94856691545,0.786832573468,1.20986428601,1.52746241637,1.94856691545,"{""10.0"": 5}",0.663020698051,17.4294252468,0.577650754555,13.3667250414,0.528181660713,14.7510919688,0.68692886471,11.1210437561,0.346977612114,12.7248370731,0.811307544124,9.80261825061,0.249004840319,9.84159485593,0.874172440594,7.26454240248,0.180223813038,9.19516833371,0.90616946987,6.74218081862,0.254601288463,7.74940027297,0.864766366956,6.08870836925
Qwen/Qwen3-32B,qwen,5,434,30043400,30043404,False,core,275,0.463794244668,1.26933852475,0.728301750666,1.26933852475,,,"{""10.0"": 5}",0.559968673862,19.9169691438,0.66072416874,16.183936761,0.541180100005,14.5464790179,0.681158854421,10.7180313796,0.290233960136,13.266177475,0.843022228837,10.3861403648,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,434,30043400,30043404,False,extended,275,0.312139631314,2.04435568456,0.826603856599,1.26933852475,1.6025510521,2.04435568456,"{""10.0"": 5}",0.559968673862,19.9169691438,0.66072416874,16.183936761,0.541180100005,14.5464790179,0.681158854421,10.7180313796,0.290233960136,13.266177475,0.843022228837,10.3861403648,0.239622503299,9.90288057085,0.891484777203,6.87277730208,0.139644177931,9.4200039695,0.933211421439,7.20857094413,0.102188372653,8.50484469794,0.950021688956,6.81147502614
Qwen/Qwen3-32B,qwen,5,435,30043500,30043504,False,core,275,0.526611315656,1.19220033218,0.679181836169,1.19220033218,,,"{""1.0"": 2, ""10.0"": 3}",0.695987667198,16.5549187581,0.550509396455,12.3547986839,0.561105830315,14.2271092915,0.664010706726,10.4404553389,0.322740449455,12.958829149,0.823025405328,10.2597778904,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,435,30043500,30043504,False,extended,275,0.346432892313,1.99179602921,0.800148250993,1.19220033218,1.59559073385,1.99179602921,"{""1.0"": 2, ""10.0"": 3}",0.695987667198,16.5549187581,0.550509396455,12.3547986839,0.561105830315,14.2271092915,0.664010706726,10.4404553389,0.322740449455,12.958829149,0.823025405328,10.2597778904,0.167119887874,10.3642566696,0.930968681747,7.44891453589,0.192038835773,9.12866517182,0.901914348204,6.82439802946,0.139604683264,8.32573902851,0.930460967501,6.5925537582
Qwen/Qwen3-32B,qwen,5,436,30043600,30043604,False,core,275,0.485397241755,1.24751210788,0.712963448515,1.24751210788,,,"{""1.0"": 3, ""10.0"": 2}",0.659009594579,17.5328506151,0.584507472642,13.6688606911,0.480904976728,15.4724894234,0.719813670964,11.553844178,0.316277153958,13.0205173605,0.834569201938,10.302473662,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,436,30043600,30043604,False,extended,275,0.341126454457,2.00518563512,0.809354590576,1.24701195477,1.57026450509,2.00518563512,"{""1.0"": 1, ""10.0"": 4}",0.659279619735,17.5259072403,0.584274210841,13.6997629648,0.481199773567,15.4680953447,0.719643825685,11.5434379678,0.317109123862,13.0125931146,0.834131420128,10.2812898513,0.174334898328,10.3192676789,0.932410459413,7.41201308831,0.15561268462,9.33217523412,0.92474708197,6.84276289181,0.259222626632,7.72534047828,0.860920545419,5.99057461858
Qwen/Qwen3-32B,qwen,5,437,30043700,30043704,False,core,275,0.436586364653,1.30356018041,0.749648968313,1.30356018041,,,"{""1.0"": 2, ""10.0"": 3}",0.575237835975,19.5683571047,0.655315001736,15.3539556972,0.368131162856,17.0706567756,0.797004376662,13.0192801628,0.366390095129,12.5342737045,0.796627526541,9.82403574617,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,5,437,30043700,30043704,False,extended,275,0.313022290675,2.04465098044,0.829041255019,1.30335169663,1.57539581906,2.04465098044,"{""1.0"": 2, ""10.0"": 3}",0.574426828089,19.5870293468,0.655903394152,15.3884424157,0.368629199286,17.0639279385,0.79668468106,12.987923563,0.367114385748,12.5271075817,0.796121788181,9.82542149675,0.108921038902,10.7202523518,0.964051370204,7.66270719685,0.271375934761,8.66889595255,0.857721898291,6.42833093727,0.187666357264,8.08985979215,0.903764398226,6.5227209456
Qwen/Qwen3-32B,qwen,5,438,30043800,30043804,False,core,275,0.484326074194,1.24545145499,0.711702321752,1.24545145499,,,"{""1.0"": 2, ""10.0"": 3}",0.518637780734,20.8313517957,0.693428230233,16.5467508286,0.644636485425,12.8018631435,0.596164131935,9.58465085208,0.289703956423,13.2711296781,0.845514603089,10.4723427341,,,,,,,,,,,,
