outer_fold,path_type,k,added_family,selected_families,inner_macro_r2,inner_increment,alpha,outer_macro_r2,distinct_group_count
4,residual_0.90,3,HEXACO:H:X:L,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L,0.1877058460380894,0.001227147475115653,100.0,0.2046971232359424,8
4,residual_0.90,4,IPIPneo:E6:CH,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH,0.1876851815155907,-2.0664522498714533e-05,100.0,0.20583662613852927,8
4,residual_0.90,5,IPIPneo:N6:VU,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU,0.18750395407893158,-0.0001812274366591038,100.0,0.20608392217115906,8
4,residual_0.90,6,BFAS:BFAS:N:W,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;BFAS:BFAS:N:W,0.18711850030941046,-0.0003854537695211213,100.0,0.2061614269319471,8
4,residual_0.90,7,MPQ:MPQ:WB,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;BFAS:BFAS:N:W;MPQ:MPQ:WB,0.1866834774742554,-0.00043502283515506335,100.0,0.20542122194056184,8
4,residual_0.90,8,HEXACO:H:E:A,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;BFAS:BFAS:N:W;MPQ:MPQ:WB;HEXACO:H:E:A,0.1861219048100986,-0.0005615726641567953,100.0,0.2052790373600808,8
5,distinct,0,,,0.18303910329610143,0.0,100.0,0.18902250465153742,8
5,distinct,1,EPQr:EPQ:N,EPQr:EPQ:N,0.18571031698915627,0.0026712136930548414,100.0,0.19288688499803233,8
5,distinct,2,PS:PS:S,EPQr:EPQ:N;PS:PS:S,0.18761553439104062,0.001905217401884346,100.0,0.19540066098099362,8
5,distinct,3,HEXACO:H:X:L,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L,0.18909926996683035,0.0014837355757897353,100.0,0.19641665484526927,8
5,distinct,4,IPIPneo:E6:CH,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH,0.18924148648252237,0.00014221651569201743,100.0,0.1961729943333118,8
5,distinct,5,IPIPneo:N6:VU,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU,0.189204787345611,-3.6699136911372277e-05,100.0,0.19659619384395066,8
5,distinct,6,MPQ:MPQ:WB,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB,0.188923734403974,-0.00028105294163699446,100.0,0.19628736407646086,8
5,distinct,7,BFAS:BFAS:N:W,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W,0.18847571734956226,-0.0004480170544117479,100.0,0.19567227789129218,8
5,distinct,8,HEXACO:H:E:A,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W;HEXACO:H:E:A,0.1879911590174328,-0.00048455833212945887,100.0,0.19535903112612588,8
5,unrestricted,0,,,0.18303910329610143,0.0,100.0,0.18902250465153742,8
5,unrestricted,1,EPQr:EPQ:N,EPQr:EPQ:N,0.18571031698915627,0.0026712136930548414,100.0,0.19288688499803233,8
5,unrestricted,2,PS:PS:S,EPQr:EPQ:N;PS:PS:S,0.18761553439104062,0.001905217401884346,100.0,0.19540066098099362,8
5,unrestricted,3,HEXACO:H:X:L,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L,0.18909926996683035,0.0014837355757897353,100.0,0.19641665484526927,8
5,unrestricted,4,IPIPneo:E6:CH,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH,0.18924148648252237,0.00014221651569201743,100.0,0.1961729943333118,8
5,unrestricted,5,IPIPneo:N6:VU,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU,0.189204787345611,-3.6699136911372277e-05,100.0,0.19659619384395066,8
5,unrestricted,6,MPQ:MPQ:WB,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB,0.188923734403974,-0.00028105294163699446,100.0,0.19628736407646086,8
5,unrestricted,7,BFAS:BFAS:N:W,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W,0.18847571734956226,-0.0004480170544117479,100.0,0.19567227789129218,8
5,unrestricted,8,HEXACO:H:E:A,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W;HEXACO:H:E:A,0.1879911590174328,-0.00048455833212945887,100.0,0.19535903112612588,8
5,residual_0.70,0,,,0.18303910329610143,0.0,100.0,0.18902250465153742,8
5,residual_0.70,1,EPQr:EPQ:N,EPQr:EPQ:N,0.18571031698915627,0.0026712136930548414,100.0,0.19288688499803233,8
5,residual_0.70,2,PS:PS:S,EPQr:EPQ:N;PS:PS:S,0.18761553439104062,0.001905217401884346,100.0,0.19540066098099362,8
5,residual_0.70,3,HEXACO:H:X:L,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L,0.18909926996683035,0.0014837355757897353,100.0,0.19641665484526927,8
5,residual_0.70,4,IPIPneo:E6:CH,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH,0.18924148648252237,0.00014221651569201743,100.0,0.1961729943333118,8
5,residual_0.70,5,IPIPneo:N6:VU,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU,0.189204787345611,-3.6699136911372277e-05,100.0,0.19659619384395066,8
5,residual_0.70,6,MPQ:MPQ:WB,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB,0.188923734403974,-0.00028105294163699446,100.0,0.19628736407646086,8
5,residual_0.70,7,BFAS:BFAS:N:W,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W,0.18847571734956226,-0.0004480170544117479,100.0,0.19567227789129218,8
5,residual_0.70,8,HEXACO:H:E:A,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W;HEXACO:H:E:A,0.1879911590174328,-0.00048455833212945887,100.0,0.19535903112612588,8
5,residual_0.90,0,,,0.18303910329610143,0.0,100.0,0.18902250465153742,8
5,residual_0.90,1,EPQr:EPQ:N,EPQr:EPQ:N,0.18571031698915627,0.0026712136930548414,100.0,0.19288688499803233,8
5,residual_0.90,2,PS:PS:S,EPQr:EPQ:N;PS:PS:S,0.18761553439104062,0.001905217401884346,100.0,0.19540066098099362,8
5,residual_0.90,3,HEXACO:H:X:L,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L,0.18909926996683035,0.0014837355757897353,100.0,0.19641665484526927,8
5,residual_0.90,4,IPIPneo:E6:CH,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH,0.18924148648252237,0.00014221651569201743,100.0,0.1961729943333118,8
5,residual_0.90,5,IPIPneo:N6:VU,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU,0.189204787345611,-3.6699136911372277e-05,100.0,0.19659619384395066,8
5,residual_0.90,6,MPQ:MPQ:WB,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB,0.188923734403974,-0.00028105294163699446,100.0,0.19628736407646086,8
5,residual_0.90,7,BFAS:BFAS:N:W,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W,0.18847571734956226,-0.0004480170544117479,100.0,0.19567227789129218,8
5,residual_0.90,8,HEXACO:H:E:A,EPQr:EPQ:N;PS:PS:S;HEXACO:H:X:L;IPIPneo:E6:CH;IPIPneo:N6:VU;MPQ:MPQ:WB;BFAS:BFAS:N:W;HEXACO:H:E:A,0.1879911590174328,-0.00048455833212945887,100.0,0.19535903112612588,8
