comparison_set,role_or_run,filter_condition,matched_n,usable_matched_n,original_n,mean_distance_to_centroid_median,mean_distance_to_centroid_ci_low,mean_distance_to_centroid_ci_high,median_distance_to_centroid_median,median_distance_to_centroid_ci_low,median_distance_to_centroid_ci_high,rms_radius_median,rms_radius_ci_low,rms_radius_ci_high,anisotropy_ratio_2d_l1_l2_median,anisotropy_ratio_2d_l1_l2_ci_low,anisotropy_ratio_2d_l1_l2_ci_high,anisotropy_ratio_3d_l1_mean_rest_median,anisotropy_ratio_3d_l1_mean_rest_ci_low,anisotropy_ratio_3d_l1_mean_rest_ci_high,first_pc_explained_variance_2d_median,first_pc_explained_variance_2d_ci_low,first_pc_explained_variance_2d_ci_high,first_pc_explained_variance_3d_median,first_pc_explained_variance_3d_ci_low,first_pc_explained_variance_3d_ci_high,orientation_angle_median,orientation_abs_deviation_median,orientation_abs_deviation_p95,orientation_stability_width_p90,ellipse_area_95_pc1_pc2_median,ellipse_area_95_pc1_pc2_ci_low,ellipse_area_95_pc1_pc2_ci_high,convex_hull_area_pc1_pc2_median,convex_hull_area_pc1_pc2_ci_low,convex_hull_area_pc1_pc2_ci_high,ellipsoid_volume_95_pc123_median,ellipsoid_volume_95_pc123_ci_low,ellipsoid_volume_95_pc123_ci_high
trickster_phase1_1200_all_vs_gpt41_ge2,trickster_phase1_1200,all,1200,True,1200,20.04612385544219,19.573681179570166,20.49415929948618,19.94250031255061,19.30758906391451,20.578594602723612,21.591503880831592,21.133628116718118,22.055649758030526,1.4747898071647072,1.3383351130369057,1.6300583453958972,2.3194680284088687,2.0981072953964937,2.510800839303583,0.5959252698136867,0.5723445803016415,0.6197802937203596,0.5369800176877872,0.5119697912117249,0.5566197496373876,92.25,2.8125148199326517,8.147969183793009,16.295938367586018,3349.0679571314595,3199.651077815517,3517.3775363483605,3716.082438821484,3530.390868502882,3845.442351529075,135800.9391922803,127584.92008903796,143748.66413889924
trickster_phase1_1200_all_vs_gpt41_ge2,trickster_phase1_1200,gpt41_ge2,1200,True,1200,20.069961427525783,19.61049188608938,20.51183838397393,19.976899353539388,19.399288804941083,20.602729482135462,21.61876573221154,21.17552783351432,22.06235361008401,1.4735997672992585,1.3232071482544028,1.6360001832658622,2.322603308111969,2.1103844274305525,2.5472559046889987,0.5957308797514139,0.5695600343547996,0.6206362781278222,0.5373158545415254,0.5134274904097513,0.5601742986575536,92.0,2.4985623886321378,8.418100565398866,16.836201130797733,3348.6682021299944,3200.218666947804,3522.3253777211407,3715.822508055122,3500.532092858281,3839.7315277693697,136101.94410653244,128498.77794492683,144172.0321439521
trickster_phase1_1200_all_vs_gpt41_eq3,trickster_phase1_1200,all,1198,True,1200,20.047513920182343,19.613016288587616,20.55982870777434,19.934676197200286,19.318425080237777,20.573590734979412,21.59978997511007,21.17242936111744,22.07066049771845,1.4687558127787916,1.3234522429996094,1.6226337171158316,2.326534325702145,2.1211417778892625,2.549842489943788,0.5949376624820899,0.5696057930554576,0.6187039012758816,0.5377362275199098,0.5146975940580891,0.560424008533503,92.5,2.5063560829204548,7.934505169437111,15.869010338874222,3348.8034366957345,3189.4438250215944,3518.803184452066,3722.643936426821,3487.571100594787,3848.908838122693,135842.76318051986,127469.6102672918,144183.75092066385
trickster_phase1_1200_all_vs_gpt41_eq3,trickster_phase1_1200,gpt41_eq3,1198,True,1198,20.031533366432868,19.533387501142045,20.488038520679865,19.964864973500042,19.294121399408667,20.629569672735478,21.561418151276563,21.087392975265995,22.023141465057872,1.4896491961444953,1.3353168543715235,1.6549650436844154,2.3359835096324533,2.13659787329286,2.6021583629820726,0.5983369843361901,0.5717921365650054,0.6233471338593797,0.5387436332002149,0.5165108948538488,0.5654212872470435,93.5,2.7195158825075936,7.628107097429019,15.256214194858037,3340.1483602336125,3182.6505438237614,3494.0922612529203,3701.897772826706,3474.5350012256145,3828.4128442726046,134980.68930977338,126942.80071923479,143413.63742189846
trickster_phase1_1200_all_vs_gpt55_ge2,trickster_phase1_1200,all,1200,True,1200,20.057883408089232,19.58673674789072,20.502848192991,19.957606617523844,19.275466133620377,20.615868307186222,21.606049355763854,21.12643719235696,22.04518639510796,1.4760393071911437,1.3404428553304626,1.626962083534546,2.328412820545227,2.1172164516835132,2.559344114486117,0.5961291900646497,0.5727300001421319,0.6193321314632665,0.5379368644040284,0.5142349144111219,0.5613403515394122,92.0,2.66612954685381,8.54640145538254,17.09280291076508,3354.8184970224165,3187.290925191224,3516.502914541971,3726.2194705720776,3522.2444332775303,3846.3633211985393,135837.22343109804,128049.9012740699,144803.6753097448
trickster_phase1_1200_all_vs_gpt55_eq3,trickster_phase1_1200,all,1200,True,1200,20.045252186869405,19.570507446646317,20.485159470915082,19.94264099125973,19.298393166608683,20.55338556653072,21.586148533759292,21.142998610390194,22.009805338494328,1.4747613286713277,1.3366833073335522,1.6285342934118479,2.318296145354233,2.148831599374367,2.553001066331766,0.5959206271212119,0.572042958913342,0.6195598425890035,0.5368543651188435,0.5179365678558211,0.5607292909961858,91.5,2.5318524575963224,7.4346999729796455,14.869399945959291,3351.2085728932734,3184.1701396308963,3500.9577560261114,3723.020395552576,3506.2380495342863,3841.954691501026,135672.31321782537,127977.89885487035,143295.906338871
editor_runs_all_response,editor_matched64_1024,all,64,True,64,26.40262016475532,23.525332112636043,29.523210394582414,24.269301563325516,21.24117273544476,27.378378971208384,28.646761881627583,25.26899335943826,31.963886418031585,2.0910052785072706,1.4140071956078246,3.1674227127154606,3.440032655437165,2.316728134948029,5.024518039453622,0.6764806555348182,0.5857507161167961,0.7600430755782568,0.632355144160094,0.5366524265264123,0.7152824829053781,137.0,7.236358415490145,22.332919103624764,44.66583820724953,5495.972892076492,4247.715141174402,6827.248580960144,3475.5723281787386,2603.981835861119,3831.8575096720742,287772.5353429372,213795.55714507282,372473.0197428122
editor_runs_all_response,editor_phase1_128,all,64,True,128,28.239783670640072,25.121353364349176,31.873828390225082,26.63095465203495,23.3112794918094,29.76906645448447,31.048671432450455,27.167977029988116,35.12701877653444,2.379826333753952,1.5405817245535487,3.6416702309102473,3.749241147559731,2.3866994705622813,5.46753020113728,0.7041268077643819,0.6063892144227865,0.7845593940331895,0.6521279490039836,0.5440630330286738,0.7321729674876297,148.75,6.097239237497263,19.399916588023224,38.79983317604645,6446.771183881511,4821.373872103624,8242.311270673186,4401.651469820896,3134.72899654125,5412.8711128473315,368081.11600349017,266108.3712400862,505935.5515876128
editor_runs_gpt41_ge2,editor_matched64_1024,gpt41_ge2,36,True,36,23.454807637787,19.27871367247796,28.090125951896578,21.93556683783971,16.332464164077145,26.399873559028794,26.165040918335876,21.16888146577121,31.080097201194917,2.2655247945370363,1.187698454291292,4.385847756032782,3.8974183271814784,2.19613172609451,7.071452515380657,0.6937700769416918,0.5428982978342162,0.8143281955385944,0.6608682952800382,0.5233700802264878,0.7795276405221044,153.5,8.651698376012234,39.30160354823079,78.60320709646157,4580.234664558563,3014.9750007599655,6182.065461830123,2633.1250100183474,1637.6508316003667,3320.5257745530625,203808.8462456336,123594.62156853921,295985.5480957408
editor_runs_gpt41_ge2,editor_phase1_128,gpt41_ge2,36,True,57,25.534714161835197,21.495011161450474,30.062484483584637,24.475882691461486,20.011529468510027,29.279932974765565,28.17866900993087,23.791421297163577,33.25371713489459,2.0912201815258324,1.2937296811266563,3.7793327698713077,3.127801140852616,2.014976349437624,5.0665315814931535,0.6765031262459619,0.5640286807196103,0.7907621443827083,0.6099691247884864,0.5018648631300201,0.7169754266038522,150.0,14.718094281437217,37.037307945915366,74.07461589183073,5634.733803697271,3667.470197848987,8233.592586863224,3301.08584753052,1932.8199600952014,4484.900316683005,294946.2262954812,181135.24574342463,449181.4155492751
