model,variant,factors,factor_a,factor_b,correlation
Llama,full_shrinkage,7,1,4,0.0540116890496069
Llama,full_shrinkage,7,1,5,-0.09418980111000111
Llama,full_shrinkage,7,1,6,0.200933889812948
Llama,full_shrinkage,7,1,7,0.4832931971719627
Llama,full_shrinkage,7,2,1,0.31990946450448066
Llama,full_shrinkage,7,2,2,1.0
Llama,full_shrinkage,7,2,3,-0.19796779782017931
Llama,full_shrinkage,7,2,4,0.41812700173915046
Llama,full_shrinkage,7,2,5,-0.07608400232881785
Llama,full_shrinkage,7,2,6,-0.252579974054228
Llama,full_shrinkage,7,2,7,0.018394345860137388
Llama,full_shrinkage,7,3,1,-0.08566515457883032
Llama,full_shrinkage,7,3,2,-0.19796779782017931
Llama,full_shrinkage,7,3,3,1.0000000000000002
Llama,full_shrinkage,7,3,4,-0.12078403537485723
Llama,full_shrinkage,7,3,5,0.24019870573537586
Llama,full_shrinkage,7,3,6,-0.23722555745606344
Llama,full_shrinkage,7,3,7,-0.1517115611384554
Llama,full_shrinkage,7,4,1,0.0540116890496069
Llama,full_shrinkage,7,4,2,0.41812700173915046
Llama,full_shrinkage,7,4,3,-0.12078403537485723
Llama,full_shrinkage,7,4,4,1.0000000000000002
Llama,full_shrinkage,7,4,5,-0.07442300925571621
Llama,full_shrinkage,7,4,6,-0.12181660854252489
Llama,full_shrinkage,7,4,7,-0.3308996580998252
Llama,full_shrinkage,7,5,1,-0.09418980111000111
Llama,full_shrinkage,7,5,2,-0.07608400232881785
Llama,full_shrinkage,7,5,3,0.24019870573537586
Llama,full_shrinkage,7,5,4,-0.07442300925571621
Llama,full_shrinkage,7,5,5,1.0000000000000002
Llama,full_shrinkage,7,5,6,-0.16649750840121721
Llama,full_shrinkage,7,5,7,-0.19637909979945373
Llama,full_shrinkage,7,6,1,0.200933889812948
Llama,full_shrinkage,7,6,2,-0.252579974054228
Llama,full_shrinkage,7,6,3,-0.23722555745606344
Llama,full_shrinkage,7,6,4,-0.12181660854252489
Llama,full_shrinkage,7,6,5,-0.16649750840121721
Llama,full_shrinkage,7,6,6,1.0
Llama,full_shrinkage,7,6,7,0.380523625167495
Llama,full_shrinkage,7,7,1,0.4832931971719627
Llama,full_shrinkage,7,7,2,0.018394345860137388
Llama,full_shrinkage,7,7,3,-0.1517115611384554
Llama,full_shrinkage,7,7,4,-0.3308996580998252
Llama,full_shrinkage,7,7,5,-0.19637909979945373
Llama,full_shrinkage,7,7,6,0.380523625167495
Llama,full_shrinkage,7,7,7,0.9999999999999999
Llama,full_shrinkage,8,1,1,1.0000000000000002
Llama,full_shrinkage,8,1,2,0.20607778545366737
Llama,full_shrinkage,8,1,3,-0.2806437501018318
Llama,full_shrinkage,8,1,4,-0.0461087300341441
Llama,full_shrinkage,8,1,5,-0.058955272601828417
Llama,full_shrinkage,8,1,6,-0.19072248270975836
Llama,full_shrinkage,8,1,7,-0.23358970834361326
Llama,full_shrinkage,8,1,8,-0.17101472284540675
Llama,full_shrinkage,8,2,1,0.20607778545366737
Llama,full_shrinkage,8,2,2,1.0
Llama,full_shrinkage,8,2,3,-0.021748261400940168
Llama,full_shrinkage,8,2,4,-0.4591964645309492
Llama,full_shrinkage,8,2,5,-0.5486524409356629
Llama,full_shrinkage,8,2,6,-0.04513841837294223
Llama,full_shrinkage,8,2,7,0.02868897741135303
Llama,full_shrinkage,8,2,8,-0.23334150608675885
Llama,full_shrinkage,8,3,1,-0.2806437501018318
Llama,full_shrinkage,8,3,2,-0.021748261400940168
Llama,full_shrinkage,8,3,3,0.9999999999999998
Llama,full_shrinkage,8,3,4,0.05516644380120545
Llama,full_shrinkage,8,3,5,0.07474000143413381
Llama,full_shrinkage,8,3,6,0.4112057233938039
Llama,full_shrinkage,8,3,7,0.08111046182163098
Llama,full_shrinkage,8,3,8,-0.03856873498932833
Llama,full_shrinkage,8,4,1,-0.0461087300341441
Llama,full_shrinkage,8,4,2,-0.4591964645309492
Llama,full_shrinkage,8,4,3,0.05516644380120545
Llama,full_shrinkage,8,4,4,1.0000000000000004
Llama,full_shrinkage,8,4,5,0.18286730986314884
Llama,full_shrinkage,8,4,6,-0.08637987873426584
Llama,full_shrinkage,8,4,7,-0.3812281750016538
Llama,full_shrinkage,8,4,8,0.0050116236642444205
Llama,full_shrinkage,8,5,1,-0.058955272601828417
Llama,full_shrinkage,8,5,2,-0.5486524409356629
Llama,full_shrinkage,8,5,3,0.07474000143413381
Llama,full_shrinkage,8,5,4,0.18286730986314884
Llama,full_shrinkage,8,5,5,0.9999999999999999
Llama,full_shrinkage,8,5,6,-0.024427671195569472
Llama,full_shrinkage,8,5,7,0.0203540865997979
Llama,full_shrinkage,8,5,8,0.22957361218280975
Llama,full_shrinkage,8,6,1,-0.19072248270975836
Llama,full_shrinkage,8,6,2,-0.04513841837294223
Llama,full_shrinkage,8,6,3,0.4112057233938039
Llama,full_shrinkage,8,6,4,-0.08637987873426584
Llama,full_shrinkage,8,6,5,-0.024427671195569472
Llama,full_shrinkage,8,6,6,1.0000000000000004
Llama,full_shrinkage,8,6,7,0.42734190867519056
Llama,full_shrinkage,8,6,8,0.3750976911392829
Llama,full_shrinkage,8,7,1,-0.23358970834361326
Llama,full_shrinkage,8,7,2,0.02868897741135303
Llama,full_shrinkage,8,7,3,0.08111046182163098
Llama,full_shrinkage,8,7,4,-0.3812281750016538
Llama,full_shrinkage,8,7,5,0.0203540865997979
Llama,full_shrinkage,8,7,6,0.42734190867519056
Llama,full_shrinkage,8,7,7,1.0
Llama,full_shrinkage,8,7,8,0.45683785096800694
Llama,full_shrinkage,8,8,1,-0.17101472284540675
Llama,full_shrinkage,8,8,2,-0.23334150608675885
Llama,full_shrinkage,8,8,3,-0.03856873498932833
Llama,full_shrinkage,8,8,4,0.0050116236642444205
Llama,full_shrinkage,8,8,5,0.22957361218280975
Llama,full_shrinkage,8,8,6,0.3750976911392829
Llama,full_shrinkage,8,8,7,0.45683785096800694
Llama,full_shrinkage,8,8,8,1.0
Llama,full_shrinkage,9,1,1,0.9999999999999998
Llama,full_shrinkage,9,1,2,0.2234656689698058
Llama,full_shrinkage,9,1,3,0.00028042202396133
Llama,full_shrinkage,9,1,4,-0.11810923629429762
Llama,full_shrinkage,9,1,5,-0.5296143583921445
Llama,full_shrinkage,9,1,6,-0.21700756570829527
Llama,full_shrinkage,9,1,7,-0.3787023697492569
Llama,full_shrinkage,9,1,8,-0.34493718813297886
Llama,full_shrinkage,9,1,9,-0.24204352289950465
Llama,full_shrinkage,9,2,1,0.2234656689698058
Llama,full_shrinkage,9,2,2,1.0
Llama,full_shrinkage,9,2,3,-0.014707011660200985
Llama,full_shrinkage,9,2,4,-0.45320198988650023
Llama,full_shrinkage,9,2,5,-0.4783483452628403
Llama,full_shrinkage,9,2,6,0.02444937248409967
Llama,full_shrinkage,9,2,7,0.002639688816822479
Llama,full_shrinkage,9,2,8,0.3056540306896281
Llama,full_shrinkage,9,2,9,-0.2668096681164255
Llama,full_shrinkage,9,3,1,0.00028042202396133
Llama,full_shrinkage,9,3,2,-0.014707011660200985
Llama,full_shrinkage,9,3,3,0.9999999999999999
Llama,full_shrinkage,9,3,4,0.043070790207290294
Llama,full_shrinkage,9,3,5,0.06981710778638252
Llama,full_shrinkage,9,3,6,0.4711763590263896
Llama,full_shrinkage,9,3,7,0.08898418653669063
Llama,full_shrinkage,9,3,8,-0.03903988418861063
Llama,full_shrinkage,9,3,9,0.2898751702609889
Llama,full_shrinkage,9,4,1,-0.11810923629429762
Llama,full_shrinkage,9,4,2,-0.45320198988650023
Llama,full_shrinkage,9,4,3,0.043070790207290294
Llama,full_shrinkage,9,4,4,1.0
Llama,full_shrinkage,9,4,5,0.0996871054207726
Llama,full_shrinkage,9,4,6,-0.03218741148954005
Llama,full_shrinkage,9,4,7,-0.32790673483454524
Llama,full_shrinkage,9,4,8,-0.2289747455486637
Llama,full_shrinkage,9,4,9,0.0868816844807287
Llama,full_shrinkage,9,5,1,-0.5296143583921445
Llama,full_shrinkage,9,5,2,-0.4783483452628403
Llama,full_shrinkage,9,5,3,0.06981710778638252
Llama,full_shrinkage,9,5,4,0.0996871054207726
Llama,full_shrinkage,9,5,5,0.9999999999999998
Llama,full_shrinkage,9,5,6,0.1779452190741832
Llama,full_shrinkage,9,5,7,0.27419966011936975
Llama,full_shrinkage,9,5,8,0.043187051693468606
Llama,full_shrinkage,9,5,9,0.05555929710401932
Llama,full_shrinkage,9,6,1,-0.21700756570829527
Llama,full_shrinkage,9,6,2,0.02444937248409967
Llama,full_shrinkage,9,6,3,0.4711763590263896
Llama,full_shrinkage,9,6,4,-0.03218741148954005
Llama,full_shrinkage,9,6,5,0.1779452190741832
Llama,full_shrinkage,9,6,6,1.0
Llama,full_shrinkage,9,6,7,0.3728935286503882
Llama,full_shrinkage,9,6,8,0.35973561172755303
Llama,full_shrinkage,9,6,9,0.24431096856579376
Llama,full_shrinkage,9,7,1,-0.3787023697492569
Llama,full_shrinkage,9,7,2,0.002639688816822479
Llama,full_shrinkage,9,7,3,0.08898418653669063
Llama,full_shrinkage,9,7,4,-0.32790673483454524
Llama,full_shrinkage,9,7,5,0.27419966011936975
Llama,full_shrinkage,9,7,6,0.3728935286503882
Llama,full_shrinkage,9,7,7,0.9999999999999999
Llama,full_shrinkage,9,7,8,0.3940520361979691
Llama,full_shrinkage,9,7,9,0.19312444957106076
Llama,full_shrinkage,9,8,1,-0.34493718813297886
Llama,full_shrinkage,9,8,2,0.3056540306896281
Llama,full_shrinkage,9,8,3,-0.03903988418861063
Llama,full_shrinkage,9,8,4,-0.2289747455486637
Llama,full_shrinkage,9,8,5,0.043187051693468606
Llama,full_shrinkage,9,8,6,0.35973561172755303
Llama,full_shrinkage,9,8,7,0.3940520361979691
Llama,full_shrinkage,9,8,8,1.0
Llama,full_shrinkage,9,8,9,0.00539042345680235
Llama,full_shrinkage,9,9,1,-0.24204352289950465
Llama,full_shrinkage,9,9,2,-0.2668096681164255
Llama,full_shrinkage,9,9,3,0.2898751702609889
Llama,full_shrinkage,9,9,4,0.0868816844807287
Llama,full_shrinkage,9,9,5,0.05555929710401932
Llama,full_shrinkage,9,9,6,0.24431096856579376
Llama,full_shrinkage,9,9,7,0.19312444957106076
Llama,full_shrinkage,9,9,8,0.00539042345680235
Llama,full_shrinkage,9,9,9,1.0
Llama,ordinary_sensitivity,4,1,1,1.0
Llama,ordinary_sensitivity,4,1,2,0.18855245578319435
Llama,ordinary_sensitivity,4,1,3,-0.24652260956532565
Llama,ordinary_sensitivity,4,1,4,-0.3279331371279656
Llama,ordinary_sensitivity,4,2,1,0.18855245578319435
Llama,ordinary_sensitivity,4,2,2,1.0000000000000002
Llama,ordinary_sensitivity,4,2,3,-0.07396036912258422
Llama,ordinary_sensitivity,4,2,4,0.3052518101723038
Llama,ordinary_sensitivity,4,3,1,-0.24652260956532565
Llama,ordinary_sensitivity,4,3,2,-0.07396036912258422
Llama,ordinary_sensitivity,4,3,3,1.0000000000000002
Llama,ordinary_sensitivity,4,3,4,0.14843127979654072
Llama,ordinary_sensitivity,4,4,1,-0.3279331371279656
Llama,ordinary_sensitivity,4,4,2,0.3052518101723038
Llama,ordinary_sensitivity,4,4,3,0.14843127979654072
Llama,ordinary_sensitivity,4,4,4,0.9999999999999998
Llama,ordinary_sensitivity,5,1,1,1.0
Llama,ordinary_sensitivity,5,1,2,0.17538353432255974
Llama,ordinary_sensitivity,5,1,3,-0.20378387458171734
Llama,ordinary_sensitivity,5,1,4,-0.19909275846354993
Llama,ordinary_sensitivity,5,1,5,-0.10954074860268256
Llama,ordinary_sensitivity,5,2,1,0.17538353432255974
Llama,ordinary_sensitivity,5,2,2,1.0
Llama,ordinary_sensitivity,5,2,3,-0.11357376106584602
Llama,ordinary_sensitivity,5,2,4,0.3722865277253535
Llama,ordinary_sensitivity,5,2,5,0.1008632007566622
Llama,ordinary_sensitivity,5,3,1,-0.20378387458171734
Llama,ordinary_sensitivity,5,3,2,-0.11357376106584602
Llama,ordinary_sensitivity,5,3,3,1.0
Llama,ordinary_sensitivity,5,3,4,-0.015873525078767253
Llama,ordinary_sensitivity,5,3,5,0.271585735730396
Llama,ordinary_sensitivity,5,4,1,-0.19909275846354993
Llama,ordinary_sensitivity,5,4,2,0.3722865277253535
Llama,ordinary_sensitivity,5,4,3,-0.015873525078767253
Llama,ordinary_sensitivity,5,4,4,1.0
Llama,ordinary_sensitivity,5,4,5,0.17206955460525533
Llama,ordinary_sensitivity,5,5,1,-0.10954074860268256
Llama,ordinary_sensitivity,5,5,2,0.1008632007566622
Llama,ordinary_sensitivity,5,5,3,0.271585735730396
Llama,ordinary_sensitivity,5,5,4,0.17206955460525533
Llama,ordinary_sensitivity,5,5,5,0.9999999999999998
Llama,ordinary_sensitivity,6,1,1,0.9999999999999997
Llama,ordinary_sensitivity,6,1,2,0.23439081590409147
Llama,ordinary_sensitivity,6,1,3,-0.13486414580277178
Llama,ordinary_sensitivity,6,1,4,0.1434488366809348
Llama,ordinary_sensitivity,6,1,5,0.02478033310055484
Llama,ordinary_sensitivity,6,1,6,0.4896766031644477
Llama,ordinary_sensitivity,6,2,1,0.23439081590409147
Llama,ordinary_sensitivity,6,2,2,1.0000000000000002
Llama,ordinary_sensitivity,6,2,3,0.010632627305972794
Llama,ordinary_sensitivity,6,2,4,0.3718359447227403
Llama,ordinary_sensitivity,6,2,5,-0.22676173179528475
Llama,ordinary_sensitivity,6,2,6,-0.08611921205943061
Llama,ordinary_sensitivity,6,3,1,-0.13486414580277178
Llama,ordinary_sensitivity,6,3,2,0.010632627305972794
Llama,ordinary_sensitivity,6,3,3,0.9999999999999999
Llama,ordinary_sensitivity,6,3,4,-0.08315022432769142
Llama,ordinary_sensitivity,6,3,5,0.1409332491356849
Llama,ordinary_sensitivity,6,3,6,-0.31328788209338004
Llama,ordinary_sensitivity,6,4,1,0.1434488366809348
Llama,ordinary_sensitivity,6,4,2,0.3718359447227403
Llama,ordinary_sensitivity,6,4,3,-0.08315022432769142
Llama,ordinary_sensitivity,6,4,4,0.9999999999999999
Llama,ordinary_sensitivity,6,4,5,-0.2663829209675941
Llama,ordinary_sensitivity,6,4,6,-0.17338561428378052
Llama,ordinary_sensitivity,6,5,1,0.02478033310055484
Llama,ordinary_sensitivity,6,5,2,-0.22676173179528475
Llama,ordinary_sensitivity,6,5,3,0.1409332491356849
Llama,ordinary_sensitivity,6,5,4,-0.2663829209675941
Llama,ordinary_sensitivity,6,5,5,1.0
Llama,ordinary_sensitivity,6,5,6,0.03107718591126761
Llama,ordinary_sensitivity,6,6,1,0.4896766031644477
Llama,ordinary_sensitivity,6,6,2,-0.08611921205943061
Llama,ordinary_sensitivity,6,6,3,-0.31328788209338004
Llama,ordinary_sensitivity,6,6,4,-0.17338561428378052
Llama,ordinary_sensitivity,6,6,5,0.03107718591126761
Llama,ordinary_sensitivity,6,6,6,0.9999999999999999
Llama,ordinary_sensitivity,7,1,1,0.9999999999999999
Llama,ordinary_sensitivity,7,1,2,0.3200027075926483
Llama,ordinary_sensitivity,7,1,3,-0.0857306395286721
Llama,ordinary_sensitivity,7,1,4,0.05401041821340965
Llama,ordinary_sensitivity,7,1,5,-0.09417580341833427
Llama,ordinary_sensitivity,7,1,6,0.20074178681328742
Llama,ordinary_sensitivity,7,1,7,0.48329222865865146
Llama,ordinary_sensitivity,7,2,1,0.3200027075926483
Llama,ordinary_sensitivity,7,2,2,1.0
Llama,ordinary_sensitivity,7,2,3,-0.1977709891080936
Llama,ordinary_sensitivity,7,2,4,0.41810751888940995
Llama,ordinary_sensitivity,7,2,5,-0.07630386980896586
Llama,ordinary_sensitivity,7,2,6,-0.2529607785890862
Llama,ordinary_sensitivity,7,2,7,0.018563360105327425
Llama,ordinary_sensitivity,7,3,1,-0.0857306395286721
Llama,ordinary_sensitivity,7,3,2,-0.1977709891080936
Llama,ordinary_sensitivity,7,3,3,1.0000000000000002
Llama,ordinary_sensitivity,7,3,4,-0.12068975749557646
Llama,ordinary_sensitivity,7,3,5,0.24023632789203125
Llama,ordinary_sensitivity,7,3,6,-0.2369860256749378
Llama,ordinary_sensitivity,7,3,7,-0.15201157511993488
Llama,ordinary_sensitivity,7,4,1,0.05401041821340965
Llama,ordinary_sensitivity,7,4,2,0.41810751888940995
Llama,ordinary_sensitivity,7,4,3,-0.12068975749557646
Llama,ordinary_sensitivity,7,4,4,1.0
Llama,ordinary_sensitivity,7,4,5,-0.07451800305680055
Llama,ordinary_sensitivity,7,4,6,-0.12210751590366946
Llama,ordinary_sensitivity,7,4,7,-0.330854840663546
Llama,ordinary_sensitivity,7,5,1,-0.09417580341833427
Llama,ordinary_sensitivity,7,5,2,-0.07630386980896586
Llama,ordinary_sensitivity,7,5,3,0.24023632789203125
Llama,ordinary_sensitivity,7,5,4,-0.07451800305680055
Llama,ordinary_sensitivity,7,5,5,1.0000000000000002
Llama,ordinary_sensitivity,7,5,6,-0.16619898231761546
Llama,ordinary_sensitivity,7,5,7,-0.19629638624811221
Llama,ordinary_sensitivity,7,6,1,0.20074178681328742
Llama,ordinary_sensitivity,7,6,2,-0.2529607785890862
Llama,ordinary_sensitivity,7,6,3,-0.2369860256749378
Llama,ordinary_sensitivity,7,6,4,-0.12210751590366946
Llama,ordinary_sensitivity,7,6,5,-0.16619898231761546
Llama,ordinary_sensitivity,7,6,6,0.9999999999999999
Llama,ordinary_sensitivity,7,6,7,0.3804948941943661
Llama,ordinary_sensitivity,7,7,1,0.48329222865865146
Llama,ordinary_sensitivity,7,7,2,0.018563360105327425
Llama,ordinary_sensitivity,7,7,3,-0.15201157511993488
Llama,ordinary_sensitivity,7,7,4,-0.330854840663546
Llama,ordinary_sensitivity,7,7,5,-0.19629638624811221
Llama,ordinary_sensitivity,7,7,6,0.3804948941943661
Llama,ordinary_sensitivity,7,7,7,0.9999999999999998
Llama,ordinary_sensitivity,8,1,1,0.9999999999999999
Llama,ordinary_sensitivity,8,1,2,0.20628164871610524
Llama,ordinary_sensitivity,8,1,3,-0.2801496108983365
Llama,ordinary_sensitivity,8,1,4,-0.04816956021196682
Llama,ordinary_sensitivity,8,1,5,-0.05788788988746372
Llama,ordinary_sensitivity,8,1,6,-0.19005375869227692
Llama,ordinary_sensitivity,8,1,7,-0.22870070758783828
Llama,ordinary_sensitivity,8,1,8,-0.16656497441344686
Llama,ordinary_sensitivity,8,2,1,0.20628164871610524
Llama,ordinary_sensitivity,8,2,2,0.9999999999999999
Llama,ordinary_sensitivity,8,2,3,-0.019605179269327817
Llama,ordinary_sensitivity,8,2,4,-0.4560626808332982
Llama,ordinary_sensitivity,8,2,5,-0.5501588214906967
Llama,ordinary_sensitivity,8,2,6,-0.04840069219263665
Llama,ordinary_sensitivity,8,2,7,0.026329548858235494
Llama,ordinary_sensitivity,8,2,8,-0.2365400049423803
Llama,ordinary_sensitivity,8,3,1,-0.2801496108983365
Llama,ordinary_sensitivity,8,3,2,-0.019605179269327817
Llama,ordinary_sensitivity,8,3,3,1.0
Llama,ordinary_sensitivity,8,3,4,0.05320602155361799
Llama,ordinary_sensitivity,8,3,5,0.07348306866879076
Llama,ordinary_sensitivity,8,3,6,0.4135145454336251
Llama,ordinary_sensitivity,8,3,7,0.08309504573318544
Llama,ordinary_sensitivity,8,3,8,-0.03668302511095294
Llama,ordinary_sensitivity,8,4,1,-0.04816956021196682
Llama,ordinary_sensitivity,8,4,2,-0.4560626808332982
Llama,ordinary_sensitivity,8,4,3,0.05320602155361799
Llama,ordinary_sensitivity,8,4,4,1.0000000000000002
Llama,ordinary_sensitivity,8,4,5,0.1853131572233066
Llama,ordinary_sensitivity,8,4,6,-0.08635956569565117
Llama,ordinary_sensitivity,8,4,7,-0.3815902191743687
Llama,ordinary_sensitivity,8,4,8,0.0043263535634476755
Llama,ordinary_sensitivity,8,5,1,-0.05788788988746372
Llama,ordinary_sensitivity,8,5,2,-0.5501588214906967
Llama,ordinary_sensitivity,8,5,3,0.07348306866879076
Llama,ordinary_sensitivity,8,5,4,0.1853131572233066
Llama,ordinary_sensitivity,8,5,5,0.9999999999999997
Llama,ordinary_sensitivity,8,5,6,-0.027941861065794424
Llama,ordinary_sensitivity,8,5,7,0.012879885983593905
Llama,ordinary_sensitivity,8,5,8,0.22356691300818882
Llama,ordinary_sensitivity,8,6,1,-0.19005375869227692
Llama,ordinary_sensitivity,8,6,2,-0.04840069219263665
Llama,ordinary_sensitivity,8,6,3,0.4135145454336251
Llama,ordinary_sensitivity,8,6,4,-0.08635956569565117
Llama,ordinary_sensitivity,8,6,5,-0.027941861065794424
Llama,ordinary_sensitivity,8,6,6,0.9999999999999999
Llama,ordinary_sensitivity,8,6,7,0.42832782722718227
Llama,ordinary_sensitivity,8,6,8,0.3760034403874315
Llama,ordinary_sensitivity,8,7,1,-0.22870070758783828
Llama,ordinary_sensitivity,8,7,2,0.026329548858235494
Llama,ordinary_sensitivity,8,7,3,0.08309504573318544
Llama,ordinary_sensitivity,8,7,4,-0.3815902191743687
Llama,ordinary_sensitivity,8,7,5,0.012879885983593905
Llama,ordinary_sensitivity,8,7,6,0.42832782722718227
Llama,ordinary_sensitivity,8,7,7,1.0000000000000002
Llama,ordinary_sensitivity,8,7,8,0.45741740053150975
Llama,ordinary_sensitivity,8,8,1,-0.16656497441344686
Llama,ordinary_sensitivity,8,8,2,-0.2365400049423803
Llama,ordinary_sensitivity,8,8,3,-0.03668302511095294
Llama,ordinary_sensitivity,8,8,4,0.0043263535634476755
Llama,ordinary_sensitivity,8,8,5,0.22356691300818882
Llama,ordinary_sensitivity,8,8,6,0.3760034403874315
Llama,ordinary_sensitivity,8,8,7,0.45741740053150975
Llama,ordinary_sensitivity,8,8,8,1.0000000000000002
Llama,ordinary_sensitivity,9,1,1,1.0000000000000002
Llama,ordinary_sensitivity,9,1,2,0.2237644336132197
Llama,ordinary_sensitivity,9,1,3,0.00047772353348884744
Llama,ordinary_sensitivity,9,1,4,-0.11800281444419995
Llama,ordinary_sensitivity,9,1,5,-0.5298199230502113
Llama,ordinary_sensitivity,9,1,6,-0.21727481729815154
Llama,ordinary_sensitivity,9,1,7,-0.3787559413120194
Llama,ordinary_sensitivity,9,1,8,-0.3439375031853417
Llama,ordinary_sensitivity,9,1,9,-0.24182770375765558
Llama,ordinary_sensitivity,9,2,1,0.2237644336132197
Llama,ordinary_sensitivity,9,2,2,1.0000000000000002
Llama,ordinary_sensitivity,9,2,3,-0.014613300777622507
Llama,ordinary_sensitivity,9,2,4,-0.4529396801880685
Llama,ordinary_sensitivity,9,2,5,-0.4781881575030101
Llama,ordinary_sensitivity,9,2,6,0.024073854307874974
Llama,ordinary_sensitivity,9,2,7,0.0023938877478989285
Llama,ordinary_sensitivity,9,2,8,0.3065490140963176
Llama,ordinary_sensitivity,9,2,9,-0.26666416944992105
Llama,ordinary_sensitivity,9,3,1,0.00047772353348884744
Llama,ordinary_sensitivity,9,3,2,-0.014613300777622507
Llama,ordinary_sensitivity,9,3,3,1.0
Llama,ordinary_sensitivity,9,3,4,0.043025481130349194
Llama,ordinary_sensitivity,9,3,5,0.0698199723802196
Llama,ordinary_sensitivity,9,3,6,0.4711783211355071
Llama,ordinary_sensitivity,9,3,7,0.08896333356769784
Llama,ordinary_sensitivity,9,3,8,-0.03891678833451551
Llama,ordinary_sensitivity,9,3,9,0.2897792891176253
Llama,ordinary_sensitivity,9,4,1,-0.11800281444419995
Llama,ordinary_sensitivity,9,4,2,-0.4529396801880685
Llama,ordinary_sensitivity,9,4,3,0.043025481130349194
Llama,ordinary_sensitivity,9,4,4,1.0000000000000004
Llama,ordinary_sensitivity,9,4,5,0.09936063990425045
Llama,ordinary_sensitivity,9,4,6,-0.03213069256790895
Llama,ordinary_sensitivity,9,4,7,-0.3279480386010204
Llama,ordinary_sensitivity,9,4,8,-0.22942089894430806
Llama,ordinary_sensitivity,9,4,9,0.08680970626832457
Llama,ordinary_sensitivity,9,5,1,-0.5298199230502113
Llama,ordinary_sensitivity,9,5,2,-0.4781881575030101
Llama,ordinary_sensitivity,9,5,3,0.0698199723802196
Llama,ordinary_sensitivity,9,5,4,0.09936063990425045
Llama,ordinary_sensitivity,9,5,5,1.0
Llama,ordinary_sensitivity,9,5,6,0.17853856430736595
Llama,ordinary_sensitivity,9,5,7,0.27445139530991586
Llama,ordinary_sensitivity,9,5,8,0.04248354860608055
Llama,ordinary_sensitivity,9,5,9,0.055426931277435414
Llama,ordinary_sensitivity,9,6,1,-0.21727481729815154
Llama,ordinary_sensitivity,9,6,2,0.024073854307874974
Llama,ordinary_sensitivity,9,6,3,0.4711783211355071
Llama,ordinary_sensitivity,9,6,4,-0.03213069256790895
Llama,ordinary_sensitivity,9,6,5,0.17853856430736595
Llama,ordinary_sensitivity,9,6,6,1.0
Llama,ordinary_sensitivity,9,6,7,0.37309245599479945
Llama,ordinary_sensitivity,9,6,8,0.35966452761665074
Llama,ordinary_sensitivity,9,6,9,0.24446325920295617
Llama,ordinary_sensitivity,9,7,1,-0.3787559413120194
Llama,ordinary_sensitivity,9,7,2,0.0023938877478989285
Llama,ordinary_sensitivity,9,7,3,0.08896333356769784
Llama,ordinary_sensitivity,9,7,4,-0.3279480386010204
Llama,ordinary_sensitivity,9,7,5,0.27445139530991586
Llama,ordinary_sensitivity,9,7,6,0.37309245599479945
Llama,ordinary_sensitivity,9,7,7,0.9999999999999999
Llama,ordinary_sensitivity,9,7,8,0.393671835419676
Llama,ordinary_sensitivity,9,7,9,0.1930118916316003
Llama,ordinary_sensitivity,9,8,1,-0.3439375031853417
Llama,ordinary_sensitivity,9,8,2,0.3065490140963176
Llama,ordinary_sensitivity,9,8,3,-0.03891678833451551
Llama,ordinary_sensitivity,9,8,4,-0.22942089894430806
Llama,ordinary_sensitivity,9,8,5,0.04248354860608055
Llama,ordinary_sensitivity,9,8,6,0.35966452761665074
Llama,ordinary_sensitivity,9,8,7,0.393671835419676
Llama,ordinary_sensitivity,9,8,8,0.9999999999999999
Llama,ordinary_sensitivity,9,8,9,0.005035182096936843
Llama,ordinary_sensitivity,9,9,1,-0.24182770375765558
Llama,ordinary_sensitivity,9,9,2,-0.26666416944992105
Llama,ordinary_sensitivity,9,9,3,0.2897792891176253
Llama,ordinary_sensitivity,9,9,4,0.08680970626832457
Llama,ordinary_sensitivity,9,9,5,0.055426931277435414
Llama,ordinary_sensitivity,9,9,6,0.24446325920295617
Llama,ordinary_sensitivity,9,9,7,0.1930118916316003
Llama,ordinary_sensitivity,9,9,8,0.005035182096936843
Llama,ordinary_sensitivity,9,9,9,1.0
Gemma,full_shrinkage,4,1,1,1.0
Gemma,full_shrinkage,4,1,2,-0.06706176055420436
Gemma,full_shrinkage,4,1,3,0.3296236841329095
Gemma,full_shrinkage,4,1,4,0.16502760810565736
Gemma,full_shrinkage,4,2,1,-0.06706176055420436
Gemma,full_shrinkage,4,2,2,0.9999999999999998
Gemma,full_shrinkage,4,2,3,-0.22623865712831606
Gemma,full_shrinkage,4,2,4,0.008032691715598044
Gemma,full_shrinkage,4,3,1,0.3296236841329095
Gemma,full_shrinkage,4,3,2,-0.22623865712831606
Gemma,full_shrinkage,4,3,3,0.9999999999999999
Gemma,full_shrinkage,4,3,4,-0.09407469825804189
Gemma,full_shrinkage,4,4,1,0.16502760810565736
Gemma,full_shrinkage,4,4,2,0.008032691715598044
Gemma,full_shrinkage,4,4,3,-0.09407469825804189
Gemma,full_shrinkage,4,4,4,1.0000000000000002
Gemma,full_shrinkage,5,1,1,0.9999999999999997
Gemma,full_shrinkage,5,1,2,-0.007026622689949685
Gemma,full_shrinkage,5,1,3,-0.3178453494804576
Gemma,full_shrinkage,5,1,4,-0.19463872735922405
Gemma,full_shrinkage,5,1,5,-0.06468871067136352
