model,replicate,factor,congruence,loading_correlation,min_subspace_canonical,matched_original_axis,sign_correction,procrustes_relative_error
Gemma,6,Gemma_F3,0.9895441659719794,0.9895553682623573,0.9158619189159152,3,1,0.11540026773650232
Gemma,6,Gemma_F4,0.983668611061556,0.9832806151631864,0.9158619189159152,4,1,0.11540026773650232
Gemma,6,Gemma_F5,0.9966907449569486,0.99669394021419,0.9158619189159152,5,1,0.11540026773650232
Gemma,6,Gemma_F6,0.9968725959600452,0.9964772985245002,0.9158619189159152,6,1,0.11540026773650232
Gemma,7,Gemma_F1,0.9656922891752153,0.9657597713444892,0.936263726834232,1,1,0.11323983126519324
Gemma,7,Gemma_F2,0.9680303568192746,0.9701296105591479,0.936263726834232,2,1,0.11323983126519324
Gemma,7,Gemma_F3,0.9808369826887144,0.9810327386308348,0.936263726834232,6,1,0.11323983126519324
Gemma,7,Gemma_F4,0.98706000729717,0.987446938149446,0.936263726834232,4,-1,0.11323983126519324
Gemma,7,Gemma_F5,0.9936754653219992,0.9937854946013311,0.936263726834232,5,-1,0.11323983126519324
Gemma,7,Gemma_F6,0.9968835223354365,0.9969624013845882,0.936263726834232,3,1,0.11323983126519324
Gemma,8,Gemma_F1,0.980376925083562,0.9819534450927195,0.9785597837269558,1,1,0.08687584480059296
Gemma,8,Gemma_F2,0.9812435195493832,0.9834519241669837,0.9785597837269558,2,1,0.08687584480059296
Gemma,8,Gemma_F3,0.9706264770480943,0.9708852683342363,0.9785597837269558,3,1,0.08687584480059296
Gemma,8,Gemma_F4,0.9706833179658426,0.9700419352518869,0.9785597837269558,4,-1,0.08687584480059296
Gemma,8,Gemma_F5,0.97795884917997,0.9784904639866178,0.9785597837269558,5,-1,0.08687584480059296
Gemma,8,Gemma_F6,0.9972796606463209,0.9969811823858548,0.9785597837269558,6,-1,0.08687584480059296
Gemma,9,Gemma_F1,0.9411920508985647,0.9412859966330789,0.9472729511557061,1,1,0.1116159783523932
Gemma,9,Gemma_F2,0.8275257992240331,0.8260525056368424,0.9472729511557061,2,1,0.1116159783523932
Gemma,9,Gemma_F3,0.980187410166064,0.979827230584383,0.9472729511557061,3,1,0.1116159783523932
Gemma,9,Gemma_F4,0.8586176862674951,0.8553072213419824,0.9472729511557061,4,1,0.1116159783523932
Gemma,9,Gemma_F5,0.8200262017433863,0.8207324784133947,0.9472729511557061,5,1,0.1116159783523932
Gemma,9,Gemma_F6,0.9747655226158911,0.9731463041681566,0.9472729511557061,6,1,0.1116159783523932
Gemma,10,Gemma_F1,0.9809711403145569,0.9802124488516255,0.9822656202655407,1,1,0.07722714471491587
Gemma,10,Gemma_F2,0.9744994023300461,0.9762666868584475,0.9822656202655407,2,1,0.07722714471491587
Gemma,10,Gemma_F3,0.9900388334576313,0.9900359132358187,0.9822656202655407,3,1,0.07722714471491587
Gemma,10,Gemma_F4,0.9484295079488495,0.948343463351794,0.9822656202655407,4,-1,0.07722714471491587
Gemma,10,Gemma_F5,0.9299408030468803,0.929911524002084,0.9822656202655407,5,-1,0.07722714471491587
Gemma,10,Gemma_F6,0.9969213436161716,0.9965707342884305,0.9822656202655407,6,-1,0.07722714471491587
Gemma,11,Gemma_F1,0.974113406939028,0.9749047605246314,0.9859009334155164,1,1,0.06822710428356626
Gemma,11,Gemma_F2,0.9912028675329128,0.9926246376396417,0.9859009334155164,2,1,0.06822710428356626
Gemma,11,Gemma_F3,0.9946145097981274,0.9947449050811938,0.9859009334155164,3,1,0.06822710428356626
Gemma,11,Gemma_F4,0.9796513338390238,0.9805208186895621,0.9859009334155164,4,1,0.06822710428356626
Gemma,11,Gemma_F5,0.9950359608175602,0.9951954293876175,0.9859009334155164,5,1,0.06822710428356626
Gemma,11,Gemma_F6,0.998231293911083,0.9980827300250881,0.9859009334155164,6,1,0.06822710428356626
Gemma,12,Gemma_F1,0.9393784595487573,0.9371363901932245,0.9834603412122258,1,1,0.10186481966773633
Gemma,12,Gemma_F2,0.8731226947401424,0.8808732047618565,0.9834603412122258,2,1,0.10186481966773633
Gemma,12,Gemma_F3,0.9821104585724926,0.9823142460206271,0.9834603412122258,3,1,0.10186481966773633
Gemma,12,Gemma_F4,0.8312958847797784,0.8262264432927057,0.9834603412122258,4,-1,0.10186481966773633
Gemma,12,Gemma_F5,0.8987866756070519,0.8988517382141783,0.9834603412122258,5,-1,0.10186481966773633
Gemma,12,Gemma_F6,0.9892857153807668,0.9879006818536075,0.9834603412122258,6,-1,0.10186481966773633
Gemma,13,Gemma_F1,0.9691956567098803,0.9687573146232893,0.9863845888504028,1,1,0.08942543256633106
Gemma,13,Gemma_F2,0.963168964373653,0.9632694655623167,0.9863845888504028,2,1,0.08942543256633106
Gemma,13,Gemma_F3,0.9424802084409086,0.9428032047930576,0.9863845888504028,4,-1,0.08942543256633106
Gemma,13,Gemma_F4,0.9664376713673459,0.9655269978694478,0.9863845888504028,6,-1,0.08942543256633106
Gemma,13,Gemma_F5,0.853569329467846,0.8551924300631377,0.9863845888504028,5,-1,0.08942543256633106
Gemma,13,Gemma_F6,0.9949001532212352,0.9941900871315659,0.9863845888504028,3,1,0.08942543256633106
Gemma,14,Gemma_F1,0.9909323372814427,0.9903607520723554,0.9593956592788168,1,1,0.09702485432359806
Gemma,14,Gemma_F2,0.9875146302902982,0.9877902226889824,0.9593956592788168,2,1,0.09702485432359806
Gemma,14,Gemma_F3,0.9971077290519168,0.9970056766051921,0.9593956592788168,4,-1,0.09702485432359806
Gemma,14,Gemma_F4,0.9932676693786133,0.9931695975858603,0.9593956592788168,6,-1,0.09702485432359806
Gemma,14,Gemma_F5,0.9819275914488673,0.9820694121878005,0.9593956592788168,5,-1,0.09702485432359806
Gemma,14,Gemma_F6,0.9974544907646503,0.9971248908568571,0.9593956592788168,3,1,0.09702485432359806
Gemma,15,Gemma_F1,0.9960548179042484,0.995969110598835,0.9881999480024821,1,1,0.0685513385577377
Gemma,15,Gemma_F2,0.9880447734269685,0.9888787951480131,0.9881999480024821,3,1,0.0685513385577377
Gemma,15,Gemma_F3,0.9771573820592757,0.9774145397600121,0.9881999480024821,4,1,0.0685513385577377
Gemma,15,Gemma_F4,0.980227620888637,0.9808379055452435,0.9881999480024821,6,1,0.0685513385577377
Gemma,15,Gemma_F5,0.9730017126195857,0.9731989678514108,0.9881999480024821,5,1,0.0685513385577377
Gemma,15,Gemma_F6,0.9990675733633165,0.9989621409475701,0.9881999480024821,2,-1,0.0685513385577377
Gemma,16,Gemma_F1,0.9790975906454371,0.978579693346032,0.9409714771435258,1,1,0.12848333617920318
Gemma,16,Gemma_F2,0.9505406971422972,0.955794073422548,0.9409714771435258,2,1,0.12848333617920318
Gemma,16,Gemma_F3,0.9256325657054842,0.9251984522276305,0.9409714771435258,4,-1,0.12848333617920318
Gemma,16,Gemma_F4,0.8567949705284384,0.8687847405130115,0.9409714771435258,3,1,0.12848333617920318
Gemma,16,Gemma_F5,0.9351229477895455,0.9384628703361416,0.9409714771435258,5,-1,0.12848333617920318
Gemma,16,Gemma_F6,0.9918249726783466,0.9908673031781507,0.9409714771435258,6,-1,0.12848333617920318
Gemma,17,Gemma_F1,0.976810022897635,0.9772289593976717,0.9674140789027794,1,1,0.08806240973802408
Gemma,17,Gemma_F2,0.9818989289850506,0.9846127234695716,0.9674140789027794,2,1,0.08806240973802408
Gemma,17,Gemma_F3,0.9963155228962063,0.9961500262969011,0.9674140789027794,3,1,0.08806240973802408
Gemma,17,Gemma_F4,0.9766003689171863,0.9781795242251723,0.9674140789027794,4,-1,0.08806240973802408
Gemma,17,Gemma_F5,0.9922594091509105,0.9932016612458962,0.9674140789027794,5,-1,0.08806240973802408
Gemma,17,Gemma_F6,0.9967438580912268,0.9962925754089701,0.9674140789027794,6,-1,0.08806240973802408
Gemma,18,Gemma_F1,0.9875847058045695,0.986864958503201,0.9845314940813055,1,1,0.07244988504251916
Gemma,18,Gemma_F2,0.9866484620797957,0.988680832263251,0.9845314940813055,2,1,0.07244988504251916
Gemma,18,Gemma_F3,0.9963165367033595,0.9963114048287465,0.9845314940813055,3,1,0.07244988504251916
Gemma,18,Gemma_F4,0.9935640723722509,0.9933973487468317,0.9845314940813055,4,-1,0.07244988504251916
Gemma,18,Gemma_F5,0.9942173220928219,0.9942210889022407,0.9845314940813055,5,-1,0.07244988504251916
Gemma,18,Gemma_F6,0.9974004999025097,0.9970362440249139,0.9845314940813055,6,-1,0.07244988504251916
Gemma,19,Gemma_F1,0.9212151982688489,0.9179535007771307,0.9802939084606622,1,1,0.10785963422755557
Gemma,19,Gemma_F2,0.8063049473417535,0.824551299925925,0.9802939084606622,2,1,0.10785963422755557
Gemma,19,Gemma_F3,0.9507359368190957,0.9509482318332723,0.9802939084606622,3,1,0.10785963422755557
Gemma,19,Gemma_F4,0.6819384273570146,0.6711831454882593,0.9802939084606622,4,-1,0.10785963422755557
Gemma,19,Gemma_F5,0.9037913210828158,0.9048057276336138,0.9802939084606622,5,-1,0.10785963422755557
Gemma,19,Gemma_F6,0.9919961549357575,0.9910049606820728,0.9802939084606622,6,-1,0.10785963422755557
