trait,cluster,pc1,pc2,pc3,pc1_rank_ascending,pc1_rank_descending,pc1_percentile,pc2_rank_ascending,pc2_rank_descending,pc2_percentile,pc3_rank_ascending,pc3_rank_descending,pc3_percentile,axis_projection
philosophical,,5.391265041260537,1.872417488952325,-59.107810834483836,122,119,0.5062761506276151,126,115,0.5230125523012552,7,234,0.02510460251046025,-0.6677709016933167
playful,,-70.82901935126816,-28.643173821581854,7.155035622507378,14,227,0.05439330543933055,41,200,0.16736401673640167,146,95,0.606694560669456,-0.4524023547884689
pluralist,,20.03758191452373,-19.583716129140566,15.78395462856382,172,69,0.7154811715481172,65,176,0.26778242677824265,177,64,0.7364016736401674,0.24173429922232392
poetic,,-49.12174761370572,-31.80504930549462,-62.05416765067481,37,204,0.1506276150627615,35,206,0.14225941422594143,4,237,0.012552301255230125,-0.7652249947830958
practical,,-13.249756425518182,-22.350121850377377,66.03650195762047,92,149,0.3807531380753138,56,185,0.2301255230125523,239,2,0.99581589958159,0.2438683948751993
prescriptive,,14.401143462860624,32.95014493677428,25.634790739620218,157,84,0.6527196652719666,205,36,0.8535564853556485,201,40,0.8368200836820083,0.14936415818558368
principled,,22.99516999099638,-1.6738875371096549,3.9685945724427785,175,66,0.7280334728033473,109,132,0.45188284518828453,127,114,0.5271966527196653,-0.08374391252065946
proactive,,18.892855711105067,-1.5000361258872303,-6.565139852321038,168,73,0.698744769874477,110,131,0.4560669456066946,91,150,0.37656903765690375,-0.04097848000240365
problem_solving,,17.540440870277717,8.759198529878875,17.269994189823993,164,77,0.6820083682008368,147,94,0.6108786610878661,180,61,0.7489539748953975,0.19910134634098858
progressive,,-7.677419563564662,-0.052668334542749044,3.182644572604972,103,138,0.42677824267782427,117,124,0.48535564853556484,121,120,0.502092050209205,-0.18598598223133625
provocative,,-20.539073251148974,18.28595548248819,-17.39761143711519,76,165,0.3138075313807531,171,70,0.7112970711297071,54,187,0.2217573221757322,-0.6258063099644764
qualitative,,-6.256049177964581,-42.57086884795979,-24.390145748174586,105,136,0.4351464435146444,25,216,0.100418410041841,40,201,0.16317991631799164,-0.524498024952665
quantitative,,28.285740558147015,42.526256429167404,34.521533572896566,183,58,0.7615062761506276,222,19,0.9246861924686193,219,22,0.9121338912133892,0.37238181494447087
radical,,-17.16597930538578,21.906619196026558,-12.910982314833777,84,157,0.3472803347280335,180,61,0.7489539748953975,70,171,0.28870292887029286,-0.45127296864817856
rationalist,,44.170487845416154,46.16390431252208,29.20635324509421,200,41,0.8326359832635983,225,16,0.9372384937238494,209,32,0.8702928870292888,0.43142163004572087
reactive,,-44.78164143065096,-19.663466979862733,34.854525658999606,42,199,0.17154811715481172,64,177,0.26359832635983266,221,20,0.9205020920502092,-0.3197336158776488
rebellious,,-31.426699067627244,7.633938153484495,-5.168811724384983,62,179,0.25523012552301255,146,95,0.606694560669456,100,141,0.41422594142259417,-0.49865678221668175
reductionist,,11.868879320616395,5.214429024712143,42.6688920301599,146,95,0.606694560669456,140,101,0.5815899581589958,228,13,0.9497907949790795,0.4331087346695571
regulatory,,53.603609172557945,13.894048071690044,25.280303407416348,210,31,0.8744769874476988,159,82,0.6610878661087866,200,41,0.8326359832635983,0.39285171605572106
relativist,,7.251257547666165,-0.2455879152180452,-5.939347342282953,127,114,0.5271966527196653,115,126,0.4769874476987448,94,147,0.3891213389121339,-0.4219686363846552
reserved,,80.36150890558879,36.46635297749174,30.210219272951754,229,12,0.9539748953974896,209,32,0.8702928870292888,212,29,0.8828451882845189,0.46385503655297267
resilient,,70.8735247352841,-10.91042649825524,4.937453777113019,223,18,0.9288702928870293,90,151,0.3723849372384937,134,107,0.5564853556485355,0.3199107528704354
reverent,,72.57309667880003,-21.722534026629827,-25.169691486999756,225,16,0.9372384937238494,58,183,0.2384937238493724,37,204,0.1506276150627615,-0.08032119445714331
rhetorical,,-34.55747003386353,-14.872327734433503,-51.747233218366254,57,184,0.23430962343096234,79,162,0.3263598326359833,14,227,0.05439330543933055,-0.7855969227980371
risk_taking,,-24.881919444805682,-1.7573180311249192,-9.258033859572802,70,171,0.28870292887029286,108,133,0.4476987447698745,79,162,0.3263598326359833,-0.6189169931929485
ritualistic,,77.79030911540265,19.27485018334383,-32.85570563740199,228,13,0.9497907949790795,174,67,0.7238493723849372,24,217,0.09623430962343096,-0.0767340414054845
romantic,,-42.87659365461593,-51.72212490395402,-49.80741341731345,46,195,0.18828451882845187,14,227,0.05439330543933055,15,226,0.058577405857740586,-0.7478457143238278
sarcastic,,-65.53199570219351,36.02271304424762,8.833469016651435,22,219,0.08786610878661087,208,33,0.8661087866108786,153,88,0.6359832635983264,-0.4568804734653704
sardonic,,-72.88584004888975,38.95479395846429,12.011041480321747,10,231,0.03765690376569038,213,28,0.8870292887029289,167,74,0.694560669456067,-0.4196782705645611
sassy,,-85.03558755167847,22.718039235144563,19.117709280921044,4,237,0.012552301255230125,182,59,0.7573221757322176,184,57,0.7656903765690377,-0.34774496105054054
savage,,-56.6731139555916,51.271439287463124,15.286749919648335,32,209,0.1297071129707113,232,9,0.9665271966527197,174,67,0.7238493723849372,-0.39442325413606905
secular,,28.540011206635022,22.181351157096,39.88127544752683,184,57,0.7656903765690377,181,60,0.7531380753138075,225,16,0.9372384937238494,0.3709351338655315
serene,,87.37226017038866,-48.49274372582643,-14.454266817338587,235,6,0.9790794979079498,18,223,0.07112970711297072,66,175,0.2719665271966527,0.05400889961085795
serious,,112.39875596855967,28.00018075641622,-13.372677535782714,240,1,1.0,190,51,0.7907949790794979,69,172,0.28451882845188287,0.22352992977839692
skeptical,,10.464385866029723,24.8560429149642,0.3461099127051934,141,100,0.5857740585774058,188,53,0.7824267782426778,113,128,0.4686192468619247,-0.18807624365721354
socratic,,-2.3314726404379327,-24.57266829071956,13.957448680539617,112,129,0.46443514644351463,53,188,0.2175732217573222,169,72,0.702928870292887,-0.19848967320114305
solemn,,103.55010404521305,9.168034777408073,-23.760597534779528,239,2,0.99581589958159,148,93,0.6150627615062761,43,198,0.17573221757322174,0.12911275571795242
specialized,,28.780291103258207,49.29108825794491,-32.295549934680174,185,56,0.7698744769874477,230,11,0.9581589958158996,26,215,0.10460251046025104,-0.1837586177608832
speculative,,-8.1237470740128,-14.872265730566905,-14.566015698817763,102,139,0.4225941422594142,80,161,0.3305439330543933,64,177,0.26359832635983266,-0.5430676459262651
spiritual,,-8.23987525254213,-43.342660476118695,-45.37128460530768,101,140,0.41841004184100417,24,217,0.09623430962343096,19,222,0.07531380753138076,-0.6220540561364589
spontaneous,,-51.29833008551246,-14.788944672219635,-11.172274658920749,36,205,0.14644351464435146,81,160,0.33472803347280333,74,167,0.3054393305439331,-0.7226956104599066
stoic,,75.7388005552177,41.372630205849035,6.634374761554108,227,14,0.9456066945606695,219,22,0.9121338912133892,144,97,0.5983263598326359,0.24743843620615852
strategic,,56.80602463335623,10.301261158359527,-24.96413725500295,212,29,0.8828451882845189,151,90,0.6276150627615062,39,202,0.1589958158995816,0.049507250937599126
stream_of_consciousness,,-26.976014886130127,-16.57996519433116,2.779373115891535,65,176,0.26778242677824265,72,169,0.29707112970711297,120,121,0.497907949790795,-0.49254115863488235
structuralist,,53.73589208854394,37.84715606148175,-0.9589764641465335,211,30,0.8786610878661087,212,29,0.8828451882845189,110,131,0.4560669456066946,0.2256533562041706
submissive,,10.17619533885953,-26.459688981834972,30.967204361904894,139,102,0.5774058577405857,49,192,0.200836820083682,215,26,0.895397489539749,0.07837718743832442
subversive,,-34.18911123321412,6.70766450914999,-8.522808861276461,58,183,0.2384937238493724,141,100,0.5857740585774058,84,157,0.3472803347280335,-0.6359769825611095
supportive,,41.15264200276106,-58.60601522339659,3.5623018065794216,199,42,0.8284518828451883,7,234,0.02510460251046025,123,118,0.5104602510460251,0.16075104982400887
sycophantic,,-19.277987735301064,-28.141198292679768,10.317269754186384,78,163,0.32217573221757323,42,199,0.17154811715481172,158,83,0.6569037656903766,-0.34283645564019977
systems_thinker,,12.279524917112173,-14.919808277382952,-8.69893545470694,150,91,0.6234309623430963,78,163,0.32217573221757323,81,160,0.33472803347280333,-0.21501127044948093
tactful,,60.208227626318056,-49.14676937213219,7.842726722577034,218,23,0.9079497907949791,17,224,0.06694560669456066,149,92,0.6192468619246861,0.27362742373285986
technical,,51.12910284517311,61.410939776445446,-24.36800363812912,207,34,0.8619246861924686,238,3,0.9916317991631799,41,200,0.16736401673640167,-0.006774572690837786
temperamental,,-74.41532928462426,1.5667691240120993,4.1406466119243674,9,232,0.03347280334728033,124,117,0.5146443514644351,128,113,0.5313807531380753,-0.509770060808656
theatrical,,-45.05023614450795,0.23434941836411546,-62.02619152365149,40,201,0.16317991631799164,118,123,0.4895397489539749,5,236,0.016736401673640166,-0.7433969892171832
theoretical,,36.43259697024078,23.122830535560908,-36.55906545627393,195,46,0.8117154811715481,184,57,0.7656903765690377,23,218,0.09205020920502092,-0.2792201145113185
traditional,,47.554435054429085,-15.126971489029962,30.834866572711128,203,38,0.8451882845188284,77,164,0.3179916317991632,214,27,0.891213389121339,0.3531145733716919
transparent,,44.60411519151728,7.162702673239165,32.558494813475896,201,40,0.8368200836820083,142,99,0.5899581589958159,218,23,0.9079497907949791,0.643390876498021
understated,,27.141338470807227,-8.445063766616387,58.241005129889224,181,60,0.7531380753138075,93,148,0.38493723849372385,238,3,0.9916317991631799,0.336659492211638
universalist,,10.948790196341227,7.608381465530993,10.440911614129615,144,97,0.5983263598326359,145,96,0.602510460251046,160,81,0.6652719665271967,-0.17819822472473063
urgent,,-16.514045949226364,23.754933148959758,18.805326809102805,87,154,0.3598326359832636,186,55,0.7740585774058577,182,59,0.7573221757322176,-0.19888538496783853
utilitarian,,18.11806955956024,4.513971490531791,25.639990000940436,166,75,0.6903765690376569,138,103,0.5732217573221757,202,39,0.8410041841004184,0.2795319594429762
verbose,,30.504237466412317,3.132283280366129,-31.53518109167951,188,53,0.7824267782426778,132,109,0.5481171548117155,29,212,0.11715481171548117,-0.174336824945106
vindictive,,10.320147256389442,39.84291480479537,6.064866217859465,140,101,0.5815899581589958,215,26,0.895397489539749,142,99,0.5899581589958159,-0.1737952115937439
visceral,,-67.23505573583695,-11.37300119684977,15.410192915107368,20,221,0.0794979079497908,87,154,0.3598326359832636,175,66,0.7280334728033473,-0.505952717594437
whimsical,,-67.95150253235101,-19.932198933483807,-16.86743724235794,19,222,0.07531380753138076,63,178,0.2594142259414226,57,184,0.23430962343096234,-0.6261428088183353
witty,,-76.36595823581152,-6.667281774159464,-7.262503505801891,6,235,0.02092050209205021,98,143,0.40585774058577406,88,153,0.36401673640167365,-0.48152397753054704
wry,,-61.24032012726254,41.55766615626497,10.506409074448596,27,214,0.1087866108786611,220,21,0.9163179916317992,161,80,0.6694560669456067,-0.38428474113736044
zealous,,-52.68970875948133,-10.27899348430456,-23.06362122191065,35,206,0.14225941422594143,91,150,0.37656903765690375,44,197,0.1799163179916318,-0.6525363768364663
