resample_type,replicate,subspace_dimension,subspace_min_canonical,subspace_mean_canonical
bootstrap,38,7,0.8288750062061175,0.9747401990013083
bootstrap,38,8,0.97565231037373,0.9958290720549497
bootstrap,38,9,0.9621000225113238,0.9944397151299561
bootstrap,38,10,0.905276651075933,0.9890299010983339
bootstrap,38,11,0.9633836735547692,0.9944970476428765
bootstrap,38,12,0.967535987498774,0.9942923804563278
bootstrap,38,13,0.9626047903357682,0.9950218547325693
bootstrap,39,1,0.9872184300284962,0.9872184300284962
bootstrap,39,2,0.9908254842661325,0.9953472776085682
bootstrap,39,3,0.99188204171698,0.9962720192094229
bootstrap,39,4,0.9778556592275182,0.9929861449545202
bootstrap,39,5,0.9842528825719749,0.9958495997061256
bootstrap,39,6,0.9796908967429643,0.9951746398167289
bootstrap,39,7,0.9559285973732321,0.9920427146566019
bootstrap,39,8,0.974405962133356,0.9951602127240189
bootstrap,39,9,0.9703002777062332,0.995432468590465
bootstrap,39,10,0.9702987500747527,0.9958129437854097
bootstrap,39,11,0.9706329577265995,0.9951197789372372
bootstrap,39,12,0.8163344296947119,0.981021555205345
bootstrap,39,13,0.9644144622610158,0.9937536089124769
bootstrap,40,1,0.9911309667559068,0.9911309667559068
bootstrap,40,2,0.9958784247801403,0.9978622368278707
bootstrap,40,3,0.9966985850530398,0.9986860280660079
bootstrap,40,4,0.9868018550679544,0.9963158168625378
bootstrap,40,5,0.9930376817284565,0.9977735717907621
bootstrap,40,6,0.971578100450083,0.9940836931210812
bootstrap,40,7,0.9666997756821337,0.9927351921277524
bootstrap,40,8,0.9004437204825408,0.9861723628249042
bootstrap,40,9,0.9755105244833491,0.9960537291121457
bootstrap,40,10,0.9495419960466895,0.9933188314067675
bootstrap,40,11,0.9639250665675282,0.9947328053135815
bootstrap,40,12,0.9359484414495113,0.992942736041249
bootstrap,40,13,0.31332901501743915,0.9434173668720904
bootstrap,41,1,0.990401079506599,0.990401079506599
bootstrap,41,2,0.9953653093843469,0.9975546319343757
bootstrap,41,3,0.9959273928326138,0.9983045635653797
bootstrap,41,4,0.989413613772208,0.9969452332480757
bootstrap,41,5,0.9892947524740241,0.9958775395092481
bootstrap,41,6,0.980619319421869,0.9958177477762272
bootstrap,41,7,0.9805133033833976,0.9961451200151263
bootstrap,41,8,0.9734765593103266,0.9946258900439945
bootstrap,41,9,0.9781517422647039,0.9952134447886216
bootstrap,41,10,0.9793113566844598,0.9966785744174835
bootstrap,41,11,0.838723911663694,0.982827455504933
bootstrap,41,12,0.9292944417190016,0.9913927457689455
bootstrap,41,13,0.9357646473494137,0.9924034683643016
bootstrap,42,1,0.9841798165039347,0.9841798165039347
bootstrap,42,2,0.9957916032804812,0.9972110252838
bootstrap,42,3,0.9953232029859337,0.9979571040588217
bootstrap,42,4,0.9889734194642483,0.9963643516260968
bootstrap,42,5,0.9340893460983527,0.9861236001091204
bootstrap,42,6,0.9711763309415107,0.9941291786646397
bootstrap,42,7,0.9711237046838966,0.99345583740207
bootstrap,42,8,0.8582424312256042,0.9798838986023817
bootstrap,42,9,0.9786921030378563,0.9966789863227851
bootstrap,42,10,0.9710717989685246,0.9945405213341075
bootstrap,42,11,0.9466211423003165,0.9919289760779748
bootstrap,42,12,0.7714212154875307,0.9776678583519578
bootstrap,42,13,0.829204614831335,0.9821763468508542
bootstrap,43,1,0.9884979194933754,0.9884979194933754
bootstrap,43,2,0.9934290081098162,0.9963878292192745
bootstrap,43,3,0.9849194197751807,0.9940921690365444
bootstrap,43,4,0.9857637274900424,0.9955883683019306
bootstrap,43,5,0.9829578123919044,0.995662856879823
bootstrap,43,6,0.9833389914475541,0.9950152702058044
bootstrap,43,7,0.9094467098301221,0.9846422187080754
bootstrap,43,8,0.9436529187166441,0.9904055664740483
bootstrap,43,9,0.9801643749859502,0.995786367761585
bootstrap,43,10,0.979923368896912,0.9953085290131183
bootstrap,43,11,0.9470364738014917,0.9927010997083141
bootstrap,43,12,0.9461189121021569,0.993288945526167
bootstrap,43,13,0.9652484715161888,0.9954335991752087
bootstrap,44,1,0.9970776655096482,0.9970776655096482
bootstrap,44,2,0.9982310399128635,0.9989822183936392
bootstrap,44,3,0.9964340812200505,0.9984063331299935
bootstrap,44,4,0.9939943310321684,0.9979141497705961
bootstrap,44,5,0.9940000056523934,0.9981735981368047
bootstrap,44,6,0.9911229049600148,0.9982716478086996
bootstrap,44,7,0.9512545696990138,0.9917389542662558
bootstrap,44,8,0.9881907186401433,0.99747080249064
bootstrap,44,9,0.9434620853098623,0.9923876287498137
bootstrap,44,10,0.9832643644951508,0.9966756871079475
bootstrap,44,11,0.802067942833928,0.9799967723851573
bootstrap,44,12,0.6398192751706799,0.9562371744295933
bootstrap,44,13,0.6912547513321107,0.9740474531534217
bootstrap,45,1,0.9961509207361634,0.9961509207361634
bootstrap,45,2,0.9878893083120781,0.9929668762799416
bootstrap,45,3,0.9958434674666379,0.9984082255436956
bootstrap,45,4,0.9958970796204949,0.9986032490974682
bootstrap,45,5,0.9862044292401567,0.9962802913292934
bootstrap,45,6,0.9854085486187618,0.9960956920019028
bootstrap,45,7,0.950233502141175,0.9913924241933494
bootstrap,45,8,0.9590397718258682,0.9931475746536242
bootstrap,45,9,0.9819344675573366,0.9964206412183059
bootstrap,45,10,0.9637805857095041,0.994862164995979
bootstrap,45,11,0.940787942384997,0.991926463255811
bootstrap,45,12,0.8136093927301689,0.9821832814859904
bootstrap,45,13,0.7103559348944118,0.9752647398208103
bootstrap,46,1,0.9845750458468171,0.9845750458468171
bootstrap,46,2,0.9963188306518999,0.9980817488004712
bootstrap,46,3,0.9981375993352499,0.999276604006397
bootstrap,46,4,0.9901070694943467,0.9971752962707364
bootstrap,46,5,0.901517414705185,0.9796909771352869
bootstrap,46,6,0.9886821810510938,0.99765716114899
bootstrap,46,7,0.9363766836675073,0.9895212622103644
bootstrap,46,8,0.8480301696995476,0.9798488952862553
bootstrap,46,9,0.979653063218333,0.9965101398911891
bootstrap,46,10,0.9595692937383296,0.9941167560033491
bootstrap,46,11,0.9635124613103313,0.9945526976784387
bootstrap,46,12,0.8642780112524683,0.9864861560475346
bootstrap,46,13,0.6842115801742955,0.9730675153038594
bootstrap,47,1,0.9955857497013756,0.9955857497013756
bootstrap,47,2,0.9962265984196924,0.9979348883002637
bootstrap,47,3,0.9976415061023653,0.9987217853870435
bootstrap,47,4,0.9767804531334566,0.9936402957935315
bootstrap,47,5,0.9817404540627721,0.9944647521576766
bootstrap,47,6,0.9583351374746508,0.9910977315157417
bootstrap,47,7,0.9756332582991815,0.9948008543144367
bootstrap,47,8,0.9380216866749842,0.9898648897835987
bootstrap,47,9,0.9685279913843754,0.9951515505169719
bootstrap,47,10,0.9274610662818144,0.9898785178198798
bootstrap,47,11,0.9580812429544702,0.9936074585675789
bootstrap,47,12,0.7584848231113044,0.9765159959165269
bootstrap,47,13,0.8293102219185303,0.9841178357571951
bootstrap,48,1,0.9956787062865569,0.9956787062865569
bootstrap,48,2,0.9962212353820367,0.9975944556079128
bootstrap,48,3,0.9960528326332357,0.9982718646766462
bootstrap,48,4,0.9887463961924637,0.9965949662705254
bootstrap,48,5,0.9886517202983298,0.9964715023711278
bootstrap,48,6,0.9890366657116846,0.9971834490585335
bootstrap,48,7,0.9912829076161168,0.9979777449494296
bootstrap,48,8,0.8347056858349042,0.9786656161844304
bootstrap,48,9,0.98534382305553,0.9975575421088452
bootstrap,48,10,0.9436158875680395,0.9929013451490116
bootstrap,48,11,0.9270398521229701,0.9914151076360356
bootstrap,48,12,0.9057822049815556,0.9884165460560244
bootstrap,48,13,0.8365833515747633,0.9820641753414061
bootstrap,49,1,0.9883750264245813,0.9883750264245813
bootstrap,49,2,0.9784132421756104,0.9876414815454718
bootstrap,49,3,0.9951569520223046,0.9981346272993413
bootstrap,49,4,0.9898274653360977,0.9964986455274996
bootstrap,49,5,0.9593324109491973,0.9903448875400933
bootstrap,49,6,0.9914098434339705,0.9970226155207392
bootstrap,49,7,0.9749584711064054,0.9947131507601786
bootstrap,49,8,0.9791992198354065,0.9957685009019227
bootstrap,49,9,0.9672559499587903,0.9948867657912557
bootstrap,49,10,0.9863136267847342,0.9975376729765779
bootstrap,49,11,0.959369757982263,0.9943856858194092
bootstrap,49,12,0.9251315628648357,0.9915223685351888
bootstrap,49,13,0.9698926016288905,0.9948410617159192
bootstrap,50,1,0.998855417508716,0.998855417508716
bootstrap,50,2,0.9983765642991286,0.9989458037109482
bootstrap,50,3,0.9977738836947346,0.9991894155151776
bootstrap,50,4,0.9698548202168247,0.9919003925050753
bootstrap,50,5,0.9936958833359323,0.9983126117083012
bootstrap,50,6,0.9885316762422144,0.9970516396623439
bootstrap,50,7,0.8497663753134338,0.9771614066991475
bootstrap,50,8,0.9872955241691758,0.9971483879797016
bootstrap,50,9,0.9892610372269589,0.9976229583820023
bootstrap,50,10,0.9739829425316576,0.9962037622579599
bootstrap,50,11,0.970216947567682,0.9943462354404445
bootstrap,50,12,0.907210711528406,0.9889364987216153
bootstrap,50,13,0.9602687245819068,0.9938391660644812
bootstrap,51,1,0.9924871833551605,0.9924871833551605
bootstrap,51,2,0.9968634110435667,0.9976445967478422
bootstrap,51,3,0.9907818710108586,0.9964007550404609
bootstrap,51,4,0.946530162682485,0.9847992657752698
bootstrap,51,5,0.9792368809230845,0.994349282404918
bootstrap,51,6,0.9857349756334339,0.9961316923302755
bootstrap,51,7,0.9336891216121991,0.9880666746910833
bootstrap,51,8,0.9855708378791167,0.9964082116932237
bootstrap,51,9,0.9851829353963455,0.9966117006106011
bootstrap,51,10,0.9059130226051196,0.9882803713293784
bootstrap,51,11,0.9767387656828432,0.99518515370421
bootstrap,51,12,0.6023639278456451,0.9638273148468285
bootstrap,51,13,0.7663364855355745,0.9785708618105876
bootstrap,52,1,0.9945607446641881,0.9945607446641881
bootstrap,52,2,0.9935210297914612,0.9966135351263117
bootstrap,52,3,0.9950140878151302,0.9971205635882687
bootstrap,52,4,0.9875563506946173,0.9959581244165079
bootstrap,52,5,0.9815437965868319,0.9954421843528454
bootstrap,52,6,0.992869578291705,0.9975716214628253
bootstrap,52,7,0.9828734135486648,0.9964190811720732
bootstrap,52,8,0.9909597137800833,0.9978496372077659
bootstrap,52,9,0.9736992402900785,0.9958509197475028
bootstrap,52,10,0.930978739966024,0.9908324936764265
bootstrap,52,11,0.9764694820072519,0.9965223945449391
bootstrap,52,12,0.6653358047726213,0.9702405844844489
bootstrap,52,13,0.9142351391830832,0.9901869488273279
bootstrap,53,1,0.9975528645252345,0.9975528645252345
bootstrap,53,2,0.9907351021156164,0.995113217989482
bootstrap,53,3,0.9974391598962904,0.99865456040578
bootstrap,53,4,0.9908651061754308,0.9970960844581482
bootstrap,53,5,0.9781187885033102,0.9945322418873378
bootstrap,53,6,0.9601464114176764,0.992300376101345
bootstrap,53,7,0.7665871879010324,0.9643502678874507
bootstrap,53,8,0.9729805883214576,0.9942693618891049
bootstrap,53,9,0.9802591669044659,0.9953656099584056
bootstrap,53,10,0.9573106943491192,0.9931256609134695
bootstrap,53,11,0.9726721478696925,0.9938653557360436
bootstrap,53,12,0.8989781143170618,0.9890105445811813
bootstrap,53,13,0.9072294631117629,0.989739152426668
bootstrap,54,1,0.9964797460200862,0.9964797460200862
bootstrap,54,2,0.9910619198877494,0.9943890229799943
bootstrap,54,3,0.9947304701054129,0.9977816311521813
bootstrap,54,4,0.9881140813537308,0.9961547901332058
bootstrap,54,5,0.9877286881097541,0.9963126852795373
bootstrap,54,6,0.985475748257594,0.99672925935558
bootstrap,54,7,0.9682242649138388,0.9939564596552907
bootstrap,54,8,0.9430342159493117,0.9916327146009702
bootstrap,54,9,0.9861148959463222,0.997060092416853
bootstrap,54,10,0.9362889891655999,0.9914029178477014
bootstrap,54,11,0.9795825775379552,0.9958820609392375
bootstrap,54,12,0.9709577779414948,0.995308290429307
bootstrap,54,13,0.9784143753336193,0.9963532003263913
bootstrap,55,1,0.9986072959184153,0.9986072959184153
bootstrap,55,2,0.9823292030717592,0.9909120211075273
bootstrap,55,3,0.991740280070244,0.9966522278796663
bootstrap,55,4,0.9715207639629861,0.9921459689168387
bootstrap,55,5,0.985770735992623,0.9953646411542026
bootstrap,55,6,0.9742661318754143,0.9938166564971692
bootstrap,55,7,0.8686751006391065,0.9784208309620502
bootstrap,55,8,0.8168947902962976,0.9737507275567769
bootstrap,55,9,0.9641187871300386,0.993264737014541
bootstrap,55,10,0.8909316855738119,0.9864163965850606
bootstrap,55,11,0.9316022964274323,0.991274331020831
bootstrap,55,12,0.6855002184794303,0.9708321534276546
bootstrap,55,13,0.9290451902446288,0.9913810187793615
bootstrap,56,1,0.9901944684128056,0.9901944684128056
bootstrap,56,2,0.979397633480377,0.9890279183834652
bootstrap,56,3,0.9934894941311834,0.9974877264664607
bootstrap,56,4,0.9851929078117714,0.9947350142541405
bootstrap,56,5,0.9699512382401279,0.9921326997680243
bootstrap,56,6,0.9832232528187773,0.995526651409573
bootstrap,56,7,0.912050237630676,0.9859580066058494
bootstrap,56,8,0.9723448802395721,0.9951245219055105
bootstrap,56,9,0.9707804205397833,0.9950846430893758
bootstrap,56,10,0.9393965842037847,0.9923797092278009
bootstrap,56,11,0.9568582147695763,0.9940089576566831
bootstrap,56,12,0.7573523268150582,0.9773048178294607
bootstrap,56,13,0.8785989148767098,0.9883901167461697
bootstrap,57,1,0.9996632520673286,0.9996632520673286
bootstrap,57,2,0.9934590462118125,0.9966635806929012
bootstrap,57,3,0.9976245869977037,0.9990488289942774
bootstrap,57,4,0.9917988616383352,0.997757519184719
bootstrap,57,5,0.9923801125076745,0.9981066648408227
bootstrap,57,6,0.983407265164722,0.9961772635679139
bootstrap,57,7,0.9735963394054516,0.9956084247644948
bootstrap,57,8,0.9870413930716502,0.996860523638922
bootstrap,57,9,0.9629112033895533,0.9942623514922038
bootstrap,57,10,0.97598164043975,0.9959940117342467
bootstrap,57,11,0.9516197647741617,0.9935973068824218
bootstrap,57,12,0.7746282331629759,0.9788084756842824
bootstrap,57,13,0.973444428559242,0.9955361448533131
bootstrap,58,1,0.9862760129036316,0.9862760129036316
bootstrap,58,2,0.9856599009779948,0.9924522776841511
bootstrap,58,3,0.9814171147184406,0.9935679584475784
bootstrap,58,4,0.9791775265979096,0.9912695591433943
bootstrap,58,5,0.9401487553020215,0.9837927208030898
bootstrap,58,6,0.9804397137677539,0.994769427964615
bootstrap,58,7,0.9626947490374591,0.9915664380537498
bootstrap,58,8,0.9750760222651929,0.9939885368141044
bootstrap,58,9,0.965586454376452,0.9935090493068218
bootstrap,58,10,0.9701182761105976,0.9930045773422262
bootstrap,58,11,0.879990586975157,0.9843048956634074
bootstrap,58,12,0.773405849497184,0.9756804910704883
bootstrap,58,13,0.710359427296333,0.971946418040692
bootstrap,59,1,0.9870470125319932,0.9870470125319932
bootstrap,59,2,0.9916059995285362,0.995198971055652
bootstrap,59,3,0.9900400532138048,0.9958617368558526
bootstrap,59,4,0.9877059002478208,0.9961656627009366
bootstrap,59,5,0.9867411963022509,0.9963864083289786
bootstrap,59,6,0.9852515681717597,0.9967681927191565
bootstrap,59,7,0.9848694616882009,0.9962201803652547
bootstrap,59,8,0.9792783055864704,0.9956183956189252
bootstrap,59,9,0.9786262741444092,0.9958685045408061
bootstrap,59,10,0.9815508073477478,0.9970214139085376
bootstrap,59,11,0.9373613004950415,0.9922615674021579
bootstrap,59,12,0.7982520199207389,0.9784770223106491
bootstrap,59,13,0.8490849613689014,0.9856710189663714
bootstrap,60,1,0.9959608931409931,0.9959608931409931
bootstrap,60,2,0.9860200428475875,0.9923205229481142
bootstrap,60,3,0.9859160445388767,0.995058899653654
bootstrap,60,4,0.9820459659052762,0.9928282836531613
bootstrap,60,5,0.9161655669604759,0.9799683342306922
bootstrap,60,6,0.9559235456176681,0.9902576121978535
bootstrap,60,7,0.9733948173745481,0.992159967790123
bootstrap,60,8,0.9509915251907698,0.9915424979722662
bootstrap,60,9,0.9354094819020803,0.9892785518963403
bootstrap,60,10,0.965569384159338,0.993802367563213
bootstrap,60,11,0.9610831810407383,0.9944100727973542
bootstrap,60,12,0.7588882269061566,0.9761003716913925
bootstrap,60,13,0.8808347415295021,0.986054621112819
bootstrap,61,1,0.9961194157597454,0.9961194157597454
bootstrap,61,2,0.9967400057065772,0.9978205815058532
bootstrap,61,3,0.9949518927175303,0.9976436934849172
bootstrap,61,4,0.9934161828750773,0.9971220937056124
bootstrap,61,5,0.9689056866303138,0.9927415858508812
bootstrap,61,6,0.9931986139994826,0.9976957087502476
bootstrap,61,7,0.9591482927988394,0.9929064616677482
bootstrap,61,8,0.9587663148119648,0.9935187024859267
bootstrap,61,9,0.9631176139740437,0.9942720613392922
bootstrap,61,10,0.9042698347252863,0.9888292809069021
bootstrap,61,11,0.9808478235204378,0.9966412053006137
bootstrap,61,12,0.7878581488913252,0.9803704375984018
bootstrap,61,13,0.10119263148122928,0.9284817428186224
bootstrap,62,1,0.995347311365965,0.995347311365965
bootstrap,62,2,0.9893235655394786,0.9934050205040024
bootstrap,62,3,0.9934313241117366,0.9976974774026489
bootstrap,62,4,0.9914256645504762,0.9974862933712041
bootstrap,62,5,0.9903975195089727,0.9976636498935244
bootstrap,62,6,0.9911538540822414,0.9974807560724277
bootstrap,62,7,0.9780313453102082,0.995243383103098
bootstrap,62,8,0.8778706270379985,0.9829778986256366
bootstrap,62,9,0.9757784245675758,0.9960808451323531
bootstrap,62,10,0.9643955495946613,0.9936686546657343
bootstrap,62,11,0.9470428894866555,0.9924223838731344
bootstrap,62,12,0.9562597592813749,0.9933500838703694
bootstrap,62,13,0.9611622899434534,0.994033897439539
bootstrap,63,1,0.9874938031562515,0.9874938031562515
bootstrap,63,2,0.9981612083763615,0.9989697190933542
bootstrap,63,3,0.9894990572648469,0.9963704328987696
bootstrap,63,4,0.9846999147441856,0.9958162641242023
bootstrap,63,5,0.9849233497601225,0.9963966975396026
bootstrap,63,6,0.9853325457610113,0.9964242014514113
bootstrap,63,7,0.9727566745044071,0.9937743764782184
bootstrap,63,8,0.9848761142616608,0.9973958378247283
bootstrap,63,9,0.9824933617065726,0.9968134565976362
bootstrap,63,10,0.9794809680067471,0.9968406626316524
bootstrap,63,11,0.8922506904360034,0.987710171198394
bootstrap,63,12,0.9605236785361683,0.9933756953601874
bootstrap,63,13,0.9369500151014366,0.9923995299775169
bootstrap,64,1,0.9982024241171527,0.9982024241171527
bootstrap,64,2,0.9980436049188661,0.9988153375552659
bootstrap,64,3,0.9980527788758444,0.9990364262113886
bootstrap,64,4,0.9879635043207501,0.9966832270273356
bootstrap,64,5,0.783595560247574,0.9563359602285573
bootstrap,64,6,0.9824841803775197,0.9964343173337794
bootstrap,64,7,0.9430689707891194,0.9906203953710969
bootstrap,64,8,0.9607757819488087,0.9936362047119931
bootstrap,64,9,0.9869805787132726,0.997677467979567
bootstrap,64,10,0.9496531118632888,0.9932183939369221
bootstrap,64,11,0.864153391718501,0.9859257050416074
bootstrap,64,12,0.9021821794534404,0.9858487872548741
bootstrap,64,13,0.8984976710171014,0.9900981071432103
bootstrap,65,1,0.9979822256484557,0.9979822256484557
bootstrap,65,2,0.9989131485073337,0.9993470519260904
bootstrap,65,3,0.9992370278940395,0.9996717862307104
bootstrap,65,4,0.9654104466821568,0.9912390064035353
bootstrap,65,5,0.9840831900282657,0.9965908543430622
bootstrap,65,6,0.9914030749224813,0.9983205725009104
bootstrap,65,7,0.9784638980292004,0.9965254805272787
bootstrap,65,8,0.9694981888699091,0.9957234045579433
bootstrap,65,9,0.9836211626263748,0.997602726303287
bootstrap,65,10,0.9847791634332639,0.9978583768180218
bootstrap,65,11,0.9577056825925677,0.9952561401631033
bootstrap,65,12,0.9277765274476866,0.9928935637618169
bootstrap,65,13,0.9400430896699346,0.9942405245022005
bootstrap,66,1,0.9837382088132975,0.9837382088132975
bootstrap,66,2,0.9953353704923982,0.9971857578755394
bootstrap,66,3,0.994696825193467,0.9968861462318919
bootstrap,66,4,0.9462058365097109,0.9853480158327366
bootstrap,66,5,0.9891016755819075,0.9965622679401207
bootstrap,66,6,0.9060041633131771,0.9826600903087309
bootstrap,66,7,0.9853395977118975,0.9954999652240039
bootstrap,66,8,0.9070052690680803,0.9866548686453953
bootstrap,66,9,0.9124036755220789,0.9882711667808307
bootstrap,66,10,0.9698306930488799,0.994387382940386
bootstrap,66,11,0.9761323090060496,0.9954563442597734
bootstrap,66,12,0.7427530865648546,0.9752969874878564
bootstrap,66,13,0.41300451070128197,0.9488660086059213
bootstrap,67,1,0.9994560600728437,0.9994560600728437
bootstrap,67,2,0.999260823025031,0.9994571752733696
bootstrap,67,3,0.9979984795620805,0.9991889695283374
bootstrap,67,4,0.9946506645691441,0.9983777924456814
bootstrap,67,5,0.9938169502587996,0.9979824610986222
bootstrap,67,6,0.9615761894204452,0.9929420094592954
bootstrap,67,7,0.9491030221515517,0.9919995243171228
bootstrap,67,8,0.9858918387084229,0.9976849675575707
bootstrap,67,9,0.9744513281257202,0.9960585319849637
bootstrap,67,10,0.9792369206395886,0.9959107958997186
bootstrap,67,11,0.9751998033232228,0.9944591130910698
bootstrap,67,12,0.9403126814279547,0.9921432523044184
bootstrap,67,13,0.9214978697066515,0.9901464594971472
bootstrap,68,1,0.9965633672924097,0.9965633672924097
bootstrap,68,2,0.9965441635119718,0.9976521032062347
bootstrap,68,3,0.9903757564646253,0.9964973873541383
bootstrap,68,4,0.988766327979678,0.9964186428968834
bootstrap,68,5,0.9872111862051808,0.9964476275480447
bootstrap,68,6,0.9797016899639654,0.9947690990722613
bootstrap,68,7,0.964495374931484,0.9936144103855232
bootstrap,68,8,0.9779805948121708,0.9955541150076368
bootstrap,68,9,0.9772131024845997,0.9963249048602195
bootstrap,68,10,0.9427873569965873,0.991259490428452
bootstrap,68,11,0.9350504533992399,0.9915534415736943
bootstrap,68,12,0.8831474579745424,0.9870672686993108
bootstrap,68,13,0.9408588148009,0.9924308287731161
bootstrap,69,1,0.9926901744897034,0.9926901744897034
bootstrap,69,2,0.9931995996543027,0.9964419485918896
bootstrap,69,3,0.9964096383570076,0.9984403375090225
bootstrap,69,4,0.9806382560407291,0.9947910466112884
bootstrap,69,5,0.9929637771658062,0.9982548648722489
bootstrap,69,6,0.9927034541279753,0.9981307693110498
bootstrap,69,7,0.987327577374255,0.9974058157579371
bootstrap,69,8,0.9144007760121856,0.9877607101147603
bootstrap,69,9,0.9826429537731944,0.9966379235064454
bootstrap,69,10,0.9437853021654602,0.9926785717928354
bootstrap,69,11,0.8394168576478804,0.9833037531645995
bootstrap,69,12,0.9113908141082633,0.9906648569421926
bootstrap,69,13,0.9516915048210236,0.9936182281348119
bootstrap,70,1,0.9950330635251453,0.9950330635251453
bootstrap,70,2,0.9964862504133818,0.9979607880641336
bootstrap,70,3,0.9983066218911123,0.9993308254687442
bootstrap,70,4,0.9580985049837237,0.9893281817728502
bootstrap,70,5,0.9982692345870544,0.9994364706124446
bootstrap,70,6,0.9914763174125297,0.9983198190073194
bootstrap,70,7,0.9665419356128433,0.9945561935901434
bootstrap,70,8,0.7906995083673151,0.9733707680138166
bootstrap,70,9,0.9745970477273125,0.9966282953669593
bootstrap,70,10,0.927995956584771,0.9917825273400215
bootstrap,70,11,0.9725804571797149,0.9950979859901434
bootstrap,70,12,0.964950871343033,0.9954120950161189
bootstrap,70,13,0.6798619810903908,0.9733049220025318
bootstrap,71,1,0.9957679243129284,0.9957679243129284
bootstrap,71,2,0.9963019006008509,0.9974392034899491
bootstrap,71,3,0.9945603883672637,0.9975172639041845
bootstrap,71,4,0.9798456131281993,0.9941492050033879
bootstrap,71,5,0.9141710633691918,0.9809511867962328
bootstrap,71,6,0.956843158934381,0.9906908241637993
bootstrap,71,7,0.9618245478009563,0.9923318791330743
bootstrap,71,8,0.9149085387350665,0.9873573058767433
bootstrap,71,9,0.9815639218230924,0.9966101112045356
bootstrap,71,10,0.9743845004184708,0.9950469285290456
bootstrap,71,11,0.9173038965397269,0.9902396378729371
bootstrap,71,12,0.8048210336538467,0.9808157874994143
bootstrap,71,13,0.9333239836205899,0.9922974624013027
bootstrap,72,1,0.9950009548838826,0.9950009548838826
bootstrap,72,2,0.9930952689322401,0.9945822735449089
bootstrap,72,3,0.993724033053746,0.9977640205813586
bootstrap,72,4,0.9499079474432688,0.9858827328493615
bootstrap,72,5,0.9884400390070142,0.9973680390704507
bootstrap,72,6,0.9791866729254253,0.9944999891257528
bootstrap,72,7,0.9518575620203418,0.9913958361750375
bootstrap,72,8,0.920907683059677,0.9880823515555568
bootstrap,72,9,0.9825712674734376,0.9956805543740521
bootstrap,72,10,0.8134655047364112,0.9792180746063499
bootstrap,72,11,0.9717626404894694,0.9952012952136581
bootstrap,72,12,0.953914149685288,0.9937863949450967
bootstrap,72,13,0.9691487959335245,0.9939479658038403
bootstrap,73,1,0.9976456667735119,0.9976456667735119
bootstrap,73,2,0.9926671857993564,0.9962463533958708
bootstrap,73,3,0.9889855434997522,0.9960755700582699
bootstrap,73,4,0.9860857436861461,0.9957881860100314
bootstrap,73,5,0.8235575051393866,0.961916458157172
bootstrap,73,6,0.9782689882471407,0.9954482406719131
bootstrap,73,7,0.9752761188735031,0.994097522143074
bootstrap,73,8,0.9669838970875121,0.9935217423800108
bootstrap,73,9,0.9561323453346098,0.9925596869338733
bootstrap,73,10,0.9532343556496334,0.9922205263861716
bootstrap,73,11,0.9605606836615278,0.9928188924571472
bootstrap,73,12,0.8030137043049981,0.9792882384038485
bootstrap,73,13,0.8817885394612955,0.9862417245046795
bootstrap,74,1,0.9986685844364428,0.9986685844364428
bootstrap,74,2,0.9970199096602048,0.998269947601168
bootstrap,74,3,0.9988677187386235,0.9995411046356201
bootstrap,74,4,0.9964604708490993,0.9989486084052535
bootstrap,74,5,0.9770767995619266,0.9947033396664107
bootstrap,74,6,0.9873618162355078,0.9971025916733057
bootstrap,74,7,0.9468629584444285,0.9917819390480344
bootstrap,74,8,0.9913503399948994,0.9982864309771646
bootstrap,74,9,0.9600514756731218,0.9943490923662119
bootstrap,74,10,0.9474356154597388,0.9928626521905285
bootstrap,74,11,0.9639885131279862,0.9945663328338086
bootstrap,74,12,0.6788411953783882,0.969561306054211
bootstrap,74,13,0.9287626314638362,0.9887786288486206
bootstrap,75,1,0.9966453159965758,0.9966453159965758
bootstrap,75,2,0.9963873979407475,0.998053721530349
bootstrap,75,3,0.9933483396380571,0.9975317649826083
bootstrap,75,4,0.9844012367651906,0.9949424939669516
bootstrap,75,5,0.9522249135408398,0.9885247014823404
bootstrap,75,6,0.9809143344942002,0.9938162386216574
bootstrap,75,7,0.9740297893945841,0.9948793724255236
bootstrap,75,8,0.9743880512753138,0.9953745494092726
bootstrap,75,9,0.974676942991501,0.9956054657468388
bootstrap,75,10,0.961785339727529,0.9935679005159959
bootstrap,75,11,0.893731138717071,0.9876880410323433
bootstrap,75,12,0.9756693056359413,0.9953705586393017
bootstrap,75,13,0.7192110515686125,0.9755158849808314
bootstrap,76,1,0.9751135136091483,0.9751135136091483
bootstrap,76,2,0.9959460009330342,0.9978261460996063
bootstrap,76,3,0.9962729751269344,0.9985712736855993
bootstrap,76,4,0.9910675756033694,0.997278180005937
bootstrap,76,5,0.9870149650325131,0.9967349802452452
bootstrap,76,6,0.9696364294994182,0.9935321815080993
bootstrap,76,7,0.9612169735661739,0.9928017848668638
bootstrap,76,8,0.9735737402134719,0.9953348782679258
bootstrap,76,9,0.9812322119232341,0.9963212964965832
bootstrap,76,10,0.9830851722207011,0.9969317739412176
bootstrap,76,11,0.9707654526504688,0.9951240833457505
bootstrap,76,12,0.7703997086735013,0.9789467884604627
bootstrap,76,13,0.9508677824460839,0.9936336620164461
bootstrap,77,1,0.9960524325673267,0.9960524325673267
