narrow_occupation_code,narrow_occupation_title,intermediate_parent_code,broad_parent_code,narrow_n,narrow_sample_size_gain_vs_narrow,narrow_distinct_narrow_codes,narrow_within_cell_5d_rms_heterogeneity,narrow_bootstrap_p95_displacement,narrow_split_median_distance,narrow_feasibility_tier,intermediate_n,intermediate_sample_size_gain_vs_narrow,intermediate_distinct_narrow_codes,intermediate_within_cell_5d_rms_heterogeneity,intermediate_bootstrap_p95_displacement,intermediate_split_median_distance,intermediate_feasibility_tier,broad_n,broad_sample_size_gain_vs_narrow,broad_distinct_narrow_codes,broad_within_cell_5d_rms_heterogeneity,broad_bootstrap_p95_displacement,broad_split_median_distance,broad_feasibility_tier,semantic_cost_note
4510,"Hairdressers, hairstylists, and cosmetologists",39-5000,39-0000,35,0,1,2.273185058,0.5973471758,0.7653608622,BROAD-FAMILY ONLY,52,17,3,2.18767039,0.4849519521,0.6260980829,MODERATE / EXPLORATORY,289,254,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4520,Miscellaneous personal appearance workers,39-5000,39-0000,12,0,1,1.898231894,1.062405244,1.251378941,BROAD-FAMILY ONLY,52,40,3,2.18767039,0.4849519521,0.6260980829,MODERATE / EXPLORATORY,289,277,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4600,Child care workers,39-9000,39-0000,91,0,1,2.374188267,0.4094850187,0.4954879249,MODERATE / EXPLORATORY,182,91,5,2.331456074,0.3068371773,0.3464816577,STRONG CENTROID,289,198,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4610,Personal and home care aides,39-9000,39-0000,59,0,1,2.30246467,0.5521741407,0.6026887734,MODERATE / EXPLORATORY,182,123,5,2.331456074,0.3068371773,0.3464816577,STRONG CENTROID,289,230,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4620,Recreation and fitness workers,39-9000,39-0000,16,0,1,1.76584367,0.8781565952,0.8842573547,BROAD-FAMILY ONLY,182,166,5,2.331456074,0.3068371773,0.3464816577,STRONG CENTROID,289,273,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4650,"Personal care and service workers, all other",39-9000,39-0000,11,0,1,2.042099799,1.072675278,1.320647486,BROAD-FAMILY ONLY,182,171,5,2.331456074,0.3068371773,0.3464816577,STRONG CENTROID,289,278,20,2.323997076,0.2303336113,0.2806275623,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4700,First-line supervisors/managers of retail sales workers,41-1000,41-0000,147,0,1,2.159728911,0.3054083234,0.3629005537,STRONG CENTROID,173,26,2,2.119531527,0.2758063358,0.3230918475,STRONG CENTROID,742,595,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4710,First-line supervisors/managers of non-retail sales workers,41-1000,41-0000,26,0,1,1.816955684,0.6391516432,0.7101982769,BROAD-FAMILY ONLY,173,147,2,2.119531527,0.2758063358,0.3230918475,STRONG CENTROID,742,716,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4720,Cashiers,41-2000,41-0000,213,0,1,2.256136141,0.2719801041,0.3236141528,STRONG CENTROID,381,168,4,2.233314418,0.2061676846,0.2385934886,STRONG CENTROID,742,529,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4760,Retail salespersons,41-2000,41-0000,157,0,1,2.19429397,0.331247974,0.3611086753,STRONG CENTROID,381,224,4,2.233314418,0.2061676846,0.2385934886,STRONG CENTROID,742,585,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4810,Insurance sales agents,41-3000,41-0000,31,0,1,1.965762145,0.6326214014,0.7270973716,BROAD-FAMILY ONLY,83,52,5,2.002893266,0.3554031162,0.4294302121,MODERATE / EXPLORATORY,742,711,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4820,"Securities, commodities, and financial services sales agents",41-3000,41-0000,14,0,1,1.90628073,0.836615727,1.060140305,BROAD-FAMILY ONLY,83,69,5,2.002893266,0.3554031162,0.4294302121,MODERATE / EXPLORATORY,742,728,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4840,"Sales representatives, services, all other",41-3000,41-0000,25,0,1,1.997979423,0.6740746155,0.7938513187,BROAD-FAMILY ONLY,83,58,5,2.002893266,0.3554031162,0.4294302121,MODERATE / EXPLORATORY,742,717,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4850,"Sales representatives, wholesale and manufacturing",41-4000,41-0000,48,0,1,2.405286779,0.5748291973,0.6694089946,BROAD-FAMILY ONLY,48,0,1,2.405286779,0.5748291973,0.6694089946,BROAD-FAMILY ONLY,742,694,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4920,Real estate brokers and sales agents,41-9000,41-0000,11,0,1,2.193365611,1.318785313,1.360965541,BROAD-FAMILY ONLY,57,46,5,2.571877184,0.6105274988,0.679001665,BROAD-FAMILY ONLY,742,731,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4940,Telemarketers,41-9000,41-0000,14,0,1,2.033246431,0.988734997,1.181895759,BROAD-FAMILY ONLY,57,43,5,2.571877184,0.6105274988,0.679001665,BROAD-FAMILY ONLY,742,728,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4950,"Door-to-door sales workers, news and street vendors, and related workers",41-9000,41-0000,13,0,1,2.206416519,1.050362544,1.199867946,BROAD-FAMILY ONLY,57,44,5,2.571877184,0.6105274988,0.679001665,BROAD-FAMILY ONLY,742,729,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
4960,"Sales and related workers, all other",41-9000,41-0000,13,0,1,2.724181663,1.609175427,1.56225309,BROAD-FAMILY ONLY,57,44,5,2.571877184,0.6105274988,0.679001665,BROAD-FAMILY ONLY,742,729,17,2.231488345,0.1423011807,0.1656589945,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5000,First-line supervisors/managers of office and administrative support workers,43-1000,43-0000,47,0,1,2.009341745,0.547440196,0.6408248489,BROAD-FAMILY ONLY,47,0,1,2.009341745,0.547440196,0.6408248489,BROAD-FAMILY ONLY,937,890,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5100,Bill and account collectors,43-3000,43-0000,22,0,1,2.444040911,1.090759912,1.1062145,BROAD-FAMILY ONLY,139,117,5,2.070493475,0.3171654923,0.3551344317,STRONG CENTROID,937,915,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5110,Billing and posting clerks and machine operators,43-3000,43-0000,26,0,1,1.890115266,0.6911172519,0.7034036546,BROAD-FAMILY ONLY,139,113,5,2.070493475,0.3171654923,0.3551344317,STRONG CENTROID,937,911,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5120,"Bookkeeping, accounting, and auditing clerks",43-3000,43-0000,49,0,1,1.930260256,0.5104330729,0.5576116413,BROAD-FAMILY ONLY,139,90,5,2.070493475,0.3171654923,0.3551344317,STRONG CENTROID,937,888,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5160,Tellers,43-3000,43-0000,34,0,1,1.925065976,0.568128454,0.653440445,BROAD-FAMILY ONLY,139,105,5,2.070493475,0.3171654923,0.3551344317,STRONG CENTROID,937,903,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5240,Customer service representatives,43-4000,43-0000,151,0,1,2.256815317,0.3194274241,0.376248818,STRONG CENTROID,322,171,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,786,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5260,File Clerks,43-4000,43-0000,12,0,1,2.214988899,1.238272363,1.412069483,BROAD-FAMILY ONLY,322,310,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,925,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5300,"Hotel, motel, and resort desk clerks",43-4000,43-0000,16,0,1,1.816831374,0.7896075817,0.9470642654,BROAD-FAMILY ONLY,322,306,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,921,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5310,"Interviewers, except eligibility and loan",43-4000,43-0000,14,0,1,2.121355213,1.218181852,1.254456716,BROAD-FAMILY ONLY,322,308,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,923,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5400,Receptionists and information clerks,43-4000,43-0000,75,0,1,2.247374593,0.4746962103,0.5451931011,MODERATE / EXPLORATORY,322,247,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,862,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5410,Reservation and transportation ticket agents and travel clerks,43-4000,43-0000,15,0,1,2.009700043,1.084130097,1.203157342,BROAD-FAMILY ONLY,322,307,16,2.224191053,0.2249696112,0.2502211247,STRONG CENTROID,937,922,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5510,Couriers and messengers,43-5000,43-0000,10,0,1,2.129366715,1.378330304,1.625752036,BROAD-FAMILY ONLY,189,179,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,927,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5520,Dispatchers,43-5000,43-0000,16,0,1,2.490278695,1.028166293,1.175860097,BROAD-FAMILY ONLY,189,173,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,921,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5600,"Production, planning, and expediting clerks",43-5000,43-0000,17,0,1,2.139114318,0.9077815668,1.046201554,BROAD-FAMILY ONLY,189,172,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,920,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5610,"Shipping, receiving, and traffic clerks",43-5000,43-0000,38,0,1,2.298095228,0.6433405395,0.7694219309,BROAD-FAMILY ONLY,189,151,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,899,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5620,Stock clerks and order fillers,43-5000,43-0000,88,0,1,2.322531634,0.4173580831,0.4934955585,MODERATE / EXPLORATORY,189,101,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,849,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5630,"Weighers, measurers, checkers, and samplers, recordkeeping",43-5000,43-0000,10,0,1,1.726926509,1.169145783,1.225515076,BROAD-FAMILY ONLY,189,179,9,2.282638018,0.2792771785,0.3335842441,STRONG CENTROID,937,927,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5700,Secretaries and administrative assistants,43-6000,43-0000,113,0,1,2.150281892,0.3411157188,0.4203316535,STRONG CENTROID,113,0,1,2.150281892,0.3411157188,0.4203316535,STRONG CENTROID,937,824,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5810,Data entry keyers,43-9000,43-0000,24,0,1,2.44322407,0.8884982125,1.089322962,BROAD-FAMILY ONLY,124,100,10,2.303833406,0.334330682,0.4313128487,STRONG CENTROID,937,913,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5840,Insurance claims and policy processing clerks,43-9000,43-0000,26,0,1,2.230710537,0.7805880541,0.9050701039,BROAD-FAMILY ONLY,124,98,10,2.303833406,0.334330682,0.4313128487,STRONG CENTROID,937,911,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5860,"Office clerks, general",43-9000,43-0000,32,0,1,2.038214989,0.6040604029,0.7691379549,BROAD-FAMILY ONLY,124,92,10,2.303833406,0.334330682,0.4313128487,STRONG CENTROID,937,905,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
5930,"Office and administrative support workers, all other",43-9000,43-0000,24,0,1,2.108841464,0.7919191216,0.8910745993,BROAD-FAMILY ONLY,124,100,10,2.303833406,0.334330682,0.4313128487,STRONG CENTROID,937,913,43,2.219521725,0.1254637525,0.1541330389,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6050,Miscellaneous agricultural workers,45-2000,45-0000,25,0,1,2.249278919,0.8056632183,0.8726847925,UNSTABLE / TOO SPARSE,27,2,4,2.230834371,0.7637887194,0.8276727941,UNSTABLE / TOO SPARSE,33,8,7,2.277154173,0.7590726357,0.7460684287,UNSTABLE / TOO SPARSE,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6200,First-line supervisors/managers of construction trades and extraction workers,47-1000,47-0000,15,0,1,2.207714789,1.025064738,1.169164852,BROAD-FAMILY ONLY,15,0,1,2.207714789,1.025064738,1.169164852,BROAD-FAMILY ONLY,402,387,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6230,Carpenters,47-2000,47-0000,73,0,1,2.021235487,0.3997349326,0.452437602,MODERATE / EXPLORATORY,341,268,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,329,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6240,"Carpet, floor, and tile installers and finishers",47-2000,47-0000,14,0,1,2.071626704,1.122021949,1.133573892,BROAD-FAMILY ONLY,341,327,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,388,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6260,Construction laborers,47-2000,47-0000,87,0,1,2.186982606,0.388206518,0.4733620106,MODERATE / EXPLORATORY,341,254,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,315,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6320,Operating engineers and other construction equipment operators,47-2000,47-0000,19,0,1,2.122709093,0.8994426934,1.004471448,BROAD-FAMILY ONLY,341,322,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,383,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6350,Electricians,47-2000,47-0000,38,0,1,1.928497723,0.5376597549,0.6038153705,BROAD-FAMILY ONLY,341,303,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,364,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6420,"Painters, construction and maintenance",47-2000,47-0000,27,0,1,2.210765627,0.7403273353,0.8651181639,BROAD-FAMILY ONLY,341,314,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,375,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6440,"Pipelayers, plumbers, pipefitters, and steamfitters",47-2000,47-0000,21,0,1,1.992406868,0.8539428039,0.8684098088,BROAD-FAMILY ONLY,341,320,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,381,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6510,Roofers,47-2000,47-0000,14,0,1,2.242329521,1.14010168,1.290497857,BROAD-FAMILY ONLY,341,327,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,388,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6520,Sheet metal workers,47-2000,47-0000,12,0,1,1.901726157,1.000075871,1.124724042,BROAD-FAMILY ONLY,341,329,19,2.178336725,0.2022671374,0.2315188386,STRONG CENTROID,402,390,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
6600,"Helpers, construction trades",47-3000,47-0000,16,0,1,1.931412853,1.000991465,1.071922452,BROAD-FAMILY ONLY,16,0,1,1.931412853,1.000991465,1.071922452,BROAD-FAMILY ONLY,402,386,32,2.171797427,0.1813942848,0.2080008286,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7010,"Computer, automated teller, and office machine repairers",49-2000,49-0000,14,0,1,2.545485419,1.321868762,1.366307129,BROAD-FAMILY ONLY,43,29,4,2.301477055,0.5814558563,0.7132556755,BROAD-FAMILY ONLY,215,201,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7020,Radio and telecommunications equipment installers and repairers,49-2000,49-0000,16,0,1,2.105945834,0.8837878167,1.052947204,BROAD-FAMILY ONLY,43,27,4,2.301477055,0.5814558563,0.7132556755,BROAD-FAMILY ONLY,215,199,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7200,Automotive service technicians and mechanics,49-3000,49-0000,45,0,1,2.125825299,0.5044150683,0.6194615434,BROAD-FAMILY ONLY,79,34,8,2.063909377,0.3396639453,0.4586905419,MODERATE / EXPLORATORY,215,170,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7210,Bus and truck mechanics and diesel engine specialists,49-3000,49-0000,11,0,1,2.044288791,1.036923935,1.268846617,BROAD-FAMILY ONLY,79,68,8,2.063909377,0.3396639453,0.4586905419,MODERATE / EXPLORATORY,215,204,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7310,"Heating, air conditioning, and refrigeration mechanics and installers",49-9000,49-0000,24,0,1,1.921208195,0.7087824555,0.7785685256,BROAD-FAMILY ONLY,87,63,14,2.227196144,0.4149251849,0.4673463856,MODERATE / EXPLORATORY,215,191,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7340,"Maintenance and repair workers, general",49-9000,49-0000,10,0,1,2.657954866,1.697690759,1.818561857,BROAD-FAMILY ONLY,87,77,14,2.227196144,0.4149251849,0.4673463856,MODERATE / EXPLORATORY,215,205,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7620,"Other installation, maintenance, and repair workers",49-9000,49-0000,11,0,1,2.383232293,1.582839007,1.557742119,BROAD-FAMILY ONLY,87,76,14,2.227196144,0.4149251849,0.4673463856,MODERATE / EXPLORATORY,215,204,27,2.190621378,0.2430624239,0.2918078398,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7700,First-line supervisors/managers of production and operating workers,51-1000,51-0000,27,0,1,2.042190894,0.7205676769,0.7842731547,BROAD-FAMILY ONLY,27,0,1,2.042190894,0.7205676769,0.7842731547,BROAD-FAMILY ONLY,340,313,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7750,Miscellaneous assemblers and fabricators,51-2000,51-0000,30,0,1,2.163097253,0.6872180185,0.8283364474,BROAD-FAMILY ONLY,41,11,5,2.1320432,0.5365546151,0.6822806343,BROAD-FAMILY ONLY,340,310,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
7810,"Butchers and other meat, poultry, and fish processing workers",51-3000,51-0000,10,0,1,2.26896407,1.44120155,1.621774741,BROAD-FAMILY ONLY,21,11,5,2.364504039,0.9827202485,1.140367997,BROAD-FAMILY ONLY,340,330,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8140,"Welding, soldering, and brazing workers",51-4000,51-0000,30,0,1,1.902665493,0.6560237911,0.7054898889,BROAD-FAMILY ONLY,69,39,12,2.036478809,0.409538377,0.5006885458,MODERATE / EXPLORATORY,340,310,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8220,"Metalworkers and plastic workers, all other",51-4000,51-0000,19,0,1,2.276427571,0.9194025764,1.104931333,BROAD-FAMILY ONLY,69,50,12,2.036478809,0.409538377,0.5006885458,MODERATE / EXPLORATORY,340,321,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8740,"Inspectors, testers, sorters, samplers, and weighers",51-9000,51-0000,31,0,1,2.083838249,0.6599881165,0.8212514901,BROAD-FAMILY ONLY,139,108,15,2.245810904,0.3094874157,0.3944946704,STRONG CENTROID,340,309,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8800,Packaging and filling machine operators and tenders,51-9000,51-0000,16,0,1,2.089576926,0.9966132324,1.09975631,BROAD-FAMILY ONLY,139,123,15,2.245810904,0.3094874157,0.3944946704,STRONG CENTROID,340,324,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8810,Painting workers,51-9000,51-0000,10,0,1,2.255576474,1.476335458,1.624955651,BROAD-FAMILY ONLY,139,129,15,2.245810904,0.3094874157,0.3944946704,STRONG CENTROID,340,330,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
8960,"Production workers, all other",51-9000,51-0000,54,0,1,2.39037489,0.5705152323,0.689134523,MODERATE / EXPLORATORY,139,85,15,2.245810904,0.3094874157,0.3944946704,STRONG CENTROID,340,286,57,2.188535306,0.1804448122,0.2389612024,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9120,Bus drivers,53-3000,53-0000,10,0,1,1.718179126,1.086396359,1.212834003,BROAD-FAMILY ONLY,106,96,5,2.17408153,0.3341577377,0.4249476373,STRONG CENTROID,393,383,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9130,Driver/sales workers and truck drivers,53-3000,53-0000,84,0,1,2.214047336,0.4190238971,0.4864787402,MODERATE / EXPLORATORY,106,22,5,2.17408153,0.3341577377,0.4249476373,STRONG CENTROID,393,309,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9600,Industrial truck and tractor operators,53-7000,53-0000,37,0,1,2.191719805,0.6240140961,0.7676705889,BROAD-FAMILY ONLY,243,206,11,2.408536339,0.2961773831,0.3057473242,STRONG CENTROID,393,356,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9610,Cleaners of vehicles and equipment,53-7000,53-0000,29,0,1,2.295154166,0.7935214341,0.8399149028,BROAD-FAMILY ONLY,243,214,11,2.408536339,0.2961773831,0.3057473242,STRONG CENTROID,393,364,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9620,"Laborers and freight, stock, and material movers, hand",53-7000,53-0000,135,0,1,2.48406624,0.4074688191,0.4337253861,MODERATE / EXPLORATORY,243,108,11,2.408536339,0.2961773831,0.3057473242,STRONG CENTROID,393,258,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
9640,"Packers and packagers, hand",53-7000,53-0000,19,0,1,2.660052394,1.261498856,1.351527933,BROAD-FAMILY ONLY,243,224,11,2.408536339,0.2961773831,0.3057473242,STRONG CENTROID,393,374,26,2.330304676,0.2009033806,0.234277353,STRONG CENTROID,Parent groups follow official SOC hierarchy and may contain substantively different narrow occupations.
