model,persona,residual_trait_hifwb_score,within_model_percentile
Llama,refugee,-0.01066679465475833,46.18181818181818
Llama,reporter,-0.03257951321080542,36.36363636363637
Llama,researcher,0.005499239603020768,52.0
Llama,retiree,-0.09043902563510997,20.363636363636363
Llama,revenant,0.21190702162251263,93.0909090909091
Llama,reviewer,-0.010161234266291112,46.54545454545455
Llama,revolutionary,-0.051353845386852885,28.363636363636363
Llama,robot,0.2716278940207611,97.0909090909091
Llama,rogue,-0.30717893240304517,2.909090909090909
Llama,romantic,0.20298045854925237,91.63636363636364
Llama,saboteur,-0.27868103168486263,3.272727272727273
Llama,sage,0.04825479617912027,73.45454545454545
Llama,scheduler,0.024782557288585635,64.0
Llama,scholar,0.0025714464797248816,50.90909090909091
Llama,scientist,-0.04133229252512328,31.636363636363633
Llama,scout,-0.08372677556081665,22.181818181818183
Llama,screener,-0.020967990583218726,39.27272727272727
Llama,secretary,0.060614069010051036,76.0
Llama,shaman,0.16934123302457124,88.72727272727273
Llama,shapeshifter,0.08166096490195265,80.0
Llama,simulacrum,-0.22012764167273474,5.818181818181818
Llama,skeptic,-0.415398975724769,1.4545454545454546
Llama,smuggler,-0.3416485042071301,2.5454545454545454
Llama,sociologist,-0.12360215084138743,13.454545454545455
Llama,soldier,0.011047098720504741,53.090909090909086
Llama,sommelier,0.033124302682569974,68.72727272727272
Llama,specialist,0.015147082004066854,56.00000000000001
Llama,spirit,0.17363176149477136,89.81818181818181
Llama,spy,-0.14399906814182978,10.181818181818182
Llama,statistician,-0.02750024918218141,37.45454545454546
Llama,stoic,-0.11229531083649467,16.363636363636363
Llama,strategist,0.0386110642248081,71.63636363636363
Llama,student,-0.1147455749043198,15.272727272727273
Llama,summarizer,0.01855936686011004,59.63636363636363
Llama,supervisor,0.01548681165846242,56.36363636363636
Llama,surfer,-0.20134006484558895,6.909090909090909
Llama,survivor,0.03328721800427133,69.45454545454545
Llama,swarm,0.11762677034065551,84.36363636363636
Llama,symbiont,0.014667822573556864,55.63636363636364
Llama,synthesizer,0.01902780195587662,60.36363636363637
Llama,teacher,-0.014713408729628771,43.27272727272727
Llama,technologist,0.04600484964632022,73.0909090909091
Llama,teenager,-0.19151753986753206,7.636363636363637
Llama,theorist,0.02132073720530864,62.909090909090914
Llama,therapist,-0.12170749339144764,14.181818181818182
Llama,toddler,0.5558634772864007,100.0
Llama,traditionalist,-0.08595414909256494,21.818181818181817
Llama,trainer,0.06540563825993471,77.45454545454545
Llama,translator,-0.0155280351647356,42.54545454545455
Llama,tree,0.10259934911293221,81.81818181818183
Llama,trickster,-0.139155265244541,10.909090909090908
Llama,tulpa,-0.08958905474086283,20.727272727272727
Llama,tutor,-0.03894251339533176,32.36363636363636
Llama,validator,-0.058979859401107074,26.545454545454543
Llama,vampire,0.12652328268495253,84.72727272727273
