role,neighbor_rank,neighbor_role,standardized_native_pc_distance,model,model_label,k
hive,4,crystalline,0.706875528716,gemma,Gemma 2 27B,10
hive,5,virtuoso,0.717086599592,gemma,Gemma 2 27B,10
hive,6,egregore,0.809219693069,gemma,Gemma 2 27B,10
hive,7,visionary,0.809256692884,gemma,Gemma 2 27B,10
hive,8,alien,0.850592289097,gemma,Gemma 2 27B,10
hive,9,purist,0.876108964337,gemma,Gemma 2 27B,10
hive,10,polymath,0.899167213934,gemma,Gemma 2 27B,10
hoarder,1,criminal,0.515291122744,gemma,Gemma 2 27B,10
hoarder,2,prisoner,0.552758047902,gemma,Gemma 2 27B,10
hoarder,3,improviser,0.75603839799,gemma,Gemma 2 27B,10
hoarder,4,smuggler,0.840730474997,gemma,Gemma 2 27B,10
hoarder,5,auctioneer,0.851046291966,gemma,Gemma 2 27B,10
hoarder,6,pirate,1.14069604779,gemma,Gemma 2 27B,10
hoarder,7,addict,1.25676023663,gemma,Gemma 2 27B,10
hoarder,8,daredevil,1.29852089164,gemma,Gemma 2 27B,10
hoarder,9,bartender,1.36216323208,gemma,Gemma 2 27B,10
hoarder,10,retiree,1.42352623857,gemma,Gemma 2 27B,10
homunculus,1,chimera,0.264397705026,gemma,Gemma 2 27B,10
homunculus,2,ascetic,0.315153974736,gemma,Gemma 2 27B,10
homunculus,3,revenant,0.491684288236,gemma,Gemma 2 27B,10
homunculus,4,ancient,0.496519184564,gemma,Gemma 2 27B,10
homunculus,5,crystalline,0.564604443345,gemma,Gemma 2 27B,10
homunculus,6,martyr,0.573964461749,gemma,Gemma 2 27B,10
homunculus,7,virtuoso,0.631494276149,gemma,Gemma 2 27B,10
homunculus,8,stoic,0.739158798834,gemma,Gemma 2 27B,10
homunculus,9,prophet,0.76078058723,gemma,Gemma 2 27B,10
homunculus,10,egregore,0.801244005575,gemma,Gemma 2 27B,10
hybrid,1,naturalist,0.165718220865,gemma,Gemma 2 27B,10
hybrid,2,minimalist,0.264036675014,gemma,Gemma 2 27B,10
hybrid,3,idealist,0.366331384163,gemma,Gemma 2 27B,10
hybrid,4,cosmopolitan,0.441750477012,gemma,Gemma 2 27B,10
hybrid,5,symbiont,0.500294007718,gemma,Gemma 2 27B,10
hybrid,6,writer,0.510915083169,gemma,Gemma 2 27B,10
hybrid,7,merchant,0.53476567868,gemma,Gemma 2 27B,10
hybrid,8,ecosystem,0.544141805609,gemma,Gemma 2 27B,10
hybrid,9,tulpa,0.550045158264,gemma,Gemma 2 27B,10
hybrid,10,composer,0.604607780995,gemma,Gemma 2 27B,10
idealist,1,cosmopolitan,0.296738543625,gemma,Gemma 2 27B,10
idealist,2,hybrid,0.366331384163,gemma,Gemma 2 27B,10
idealist,3,photographer,0.371722233026,gemma,Gemma 2 27B,10
idealist,4,writer,0.372288066724,gemma,Gemma 2 27B,10
idealist,5,tulpa,0.401932660921,gemma,Gemma 2 27B,10
idealist,6,archaeologist,0.405401618735,gemma,Gemma 2 27B,10
idealist,7,minimalist,0.408585236511,gemma,Gemma 2 27B,10
idealist,8,merchant,0.42147796736,gemma,Gemma 2 27B,10
idealist,9,composer,0.45449930666,gemma,Gemma 2 27B,10
idealist,10,novelist,0.47711456852,gemma,Gemma 2 27B,10
immigrant,1,refugee,0.251107614714,gemma,Gemma 2 27B,10
immigrant,2,nomad,0.38549335327,gemma,Gemma 2 27B,10
immigrant,3,empath,0.549208852935,gemma,Gemma 2 27B,10
immigrant,4,elder,0.610158324869,gemma,Gemma 2 27B,10
immigrant,5,musician,0.658286770951,gemma,Gemma 2 27B,10
immigrant,6,survivor,0.714869625496,gemma,Gemma 2 27B,10
immigrant,7,widow,0.823008659092,gemma,Gemma 2 27B,10
immigrant,8,optimist,0.839584182486,gemma,Gemma 2 27B,10
immigrant,9,chameleon,0.852829496422,gemma,Gemma 2 27B,10
immigrant,10,artisan,0.909799616169,gemma,Gemma 2 27B,10
improviser,1,auctioneer,0.347442453615,gemma,Gemma 2 27B,10
improviser,2,prisoner,0.43776473468,gemma,Gemma 2 27B,10
improviser,3,addict,0.542875916731,gemma,Gemma 2 27B,10
improviser,4,bartender,0.669442625931,gemma,Gemma 2 27B,10
improviser,5,divorcee,0.739744739213,gemma,Gemma 2 27B,10
improviser,6,retiree,0.747464273856,gemma,Gemma 2 27B,10
improviser,7,mechanic,0.751788509175,gemma,Gemma 2 27B,10
improviser,8,hoarder,0.75603839799,gemma,Gemma 2 27B,10
improviser,9,celebrity,0.819663938337,gemma,Gemma 2 27B,10
improviser,10,veteran,0.831409526086,gemma,Gemma 2 27B,10
infant,1,provincial,1.14130710417,gemma,Gemma 2 27B,10
infant,2,fool,1.21491779667,gemma,Gemma 2 27B,10
infant,3,grandparent,1.23757748963,gemma,Gemma 2 27B,10
infant,4,toddler,1.51522515177,gemma,Gemma 2 27B,10
infant,5,surfer,1.60471257609,gemma,Gemma 2 27B,10
infant,6,caveman,1.84963796633,gemma,Gemma 2 27B,10
infant,7,amateur,2.06490296764,gemma,Gemma 2 27B,10
infant,8,widow,2.15696446411,gemma,Gemma 2 27B,10
infant,9,pirate,2.32633121357,gemma,Gemma 2 27B,10
infant,10,orphan,2.33970136731,gemma,Gemma 2 27B,10
influencer,1,graduate,0.318375053935,gemma,Gemma 2 27B,10
influencer,2,student,0.447640543406,gemma,Gemma 2 27B,10
influencer,3,divorcee,0.50677244332,gemma,Gemma 2 27B,10
influencer,4,patient,0.51494644294,gemma,Gemma 2 27B,10
influencer,5,mechanic,0.545963806506,gemma,Gemma 2 27B,10
influencer,6,celebrity,0.660759514146,gemma,Gemma 2 27B,10
influencer,7,veteran,0.66143188228,gemma,Gemma 2 27B,10
influencer,8,bartender,0.6636725936,gemma,Gemma 2 27B,10
influencer,9,retiree,0.694632430635,gemma,Gemma 2 27B,10
influencer,10,parent,0.702373670288,gemma,Gemma 2 27B,10
instructor,1,mentor,0.13656335326,gemma,Gemma 2 27B,10
instructor,2,assistant,0.152937799976,gemma,Gemma 2 27B,10
instructor,3,coach,0.171575766105,gemma,Gemma 2 27B,10
instructor,4,collaborator,0.188507393567,gemma,Gemma 2 27B,10
instructor,5,networker,0.204711189074,gemma,Gemma 2 27B,10
instructor,6,trainer,0.242633883634,gemma,Gemma 2 27B,10
instructor,7,nutritionist,0.274631817248,gemma,Gemma 2 27B,10
instructor,8,mediator,0.291776933547,gemma,Gemma 2 27B,10
instructor,9,interpreter,0.30853003761,gemma,Gemma 2 27B,10
instructor,10,vegan,0.308573543753,gemma,Gemma 2 27B,10
interpreter,1,vegan,0.253844766878,gemma,Gemma 2 27B,10
interpreter,2,networker,0.274162791834,gemma,Gemma 2 27B,10
interpreter,3,mentor,0.278089844257,gemma,Gemma 2 27B,10
interpreter,4,instructor,0.30853003761,gemma,Gemma 2 27B,10
interpreter,5,guide,0.322193909037,gemma,Gemma 2 27B,10
interpreter,6,altruist,0.35762582064,gemma,Gemma 2 27B,10
interpreter,7,assistant,0.397472764502,gemma,Gemma 2 27B,10
interpreter,8,trainer,0.404016552227,gemma,Gemma 2 27B,10
interpreter,9,peacekeeper,0.417541540067,gemma,Gemma 2 27B,10
interpreter,10,veterinarian,0.433565125,gemma,Gemma 2 27B,10
interviewer,1,doctor,0.120165731622,gemma,Gemma 2 27B,10
interviewer,2,nutritionist,0.236979436863,gemma,Gemma 2 27B,10
interviewer,3,pharmacist,0.23759647673,gemma,Gemma 2 27B,10
interviewer,4,trainer,0.264746681447,gemma,Gemma 2 27B,10
interviewer,5,recruiter,0.268258697572,gemma,Gemma 2 27B,10
interviewer,6,veterinarian,0.291296243958,gemma,Gemma 2 27B,10
interviewer,7,assistant,0.291389181114,gemma,Gemma 2 27B,10
interviewer,8,networker,0.306159677921,gemma,Gemma 2 27B,10
interviewer,9,producer,0.330674355516,gemma,Gemma 2 27B,10
interviewer,10,supervisor,0.389958980277,gemma,Gemma 2 27B,10
jester,1,trickster,0.357988831439,gemma,Gemma 2 27B,10
jester,2,rogue,0.369096722491,gemma,Gemma 2 27B,10
jester,3,vigilante,0.864373547311,gemma,Gemma 2 27B,10
jester,4,dilettante,0.88375185322,gemma,Gemma 2 27B,10
jester,5,hedonist,0.913512564343,gemma,Gemma 2 27B,10
jester,6,rebel,0.956830887027,gemma,Gemma 2 27B,10
jester,7,daredevil,1.03239285063,gemma,Gemma 2 27B,10
jester,8,fixer,1.10894909195,gemma,Gemma 2 27B,10
jester,9,loner,1.15160430157,gemma,Gemma 2 27B,10
jester,10,smuggler,1.18590262261,gemma,Gemma 2 27B,10
journalist,1,linguist,0.0367321259395,gemma,Gemma 2 27B,10
journalist,2,debugger,0.167822506525,gemma,Gemma 2 27B,10
journalist,3,forecaster,0.183024789058,gemma,Gemma 2 27B,10
journalist,4,economist,0.189989602675,gemma,Gemma 2 27B,10
journalist,5,specialist,0.202071939139,gemma,Gemma 2 27B,10
journalist,6,engineer,0.226038931455,gemma,Gemma 2 27B,10
journalist,7,technologist,0.233795323571,gemma,Gemma 2 27B,10
journalist,8,accountant,0.252307454442,gemma,Gemma 2 27B,10
journalist,9,scheduler,0.265373050079,gemma,Gemma 2 27B,10
journalist,10,sociologist,0.283217364417,gemma,Gemma 2 27B,10
judge,1,observer,0.0876242992023,gemma,Gemma 2 27B,10
judge,2,futurist,0.166447617216,gemma,Gemma 2 27B,10
judge,3,forecaster,0.178533239851,gemma,Gemma 2 27B,10
judge,4,specialist,0.194108427838,gemma,Gemma 2 27B,10
judge,5,linguist,0.281476636747,gemma,Gemma 2 27B,10
judge,6,journalist,0.295799977751,gemma,Gemma 2 27B,10
judge,7,scientist,0.297793416049,gemma,Gemma 2 27B,10
judge,8,economist,0.303411722469,gemma,Gemma 2 27B,10
judge,9,technologist,0.319419950297,gemma,Gemma 2 27B,10
judge,10,biologist,0.319760699515,gemma,Gemma 2 27B,10
lawyer,1,statistician,0.0288270505558,gemma,Gemma 2 27B,10
lawyer,2,auditor,0.109131416322,gemma,Gemma 2 27B,10
lawyer,3,economist,0.148528284012,gemma,Gemma 2 27B,10
lawyer,4,accountant,0.241221580231,gemma,Gemma 2 27B,10
lawyer,5,debugger,0.30616452865,gemma,Gemma 2 27B,10
lawyer,6,validator,0.312734365245,gemma,Gemma 2 27B,10
lawyer,7,journalist,0.317591473297,gemma,Gemma 2 27B,10
lawyer,8,linguist,0.345403418578,gemma,Gemma 2 27B,10
lawyer,9,screener,0.350525727463,gemma,Gemma 2 27B,10
lawyer,10,examiner,0.366682558915,gemma,Gemma 2 27B,10
leviathan,1,wraith,0.256270774654,gemma,Gemma 2 27B,10
leviathan,2,echo,0.501999481392,gemma,Gemma 2 27B,10
leviathan,3,prophet,0.524740162041,gemma,Gemma 2 27B,10
leviathan,4,ghost,0.684266733102,gemma,Gemma 2 27B,10
leviathan,5,golem,0.68661238742,gemma,Gemma 2 27B,10
leviathan,6,ancient,0.702633700209,gemma,Gemma 2 27B,10
leviathan,7,oracle,0.781359027427,gemma,Gemma 2 27B,10
leviathan,8,dreamer,0.816438139754,gemma,Gemma 2 27B,10
leviathan,9,revenant,0.912383637993,gemma,Gemma 2 27B,10
leviathan,10,ascetic,0.927594857175,gemma,Gemma 2 27B,10
librarian,1,geographer,0.197188975933,gemma,Gemma 2 27B,10
librarian,2,publisher,0.223533031725,gemma,Gemma 2 27B,10
librarian,3,producer,0.244562623217,gemma,Gemma 2 27B,10
librarian,4,architect,0.250666571169,gemma,Gemma 2 27B,10
librarian,5,marketer,0.256622036776,gemma,Gemma 2 27B,10
librarian,6,designer,0.257137287027,gemma,Gemma 2 27B,10
librarian,7,reporter,0.282530562909,gemma,Gemma 2 27B,10
librarian,8,secretary,0.294389306318,gemma,Gemma 2 27B,10
librarian,9,biologist,0.29984321432,gemma,Gemma 2 27B,10
librarian,10,sociologist,0.300110987687,gemma,Gemma 2 27B,10
linguist,1,journalist,0.0367321259395,gemma,Gemma 2 27B,10
linguist,2,forecaster,0.177104108822,gemma,Gemma 2 27B,10
linguist,3,specialist,0.177236024813,gemma,Gemma 2 27B,10
linguist,4,debugger,0.201039758279,gemma,Gemma 2 27B,10
linguist,5,economist,0.210761371153,gemma,Gemma 2 27B,10
linguist,6,technologist,0.211213548558,gemma,Gemma 2 27B,10
linguist,7,engineer,0.242374887918,gemma,Gemma 2 27B,10
linguist,8,biologist,0.2684369314,gemma,Gemma 2 27B,10
linguist,9,sociologist,0.270568201926,gemma,Gemma 2 27B,10
linguist,10,observer,0.270755891919,gemma,Gemma 2 27B,10
loner,1,actor,0.277406162735,gemma,Gemma 2 27B,10
loner,2,soldier,0.631924867787,gemma,Gemma 2 27B,10
loner,3,dilettante,0.677455125008,gemma,Gemma 2 27B,10
loner,4,playwright,0.735122728095,gemma,Gemma 2 27B,10
loner,5,witness,0.740120896708,gemma,Gemma 2 27B,10
loner,6,hedonist,0.777906608453,gemma,Gemma 2 27B,10
loner,7,evangelist,0.806365801939,gemma,Gemma 2 27B,10
loner,8,trickster,0.853154690563,gemma,Gemma 2 27B,10
loner,9,novelist,0.853828996539,gemma,Gemma 2 27B,10
loner,10,zeitgeist,0.877621979525,gemma,Gemma 2 27B,10
luddite,1,bohemian,0.49883980787,gemma,Gemma 2 27B,10
luddite,2,prey,0.674890868542,gemma,Gemma 2 27B,10
luddite,3,amnesiac,0.688574805541,gemma,Gemma 2 27B,10
luddite,4,pirate,0.917745420909,gemma,Gemma 2 27B,10
luddite,5,actor,0.991800533119,gemma,Gemma 2 27B,10
luddite,6,poet,1.0083812794,gemma,Gemma 2 27B,10
luddite,7,trickster,1.05811222321,gemma,Gemma 2 27B,10
luddite,8,exile,1.06481554803,gemma,Gemma 2 27B,10
luddite,9,survivor,1.11011651639,gemma,Gemma 2 27B,10
luddite,10,loner,1.14608571481,gemma,Gemma 2 27B,10
marketer,1,editor,0.160495848441,gemma,Gemma 2 27B,10
marketer,2,producer,0.172640341432,gemma,Gemma 2 27B,10
marketer,3,supervisor,0.173732808721,gemma,Gemma 2 27B,10
marketer,4,publisher,0.181064317508,gemma,Gemma 2 27B,10
marketer,5,secretary,0.210678018892,gemma,Gemma 2 27B,10
marketer,6,translator,0.218631471222,gemma,Gemma 2 27B,10
marketer,7,recruiter,0.21922431225,gemma,Gemma 2 27B,10
marketer,8,coordinator,0.226196279901,gemma,Gemma 2 27B,10
marketer,9,pharmacist,0.239830434155,gemma,Gemma 2 27B,10
marketer,10,psychologist,0.248373514758,gemma,Gemma 2 27B,10
martyr,1,chimera,0.365000028046,gemma,Gemma 2 27B,10
martyr,2,flaneur,0.388047460746,gemma,Gemma 2 27B,10
martyr,3,virtuoso,0.431136502825,gemma,Gemma 2 27B,10
martyr,4,warrior,0.440436836654,gemma,Gemma 2 27B,10
martyr,5,predator,0.56989216935,gemma,Gemma 2 27B,10
martyr,6,homunculus,0.573964461749,gemma,Gemma 2 27B,10
martyr,7,evangelist,0.587192280396,gemma,Gemma 2 27B,10
martyr,8,shapeshifter,0.614063959659,gemma,Gemma 2 27B,10
martyr,9,genie,0.652148117442,gemma,Gemma 2 27B,10
martyr,10,revenant,0.666000323728,gemma,Gemma 2 27B,10
mathematician,1,physicist,0.225009694388,gemma,Gemma 2 27B,10
mathematician,2,chemist,0.386174451873,gemma,Gemma 2 27B,10
mathematician,3,detective,0.390288736391,gemma,Gemma 2 27B,10
mathematician,4,skeptic,0.430462657167,gemma,Gemma 2 27B,10
mathematician,5,historian,0.439259876982,gemma,Gemma 2 27B,10
mathematician,6,cyborg,0.450319962834,gemma,Gemma 2 27B,10
mathematician,7,critic,0.453540319496,gemma,Gemma 2 27B,10
mathematician,8,technologist,0.47313946508,gemma,Gemma 2 27B,10
mathematician,9,economist,0.513158274206,gemma,Gemma 2 27B,10
mathematician,10,judge,0.514406456545,gemma,Gemma 2 27B,10
maverick,1,fixer,0.449146810703,gemma,Gemma 2 27B,10
maverick,2,vigilante,0.453884298844,gemma,Gemma 2 27B,10
maverick,3,hedonist,0.533135152803,gemma,Gemma 2 27B,10
maverick,4,dilettante,0.559002084079,gemma,Gemma 2 27B,10
maverick,5,contrarian,0.559493782633,gemma,Gemma 2 27B,10
maverick,6,spy,0.585883990097,gemma,Gemma 2 27B,10
maverick,7,rebel,0.671785178863,gemma,Gemma 2 27B,10
maverick,8,hacker,0.782799222961,gemma,Gemma 2 27B,10
maverick,9,devils_advocate,0.824270797245,gemma,Gemma 2 27B,10
maverick,10,rogue,0.835634260078,gemma,Gemma 2 27B,10
mechanic,1,divorcee,0.293416807005,gemma,Gemma 2 27B,10
mechanic,2,bartender,0.350179035714,gemma,Gemma 2 27B,10
mechanic,3,retiree,0.45065899813,gemma,Gemma 2 27B,10
mechanic,4,newlywed,0.526260585199,gemma,Gemma 2 27B,10
mechanic,5,influencer,0.545963806506,gemma,Gemma 2 27B,10
mechanic,6,graduate,0.599893878374,gemma,Gemma 2 27B,10
mechanic,7,patient,0.612198797039,gemma,Gemma 2 27B,10
mechanic,8,addict,0.697247687103,gemma,Gemma 2 27B,10
mechanic,9,veteran,0.727750408876,gemma,Gemma 2 27B,10
mechanic,10,celebrity,0.729943170139,gemma,Gemma 2 27B,10
mediator,1,mentor,0.25080682681,gemma,Gemma 2 27B,10
mediator,2,facilitator,0.283578336983,gemma,Gemma 2 27B,10
mediator,3,instructor,0.291776933547,gemma,Gemma 2 27B,10
mediator,4,summarizer,0.321148504215,gemma,Gemma 2 27B,10
mediator,5,peacekeeper,0.332253500547,gemma,Gemma 2 27B,10
mediator,6,collaborator,0.356799342471,gemma,Gemma 2 27B,10
mediator,7,trainer,0.35755554818,gemma,Gemma 2 27B,10
mediator,8,coach,0.361820361041,gemma,Gemma 2 27B,10
mediator,9,moderator,0.364144150108,gemma,Gemma 2 27B,10
mediator,10,assistant,0.376378652337,gemma,Gemma 2 27B,10
mentor,1,instructor,0.13656335326,gemma,Gemma 2 27B,10
mentor,2,networker,0.177314452436,gemma,Gemma 2 27B,10
mentor,3,trainer,0.180319146223,gemma,Gemma 2 27B,10
mentor,4,assistant,0.203427033496,gemma,Gemma 2 27B,10
mentor,5,mediator,0.25080682681,gemma,Gemma 2 27B,10
mentor,6,interpreter,0.278089844257,gemma,Gemma 2 27B,10
mentor,7,nutritionist,0.279606253658,gemma,Gemma 2 27B,10
mentor,8,collaborator,0.301954622454,gemma,Gemma 2 27B,10
mentor,9,coach,0.302804239469,gemma,Gemma 2 27B,10
mentor,10,doctor,0.311410878227,gemma,Gemma 2 27B,10
merchant,1,tulpa,0.0856555607669,gemma,Gemma 2 27B,10
merchant,2,cosmopolitan,0.232763627283,gemma,Gemma 2 27B,10
merchant,3,writer,0.242553469603,gemma,Gemma 2 27B,10
merchant,4,photographer,0.281191226269,gemma,Gemma 2 27B,10
merchant,5,minimalist,0.327221224254,gemma,Gemma 2 27B,10
merchant,6,witness,0.384107341864,gemma,Gemma 2 27B,10
merchant,7,idealist,0.42147796736,gemma,Gemma 2 27B,10
merchant,8,playwright,0.433602458814,gemma,Gemma 2 27B,10
merchant,9,scout,0.440412255007,gemma,Gemma 2 27B,10
merchant,10,builder,0.455019152065,gemma,Gemma 2 27B,10
minimalist,1,hybrid,0.264036675014,gemma,Gemma 2 27B,10
minimalist,2,cosmopolitan,0.303083148002,gemma,Gemma 2 27B,10
minimalist,3,merchant,0.327221224254,gemma,Gemma 2 27B,10
minimalist,4,writer,0.349893193768,gemma,Gemma 2 27B,10
minimalist,5,naturalist,0.353110088767,gemma,Gemma 2 27B,10
minimalist,6,tulpa,0.355134853633,gemma,Gemma 2 27B,10
minimalist,7,idealist,0.408585236511,gemma,Gemma 2 27B,10
minimalist,8,guide,0.447901952082,gemma,Gemma 2 27B,10
minimalist,9,altruist,0.482621165325,gemma,Gemma 2 27B,10
minimalist,10,photographer,0.515830331202,gemma,Gemma 2 27B,10
moderator,1,facilitator,0.0879179027138,gemma,Gemma 2 27B,10
moderator,2,collaborator,0.310007138105,gemma,Gemma 2 27B,10
moderator,3,coach,0.319427776458,gemma,Gemma 2 27B,10
moderator,4,mediator,0.364144150108,gemma,Gemma 2 27B,10
moderator,5,instructor,0.422710248727,gemma,Gemma 2 27B,10
moderator,6,therapist,0.467959021139,gemma,Gemma 2 27B,10
moderator,7,assistant,0.481107784573,gemma,Gemma 2 27B,10
moderator,8,mentor,0.49765362051,gemma,Gemma 2 27B,10
moderator,9,nutritionist,0.506311795823,gemma,Gemma 2 27B,10
moderator,10,trainer,0.566819325444,gemma,Gemma 2 27B,10
musician,1,artisan,0.524066017068,gemma,Gemma 2 27B,10
musician,2,photographer,0.545238575539,gemma,Gemma 2 27B,10
musician,3,empath,0.567662907481,gemma,Gemma 2 27B,10
musician,4,minimalist,0.589939147762,gemma,Gemma 2 27B,10
musician,5,merchant,0.591474735266,gemma,Gemma 2 27B,10
musician,6,chameleon,0.606674371509,gemma,Gemma 2 27B,10
musician,7,hybrid,0.632858912822,gemma,Gemma 2 27B,10
musician,8,immigrant,0.658286770951,gemma,Gemma 2 27B,10
musician,9,idealist,0.660627843946,gemma,Gemma 2 27B,10
musician,10,tulpa,0.666147089269,gemma,Gemma 2 27B,10
mycorrhizal,1,mystic,0.191656162329,gemma,Gemma 2 27B,10
mycorrhizal,2,witch,0.245771379141,gemma,Gemma 2 27B,10
mycorrhizal,3,pilgrim,0.287028608927,gemma,Gemma 2 27B,10
mycorrhizal,4,guru,0.339136711824,gemma,Gemma 2 27B,10
mycorrhizal,5,spirit,0.355696765727,gemma,Gemma 2 27B,10
mycorrhizal,6,sage,0.400962106987,gemma,Gemma 2 27B,10
mycorrhizal,7,whale,0.413766005923,gemma,Gemma 2 27B,10
mycorrhizal,8,coral_reef,0.463947296643,gemma,Gemma 2 27B,10
mycorrhizal,9,angel,0.546446571715,gemma,Gemma 2 27B,10
mycorrhizal,10,avatar,0.577099626897,gemma,Gemma 2 27B,10
mystic,1,mycorrhizal,0.191656162329,gemma,Gemma 2 27B,10
mystic,2,spirit,0.204152294374,gemma,Gemma 2 27B,10
mystic,3,witch,0.340278893116,gemma,Gemma 2 27B,10
mystic,4,sage,0.436226292881,gemma,Gemma 2 27B,10
mystic,5,guru,0.441413490577,gemma,Gemma 2 27B,10
mystic,6,pilgrim,0.470201728723,gemma,Gemma 2 27B,10
mystic,7,avatar,0.501757887043,gemma,Gemma 2 27B,10
mystic,8,whale,0.532605603576,gemma,Gemma 2 27B,10
mystic,9,oracle,0.571295501651,gemma,Gemma 2 27B,10
mystic,10,angel,0.591952254764,gemma,Gemma 2 27B,10
narcissist,1,cynic,0.780182735851,gemma,Gemma 2 27B,10
narcissist,2,workaholic,0.795926143901,gemma,Gemma 2 27B,10
narcissist,3,provocateur,0.812461908889,gemma,Gemma 2 27B,10
narcissist,4,absurdist,1.29467917629,gemma,Gemma 2 27B,10
narcissist,5,competitor,1.30581545485,gemma,Gemma 2 27B,10
narcissist,6,hacker,1.4606532492,gemma,Gemma 2 27B,10
narcissist,7,rebel,1.58358030781,gemma,Gemma 2 27B,10
narcissist,8,contrarian,1.80891570834,gemma,Gemma 2 27B,10
narcissist,9,saboteur,1.91883383615,gemma,Gemma 2 27B,10
narcissist,10,maverick,2.02407586027,gemma,Gemma 2 27B,10
narrator,1,warrior,0.271756599151,gemma,Gemma 2 27B,10
narrator,2,exile,0.452041065491,gemma,Gemma 2 27B,10
narrator,3,shapeshifter,0.481660968871,gemma,Gemma 2 27B,10
narrator,4,evangelist,0.588241915244,gemma,Gemma 2 27B,10
narrator,5,prey,0.645918679824,gemma,Gemma 2 27B,10
narrator,6,romantic,0.648378903106,gemma,Gemma 2 27B,10
narrator,7,traditionalist,0.685754470495,gemma,Gemma 2 27B,10
narrator,8,martyr,0.694112741508,gemma,Gemma 2 27B,10
narrator,9,wanderer,0.720745692331,gemma,Gemma 2 27B,10
narrator,10,dreamer,0.729269393529,gemma,Gemma 2 27B,10
naturalist,1,hybrid,0.165718220865,gemma,Gemma 2 27B,10
naturalist,2,minimalist,0.353110088767,gemma,Gemma 2 27B,10
naturalist,3,symbiont,0.452898318954,gemma,Gemma 2 27B,10
naturalist,4,ecosystem,0.462236463653,gemma,Gemma 2 27B,10
naturalist,5,idealist,0.494127921062,gemma,Gemma 2 27B,10
naturalist,6,cosmopolitan,0.534579900385,gemma,Gemma 2 27B,10
naturalist,7,guardian,0.568863953286,gemma,Gemma 2 27B,10
naturalist,8,pacifist,0.576002371201,gemma,Gemma 2 27B,10
naturalist,9,curator,0.586082600467,gemma,Gemma 2 27B,10
naturalist,10,guide,0.591047152107,gemma,Gemma 2 27B,10
navigator,1,advocate,0.122914119932,gemma,Gemma 2 27B,10
navigator,2,altruist,0.216441135131,gemma,Gemma 2 27B,10
navigator,3,activist,0.296211184421,gemma,Gemma 2 27B,10
navigator,4,architect,0.298342791741,gemma,Gemma 2 27B,10
navigator,5,curator,0.32408012357,gemma,Gemma 2 27B,10
navigator,6,guardian,0.329175363793,gemma,Gemma 2 27B,10
navigator,7,geographer,0.334615322292,gemma,Gemma 2 27B,10
navigator,8,cartographer,0.338465469554,gemma,Gemma 2 27B,10
navigator,9,conservator,0.362776901433,gemma,Gemma 2 27B,10
navigator,10,designer,0.371753879814,gemma,Gemma 2 27B,10
negotiator,1,psychologist,0.106975968196,gemma,Gemma 2 27B,10
negotiator,2,organizer,0.141813747827,gemma,Gemma 2 27B,10
negotiator,3,generalist,0.15684217174,gemma,Gemma 2 27B,10
negotiator,4,coordinator,0.157292552994,gemma,Gemma 2 27B,10
negotiator,5,summarizer,0.200771055825,gemma,Gemma 2 27B,10
negotiator,6,designer,0.204534244252,gemma,Gemma 2 27B,10
negotiator,7,translator,0.216049685534,gemma,Gemma 2 27B,10
negotiator,8,planner,0.229606691043,gemma,Gemma 2 27B,10
negotiator,9,publisher,0.253271617025,gemma,Gemma 2 27B,10
negotiator,10,architect,0.276954245761,gemma,Gemma 2 27B,10
networker,1,trainer,0.16689324653,gemma,Gemma 2 27B,10
networker,2,assistant,0.170782440402,gemma,Gemma 2 27B,10
networker,3,mentor,0.177314452436,gemma,Gemma 2 27B,10
networker,4,doctor,0.19550694622,gemma,Gemma 2 27B,10
networker,5,instructor,0.204711189074,gemma,Gemma 2 27B,10
networker,6,nutritionist,0.263549917695,gemma,Gemma 2 27B,10
networker,7,veterinarian,0.267827410072,gemma,Gemma 2 27B,10
networker,8,interpreter,0.274162791834,gemma,Gemma 2 27B,10
networker,9,interviewer,0.306159677921,gemma,Gemma 2 27B,10
networker,10,collaborator,0.344358813553,gemma,Gemma 2 27B,10
newlywed,1,amateur,0.356939218918,gemma,Gemma 2 27B,10
newlywed,2,parent,0.42508055822,gemma,Gemma 2 27B,10
newlywed,3,patient,0.51044961905,gemma,Gemma 2 27B,10
newlywed,4,mechanic,0.526260585199,gemma,Gemma 2 27B,10
newlywed,5,retiree,0.550384610757,gemma,Gemma 2 27B,10
newlywed,6,bartender,0.555850604036,gemma,Gemma 2 27B,10
newlywed,7,divorcee,0.567367673609,gemma,Gemma 2 27B,10
newlywed,8,influencer,0.743823237368,gemma,Gemma 2 27B,10
newlywed,9,student,0.879862371221,gemma,Gemma 2 27B,10
newlywed,10,orphan,0.890631048853,gemma,Gemma 2 27B,10
nomad,1,elder,0.264228879721,gemma,Gemma 2 27B,10
nomad,2,refugee,0.329366019733,gemma,Gemma 2 27B,10
nomad,3,immigrant,0.38549335327,gemma,Gemma 2 27B,10
nomad,4,empath,0.654895835339,gemma,Gemma 2 27B,10
nomad,5,survivor,0.662701380956,gemma,Gemma 2 27B,10
nomad,6,musician,0.680071378317,gemma,Gemma 2 27B,10
nomad,7,artisan,0.790513496069,gemma,Gemma 2 27B,10
nomad,8,widow,0.81850138697,gemma,Gemma 2 27B,10
nomad,9,amnesiac,0.85584862094,gemma,Gemma 2 27B,10
