model,model_label,opaque_role_id,role,native_pc1,native_pc2,native_pc3,kde_density,log_kde_density,within_model_density_percentile,density_rank_1_is_densest,scott_factor
qwen,Qwen 3 32B,R180,poet,-59.2014253253,-14.6999612695,-3.61913608542,1.43655895343e-06,-13.4532599197,27.3722627737,200,0.448253718429
qwen,Qwen 3 32B,R181,polymath,29.7208506679,-13.7297035698,7.30806184029,8.15584976548e-06,-11.7167751255,88.6861313869,32,0.448253718429
qwen,Qwen 3 32B,R182,pragmatist,28.8546921673,13.1136681274,6.33006223948,3.16840465684e-06,-12.6622823596,58.7591240876,114,0.448253718429
qwen,Qwen 3 32B,R183,predator,-27.0575558841,-9.13077148833,16.6288968375,1.48976386075e-06,-13.4168929333,30.6569343066,191,0.448253718429
qwen,Qwen 3 32B,R184,presenter,19.6017098813,13.0577137153,-9.659203849,4.53137949283e-06,-12.304484141,66.7883211679,92,0.448253718429
qwen,Qwen 3 32B,R185,prey,-42.0516189464,1.3051907515,-0.331029776183,1.31895477734e-06,-13.5386709704,21.5328467153,216,0.448253718429
qwen,Qwen 3 32B,R186,prisoner,-22.4038879853,38.7814315972,-0.139570682795,1.13659290265e-06,-13.6874754525,16.4233576642,230,0.448253718429
qwen,Qwen 3 32B,R187,procrastinator,-16.5435193617,69.4682495742,16.7721027117,2.91488851872e-07,-15.0482640759,0,275,0.448253718429
qwen,Qwen 3 32B,R188,prodigy,7.53746296379,-5.84525300852,7.61453125774,3.8469898903e-06,-12.4682195621,62.0437956204,105,0.448253718429
qwen,Qwen 3 32B,R189,producer,30.515274153,4.30353247595,0.625298354217,8.00909477442e-06,-11.7349328152,87.9562043796,34,0.448253718429
qwen,Qwen 3 32B,R190,programmer,31.8058437359,1.93406330269,12.9570460666,4.6644467563e-06,-12.2755413253,67.5182481752,90,0.448253718429
qwen,Qwen 3 32B,R191,proofreader,32.679234763,1.59236004417,0.592132511567,9.0178783801e-06,-11.6163014644,97.4452554745,8,0.448253718429
qwen,Qwen 3 32B,R192,prophet,-53.7766838342,-32.7077996639,1.96914685035,2.26574837761e-06,-12.9976054441,48.9051094891,141,0.448253718429
qwen,Qwen 3 32B,R193,provincial,-22.1022355484,23.6780032791,-19.0959040844,1.40788504024e-06,-13.4734219511,25.5474452555,205,0.448253718429
qwen,Qwen 3 32B,R194,provocateur,-23.7921955732,22.5173865867,34.5018062268,1.45900311918e-06,-13.4377571505,29.5620437956,194,0.448253718429
qwen,Qwen 3 32B,R195,psychologist,34.9928815098,-6.25296776145,-4.40972822243,8.2657338209e-06,-11.7033920441,90.8759124088,26,0.448253718429
qwen,Qwen 3 32B,R196,publisher,33.9475455956,-5.1029743443,0.986967502755,1.00864402131e-05,-11.5043185893,99.6350364964,2,0.448253718429
qwen,Qwen 3 32B,R197,purist,2.70650987898,-29.7269277795,10.2578054739,1.26886332354e-06,-13.5773890791,20.802919708,218,0.448253718429
qwen,Qwen 3 32B,R198,realist,22.5774287129,10.4349817079,11.0045665148,2.62155290535e-06,-12.8517437038,54.3795620438,126,0.448253718429
qwen,Qwen 3 32B,R199,rebel,-24.2688991564,23.9003847032,27.9261361248,2.04487972073e-06,-13.1001715865,44.5255474453,153,0.448253718429
qwen,Qwen 3 32B,R200,recruiter,32.7799875774,7.86691675063,-4.19999830788,6.63108421244e-06,-11.9237422358,79.9270072993,56,0.448253718429
qwen,Qwen 3 32B,R201,refugee,-13.3295932172,16.1461325188,-28.5593347568,1.3475871424e-06,-13.5171948666,22.9927007299,212,0.448253718429
qwen,Qwen 3 32B,R202,reporter,27.7153620637,1.36181249897,1.02917064692,8.75474790092e-06,-11.6459143875,95.9854014599,12,0.448253718429
qwen,Qwen 3 32B,R203,researcher,42.8850785279,-11.1165077033,7.60431138089,8.0529049179e-06,-11.7294776723,88.3211678832,33,0.448253718429
qwen,Qwen 3 32B,R204,retiree,-3.85153507051,26.5883815303,-17.854690017,1.82719513681e-06,-13.212728479,40.8759124088,163,0.448253718429
qwen,Qwen 3 32B,R205,revenant,-54.5261248909,-20.0435255829,7.05273107949,1.57732045854e-06,-13.3597830629,34.3065693431,181,0.448253718429
qwen,Qwen 3 32B,R206,reviewer,42.7347392542,-9.96299067451,4.51729823972,8.46348366477e-06,-11.6797496884,93.0656934307,20,0.448253718429
qwen,Qwen 3 32B,R207,revolutionary,-11.5142944938,-5.72503538704,18.0376418547,1.4476436286e-06,-13.4455734071,28.102189781,198,0.448253718429
qwen,Qwen 3 32B,R208,robot,37.5342047129,-16.1111095105,24.7463942137,1.23719458799e-06,-13.6026641705,20.0729927007,220,0.448253718429
qwen,Qwen 3 32B,R209,rogue,-26.6377922204,20.6171215209,30.236946921,1.85503260086e-06,-13.1976082875,41.6058394161,161,0.448253718429
qwen,Qwen 3 32B,R210,romantic,-35.8744478825,-2.69135299014,-30.82438438,4.83854092881e-07,-14.5414824367,1.4598540146,271,0.448253718429
qwen,Qwen 3 32B,R211,saboteur,5.93688677295,-0.775323092517,34.7736616843,6.990753875e-07,-14.17350725,6.56934306569,257,0.448253718429
qwen,Qwen 3 32B,R212,sage,-30.6958284758,-30.2054457173,-17.7808132653,1.83493258443e-06,-13.2085028159,41.2408759124,162,0.448253718429
qwen,Qwen 3 32B,R213,scheduler,37.3218144712,2.67638880943,1.14962009844,8.16601627489e-06,-11.7155293721,89.0510948905,31,0.448253718429
qwen,Qwen 3 32B,R214,scholar,36.468958882,-21.0450655111,8.53027998432,5.21781635306e-06,-12.1634315668,70.802919708,81,0.448253718429
qwen,Qwen 3 32B,R215,scientist,41.4549468566,-11.6400646274,9.7271419389,7.76665473242e-06,-11.7656710227,86.496350365,38,0.448253718429
qwen,Qwen 3 32B,R216,scout,10.4866577872,-3.87593148223,7.87455530005,4.20891496248e-06,-12.3783056721,64.9635036496,97,0.448253718429
qwen,Qwen 3 32B,R217,screener,42.995156134,-2.39649664048,3.82697260142,8.23719216468e-06,-11.7068510288,90.5109489051,27,0.448253718429
qwen,Qwen 3 32B,R218,secretary,40.7558136006,-3.40010630386,-1.07859254822,8.52487851003e-06,-11.6725217859,94.1605839416,17,0.448253718429
qwen,Qwen 3 32B,R219,shaman,-41.9226888209,-32.1949504476,-27.770489402,1.14374796791e-06,-13.681199997,17.1532846715,228,0.448253718429
qwen,Qwen 3 32B,R220,shapeshifter,-26.6477351846,-7.22554385504,-3.3413815129,1.93909124915e-06,-13.1532911229,43.4306569343,156,0.448253718429
qwen,Qwen 3 32B,R221,simulacrum,-21.3853360517,-19.5039900091,17.0655993104,1.39995463077e-06,-13.4790707285,25.1824817518,206,0.448253718429
qwen,Qwen 3 32B,R222,skeptic,32.7873561274,-6.74394432231,18.6617276638,3.53972101394e-06,-12.5514626435,60.5839416058,109,0.448253718429
qwen,Qwen 3 32B,R223,smuggler,-25.8438351872,33.794271712,28.0720056436,1.61596256405e-06,-13.3355797639,36.496350365,175,0.448253718429
qwen,Qwen 3 32B,R224,sociologist,38.9475671673,-14.4093995553,1.99809505285,7.54966778918e-06,-11.7940069971,83.9416058394,45,0.448253718429
qwen,Qwen 3 32B,R225,soldier,-2.82669047129,10.6814425442,13.9019812532,1.57591370612e-06,-13.360675323,33.9416058394,182,0.448253718429
qwen,Qwen 3 32B,R226,sommelier,-0.15503864044,-5.31589018424,-4.98264975602,4.0214706606e-06,-12.4238628863,62.7737226277,103,0.448253718429
qwen,Qwen 3 32B,R227,specialist,38.6377764044,-9.66678605328,12.7900661778,6.99138362814e-06,-11.8708320774,81.0218978102,53,0.448253718429
qwen,Qwen 3 32B,R228,spirit,-45.0358159489,-33.2366359081,-18.0335669319,1.91713881304e-06,-13.1646766849,43.0656934307,157,0.448253718429
qwen,Qwen 3 32B,R229,spy,0.721474111578,2.53542649159,32.1369858411,9.92421876768e-07,-13.8231175411,12.0437956204,242,0.448253718429
qwen,Qwen 3 32B,R230,statistician,43.0747371335,-8.217283926,15.7331463726,4.90194211051e-06,-12.2258790823,68.9781021898,86,0.448253718429
qwen,Qwen 3 32B,R231,stoic,-16.3003795382,-29.3337456313,-3.20219127095,1.44280533838e-06,-13.4489211879,27.7372262774,199,0.448253718429
qwen,Qwen 3 32B,R232,strategist,38.9557933744,-7.52111997056,7.98924980074,9.04305621163e-06,-11.6135133642,97.8102189781,7,0.448253718429
qwen,Qwen 3 32B,R233,student,20.8168571362,23.3783111146,-17.4428269632,1.54705773082e-06,-13.3791556691,32.4817518248,186,0.448253718429
qwen,Qwen 3 32B,R234,summarizer,35.5884267534,-0.975228386586,-6.65789860299,7.72801002793e-06,-11.7706591634,86.1313868613,39,0.448253718429
qwen,Qwen 3 32B,R235,supervisor,44.3980459468,-2.58906238275,-0.50522629137,7.4331140692e-06,-11.809565666,83.2116788321,47,0.448253718429
qwen,Qwen 3 32B,R236,surfer,-33.8419423373,21.9280420125,-9.51413645703,1.05074567577e-06,-13.7660104784,13.503649635,238,0.448253718429
qwen,Qwen 3 32B,R237,survivor,-23.3011596292,20.5451133277,-18.1754981689,1.351178317e-06,-13.5145335188,23.3576642336,211,0.448253718429
qwen,Qwen 3 32B,R238,swarm,-5.26661898775,-30.7002699654,3.34042468432,1.54116969165e-06,-13.3829688898,32.1167883212,187,0.448253718429
qwen,Qwen 3 32B,R239,symbiont,6.65400783079,-11.5538182435,-9.93610379437,3.76018504451e-06,-12.4910423878,61.3138686131,107,0.448253718429
qwen,Qwen 3 32B,R240,synthesizer,25.531550664,-8.163528065,0.0618515828092,8.90756037366e-06,-11.6286101616,97.0802919708,9,0.448253718429
qwen,Qwen 3 32B,R241,teacher,28.388591309,9.31678467333,-11.6349354701,5.33462737845e-06,-12.1412915204,71.5328467153,79,0.448253718429
qwen,Qwen 3 32B,R242,technologist,30.8901099888,-1.77136896072,9.25046333419,7.5389252089e-06,-11.7954309313,83.5766423358,46,0.448253718429
qwen,Qwen 3 32B,R243,teenager,-13.3920847596,78.1138546727,-6.4739816771,5.31391980075e-07,-14.4477658958,2.55474452555,268,0.448253718429
qwen,Qwen 3 32B,R244,theorist,33.6071155052,-24.4668242797,13.3126241042,2.98013468584e-06,-12.7235420619,56.5693430657,120,0.448253718429
qwen,Qwen 3 32B,R245,therapist,13.0677985517,12.3599385709,-34.5332753196,9.97487602224e-07,-13.8180261171,12.4087591241,241,0.448253718429
qwen,Qwen 3 32B,R246,toddler,-36.2682914911,71.1564341461,-12.3257038795,3.33316086662e-07,-14.914174588,0.36496350365,274,0.448253718429
qwen,Qwen 3 32B,R247,traditionalist,2.38456847599,-26.8831522277,-6.69221889486,1.47102162474e-06,-13.4295534157,29.9270072993,193,0.448253718429
qwen,Qwen 3 32B,R248,trainer,33.8632965848,5.12851200133,-1.95111760747,7.71769617611e-06,-11.7719946612,85.7664233577,40,0.448253718429
qwen,Qwen 3 32B,R249,translator,23.2855781913,5.10416318861,0.649723834847,6.93343671005e-06,-11.8791549499,80.6569343066,54,0.448253718429
qwen,Qwen 3 32B,R250,tree,-48.7660896086,-28.4993353575,-14.6245772457,2.31104540863e-06,-12.977810578,50,138,0.448253718429
qwen,Qwen 3 32B,R251,trickster,-35.0220305594,19.7406199745,20.9064170955,1.18863941012e-06,-13.6427012578,18.2481751825,225,0.448253718429
qwen,Qwen 3 32B,R252,tulpa,-9.2032326649,-0.93293876435,-9.49860911426,2.73065617807e-06,-12.8109686194,54.7445255474,125,0.448253718429
qwen,Qwen 3 32B,R253,tutor,29.9189313079,9.02481718263,-7.57205840753,6.11671587101e-06,-12.0044852279,76.2773722628,66,0.448253718429
qwen,Qwen 3 32B,R254,validator,44.3064564416,-6.81315472669,10.3652337723,7.1045449872e-06,-11.8547758397,82.1167883212,50,0.448253718429
qwen,Qwen 3 32B,R255,vampire,-52.7066389248,-20.5632913084,21.5946506848,8.06529611565e-07,-14.0305252239,8.75912408759,251,0.448253718429
qwen,Qwen 3 32B,R256,vegan,15.4174988829,8.61372622024,-22.1890441495,2.17420060858e-06,-13.0388494973,47.4452554745,145,0.448253718429
qwen,Qwen 3 32B,R257,veteran,7.86898917141,19.6908514168,1.71293405348,1.8610614993e-06,-13.1943635345,41.9708029197,160,0.448253718429
qwen,Qwen 3 32B,R258,veterinarian,26.8702046031,0.836878052109,-11.7537096428,6.41520339088e-06,-11.9568398549,77.7372262774,62,0.448253718429
qwen,Qwen 3 32B,R259,vigilante,-18.7130388093,21.9853946093,23.7899867745,2.03288451122e-06,-13.106054832,43.795620438,155,0.448253718429
qwen,Qwen 3 32B,R260,virtuoso,-9.47195834291,-14.786538625,2.29852743267,2.35895059746e-06,-12.9572936999,50.7299270073,136,0.448253718429
qwen,Qwen 3 32B,R261,virus,-10.6266058416,-12.9160989326,25.6697573522,1.00588572094e-06,-13.8096420902,12.7737226277,240,0.448253718429
qwen,Qwen 3 32B,R262,visionary,1.0578425385,-7.98615771787,1.51762492811,3.82910528405e-06,-12.4728793894,61.6788321168,106,0.448253718429
qwen,Qwen 3 32B,R263,void,-49.0223908685,-31.3796157753,11.6459450103,1.55495043428e-06,-13.3740668879,32.8467153285,185,0.448253718429
qwen,Qwen 3 32B,R264,wanderer,-41.6127305754,-5.17095046226,-10.1296266376,1.58621619265e-06,-13.3541591309,34.6715328467,180,0.448253718429
qwen,Qwen 3 32B,R265,warrior,-34.941638841,-6.85944330779,9.63641901995,1.45112545574e-06,-13.4431711262,28.4671532847,197,0.448253718429
qwen,Qwen 3 32B,R266,whale,-40.8759413262,-24.1191655,-10.2809141009,3.01726121869e-06,-12.7111610193,57.299270073,118,0.448253718429
qwen,Qwen 3 32B,R267,widow,-28.6834723939,16.4080262625,-34.3211275536,6.17647487681e-07,-14.2973479505,4.01459854015,264,0.448253718429
qwen,Qwen 3 32B,R268,wind,-46.8152445459,-19.4376279806,-13.0760724279,2.32039370403e-06,-12.9737736867,50.3649635036,137,0.448253718429
qwen,Qwen 3 32B,R269,witch,-47.543469257,-31.3407707513,-2.9908968444,2.87489642691e-06,-12.7594939098,55.4744525547,123,0.448253718429
qwen,Qwen 3 32B,R270,witness,9.22153952639,-6.41358463113,-3.60013302321,5.51729049338e-06,-12.1076236708,73.3576642336,74,0.448253718429
qwen,Qwen 3 32B,R271,workaholic,2.56665030597,19.3601384237,23.9820142168,1.56346159396e-06,-13.3686082245,33.2116788321,184,0.448253718429
qwen,Qwen 3 32B,R272,wraith,-58.9564882151,-28.8473117567,7.19814705372,1.68455324829e-06,-13.2940101639,39.0510948905,168,0.448253718429
qwen,Qwen 3 32B,R273,writer,4.1974146876,-2.13619150918,-6.61932730108,4.69687966148e-06,-12.2686121715,67.8832116788,89,0.448253718429
qwen,Qwen 3 32B,R274,zealot,-33.9408464622,-18.7612907108,26.1993815878,9.27637192798e-07,-13.8906251366,10.9489051095,245,0.448253718429
qwen,Qwen 3 32B,R275,zeitgeist,-8.77795744257,-7.48282516204,2.59762686431,2.73869961783e-06,-12.8080273423,55.1094890511,124,0.448253718429
llama,LLaMA 3.3 70B,R001,aberration,-1.83903218996,0.449538839638,0.753555656022,0.0158679329917,-4.1434549992,21.897810219,215,0.448253718429
llama,LLaMA 3.3 70B,R002,absurdist,-1.32776508909,1.40146333615,0.45912956047,0.00732030270297,-4.917103599,6.20437956204,258,0.448253718429
llama,LLaMA 3.3 70B,R003,accountant,0.925001115207,-0.695954081329,0.371080743606,0.164525661068,-1.80468872661,91.2408759124,25,0.448253718429
llama,LLaMA 3.3 70B,R004,activist,0.670659551198,-0.363688689362,-0.973904014348,0.0299853503504,-3.50704633824,42.3357664234,159,0.448253718429
llama,LLaMA 3.3 70B,R005,actor,-0.43812726295,0.729197137191,-0.390365016496,0.0276756358791,-3.58720282399,39.4160583942,167,0.448253718429
llama,LLaMA 3.3 70B,R006,addict,0.944128651883,1.33518632206,-1.04380143569,0.0211370586217,-3.85672744627,27.7372262774,199,0.448253718429
llama,LLaMA 3.3 70B,R007,adolescent,2.16674290913,2.4507404517,-0.731192987244,0.00696981555305,-4.96616651754,5.83941605839,259,0.448253718429
llama,LLaMA 3.3 70B,R008,advocate,0.611923870514,-0.826162722175,-0.387303866498,0.0752042410788,-2.58754765229,60.9489051095,108,0.448253718429
llama,LLaMA 3.3 70B,R009,alien,-1.49160838262,-0.448396246902,0.770539890686,0.0135412216005,-4.30201679396,16.4233576642,230,0.448253718429
llama,LLaMA 3.3 70B,R010,altruist,0.283438892657,-0.535988921462,-0.916517174606,0.0303911073824,-3.49360523368,43.795620438,155,0.448253718429
llama,LLaMA 3.3 70B,R011,amateur,1.4693163568,1.20062060981,-0.876071134489,0.0180317052286,-4.01562366895,25.1824817518,206,0.448253718429
llama,LLaMA 3.3 70B,R012,ambassador,0.459763015054,-0.909580695145,0.0227875145035,0.160958683776,-1.82660756944,87.2262773723,36,0.448253718429
llama,LLaMA 3.3 70B,R013,amnesiac,0.0181153663827,1.62132587566,0.477930079037,0.0103395753536,-4.57177647906,10.2189781022,247,0.448253718429
llama,LLaMA 3.3 70B,R014,analyst,0.857445617481,-1.04989888934,0.721359916321,0.104882538744,-2.25491423364,66.4233576642,93,0.448253718429
llama,LLaMA 3.3 70B,R015,anarchist,-0.207515400425,0.307958070265,-0.99691495108,0.0361304266713,-3.32061992456,48.9051094891,141,0.448253718429
llama,LLaMA 3.3 70B,R016,ancient,-2.13559387019,-0.262417801189,0.0752019979725,0.0263441417073,-3.63650935481,36.8613138686,174,0.448253718429
llama,LLaMA 3.3 70B,R017,angel,-1.70339025512,-0.591797416269,-0.560957909075,0.0147598499987,-4.21584462255,18.6131386861,224,0.448253718429
llama,LLaMA 3.3 70B,R018,anthropologist,0.332537646054,-0.997441771031,0.0223961350299,0.141973479321,-1.95211500417,78.102189781,61,0.448253718429
llama,LLaMA 3.3 70B,R019,archaeologist,-0.0709680762792,-0.51110124312,-0.00597908918947,0.100712385516,-2.29548649262,65.6934306569,95,0.448253718429
llama,LLaMA 3.3 70B,R020,architect,0.615705788736,-0.779252626829,0.0262340620855,0.172607172411,-1.75673694609,95.9854014599,12,0.448253718429
llama,LLaMA 3.3 70B,R021,archivist,0.330152444601,-0.803690654309,0.0511631655922,0.161097553008,-1.82574517819,87.5912408759,35,0.448253718429
llama,LLaMA 3.3 70B,R022,artisan,-0.593783038156,-0.0203074271013,-0.777366725292,0.0352776785769,-3.34450484998,47.8102189781,144,0.448253718429
llama,LLaMA 3.3 70B,R023,ascetic,-2.60774902133,0.443187537089,-0.762173689757,0.0106613476461,-4.5411304474,10.9489051095,245,0.448253718429
llama,LLaMA 3.3 70B,R024,assistant,0.958086682124,-0.86901275452,0.295633660075,0.167751961773,-1.78526880858,93.4306569343,19,0.448253718429
llama,LLaMA 3.3 70B,R025,auctioneer,0.47073991462,0.957666720639,0.384307832276,0.01455612409,-4.22974347426,18.2481751825,225,0.448253718429
llama,LLaMA 3.3 70B,R026,auditor,0.869757765585,-0.968308445653,0.579643320001,0.14089285028,-1.95975560459,77.3722627737,63,0.448253718429
llama,LLaMA 3.3 70B,R027,avatar,-2.26236231038,-0.611432941017,-0.137606053367,0.0151779991037,-4.18790832705,19.7080291971,221,0.448253718429
llama,LLaMA 3.3 70B,R028,bard,-2.31074812306,0.762429305444,-0.122357139587,0.0155818154194,-4.1616507229,20.802919708,218,0.448253718429
llama,LLaMA 3.3 70B,R029,bartender,0.931573880285,1.01635166724,-0.593028183744,0.0277194419065,-3.58562123811,39.7810218978,166,0.448253718429
llama,LLaMA 3.3 70B,R030,biologist,0.292249141411,-0.78474837369,0.361824170214,0.160355257666,-1.83036356469,86.496350365,38,0.448253718429
llama,LLaMA 3.3 70B,R031,blogger,0.467709495865,-0.116946235019,-0.695814382143,0.0461101885333,-3.076721344,54.3795620438,126,0.448253718429
llama,LLaMA 3.3 70B,R032,bohemian,-1.26565817112,1.28718737036,-1.6214630558,0.00358457624201,-5.63111501498,1.82481751825,270,0.448253718429
llama,LLaMA 3.3 70B,R033,builder,0.694816708818,-0.237406964842,-0.329358903125,0.0720349029542,-2.63060451417,59.1240875912,113,0.448253718429
llama,LLaMA 3.3 70B,R034,caregiver,0.561708969541,-0.285506769124,-0.940370277771,0.0353999530462,-3.34104478522,48.5401459854,142,0.448253718429
llama,LLaMA 3.3 70B,R035,cartographer,0.255805710054,-0.73992511048,0.20094748848,0.161972469897,-1.8203288971,89.0510948905,31,0.448253718429
llama,LLaMA 3.3 70B,R036,caveman,0.318098714733,4.23735912502,3.08397010437,0.00314575317804,-5.76170193323,0.36496350365,274,0.448253718429
llama,LLaMA 3.3 70B,R037,celebrity,1.03225436477,0.754448610677,-1.18022248742,0.0256479173993,-3.66329290367,34.6715328467,180,0.448253718429
llama,LLaMA 3.3 70B,R038,chameleon,0.177124079398,0.226500087353,-0.17709013425,0.0485602233391,-3.024950533,55.1094890511,124,0.448253718429
llama,LLaMA 3.3 70B,R039,chef,0.530206992498,0.289339986227,-0.42678141301,0.0427722192739,-3.15186646953,52.9197080292,130,0.448253718429
llama,LLaMA 3.3 70B,R040,chemist,0.374231966849,-0.636534385094,0.535751680932,0.13216366399,-2.0237142457,75.1824817518,69,0.448253718429
llama,LLaMA 3.3 70B,R041,chimera,-1.51973049141,0.0516355391018,0.379036854563,0.0233300631456,-3.75801248633,31.7518248175,188,0.448253718429
llama,LLaMA 3.3 70B,R042,coach,0.879657471876,-0.864834256898,-0.0186483374093,0.144470191866,-1.93468207737,79.197080292,58,0.448253718429
llama,LLaMA 3.3 70B,R043,collaborator,0.917909107273,-0.732191556018,-0.162942565072,0.113032776691,-2.18007744311,67.5182481752,90,0.448253718429
llama,LLaMA 3.3 70B,R044,collector,0.185884901199,-0.63289543713,-0.0781809893301,0.127182292155,-2.06213385038,72.9927007299,75,0.448253718429
llama,LLaMA 3.3 70B,R045,comedian,1.13920767853,2.32753968496,0.317242498269,0.0109232606477,-4.51686075912,12.0437956204,242,0.448253718429
llama,LLaMA 3.3 70B,R046,competitor,1.07061336605,1.20465511945,-0.236749632606,0.0186182711586,-3.98361186007,25.9124087591,204,0.448253718429
llama,LLaMA 3.3 70B,R047,composer,-0.565118579518,-0.435892790283,-0.120641573972,0.0538397941225,-2.92174241753,56.5693430657,120,0.448253718429
llama,LLaMA 3.3 70B,R048,conservator,0.377588720505,-0.79875826383,-0.0128679482169,0.155801427219,-1.859172985,85.401459854,41,0.448253718429
llama,LLaMA 3.3 70B,R049,consultant,0.866120573883,-1.08258044187,0.43022022737,0.15242744857,-1.88106654322,84.6715328467,43,0.448253718429
llama,LLaMA 3.3 70B,R050,contrarian,0.240637199189,0.268138800264,-0.41731806531,0.0449323473067,-3.10259731362,53.6496350365,128,0.448253718429
llama,LLaMA 3.3 70B,R051,coordinator,0.886259432095,-0.994784621355,0.212600263117,0.16436510755,-1.80566506006,90.1459854015,28,0.448253718429
llama,LLaMA 3.3 70B,R052,coral_reef,-1.1786014367,-0.201889812718,0.303052062195,0.0235895357028,-3.7469520677,32.4817518248,186,0.448253718429
llama,LLaMA 3.3 70B,R053,cosmopolitan,0.122559586544,-0.56640333525,-0.363554529621,0.0760638342127,-2.57618236738,61.3138686131,107,0.448253718429
llama,LLaMA 3.3 70B,R054,counselor,0.550528199977,-0.807980043001,-0.510003627775,0.054160237334,-2.9158082683,56.9343065693,119,0.448253718429
llama,LLaMA 3.3 70B,R055,criminal,0.910355896637,2.68582581504,-0.125222555928,0.00853846380491,-4.76317416969,8.75912408759,251,0.448253718429
llama,LLaMA 3.3 70B,R056,critic,0.131072624437,-1.03750778992,0.0702035445128,0.120096328166,-2.11946112351,70.802919708,81,0.448253718429
llama,LLaMA 3.3 70B,R057,crystalline,-2.0514117667,-0.56602047223,1.18032830697,0.00483510111269,-5.33185323764,2.9197080292,267,0.448253718429
llama,LLaMA 3.3 70B,R058,curator,0.225519716714,-0.795446272999,-0.0139991253697,0.141084825091,-1.9583939731,77.7372262774,62,0.448253718429
llama,LLaMA 3.3 70B,R059,cyborg,0.0116258822979,-1.03607255844,0.763285154837,0.0577522932198,-2.85159222093,57.299270073,118,0.448253718429
llama,LLaMA 3.3 70B,R060,cynic,0.793772638437,2.06824451535,-0.0830745111191,0.0142332010017,-4.25217794476,17.8832116788,226,0.448253718429
llama,LLaMA 3.3 70B,R061,daredevil,0.772830288734,1.73769411801,-0.503499346777,0.0168408151647,-4.08394986488,23.7226277372,210,0.448253718429
llama,LLaMA 3.3 70B,R062,debugger,0.766414799307,-1.0143585848,0.584423726289,0.143313470362,-1.94272094743,78.8321167883,59,0.448253718429
llama,LLaMA 3.3 70B,R063,demon,-1.81784023539,1.16013986331,0.749616437126,0.0108726440622,-4.52150536343,11.6788321168,243,0.448253718429
llama,LLaMA 3.3 70B,R064,designer,0.670334535355,-0.873256446052,0.172058768487,0.188144012924,-1.67054758321,99.2700729927,3,0.448253718429
llama,LLaMA 3.3 70B,R065,destroyer,-0.160723755798,-0.238766066413,-0.0474779479088,0.0732351432655,-2.61407987397,60.2189781022,110,0.448253718429
llama,LLaMA 3.3 70B,R066,detective,0.475557105845,-0.779720489723,0.37786960616,0.179457966966,-1.7178142658,97.8102189781,7,0.448253718429
llama,LLaMA 3.3 70B,R067,devils_advocate,0.301656764194,-0.191547672011,-0.00133385256172,0.0974667055358,-2.32824444098,64.598540146,98,0.448253718429
llama,LLaMA 3.3 70B,R068,dilettante,0.205571174745,0.526349599948,-0.120291255371,0.0340081207792,-3.38115593644,46.3503649635,148,0.448253718429
llama,LLaMA 3.3 70B,R069,dispatcher,0.8918088289,-0.724624437706,0.372910138701,0.170421934679,-1.76947794823,95.2554744526,14,0.448253718429
llama,LLaMA 3.3 70B,R070,divorcee,1.18518021145,0.808807221609,-1.22271496984,0.0217697337427,-3.82723463428,28.8321167883,196,0.448253718429
llama,LLaMA 3.3 70B,R071,doctor,0.856807894543,-0.791884144231,0.199184465984,0.180265331451,-1.71332544984,98.1751824818,6,0.448253718429
llama,LLaMA 3.3 70B,R072,dreamer,-2.16318285193,0.0135642662969,-0.0528436256014,0.0276157651367,-3.58936846873,39.0510948905,168,0.448253718429
llama,LLaMA 3.3 70B,R073,echo,-2.7159556711,0.0819127778971,0.400896731699,0.0232686041119,-3.76065029006,31.0218978102,190,0.448253718429
llama,LLaMA 3.3 70B,R074,economist,0.696263247523,-0.91365213764,0.613981928292,0.143245584587,-1.94319474699,78.4671532847,60,0.448253718429
llama,LLaMA 3.3 70B,R075,ecosystem,-0.601238754151,-0.976204209713,0.143888886908,0.0403309594259,-3.210635881,51.0948905109,135,0.448253718429
llama,LLaMA 3.3 70B,R076,editor,0.66622062112,-0.790234840629,0.206870551352,0.192952464173,-1.64531142003,100,1,0.448253718429
llama,LLaMA 3.3 70B,R077,egregore,-1.57770656343,-0.753305323479,0.16413997294,0.016014161534,-4.13428185234,22.2627737226,214,0.448253718429
llama,LLaMA 3.3 70B,R078,elder,-0.295632848567,0.452900298597,-1.06693347489,0.0299144592941,-3.50941332704,41.9708029197,160,0.448253718429
llama,LLaMA 3.3 70B,R079,eldritch,-3.75477736786,0.322657933834,1.38533250391,0.00446840316377,-5.41072416824,2.55474452555,268,0.448253718429
llama,LLaMA 3.3 70B,R080,emissary,0.249002630811,-1.17028405733,-0.120158309978,0.0885433405583,-2.42426312302,64.2335766423,99,0.448253718429
llama,LLaMA 3.3 70B,R081,empath,-0.652099497831,-0.345751672383,-0.888411865139,0.0250065603121,-3.68861707605,33.5766423358,183,0.448253718429
llama,LLaMA 3.3 70B,R082,engineer,0.793739879782,-0.979479635725,0.67821701613,0.122396246984,-2.10049157127,71.897810219,78,0.448253718429
llama,LLaMA 3.3 70B,R083,entrepreneur,0.93012146355,-0.57697202837,-0.133796324459,0.114822659159,-2.16436643514,68.9781021898,86,0.448253718429
llama,LLaMA 3.3 70B,R084,evaluator,0.786802665459,-1.2172644941,0.585949948148,0.117432813381,-2.14188890995,70.0729927007,83,0.448253718429
