model,model_label,source_model_label,opaque_role_id,role,legacy_qwen_cluster,native_pc1,native_pc2,native_pc3,display_aligned_x,display_aligned_y,display_aligned_z,consensus_family_id,membership_category
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R143,minimalist,procedural_professional,-3.06321228203,9.20342670013,-21.949754205,-0.102022424904,0.428561147152,-1.39393160881,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R144,moderator,procedural_professional,31.4511291708,4.18708649297,-14.4186408958,1.04750182767,0.194973312562,-0.915663980249,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R145,musician,grounded_social,-13.6351829383,2.88823058669,-16.0465898135,-0.454129292809,0.134491581647,-1.01904780098,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R146,mycorrhizal,mythic_spiritual,-31.4203052736,-26.6438302972,-9.40632559503,-1.04647521624,-1.24068033014,-0.597354049948,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R147,mystic,mythic_spiritual,-42.1687203492,-36.1612162904,-18.9492819304,-1.40445868879,-1.68386111399,-1.20338491267,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R148,narcissist,grounded_social,-21.9947570674,34.6721005388,25.5567280768,-0.73255074888,1.61451985931,1.6229945334,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R149,narrator,mythic_spiritual,-33.8315363633,-8.19143079952,-2.3789079946,-1.12678295208,-0.381437164073,-0.151073903478,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R150,naturalist,procedural_professional,8.61510878853,-15.779512992,-9.75677419796,0.286932216409,-0.734779165377,-0.619609487541,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R151,navigator,procedural_professional,13.917627303,-2.6363153765,-2.79696295273,0.463536299683,-0.122761051815,-0.17762272106,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R152,negotiator,procedural_professional,31.2233200958,-1.41231582929,-5.68319746015,1.03991448728,-0.0657650364001,-0.360914682909,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R153,networker,procedural_professional,21.9693807265,11.6723455354,-15.009154411,0.731705572121,0.543527313858,-0.953164876455,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R154,newlywed,grounded_social,-3.47996772482,36.0089909667,-29.9697274523,-0.115902756056,1.67677268253,-1.90324456544,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R155,nomad,grounded_social,-15.4263027515,9.14586687842,-9.44552224384,-0.513783789402,0.425880851646,-0.599843255395,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R156,novelist,grounded_social,-15.5091115258,-8.06306755879,2.91120907379,-0.516541793478,-0.375459879798,0.184877985873,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R157,nutritionist,editorial,35.1305510757,2.03632688954,-12.0374056454,1.17004754452,0.094822354346,-0.764442283069,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R158,observer,procedural_professional,34.0895035672,-12.4056352807,1.73119351601,1.13537473001,-0.577673236316,0.109940427597,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R159,optimist,grounded_social,0.231516610039,22.2078815932,-31.2709528631,0.00771082242657,1.03411865183,-1.98587962428,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R160,oracle,mythic_spiritual,-45.7049828995,-34.5487599494,-2.55997906989,-1.52223638333,-1.60877645675,-0.162572924968,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R161,organizer,procedural_professional,37.569799066,-2.05255769937,0.127009038656,1.25128840281,-0.0955781483245,0.00806578114428,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R162,orphan,grounded_social,-23.4377249638,36.5425652827,-18.765496061,-0.780609802675,1.70161877828,-1.19171348664,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R163,pacifist,procedural_professional,12.6309863816,-12.3796096815,-28.4964811317,0.420683824994,-0.576461344156,-1.80968522101,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R164,paramedic,procedural_professional,26.0687932836,7.00401777516,-5.83332782543,0.868239371036,0.326144814339,-0.370448797035,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R165,parasite,mythic_spiritual,-18.3218955804,-13.1577454017,23.0022904175,-0.610223531327,-0.612695536891,1.46077351886,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R166,parent,grounded_social,7.07128058517,28.5714315038,-28.6848360891,0.235513939633,1.33043983073,-1.82164680956,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R167,patient,grounded_social,0.41189244768,29.1882106188,-27.3290475849,0.0137183657033,1.35916039033,-1.73554669048,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R168,peacekeeper,procedural_professional,24.3120963555,-2.64013816129,-18.9093502895,0.809731352681,-0.122939061277,-1.20084903113,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R169,perfectionist,procedural_professional,19.9581350142,-9.86684635248,11.9032553346,0.664719628687,-0.45945354153,0.755922991378,MFamily_A,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R170,pharmacist,editorial,37.8759185843,-4.24131852741,-3.8068299409,1.26148392721,-0.197498648358,-0.241754897774,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R171,philosopher,procedural_professional,5.32079473116,-30.9439002465,3.95525064735,0.177212785438,-1.44091476133,0.251180439044,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R172,photographer,grounded_social,-8.98814906921,4.75618045727,-12.0841177428,-0.29935658355,0.221473394556,-0.767408761346,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R173,physicist,procedural_professional,29.1602105723,-17.2778892669,11.4713277887,0.971201183391,-0.804551639931,0.728493187234,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R174,pilgrim,mythic_spiritual,-40.7406616683,-28.5020175667,-27.9875706246,-1.35689619683,-1.32720754372,-1.77736657018,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R175,pilot,procedural_professional,26.581052394,1.99158764269,4.15248347355,0.885300518555,0.0927390538996,0.263705821705,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R176,pirate,trickster_chaos,-52.6536103024,20.271848783,24.6586916194,-1.75366527305,0.943966530339,1.56596421806,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R177,planner,procedural_professional,42.8594698084,-3.01449673148,3.62325018255,1.42746458206,-0.140371213834,0.230096560942,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R178,playwright,grounded_social,-9.81757782462,4.58562509196,4.30120558458,-0.326981287658,0.213531417574,0.273150503844,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R179,podcaster,grounded_social,0.844643011644,21.1089760924,-9.12387913332,0.0281314255402,0.982947689387,-0.57941712696,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R180,poet,mythic_spiritual,-59.2014253253,-14.6999612695,-3.61913608542,-1.97174482646,-0.684509419154,-0.229835292867,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R181,polymath,procedural_professional,29.7208506679,-13.7297035698,7.30806184029,0.989873693417,-0.639328991651,0.464102618336,MFamily_A,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R182,pragmatist,procedural_professional,28.8546921673,13.1136681274,6.33006223948,0.961025679487,0.610643061453,0.401994198157,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R183,predator,mythic_spiritual,-27.0575558841,-9.13077148833,16.6288968375,-0.90117080016,-0.42517792893,1.05602753931,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R184,presenter,procedural_professional,19.6017098813,13.0577137153,-9.659203849,0.652848640649,0.608037522473,-0.613413227107,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R185,prey,grounded_social,-42.0516189464,1.3051907515,-0.331029776183,-1.40055854477,0.0607767154496,-0.02102223397,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R186,prisoner,grounded_social,-22.4038879853,38.7814315972,-0.139570682795,-0.746177139904,1.80587245979,-0.00886351549065,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R187,procrastinator,other,-16.5435193617,69.4682495742,16.7721027117,-0.550993469052,3.23481608515,1.06512190969,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R188,prodigy,procedural_professional,7.53746296379,-5.84525300852,7.61453125774,0.251040469411,-0.272186481877,0.483565132773,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R189,producer,procedural_professional,30.515274153,4.30353247595,0.625298354217,1.01633252254,0.200395665092,0.0397099271702,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R190,programmer,procedural_professional,31.8058437359,1.93406330269,12.9570460666,1.05931584405,0.0900604106133,0.822844570393,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R191,proofreader,editorial,32.679234763,1.59236004417,0.592132511567,1.08840474233,0.0741488653568,0.0376037114936,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R192,prophet,mythic_spiritual,-53.7766838342,-32.7077996639,1.96914685035,-1.79107002157,-1.52305142438,0.125051789257,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R193,provincial,grounded_social,-22.1022355484,23.6780032791,-19.0959040844,-0.736130394771,1.10257544045,-1.21269623584,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R194,provocateur,combative_iconoclast,-23.7921955732,22.5173865867,34.5018062268,-0.792415693943,1.04853087235,2.19105680235,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R195,psychologist,procedural_professional,34.9928815098,-6.25296776145,-4.40972822243,1.16546236346,-0.291171878069,-0.280042295605,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R196,publisher,procedural_professional,33.9475455956,-5.1029743443,0.986967502755,1.1306467206,-0.237621986912,0.0626779318855,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R197,purist,procedural_professional,2.70650987898,-29.7269277795,10.2578054739,0.0901422021904,-1.38424596464,0.651427763319,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R198,realist,procedural_professional,22.5774287129,10.4349817079,11.0045665148,0.751957035067,0.485908985528,0.6988512474,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R199,rebel,combative_iconoclast,-24.2688991564,23.9003847032,27.9261361248,-0.808292639789,1.11293071803,1.77346513737,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R200,recruiter,procedural_professional,32.7799875774,7.86691675063,-4.19999830788,1.09176038519,0.366326041055,-0.266723278249,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R201,refugee,grounded_social,-13.3295932172,16.1461325188,-28.5593347568,-0.443951413675,0.751850946366,-1.81367677617,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R202,reporter,procedural_professional,27.7153620637,1.36181249897,1.02917064692,0.92307949449,0.0634133291629,0.0653580665284,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R203,researcher,procedural_professional,42.8850785279,-11.1165077033,7.60431138089,1.42831749835,-0.517644508817,0.482916113688,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R204,retiree,grounded_social,-3.85153507051,26.5883815303,-17.854690017,-0.128278066068,1.23809833672,-1.13387223145,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R205,revenant,mythic_spiritual,-54.5261248909,-20.0435255829,7.05273107949,-1.81603067949,-0.933334571638,0.447887693336,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R206,reviewer,procedural_professional,42.7347392542,-9.96299067451,4.51729823972,1.42331034382,-0.463930539314,0.286873590655,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R207,revolutionary,combative_iconoclast,-11.5142944938,-5.72503538704,18.0376418547,-0.38349162159,-0.266588501533,1.14549069183,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R208,robot,procedural_professional,37.5342047129,-16.1111095105,24.7463942137,1.25010290802,-0.750220086353,1.57153382113,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R209,rogue,trickster_chaos,-26.6377922204,20.6171215209,30.236946921,-0.887190278109,0.960044289792,1.92021448958,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R210,romantic,grounded_social,-35.8744478825,-2.69135299014,-30.82438438,-1.19482354733,-0.12532389972,-1.9575200391,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R211,saboteur,combative_iconoclast,5.93688677295,-0.775323092517,34.7736616843,0.19773216127,-0.0361032216335,2.2083211376,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R212,sage,mythic_spiritual,-30.6958284758,-30.2054457173,-17.7808132653,-1.02234601039,-1.4065283387,-1.12918064637,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R213,scheduler,procedural_professional,37.3218144712,2.67638880943,1.14962009844,1.24302910265,0.124627086819,0.0730072773655,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R214,scholar,procedural_professional,36.468958882,-21.0450655111,8.53027998432,1.21462415148,-0.979971668292,0.541720275823,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R215,scientist,procedural_professional,41.4549468566,-11.6400646274,9.7271419389,1.380685964,-0.542024140807,0.617727674098,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R216,scout,procedural_professional,10.4866577872,-3.87593148223,7.87455530005,0.349265463205,-0.180484258356,0.50007810728,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R217,screener,editorial,42.995156134,-2.39649664048,3.82697260142,1.43198370992,-0.111593799011,0.243034068872,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R218,secretary,editorial,40.7558136006,-3.40010630386,-1.07859254822,1.35740084252,-0.158327273688,-0.0684966324428,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R219,shaman,mythic_spiritual,-41.9226888209,-32.1949504476,-27.770489402,-1.39626443687,-1.49917040097,-1.76358070383,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R220,shapeshifter,grounded_social,-26.6477351846,-7.22554385504,-3.3413815129,-0.887521435476,-0.336460262487,-0.212196330968,MFamily_B,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R221,simulacrum,mythic_spiritual,-21.3853360517,-19.5039900091,17.0655993104,-0.712253556233,-0.908210887607,1.08376057791,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R222,skeptic,procedural_professional,32.7873561274,-6.74394432231,18.6617276638,1.0920057999,-0.314034392761,1.18512361563,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R223,smuggler,grounded_social,-25.8438351872,33.794271712,28.0720056436,-0.860746984488,1.57364341826,1.78272866402,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R224,sociologist,procedural_professional,38.9475671673,-14.4093995553,1.99809505285,1.29717593188,-0.670979299817,0.126890161301,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R225,soldier,grounded_social,-2.82669047129,10.6814425442,13.9019812532,-0.0941449007712,0.497385530315,0.882853216168,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R226,sommelier,procedural_professional,-0.15503864044,-5.31589018424,-4.98264975602,-0.00516367022429,-0.247536495886,-0.316426003029,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R227,specialist,procedural_professional,38.6377764044,-9.66678605328,12.7900661778,1.28685813412,-0.450137655815,0.812240417706,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R228,spirit,mythic_spiritual,-45.0358159489,-33.2366359081,-18.0335669319,-1.49994931059,-1.54767688996,-1.14523191154,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R229,spy,procedural_professional,0.721474111578,2.53542649159,32.1369858411,0.0240291992821,0.118063121613,2.04087754047,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R230,statistician,procedural_professional,43.0747371335,-8.217283926,15.7331463726,1.4346342107,-0.382641024973,0.999142397225,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R231,stoic,mythic_spiritual,-16.3003795382,-29.3337456313,-3.20219127095,-0.542895527382,-1.36593728484,-0.203356975589,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R232,strategist,procedural_professional,38.9557933744,-7.52111997056,7.98924980074,1.29744991146,-0.350223879373,0.507361846696,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R233,student,editorial,20.8168571362,23.3783111146,-17.4428269632,0.693319968831,1.08862015814,-1.10771663427,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R234,summarizer,editorial,35.5884267534,-0.975228386586,-6.65789860299,1.18529741382,-0.0454118894742,-0.422813632641,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R235,supervisor,editorial,44.3980459468,-2.58906238275,-0.50522629137,1.47870793515,-0.120560697765,-0.032084682615,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R236,surfer,grounded_social,-33.8419423373,21.9280420125,-9.51413645703,-1.12712953031,1.02108781282,-0.604200639979,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R237,survivor,grounded_social,-23.3011596292,20.5451133277,-18.1754981689,-0.776061398808,0.95669120024,-1.15424533537,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R238,swarm,procedural_professional,-5.26661898775,-30.7002699654,3.34042468432,-0.175408424459,-1.42957002244,0.212135567025,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R239,symbiont,procedural_professional,6.65400783079,-11.5538182435,-9.93610379437,0.221616379056,-0.538008044369,-0.630997915425,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R240,synthesizer,procedural_professional,25.531550664,-8.163528065,0.0618515828092,0.850346130292,-0.380137862378,0.00392791989959,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R241,teacher,procedural_professional,28.388591309,9.31678467333,-11.6349354701,0.945501864799,0.433839705303,-0.738883185974,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R242,technologist,procedural_professional,30.8901099888,-1.77136896072,9.25046333419,1.0288166919,-0.0824844852436,0.58745592854,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R243,teenager,other,-13.3920847596,78.1138546727,-6.4739816771,-0.44603273815,3.63740205227,-0.411133883793,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R244,theorist,procedural_professional,33.6071155052,-24.4668242797,13.3126241042,1.11930845863,-1.13930719743,0.845425755654,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R245,therapist,procedural_professional,13.0677985517,12.3599385709,-34.5332753196,0.435232159461,0.575545351235,-2.19305526496,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R246,toddler,other,-36.2682914911,71.1564341461,-12.3257038795,-1.20794078384,3.31342705695,-0.782750826186,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R247,traditionalist,procedural_professional,2.38456847599,-26.8831522277,-6.69221889486,0.079419718867,-1.251824449,-0.424993162271,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R248,trainer,procedural_professional,33.8632965848,5.12851200133,-1.95111760747,1.12784074844,0.238811157853,-0.123906831948,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R249,translator,editorial,23.2855781913,5.10416318861,0.649723834847,0.775542448134,0.237677345909,0.0412610811918,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R250,tree,mythic_spiritual,-48.7660896086,-28.4993353575,-14.6245772457,-1.62418868066,-1.32708264561,-0.928742085123,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R251,trickster,trickster_chaos,-35.0220305594,19.7406199745,20.9064170955,-1.16643319292,0.919229654063,1.32767389303,MFamily_D,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R252,tulpa,grounded_social,-9.2032326649,-0.93293876435,-9.49860911426,-0.306520092954,-0.0434426567516,-0.603214567256,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R253,tutor,procedural_professional,29.9189313079,9.02481718263,-7.57205840753,0.996470907506,0.420244125437,-0.480867870295,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R254,validator,procedural_professional,44.3064564416,-6.81315472669,10.3652337723,1.47565748269,-0.317257202184,0.658250058431,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R255,vampire,mythic_spiritual,-52.7066389248,-20.5632913084,21.5946506848,-1.75543142836,-0.957537664988,1.37138055806,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R256,vegan,procedural_professional,15.4174988829,8.61372622024,-22.1890441495,0.513490570409,0.401101514737,-1.40912785266,MFamily_C,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R257,veteran,grounded_social,7.86898917141,19.6908514168,1.71293405348,0.262082181348,0.916912161798,0.108780850057,MFamily_C,fringe
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R258,veterinarian,procedural_professional,26.8702046031,0.836878052109,-11.7537096428,0.89493093487,0.03896955229,-0.746426007277,MFamily_A,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R259,vigilante,grounded_social,-18.7130388093,21.9853946093,23.7899867745,-0.623250829802,1.02375845881,1.51079662344,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R260,virtuoso,procedural_professional,-9.47195834291,-14.786538625,2.29852743267,-0.315470189382,-0.688540927418,0.145969290234,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R261,virus,mythic_spiritual,-10.6266058416,-12.9160989326,25.6697573522,-0.353926530922,-0.601443174985,1.63017252174,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R262,visionary,procedural_professional,1.0578425385,-7.98615771787,1.51762492811,0.0352321847157,-0.371878543114,0.0963776331096,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R263,void,mythic_spiritual,-49.0223908685,-31.3796157753,11.6459450103,-1.63272497316,-1.46120402455,0.739582353077,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R264,wanderer,mythic_spiritual,-41.6127305754,-5.17095046226,-10.1296266376,-1.38594106098,-0.240787321307,-0.643287693509,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R265,warrior,mythic_spiritual,-34.941638841,-6.85944330779,9.63641901995,-1.16375569058,-0.319412647983,0.611966263596,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R266,whale,mythic_spiritual,-40.8759413262,-24.1191655,-10.2809141009,-1.36140178034,-1.12311833101,-0.6528952898,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R267,widow,grounded_social,-28.6834723939,16.4080262625,-34.3211275536,-0.955323085327,0.764046130497,-2.17958270057,MFamily_C,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R268,wind,mythic_spiritual,-46.8152445459,-19.4376279806,-13.0760724279,-1.55921442306,-0.905120713912,-0.83040340708,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R269,witch,mythic_spiritual,-47.543469257,-31.3407707513,-2.9908968444,-1.58346845577,-1.45939519088,-0.18993860301,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R270,witness,procedural_professional,9.22153952639,-6.41358463113,-3.60013302321,0.307129815764,-0.298651065134,-0.228628492608,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R271,workaholic,combative_iconoclast,2.56665030597,19.3601384237,23.9820142168,0.0854840814105,0.90151238253,1.52299143524,MFamily_D,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R272,wraith,mythic_spiritual,-58.9564882151,-28.8473117567,7.19814705372,-1.9635870249,-1.3432863021,0.45712241738,MFamily_B,core
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R273,writer,procedural_professional,4.1974146876,-2.13619150918,-6.61932730108,0.139797828334,-0.0994725892362,-0.420364140204,Unassigned,unassigned
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R274,zealot,mythic_spiritual,-33.9408464622,-18.7612907108,26.1993815878,-1.13042360128,-0.873626805648,1.66380660966,MFamily_B,majority
qwen,Qwen 3 32B,Qwen/Qwen3-32B,R275,zeitgeist,procedural_professional,-8.77795744257,-7.48282516204,2.59762686431,-0.292356004592,-0.348440666707,0.164963769537,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R001,aberration,mythic_spiritual,-1.83903218996,0.449538839638,0.753555656022,-1.18617033502,-1.07349502685,1.1710730753,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R002,absurdist,trickster_chaos,-1.32776508909,1.40146333615,0.45912956047,-1.60813958898,-0.0658611342308,1.00786552833,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R003,accountant,editorial,0.925001115207,-0.695954081329,0.371080743606,1.13168366628,0.0520105359127,0.319803381776,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R004,activist,procedural_professional,0.670659551198,-0.363688689362,-0.973904014348,0.364403657255,0.43891054738,-1.43932498895,MFamily_C,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R005,actor,grounded_social,-0.43812726295,0.729197137191,-0.390365016496,-0.868109046895,0.284333752299,-0.34278548716,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R006,addict,grounded_social,0.944128651883,1.33518632206,-1.04380143569,-0.639093951982,1.71593943652,-1.09800691452,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R007,adolescent,other,2.16674290913,2.4507404517,-0.731192987244,-0.569172763743,3.12945582936,-0.392255547084,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R008,advocate,procedural_professional,0.611923870514,-0.826162722175,-0.387303866498,0.811822776396,-0.0408158806703,-0.752609948307,MFamily_A,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R009,alien,mythic_spiritual,-1.49160838262,-0.448396246902,0.770539890686,-0.36690288964,-1.42994249052,0.958092854425,MFamily_B,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R010,altruist,procedural_professional,0.283438892657,-0.535988921462,-0.916517174606,0.265467778626,0.0677044070411,-1.40107023381,MFamily_C,fringe
